sequence,v115@KhA8FeA8BeA8FeF8AeC8Jem/IvhFRhBfoB6oB0kBTm?BNsB,v115@KhA8FeA8BeA8FeF8AeC8Je/EJvhFalBRhBGjBTmBNs?BUtB,v115@KhA8FeA8BeA8FeF8AeC8Jem/IvhFRhB3iB9oB0kBTm?BisB,v115@KhA8FeA8BeA8FeF8AeC8JeT/IvhFelBamBRiB9oBfs?B0sB
SZJTIOL,X,X,X,O
SZJTLIO,O,O,X,O
SZJTLOI,O,O,X,O
SZJTOIL,O,O,X,O
SZJTOLI,O,O,X,O
SZJITLO,X,X,X,X
SZJITOL,X,X,X,X
SZJILTO,O,O,X,X
SZJILOT,X,X,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,O,O,X,O
SZJLTOI,O,O,X,O
SZJLITO,O,O,X,X
SZJLIOT,X,X,X,X
SZJLOTI,X,X,X,O
SZJLOIT,X,X,X,X
SZJOTIL,X,X,X,O
SZJOTLI,X,X,X,O
SZJOITL,X,X,X,X
SZJOILT,X,X,X,X
SZJOLTI,X,X,X,O
SZJOLIT,X,X,X,X
SZOTILJ,X,X,X,X
SZOTIJL,X,X,X,O
SZOTLIJ,X,X,X,X
SZOTLJI,X,X,X,X
SZOTJIL,X,X,X,O
SZOTJLI,X,X,X,O
SZOITLJ,X,X,X,X
SZOITJL,X,X,X,X
SZOILTJ,X,X,X,X
SZOILJT,X,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,X,X,X,X
SZOLTJI,X,X,X,X
SZOLITJ,X,X,X,X
SZOLIJT,X,X,X,X
SZOLJTI,X,X,X,X
SZOLJIT,X,X,X,X
SZOJTIL,X,X,X,O
SZOJTLI,X,X,X,O
SZOJITL,X,X,X,X
SZOJILT,X,X,X,X
SZOJLTI,X,X,X,O
SZOJLIT,X,X,X,X
SOTILJZ,X,X,X,X
SOTILZJ,X,O,X,X
SOTIJLZ,X,X,X,O
SOTIJZL,X,X,X,X
SOTIZLJ,X,O,X,X
SOTIZJL,X,O,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,O,X,X
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,X,X
SOTLZIJ,X,O,X,X
SOTLZJI,X,O,X,X
SOTJILZ,X,X,X,O
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,X,O
SOTJLZI,X,X,X,O
SOTJZIL,X,X,X,O
SOTJZLI,X,X,X,O
SOTZILJ,X,O,X,X
SOTZIJL,X,O,X,O
SOTZLIJ,X,O,X,X
SOTZLJI,X,O,X,X
SOTZJIL,X,O,X,O
SOTZJLI,X,O,X,O
SOITLJZ,X,X,X,X
SOITLZJ,X,O,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,X,O,X,X
SOITZJL,X,O,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,O,X,X
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,X
SOILZTJ,X,X,X,X
SOILZJT,X,X,X,X
SOIJTLZ,X,X,X,X
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,X
SOIJLZT,X,X,X,X
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,X,X,X
SOIZTJL,X,X,X,X
SOIZLTJ,X,X,X,X
SOIZLJT,X,X,X,X
SOIZJTL,X,X,X,X
SOIZJLT,X,X,X,X
SOLTIJZ,X,X,X,X
SOLTIZJ,X,O,X,X
SOLTJIZ,X,X,X,X
SOLTJZI,X,X,X,X
SOLTZIJ,X,O,X,X
SOLTZJI,X,O,X,X
SOLITJZ,X,X,X,X
SOLITZJ,X,O,X,X
SOLIJTZ,X,X,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,X,X
SOLIZJT,X,X,X,X
SOLJTIZ,X,X,X,X
SOLJTZI,X,X,X,X
SOLJITZ,X,X,X,X
SOLJIZT,X,X,X,X
SOLJZTI,X,X,X,X
SOLJZIT,X,X,X,X
SOLZTIJ,X,X,X,X
SOLZTJI,X,X,X,X
SOLZITJ,X,X,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,X,X,X
SOLZJIT,X,X,X,X
SOJTILZ,X,X,X,O
SOJTIZL,X,X,X,X
SOJTLIZ,X,X,X,O
SOJTLZI,X,X,X,O
SOJTZIL,X,X,X,O
SOJTZLI,X,X,X,O
SOJITLZ,X,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,X
SOJILZT,X,X,X,X
SOJIZTL,X,X,X,X
SOJIZLT,X,X,X,X
SOJLTIZ,X,X,X,O
SOJLTZI,X,X,X,O
SOJLITZ,X,X,X,X
SOJLIZT,X,X,X,X
SOJLZTI,X,X,X,O
SOJLZIT,X,X,X,X
SOJZTIL,X,X,X,O
SOJZTLI,X,X,X,O
SOJZITL,X,X,X,X
SOJZILT,X,X,X,X
SOJZLTI,X,X,X,O
SOJZLIT,X,X,X,X
SOZTILJ,X,X,X,X
SOZTIJL,X,X,X,O
SOZTLIJ,X,X,X,X
SOZTLJI,X,X,X,X
SOZTJIL,X,X,X,O
SOZTJLI,X,X,X,O
SOZITLJ,X,X,X,X
SOZITJL,X,X,X,X
SOZILTJ,X,X,X,X
SOZILJT,X,X,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,X,X,X
SOZLTIJ,X,X,X,X
SOZLTJI,X,X,X,X
SOZLITJ,X,X,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,X,X,X
SOZLJIT,X,X,X,X
SOZJTIL,X,X,X,O
SOZJTLI,X,X,X,O
SOZJITL,X,X,X,X
SOZJILT,X,X,X,X
SOZJLTI,X,X,X,O
SOZJLIT,X,X,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,O,O,X,X
ZTIJSOL,X,X,O,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,X
ZTISLJO,O,O,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,O,O,X,X
ZTISJOL,X,X,O,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,X,X,X,X
ZTLISOJ,X,X,X,X
ZTLIOJS,X,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,X,X,X,X
ZTLJIOS,X,X,X,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,X,X
ZTLJOSI,X,X,X,X
ZTLSIJO,X,X,X,X
ZTLSIOJ,X,X,X,X
ZTLSJIO,X,X,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,X,X,X,X
ZTLSOJI,X,X,X,X
ZTLOIJS,X,X,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,X,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,X
ZTJISLO,O,O,X,X
ZTJISOL,X,X,O,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,X,X,X
ZTJLISO,X,X,X,X
ZTJLIOS,X,X,X,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,X,X
ZTJLOSI,X,X,X,X
ZTJSILO,O,O,X,X
ZTJSIOL,X,X,O,X
ZTJSLIO,O,O,X,X
ZTJSLOI,O,O,X,X
ZTJSOIL,O,O,O,X
ZTJSOLI,O,O,O,X
ZTJOILS,X,X,X,X
ZTJOISL,O,O,O,X
ZTJOLIS,X,X,O,X
ZTJOLSI,X,X,O,X
ZTJOSIL,O,O,O,X
ZTJOSLI,O,O,O,X
ZTSILJO,O,O,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,O,O,X,X
ZTSIJOL,X,X,O,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,O,O,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,O,O,X,X
ZTSLJOI,O,O,X,X
ZTSLOIJ,O,O,X,X
ZTSLOJI,O,O,X,X
ZTSJILO,O,O,X,X
ZTSJIOL,X,X,O,X
ZTSJLIO,O,O,X,X
ZTSJLOI,O,O,X,X
ZTSJOIL,O,O,O,X
ZTSJOLI,O,O,O,X
ZTSOILJ,O,O,X,X
ZTSOIJL,O,O,O,X
ZTSOLIJ,O,O,X,X
ZTSOLJI,O,O,X,X
ZTSOJIL,O,O,O,X
ZTSOJLI,O,O,O,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,O,O,O,X
ZTOISLJ,O,O,X,X
ZTOISJL,O,O,O,X
ZTOLIJS,X,X,O,X
ZTOLISJ,X,X,O,X
ZTOLJIS,X,X,O,X
ZTOLJSI,X,X,O,X
ZTOLSIJ,X,X,O,X
ZTOLSJI,X,X,O,X
ZTOJILS,X,X,X,X
ZTOJISL,O,O,O,X
ZTOJLIS,X,X,O,X
ZTOJLSI,X,X,O,X
ZTOJSIL,O,O,O,X
ZTOJSLI,O,O,O,X
ZTOSILJ,O,O,X,X
ZTOSIJL,O,O,O,X
ZTOSLIJ,O,O,X,X
ZTOSLJI,O,O,X,X
ZTOSJIL,O,O,O,X
ZTOSJLI,O,O,O,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,O,X,X,X
ZITJSOL,X,X,O,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,O,X,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,O,X,X,X
ZITSJOL,X,X,O,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,X,O,X
ZILTJOS,X,X,X,X
ZILTSJO,X,X,O,X
ZILTSOJ,X,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,O,X
ZILJTOS,X,X,X,X
ZILJSTO,X,X,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,X,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,X,X,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,X,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,X
ZILOJST,X,X,X,X
ZILOSTJ,X,X,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,O,X,X,X
ZIJTSOL,X,X,O,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,X,X,O,X
ZIJLTOS,X,X,X,X
ZIJLSTO,X,X,X,X
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,X,X,X
ZIJSTLO,X,X,X,X
ZIJSTOL,X,X,X,X
ZIJSLTO,O,O,X,X
ZIJSLOT,X,X,X,X
ZIJSOTL,X,X,X,X
ZIJSOLT,X,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,O,X,O,X
ZIJOLTS,X,X,O,X
ZIJOLST,X,X,X,X
ZIJOSTL,X,X,X,X
ZIJOSLT,X,X,X,X
ZISTLJO,X,X,X,X
ZISTLOJ,X,X,X,X
ZISTJLO,X,X,X,X
ZISTJOL,X,X,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,X,X,X,X
ZISLJTO,O,O,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,O,O,X,X
ZISJLOT,X,X,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,X,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,X,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,O,X,O,X
ZIOTSLJ,O,X,X,X
ZIOTSJL,O,X,O,X
ZIOLTJS,X,X,O,X
ZIOLTSJ,X,X,O,X
ZIOLJTS,X,X,O,X
ZIOLJST,X,X,X,X
ZIOLSTJ,X,X,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,O,X,O,X
ZIOJLTS,X,X,O,X
ZIOJLST,X,X,X,X
ZIOJSTL,X,X,X,X
ZIOJSLT,X,X,X,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,X,X,O,X
ZLTIJOS,X,X,X,X
ZLTISJO,X,X,O,X
ZLTISOJ,X,X,X,X
ZLTIOJS,X,X,X,X
ZLTIOSJ,X,X,X,X
ZLTJISO,X,X,O,X
ZLTJIOS,X,X,X,X
ZLTJSIO,X,X,O,X
ZLTJSOI,X,X,O,X
ZLTJOIS,X,X,O,X
ZLTJOSI,X,X,O,X
ZLTSIJO,X,X,O,X
ZLTSIOJ,X,X,X,X
ZLTSJIO,X,X,O,X
ZLTSJOI,X,X,O,X
ZLTSOIJ,X,X,O,X
ZLTSOJI,X,X,O,X
ZLTOIJS,X,X,O,X
ZLTOISJ,X,X,O,X
ZLTOJIS,X,X,O,X
ZLTOJSI,X,X,O,X
ZLTOSIJ,X,X,O,X
ZLTOSJI,X,X,O,X
ZLITJSO,X,X,O,X
ZLITJOS,X,X,X,X
ZLITSJO,X,X,O,X
ZLITSOJ,X,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,O,X
ZLIJTOS,X,X,X,X
ZLIJSTO,X,X,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,X,X,X
ZLISTJO,X,X,X,X
ZLISTOJ,X,X,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,X,X,X,X
ZLISOJT,X,X,X,X
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,X,X
ZLIOJST,X,X,X,X
ZLIOSTJ,X,X,X,X
ZLIOSJT,X,X,X,X
ZLJTISO,X,X,O,X
ZLJTIOS,X,X,X,X
ZLJTSIO,X,X,O,X
ZLJTSOI,X,X,O,X
ZLJTOIS,X,X,O,X
ZLJTOSI,X,X,O,X
ZLJITSO,X,X,O,X
ZLJITOS,X,X,X,X
ZLJISTO,X,X,X,X
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,X,X
ZLJIOST,X,X,X,X
ZLJSTIO,O,X,X,X
ZLJSTOI,O,X,X,X
ZLJSITO,O,X,X,X
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,X,X
ZLJSOIT,X,X,X,X
ZLJOTIS,X,X,O,X
ZLJOTSI,X,X,O,X
ZLJOITS,X,X,O,X
ZLJOIST,X,X,X,X
ZLJOSTI,X,X,X,X
ZLJOSIT,X,X,X,X
ZLSTIJO,O,X,X,X
ZLSTIOJ,X,X,X,X
ZLSTJIO,O,X,X,X
ZLSTJOI,O,X,X,X
ZLSTOIJ,O,X,X,X
ZLSTOJI,O,X,X,X
ZLSITJO,X,X,X,X
ZLSITOJ,X,X,X,X
ZLSIJTO,O,X,X,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,X,X,X
ZLSIOJT,X,X,X,X
ZLSJTIO,O,X,X,X
ZLSJTOI,O,X,X,X
ZLSJITO,O,X,X,X
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,X,X
ZLSJOIT,X,X,X,X
ZLSOTIJ,X,X,X,X
ZLSOTJI,X,X,X,X
ZLSOITJ,X,X,X,X
ZLSOIJT,X,X,X,X
ZLSOJTI,X,X,X,X
ZLSOJIT,X,X,X,X
ZLOTIJS,X,X,O,X
ZLOTISJ,X,X,O,X
ZLOTJIS,X,X,O,X
ZLOTJSI,X,X,O,X
ZLOTSIJ,X,X,O,X
ZLOTSJI,X,X,O,X
ZLOITJS,X,X,O,X
ZLOITSJ,X,X,O,X
ZLOIJTS,X,X,O,X
ZLOIJST,X,X,X,X
ZLOISTJ,X,X,X,X
ZLOISJT,X,X,X,X
ZLOJTIS,X,X,O,X
ZLOJTSI,X,X,O,X
ZLOJITS,X,X,O,X
ZLOJIST,X,X,X,X
ZLOJSTI,X,X,X,X
ZLOJSIT,X,X,X,X
ZLOSTIJ,X,X,X,X
ZLOSTJI,X,X,X,X
ZLOSITJ,X,X,X,X
ZLOSIJT,X,X,X,X
ZLOSJTI,X,X,X,X
ZLOSJIT,X,X,X,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,O,O,X,X
ZJTISOL,X,X,O,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,X,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,X,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,X,X
ZJTLOSI,X,X,X,X
ZJTSILO,O,O,X,X
ZJTSIOL,X,X,O,X
ZJTSLIO,O,O,X,X
ZJTSLOI,O,O,X,X
ZJTSOIL,O,O,O,X
ZJTSOLI,O,O,O,X
ZJTOILS,X,X,X,X
ZJTOISL,O,O,O,X
ZJTOLIS,X,X,O,X
ZJTOLSI,X,X,O,X
ZJTOSIL,O,O,O,X
ZJTOSLI,O,O,O,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,O,X,X,X
ZJITSOL,X,X,O,X
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,X,X,O,X
ZJILTOS,X,X,X,X
ZJILSTO,X,X,X,X
ZJILSOT,X,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,X,X,X
ZJISTLO,X,X,X,X
ZJISTOL,X,X,X,X
ZJISLTO,O,O,X,X
ZJISLOT,X,X,X,X
ZJISOTL,X,X,X,X
ZJISOLT,X,X,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,O,X,O,X
ZJIOLTS,X,X,O,X
ZJIOLST,X,X,X,X
ZJIOSTL,X,X,X,X
ZJIOSLT,X,X,X,X
ZJLTISO,X,X,O,X
ZJLTIOS,X,X,X,X
ZJLTSIO,X,X,O,X
ZJLTSOI,X,X,O,X
ZJLTOIS,X,X,O,X
ZJLTOSI,X,X,O,X
ZJLITSO,X,X,O,X
ZJLITOS,X,X,X,X
ZJLISTO,X,X,X,X
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,X,X
ZJLIOST,X,X,X,X
ZJLSTIO,O,X,X,X
ZJLSTOI,O,X,X,X
ZJLSITO,O,X,X,X
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,X,X
ZJLSOIT,X,X,X,X
ZJLOTIS,X,X,O,X
ZJLOTSI,X,X,O,X
ZJLOITS,X,X,O,X
ZJLOIST,X,X,X,X
ZJLOSTI,X,X,X,X
ZJLOSIT,X,X,X,X
ZJSTILO,O,O,X,X
ZJSTIOL,X,X,X,X
ZJSTLIO,O,O,X,X
ZJSTLOI,O,O,X,X
ZJSTOIL,O,O,X,X
ZJSTOLI,O,O,X,X
ZJSITLO,X,X,X,X
ZJSITOL,X,X,X,X
ZJSILTO,O,O,X,X
ZJSILOT,X,X,X,X
ZJSIOTL,X,X,X,X
ZJSIOLT,X,X,X,X
ZJSLTIO,O,O,X,X
ZJSLTOI,O,O,X,X
ZJSLITO,O,O,X,X
ZJSLIOT,X,X,X,X
ZJSLOTI,X,X,X,X
ZJSLOIT,X,X,X,X
ZJSOTIL,X,X,X,X
ZJSOTLI,X,X,X,X
ZJSOITL,X,X,X,X
ZJSOILT,X,X,X,X
ZJSOLTI,X,X,X,X
ZJSOLIT,X,X,X,X
ZJOTILS,X,X,X,X
ZJOTISL,O,X,O,X
ZJOTLIS,X,X,O,X
ZJOTLSI,X,X,O,X
ZJOTSIL,O,X,O,X
ZJOTSLI,O,X,O,X
ZJOITLS,X,X,X,X
ZJOITSL,O,X,O,X
ZJOILTS,X,X,O,X
ZJOILST,X,X,X,X
ZJOISTL,X,X,X,X
ZJOISLT,X,X,X,X
ZJOLTIS,X,X,O,X
ZJOLTSI,X,X,O,X
ZJOLITS,X,X,O,X
ZJOLIST,X,X,X,X
ZJOLSTI,X,X,X,X
ZJOLSIT,X,X,X,X
ZJOSTIL,X,X,X,X
ZJOSTLI,X,X,X,X
ZJOSITL,X,X,X,X
ZJOSILT,X,X,X,X
ZJOSLTI,X,X,X,X
ZJOSLIT,X,X,X,X
ZSTILJO,O,O,X,X
ZSTILOJ,X,X,X,X
ZSTIJLO,O,O,X,X
ZSTIJOL,X,X,X,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,X,X,X,X
ZSTLIJO,O,O,X,X
ZSTLIOJ,X,X,X,X
ZSTLJIO,O,O,X,X
ZSTLJOI,O,O,X,X
ZSTLOIJ,O,O,X,X
ZSTLOJI,O,O,X,X
ZSTJILO,O,O,X,X
ZSTJIOL,X,X,X,X
ZSTJLIO,O,O,X,X
ZSTJLOI,O,O,X,X
ZSTJOIL,O,O,X,X
ZSTJOLI,O,O,X,X
ZSTOILJ,O,O,X,X
ZSTOIJL,O,O,X,X
ZSTOLIJ,O,O,X,X
ZSTOLJI,O,O,X,X
ZSTOJIL,O,O,X,X
ZSTOJLI,O,O,X,X
ZSITLJO,X,X,X,X
ZSITLOJ,X,X,X,X
ZSITJLO,X,X,X,X
ZSITJOL,X,X,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,X,X,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,X,X,X,X
ZSILJTO,O,O,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,X,X,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,O,O,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,X,X,X,X
ZSIOLTJ,X,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,O,O,X,X
ZSLTIOJ,X,X,X,X
ZSLTJIO,O,O,X,X
ZSLTJOI,O,O,X,X
ZSLTOIJ,O,O,X,X
ZSLTOJI,O,O,X,X
ZSLITJO,X,X,X,X
ZSLITOJ,X,X,X,X
ZSLIJTO,O,O,X,X
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,X,X,X
ZSLIOJT,X,X,X,X
ZSLJTIO,O,O,X,X
ZSLJTOI,O,O,X,X
ZSLJITO,O,O,X,X
ZSLJIOT,X,X,X,X
ZSLJOTI,X,X,X,X
ZSLJOIT,X,X,X,X
ZSLOTIJ,X,X,X,X
ZSLOTJI,X,X,X,X
ZSLOITJ,X,X,X,X
ZSLOIJT,X,X,X,X
ZSLOJTI,X,X,X,X
ZSLOJIT,X,X,X,X
ZSJTILO,O,O,X,X
ZSJTIOL,X,X,X,X
ZSJTLIO,O,O,X,X
ZSJTLOI,O,O,X,X
ZSJTOIL,O,O,X,X
ZSJTOLI,O,O,X,X
ZSJITLO,X,X,X,X
ZSJITOL,X,X,X,X
ZSJILTO,O,O,X,X
ZSJILOT,X,X,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,O,O,X,X
ZSJLTOI,O,O,X,X
ZSJLITO,O,O,X,X
ZSJLIOT,X,X,X,X
ZSJLOTI,X,X,X,X
ZSJLOIT,X,X,X,X
ZSJOTIL,X,X,X,X
ZSJOTLI,X,X,X,X
ZSJOITL,X,X,X,X
ZSJOILT,X,X,X,X
ZSJOLTI,X,X,X,X
ZSJOLIT,X,X,X,X
ZSOTILJ,X,X,X,X
ZSOTIJL,X,X,X,X
ZSOTLIJ,X,X,X,X
ZSOTLJI,X,X,X,X
ZSOTJIL,X,X,X,X
ZSOTJLI,X,X,X,X
ZSOITLJ,X,X,X,X
ZSOITJL,X,X,X,X
ZSOILTJ,X,X,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,X,X,X,X
ZSOIJLT,X,X,X,X
ZSOLTIJ,X,X,X,X
ZSOLTJI,X,X,X,X
ZSOLITJ,X,X,X,X
ZSOLIJT,X,X,X,X
ZSOLJTI,X,X,X,X
ZSOLJIT,X,X,X,X
ZSOJTIL,X,X,X,X
ZSOJTLI,X,X,X,X
ZSOJITL,X,X,X,X
ZSOJILT,X,X,X,X
ZSOJLTI,X,X,X,X
ZSOJLIT,X,X,X,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,O,X,O,X
ZOTISLJ,O,X,X,X
ZOTISJL,O,X,O,X
ZOTLIJS,X,X,O,X
ZOTLISJ,X,X,O,X
ZOTLJIS,X,X,O,X
ZOTLJSI,X,X,O,X
ZOTLSIJ,X,X,O,X
ZOTLSJI,X,X,O,X
ZOTJILS,X,X,X,X
ZOTJISL,O,X,O,X
ZOTJLIS,X,X,O,X
ZOTJLSI,X,X,O,X
ZOTJSIL,O,X,O,X
ZOTJSLI,O,X,O,X
ZOTSILJ,O,X,X,X
ZOTSIJL,O,X,O,X
ZOTSLIJ,O,X,X,X
ZOTSLJI,O,X,X,X
ZOTSJIL,O,X,O,X
ZOTSJLI,O,X,O,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,O,X,O,X
ZOITSLJ,O,X,X,X
ZOITSJL,O,X,O,X
ZOILTJS,X,X,O,X
ZOILTSJ,X,X,O,X
ZOILJTS,X,X,O,X
ZOILJST,X,X,X,X
ZOILSTJ,X,X,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,O,X,O,X
ZOIJLTS,X,X,O,X
ZOIJLST,X,X,X,X
ZOIJSTL,X,X,X,X
ZOIJSLT,X,X,X,X
ZOISTLJ,X,X,X,X
ZOISTJL,X,X,X,X
ZOISLTJ,X,X,X,X
ZOISLJT,X,X,X,X
ZOISJTL,X,X,X,X
ZOISJLT,X,X,X,X
ZOLTIJS,X,X,O,X
ZOLTISJ,X,X,O,X
ZOLTJIS,X,X,O,X
ZOLTJSI,X,X,O,X
ZOLTSIJ,X,X,O,X
ZOLTSJI,X,X,O,X
ZOLITJS,X,X,O,X
ZOLITSJ,X,X,O,X
ZOLIJTS,X,X,O,X
ZOLIJST,X,X,X,X
ZOLISTJ,X,X,X,X
ZOLISJT,X,X,X,X
ZOLJTIS,X,X,O,X
ZOLJTSI,X,X,O,X
ZOLJITS,X,X,O,X
ZOLJIST,X,X,X,X
