sequence,v115@ShB8FeH8AeB8Jex/IvhF8lBGiBTjBikB3mBlsB,v115@ShB8FeH8AeB8Jex/IvhFThBliBcoBikBWrB/sB,v115@ShB8FeH8AeB8Jex/IvhFlhB3iBcoBikBzlBGsB,v115@ShB8FeH8AeB8JeOEJvhFXgB0hBSoBzlBRsBlsB,v115@ShB8FeH8AeB8JeOEJvhFXgB8lBzhBFoBxrBCtB
OIZJSTL,X,X,O,X,X
OIZJSLT,X,X,X,O,X
OIZSTLJ,X,X,O,X,X
OIZSTJL,X,X,X,X,X
OIZSLTJ,X,X,X,X,X
OIZSLJT,X,X,X,O,X
OIZSJTL,X,X,O,X,X
OIZSJLT,X,X,X,O,X
OLTIJSZ,X,X,X,X,X
OLTIJZS,X,X,X,X,X
OLTISJZ,X,X,X,X,X
OLTISZJ,X,X,X,X,X
OLTIZJS,O,X,O,X,X
OLTIZSJ,X,X,O,X,X
OLTJISZ,X,X,X,X,X
OLTJIZS,X,X,X,X,X
OLTJSIZ,X,X,X,X,X
OLTJSZI,O,X,X,X,X
OLTJZIS,O,X,X,X,X
OLTJZSI,X,X,X,X,X
OLTSIJZ,X,X,X,X,X
OLTSIZJ,X,X,X,X,X
OLTSJIZ,X,X,X,X,X
OLTSJZI,O,X,X,X,X
OLTSZIJ,O,X,X,X,X
OLTSZJI,O,X,X,X,X
OLTZIJS,O,X,O,X,X
OLTZISJ,X,X,O,X,X
OLTZJIS,O,X,O,X,X
OLTZJSI,X,X,O,X,X
OLTZSIJ,X,X,O,X,X
OLTZSJI,X,X,X,X,X
OLITJSZ,X,X,X,X,X
OLITJZS,X,X,X,X,X
OLITSJZ,X,X,X,X,X
OLITSZJ,X,X,X,X,X
OLITZJS,O,X,O,X,X
OLITZSJ,X,X,O,X,X
OLIJTSZ,X,X,X,X,X
OLIJTZS,X,X,O,X,X
OLIJSTZ,X,X,X,X,X
OLIJSZT,X,X,X,X,X
OLIJZTS,X,X,O,X,X
OLIJZST,X,X,O,X,X
OLISTJZ,X,X,X,X,X
OLISTZJ,X,X,X,X,X
OLISJTZ,X,X,X,X,X
OLISJZT,X,X,X,X,X
OLISZTJ,X,X,X,X,X
OLISZJT,X,X,X,X,X
OLIZTJS,O,X,O,X,X
OLIZTSJ,X,X,O,X,X
OLIZJTS,X,X,O,X,X
OLIZJST,X,X,O,X,X
OLIZSTJ,X,X,O,X,X
OLIZSJT,O,X,O,X,X
OLJTISZ,X,X,X,X,X
OLJTIZS,X,X,O,X,X
OLJTSIZ,X,X,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,O,X,X
OLJTZSI,X,X,O,X,X
OLJITSZ,X,X,X,X,X
OLJITZS,X,X,O,X,X
OLJISTZ,X,X,X,X,X
OLJISZT,X,X,X,X,X
OLJIZTS,X,X,O,X,X
OLJIZST,X,X,O,X,X
OLJSTIZ,X,X,X,X,X
OLJSTZI,X,X,X,X,X
OLJSITZ,X,X,X,X,X
OLJSIZT,X,X,X,X,X
OLJSZTI,X,X,X,X,X
OLJSZIT,X,X,X,O,X
OLJZTIS,X,X,O,X,X
OLJZTSI,X,X,O,X,X
OLJZITS,X,X,O,X,X
OLJZIST,X,X,O,X,X
OLJZSTI,X,X,O,X,X
OLJZSIT,X,X,O,O,X
OLSTIJZ,X,X,X,X,X
OLSTIZJ,X,X,X,X,X
OLSTJIZ,X,X,X,X,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,X,X,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,X,X,X,X,X
OLSITZJ,X,X,X,X,X
OLSIJTZ,X,X,X,X,X
OLSIJZT,X,X,X,X,X
OLSIZTJ,X,X,X,X,X
OLSIZJT,X,X,X,X,X
OLSJTIZ,X,X,X,X,X
OLSJTZI,X,X,X,X,X
OLSJITZ,X,X,X,X,X
OLSJIZT,X,X,X,X,X
OLSJZTI,X,X,X,X,X
OLSJZIT,O,X,X,O,X
OLSZTIJ,X,X,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,X,X,X,X,X
OLSZIJT,O,X,X,X,X
OLSZJTI,X,X,X,X,X
OLSZJIT,O,X,X,O,X
OLZTIJS,O,X,O,X,X
OLZTISJ,X,X,O,X,X
OLZTJIS,O,X,O,X,X
OLZTJSI,X,X,O,X,X
OLZTSIJ,X,X,O,X,X
OLZTSJI,X,X,X,X,X
OLZITJS,O,X,O,X,X
OLZITSJ,X,X,O,X,X
OLZIJTS,X,X,O,X,X
OLZIJST,X,X,O,X,X
OLZISTJ,X,X,O,X,X
OLZISJT,O,X,O,X,X
OLZJTIS,X,X,O,X,X
OLZJTSI,X,X,O,X,X
OLZJITS,X,X,O,X,X
OLZJIST,X,X,O,X,X
OLZJSTI,X,X,O,X,X
OLZJSIT,X,X,O,O,X
OLZSTIJ,X,X,O,X,X
OLZSTJI,X,X,X,X,X
OLZSITJ,X,X,O,X,X
OLZSIJT,O,X,O,X,X
OLZSJTI,X,X,O,X,X
OLZSJIT,O,X,O,O,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,O,X,X
OJTLISZ,X,X,X,X,X
OJTLIZS,X,X,O,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,O,X,X
OJTLZSI,X,X,O,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,X,X,X
OJTZISL,X,X,O,X,X
OJTZLIS,X,X,O,X,X
OJTZLSI,X,X,O,X,X
OJTZSIL,X,X,O,X,X
OJTZSLI,X,X,O,X,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,O,X,X
OJILTSZ,X,X,X,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,X,X,X,X,X
OJILSZT,X,X,X,O,X
OJILZTS,X,X,X,X,X
OJILZST,X,X,X,O,X
OJISTLZ,X,X,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,X,X,X,X
OJISLZT,X,X,X,O,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,O,X
OJIZTLS,X,X,X,X,X
OJIZTSL,X,X,O,X,X
OJIZLTS,X,X,X,X,X
OJIZLST,X,X,X,O,X
OJIZSTL,X,X,O,X,X
OJIZSLT,X,X,X,O,X
OJLTISZ,X,X,X,X,X
OJLTIZS,X,X,O,X,X
OJLTSIZ,X,X,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,O,X,X
OJLTZSI,X,X,O,X,X
OJLITSZ,X,X,X,X,X
OJLITZS,X,X,O,X,X
OJLISTZ,X,X,X,X,X
OJLISZT,X,X,X,X,X
OJLIZTS,X,X,O,X,X
OJLIZST,X,X,O,X,X
OJLSTIZ,X,X,X,X,X
OJLSTZI,X,X,X,X,X
OJLSITZ,X,X,X,X,X
OJLSIZT,X,X,X,X,X
OJLSZTI,X,X,X,X,X
OJLSZIT,X,X,X,O,X
OJLZTIS,X,X,O,X,X
OJLZTSI,X,X,O,X,X
OJLZITS,X,X,O,X,X
OJLZIST,X,X,O,X,X
OJLZSTI,X,X,O,X,X
OJLZSIT,X,X,O,O,X
OJSTILZ,X,X,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,X,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,X,X,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,X,X,X,X
OJSILZT,X,X,X,O,X
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,O,X
OJSLTIZ,X,X,X,X,X
OJSLTZI,X,X,X,X,X
OJSLITZ,X,X,X,X,X
OJSLIZT,X,X,X,X,X
OJSLZTI,X,X,X,X,X
OJSLZIT,X,X,X,O,X
OJSZTIL,X,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,X,X,X,X,X
OJSZILT,X,X,X,O,X
OJSZLTI,X,X,X,X,X
OJSZLIT,X,X,X,O,X
OJZTILS,X,X,X,X,X
OJZTISL,X,X,O,X,X
OJZTLIS,X,X,O,X,X
OJZTLSI,X,X,O,X,X
OJZTSIL,X,X,O,X,X
OJZTSLI,X,X,O,X,X
OJZITLS,X,X,X,X,X
OJZITSL,X,X,O,X,X
OJZILTS,X,X,X,X,X
OJZILST,X,X,X,O,X
OJZISTL,X,X,O,X,X
OJZISLT,X,X,X,O,X
OJZLTIS,X,X,O,X,X
OJZLTSI,X,X,O,X,X
OJZLITS,X,X,O,X,X
OJZLIST,X,X,O,X,X
OJZLSTI,X,X,O,X,X
OJZLSIT,X,X,O,O,X
OJZSTIL,X,X,O,X,X
OJZSTLI,X,X,O,X,X
OJZSITL,X,X,O,X,X
OJZSILT,X,X,X,O,X
OJZSLTI,X,X,O,X,X
OJZSLIT,X,X,O,O,X
OSTILJZ,X,X,X,X,X
OSTILZJ,X,X,X,X,X
OSTIJLZ,X,X,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,X,X,X,X,X
OSTIZJL,X,X,X,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,X,X,X,X,X
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,X,X,X,X
OSTLZJI,X,X,X,X,X
OSTJILZ,X,X,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,X,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,X,X,X,X,X
OSTZILJ,X,X,X,X,X
OSTZIJL,X,X,X,X,X
OSTZLIJ,X,X,X,X,X
OSTZLJI,X,X,X,X,X
OSTZJIL,X,X,X,X,X
OSTZJLI,X,X,X,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,X,X,X,X,X
OSITJLZ,X,X,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,X,X,X,X,X
OSITZJL,X,X,X,X,X
OSILTJZ,X,X,X,X,X
OSILTZJ,X,X,X,X,X
OSILJTZ,X,X,X,X,X
OSILJZT,X,X,X,O,X
OSILZTJ,X,X,X,X,X
OSILZJT,X,X,X,O,X
OSIJTLZ,X,X,X,X,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,X,X,X,X
OSIJLZT,X,X,X,O,X
OSIJZTL,X,X,X,X,X
OSIJZLT,X,X,X,O,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,X,X,X,X,X
OSIZLTJ,X,X,X,X,X
OSIZLJT,X,X,X,O,X
OSIZJTL,X,X,X,X,X
OSIZJLT,X,X,X,O,X
OSLTIJZ,X,X,X,X,X
OSLTIZJ,X,X,X,X,X
OSLTJIZ,X,X,X,X,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,X,X,X,X,X
OSLTZJI,X,X,X,X,X
OSLITJZ,X,X,X,X,X
OSLITZJ,X,X,X,X,X
OSLIJTZ,X,X,X,X,X
OSLIJZT,X,X,X,X,X
OSLIZTJ,X,X,X,X,X
OSLIZJT,X,X,X,X,X
OSLJTIZ,X,X,X,X,X
OSLJTZI,X,X,X,X,X
OSLJITZ,X,X,X,X,X
OSLJIZT,X,X,X,X,X
OSLJZTI,X,X,X,X,X
OSLJZIT,O,X,X,O,X
OSLZTIJ,X,X,X,X,X
OSLZTJI,X,X,X,X,X
OSLZITJ,X,X,X,X,X
OSLZIJT,O,X,X,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,O,X,X,O,X
OSJTILZ,X,X,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,X,X,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,X,X,X,X
OSJILZT,X,X,X,O,X
OSJIZTL,X,X,X,X,X
OSJIZLT,X,X,X,O,X
OSJLTIZ,X,X,X,X,X
OSJLTZI,X,X,X,X,X
OSJLITZ,X,X,X,X,X
OSJLIZT,X,X,X,X,X
OSJLZTI,X,X,X,X,X
OSJLZIT,O,X,X,O,X
OSJZTIL,X,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,X,X,X,X,X
OSJZILT,O,X,X,O,X
OSJZLTI,X,X,X,X,X
OSJZLIT,O,X,X,O,X
OSZTILJ,X,X,X,X,X
OSZTIJL,X,X,X,X,X
OSZTLIJ,X,X,X,X,X
OSZTLJI,X,X,X,X,X
OSZTJIL,X,X,X,X,X
OSZTJLI,X,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,X,X,X,X,X
OSZILTJ,X,X,X,X,X
OSZILJT,X,X,X,O,X
OSZIJTL,X,X,X,X,X
OSZIJLT,O,X,X,O,X
OSZLTIJ,X,X,X,X,X
OSZLTJI,X,X,X,X,X
OSZLITJ,X,X,X,X,X
OSZLIJT,O,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,O,X,X,O,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,O,X,X,O,X
OSZJLTI,X,X,X,X,X
OSZJLIT,O,X,X,O,X
OZTILJS,X,X,X,X,X
OZTILSJ,X,X,X,X,X
OZTIJLS,O,X,X,X,X
OZTIJSL,O,X,O,X,X
OZTISLJ,X,X,O,X,X
OZTISJL,X,X,X,X,X
OZTLIJS,O,X,O,X,X
OZTLISJ,X,X,O,X,X
OZTLJIS,O,X,O,X,X
OZTLJSI,X,X,O,X,X
OZTLSIJ,X,X,O,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,O,X,X,X,X
OZTJISL,O,X,O,X,X
OZTJLIS,O,X,O,X,X
OZTJLSI,X,X,O,X,X
OZTJSIL,X,X,O,X,X
OZTJSLI,X,X,O,X,X
OZTSILJ,X,X,O,X,X
OZTSIJL,X,X,X,X,X
OZTSLIJ,X,X,O,X,X
OZTSLJI,X,X,X,X,X
OZTSJIL,X,X,X,X,X
OZTSJLI,X,X,X,X,X
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,O,X,X,X,X
OZITJSL,O,X,O,X,X
OZITSLJ,X,X,O,X,X
OZITSJL,X,X,X,X,X
OZILTJS,X,X,X,X,X
OZILTSJ,X,X,X,X,X
OZILJTS,X,X,X,X,X
OZILJST,X,X,X,O,X
OZILSTJ,X,X,X,X,X
OZILSJT,X,X,X,O,X
OZIJTLS,X,X,X,X,X
OZIJTSL,X,X,O,X,X
OZIJLTS,X,X,X,X,X
OZIJLST,X,X,X,O,X
OZIJSTL,X,X,O,X,X
OZIJSLT,X,X,X,O,X
OZISTLJ,X,X,O,X,X
OZISTJL,X,X,X,X,X
OZISLTJ,X,X,X,X,X
OZISLJT,X,X,X,O,X
OZISJTL,X,X,O,X,X
OZISJLT,O,X,X,O,X
OZLTIJS,O,X,O,X,X
OZLTISJ,X,X,O,X,X
OZLTJIS,O,X,O,X,X
OZLTJSI,X,X,O,X,X
OZLTSIJ,X,X,O,X,X
OZLTSJI,X,X,X,X,X
OZLITJS,O,X,O,X,X
OZLITSJ,X,X,O,X,X
OZLIJTS,X,X,O,X,X
OZLIJST,X,X,O,X,X
OZLISTJ,X,X,O,X,X
OZLISJT,O,X,O,X,X
OZLJTIS,X,X,O,X,X
OZLJTSI,X,X,O,X,X
OZLJITS,X,X,O,X,X
OZLJIST,X,X,O,X,X
OZLJSTI,X,X,O,X,X
OZLJSIT,X,X,O,O,X
OZLSTIJ,X,X,O,X,X
OZLSTJI,X,X,X,X,X
OZLSITJ,X,X,O,X,X
OZLSIJT,O,X,O,X,X
OZLSJTI,X,X,O,X,X
OZLSJIT,O,X,O,O,X
OZJTILS,X,X,X,X,X
OZJTISL,X,X,O,X,X
OZJTLIS,X,X,O,X,X
OZJTLSI,X,X,O,X,X
OZJTSIL,X,X,O,X,X
OZJTSLI,X,X,O,X,X
OZJITLS,X,X,X,X,X
OZJITSL,X,X,O,X,X
OZJILTS,X,X,X,X,X
OZJILST,X,X,X,O,X
OZJISTL,X,X,O,X,X
OZJISLT,X,X,X,O,X
OZJLTIS,X,X,O,X,X
OZJLTSI,X,X,O,X,X
OZJLITS,X,X,O,X,X
OZJLIST,X,X,O,X,X
OZJLSTI,X,X,O,X,X
OZJLSIT,X,X,O,O,X
OZJSTIL,X,X,O,X,X
OZJSTLI,X,X,O,X,X
OZJSITL,X,X,O,X,X
OZJSILT,X,X,X,O,X
OZJSLTI,X,X,O,X,X
OZJSLIT,X,X,O,O,X
OZSTILJ,X,X,O,X,X
OZSTIJL,X,X,X,X,X
OZSTLIJ,X,X,O,X,X
OZSTLJI,X,X,X,X,X
OZSTJIL,X,X,X,X,X
OZSTJLI,X,X,X,X,X
OZSITLJ,X,X,O,X,X
OZSITJL,X,X,X,X,X
OZSILTJ,X,X,X,X,X
OZSILJT,X,X,X,O,X
OZSIJTL,X,X,O,X,X
OZSIJLT,O,X,X,O,X
OZSLTIJ,X,X,O,X,X
OZSLTJI,X,X,X,X,X
OZSLITJ,X,X,O,X,X
OZSLIJT,O,X,O,X,X
OZSLJTI,X,X,O,X,X
OZSLJIT,O,X,O,O,X
OZSJTIL,X,X,O,X,X
OZSJTLI,X,X,O,X,X
OZSJITL,X,X,O,X,X
OZSJILT,O,X,X,O,X
OZSJLTI,X,X,O,X,X
OZSJLIT,O,X,O,O,X
