sequence,v115@JhA8IeA8DeB8BeC8AeE8JeZEJvhFukBzgBfnB0iB6o?BFrB,v115@JhA8IeA8DeB8BeC8AeE8Jei/IvhFzgBfnBxiBcpBGo?BFrB,v115@JhA8IeA8DeB8BeC8AeE8JeZEJvhFukBFhB0iB6oBfr?BzrB
ZLSIOJT,X,X,X
ZLSJTIO,O,O,O
ZLSJTOI,O,O,X
ZLSJITO,O,O,O
ZLSJIOT,X,X,X
ZLSJOTI,X,X,X
ZLSJOIT,X,X,X
ZLSOTIJ,X,X,X
ZLSOTJI,X,X,X
ZLSOITJ,X,X,X
ZLSOIJT,X,X,X
ZLSOJTI,X,X,X
ZLSOJIT,X,X,X
ZLOTIJS,X,X,X
ZLOTISJ,X,X,X
ZLOTJIS,X,X,X
ZLOTJSI,X,X,X
ZLOTSIJ,X,X,X
ZLOTSJI,X,X,X
ZLOITJS,X,X,X
ZLOITSJ,X,X,X
ZLOIJTS,X,X,X
ZLOIJST,X,X,O
ZLOISTJ,X,X,O
ZLOISJT,X,X,O
ZLOJTIS,X,X,X
ZLOJTSI,X,X,X
ZLOJITS,X,X,X
ZLOJIST,X,X,O
ZLOJSTI,X,X,O
ZLOJSIT,X,X,O
ZLOSTIJ,X,X,O
ZLOSTJI,X,X,O
ZLOSITJ,X,X,O
ZLOSIJT,X,X,O
ZLOSJTI,X,X,O
ZLOSJIT,X,X,O
ZJTILSO,X,X,X
ZJTILOS,X,X,X
ZJTISLO,X,X,X
ZJTISOL,X,X,X
ZJTIOLS,X,X,X
ZJTIOSL,X,X,X
ZJTLISO,X,X,X
ZJTLIOS,X,X,X
ZJTLSIO,X,O,X
ZJTLSOI,X,O,X
ZJTLOIS,X,X,X
ZJTLOSI,X,O,X
ZJTSILO,X,O,X
ZJTSIOL,X,O,X
ZJTSLIO,X,O,X
ZJTSLOI,X,O,X
ZJTSOIL,X,O,X
ZJTSOLI,X,O,X
ZJTOILS,X,X,X
ZJTOISL,X,X,X
ZJTOLIS,X,X,X
ZJTOLSI,X,O,X
ZJTOSIL,X,O,X
ZJTOSLI,X,O,X
ZJITLSO,X,X,X
ZJITLOS,X,X,X
ZJITSLO,X,X,X
ZJITSOL,X,X,X
ZJITOLS,X,X,X
ZJITOSL,X,X,X
ZJILTSO,X,X,X
ZJILTOS,X,X,X
ZJILSTO,O,O,O
ZJILSOT,X,X,X
ZJILOTS,X,X,X
ZJILOST,X,X,O
ZJISTLO,O,O,O
ZJISTOL,O,O,X
ZJISLTO,O,O,O
ZJISLOT,X,X,X
ZJISOTL,X,X,X
ZJISOLT,X,X,X
ZJIOTLS,X,X,X
ZJIOTSL,X,X,X
ZJIOLTS,X,X,X
ZJIOLST,X,X,O
ZJIOSTL,X,X,O
ZJIOSLT,X,X,O
ZJLTISO,X,X,X
ZJLTIOS,X,X,X
ZJLTSIO,X,O,X
ZJLTSOI,X,O,X
ZJLTOIS,X,X,X
ZJLTOSI,X,O,X
ZJLITSO,X,X,X
ZJLITOS,X,X,X
ZJLISTO,O,O,O
ZJLISOT,X,X,X
ZJLIOTS,X,X,X
ZJLIOST,X,X,O
ZJLSTIO,O,O,O
ZJLSTOI,O,O,X
ZJLSITO,O,O,O
ZJLSIOT,X,X,X
ZJLSOTI,X,X,X
ZJLSOIT,X,X,X
ZJLOTIS,X,X,X
ZJLOTSI,X,X,X
ZJLOITS,X,X,X
ZJLOIST,X,X,O
ZJLOSTI,X,X,O
ZJLOSIT,X,X,O
ZJSTILO,O,O,O
ZJSTIOL,O,O,X
ZJSTLIO,O,O,O
ZJSTLOI,O,O,X
ZJSTOIL,O,O,X
ZJSTOLI,O,O,X
ZJSITLO,O,O,O
ZJSITOL,O,O,X
ZJSILTO,O,O,O
ZJSILOT,X,X,X
ZJSIOTL,X,X,X
ZJSIOLT,X,X,X
ZJSLTIO,O,O,O
ZJSLTOI,O,O,X
ZJSLITO,O,O,O
ZJSLIOT,X,X,X
ZJSLOTI,X,X,X
ZJSLOIT,X,X,X
ZJSOTIL,X,X,X
ZJSOTLI,X,X,X
ZJSOITL,X,X,X
ZJSOILT,X,X,X
ZJSOLTI,X,X,X
ZJSOLIT,X,X,X
ZJOTILS,X,X,X
ZJOTISL,X,X,X
ZJOTLIS,X,X,X
ZJOTLSI,X,X,X
ZJOTSIL,X,X,X
ZJOTSLI,X,X,X
ZJOITLS,X,X,X
ZJOITSL,X,X,X
ZJOILTS,X,X,X
ZJOILST,X,X,O
ZJOISTL,X,X,O
ZJOISLT,X,X,O
ZJOLTIS,X,X,X
ZJOLTSI,X,X,X
ZJOLITS,X,X,X
ZJOLIST,X,X,O
ZJOLSTI,X,X,O
ZJOLSIT,X,X,O
ZJOSTIL,X,X,O
ZJOSTLI,X,X,O
ZJOSITL,X,X,O
ZJOSILT,X,X,O
ZJOSLTI,X,X,O
ZJOSLIT,X,X,O
ZSTILJO,O,X,O
ZSTILOJ,O,O,X
ZSTIJLO,O,X,O
ZSTIJOL,O,X,X
ZSTIOLJ,O,O,X
ZSTIOJL,O,X,X
ZSTLIJO,O,X,O
ZSTLIOJ,O,O,X
ZSTLJIO,O,O,O
ZSTLJOI,O,O,X
ZSTLOIJ,O,O,X
ZSTLOJI,O,O,X
ZSTJILO,O,O,O
ZSTJIOL,O,O,X
ZSTJLIO,O,O,O
ZSTJLOI,O,O,X
ZSTJOIL,O,O,X
ZSTJOLI,O,O,X
ZSTOILJ,O,O,X
ZSTOIJL,O,X,X
ZSTOLIJ,O,O,X
ZSTOLJI,O,O,X
ZSTOJIL,O,O,X
ZSTOJLI,O,O,X
ZSITLJO,O,X,O
ZSITLOJ,O,O,X
ZSITJLO,O,X,O
ZSITJOL,O,X,X
ZSITOLJ,O,O,X
ZSITOJL,O,X,X
ZSILTJO,O,X,O
ZSILTOJ,O,O,X
ZSILJTO,O,X,O
ZSILJOT,X,X,X
ZSILOTJ,X,X,X
ZSILOJT,X,X,X
ZSIJTLO,O,X,O
ZSIJTOL,O,X,X
ZSIJLTO,O,X,O
ZSIJLOT,X,X,X
ZSIJOTL,X,X,X
ZSIJOLT,X,X,X
ZSIOTLJ,X,X,X
ZSIOTJL,X,X,X
ZSIOLTJ,X,X,X
ZSIOLJT,X,X,X
ZSIOJTL,X,X,X
ZSIOJLT,X,X,X
ZSLTIJO,O,X,O
ZSLTIOJ,O,O,X
ZSLTJIO,O,O,O
ZSLTJOI,O,O,X
ZSLTOIJ,O,O,X
ZSLTOJI,O,O,X
ZSLITJO,O,X,O
ZSLITOJ,O,O,X
ZSLIJTO,O,X,O
ZSLIJOT,X,X,X
ZSLIOTJ,X,X,X
ZSLIOJT,X,X,X
ZSLJTIO,O,O,O
ZSLJTOI,O,O,X
ZSLJITO,O,O,O
ZSLJIOT,X,X,X
ZSLJOTI,X,X,X
ZSLJOIT,X,X,X
ZSLOTIJ,X,X,X
ZSLOTJI,X,X,X
ZSLOITJ,X,X,X
ZSLOIJT,X,X,X
ZSLOJTI,X,X,X
ZSLOJIT,X,X,X
ZSJTILO,O,O,O
ZSJTIOL,O,O,X
ZSJTLIO,O,O,O
ZSJTLOI,O,O,X
ZSJTOIL,O,O,X
ZSJTOLI,O,O,X
ZSJITLO,O,O,O
ZSJITOL,O,O,X
ZSJILTO,O,O,O
ZSJILOT,X,X,X
ZSJIOTL,X,X,X
ZSJIOLT,X,X,X
ZSJLTIO,O,O,O
ZSJLTOI,O,O,X
ZSJLITO,O,O,O
ZSJLIOT,X,X,X
ZSJLOTI,X,X,X
ZSJLOIT,X,X,X
ZSJOTIL,X,X,X
ZSJOTLI,X,X,X
ZSJOITL,X,X,X
ZSJOILT,X,X,X
ZSJOLTI,X,X,X
ZSJOLIT,X,X,X
ZSOTILJ,X,X,X
ZSOTIJL,X,X,X
ZSOTLIJ,X,X,X
ZSOTLJI,X,X,X
ZSOTJIL,X,X,X
ZSOTJLI,X,X,X
ZSOITLJ,X,X,X
ZSOITJL,X,X,X
ZSOILTJ,X,X,X
ZSOILJT,X,X,X
ZSOIJTL,X,X,X
ZSOIJLT,X,X,X
ZSOLTIJ,X,X,X
ZSOLTJI,X,X,X
ZSOLITJ,X,X,X
ZSOLIJT,X,X,X
ZSOLJTI,X,X,X
ZSOLJIT,X,X,X
ZSOJTIL,X,X,X
ZSOJTLI,X,X,X
ZSOJITL,X,X,X
ZSOJILT,X,X,X
ZSOJLTI,X,X,X
ZSOJLIT,X,X,X
ZOTILJS,X,X,X
ZOTILSJ,X,X,X
ZOTIJLS,X,X,X
ZOTIJSL,X,X,X
ZOTISLJ,X,X,X
ZOTISJL,X,X,X
ZOTLIJS,X,X,X
ZOTLISJ,X,X,X
ZOTLJIS,X,X,X
ZOTLJSI,X,X,X
ZOTLSIJ,X,X,X
ZOTLSJI,X,X,X
ZOTJILS,X,X,X
ZOTJISL,X,X,X
ZOTJLIS,X,X,X
ZOTJLSI,X,X,X
ZOTJSIL,X,X,X
ZOTJSLI,X,X,X
ZOTSILJ,X,X,X
ZOTSIJL,X,X,X
ZOTSLIJ,X,X,X
ZOTSLJI,X,X,X
ZOTSJIL,X,X,X
ZOTSJLI,X,X,X
ZOITLJS,X,X,X
ZOITLSJ,X,X,X
ZOITJLS,X,X,X
ZOITJSL,X,X,X
ZOITSLJ,X,X,X
ZOITSJL,X,X,X
ZOILTJS,X,X,X
ZOILTSJ,X,X,X
ZOILJTS,X,X,X
ZOILJST,X,X,O
ZOILSTJ,X,X,O
ZOILSJT,X,X,O
ZOIJTLS,X,X,X
ZOIJTSL,X,X,X
ZOIJLTS,X,X,X
ZOIJLST,X,X,O
ZOIJSTL,X,X,O
ZOIJSLT,X,X,O
ZOISTLJ,X,X,O
ZOISTJL,X,X,O
ZOISLTJ,X,X,O
ZOISLJT,X,X,O
ZOISJTL,X,X,O
ZOISJLT,X,X,O
ZOLTIJS,X,X,X
ZOLTISJ,X,X,X
ZOLTJIS,X,X,X
ZOLTJSI,X,X,X
ZOLTSIJ,X,X,X
ZOLTSJI,X,X,X
ZOLITJS,X,X,X
ZOLITSJ,X,X,X
ZOLIJTS,X,X,X
ZOLIJST,X,X,O
ZOLISTJ,X,X,O
ZOLISJT,X,X,O
ZOLJTIS,X,X,X
ZOLJTSI,X,X,X
ZOLJITS,X,X,X
ZOLJIST,X,X,O
ZOLJSTI,X,X,O
ZOLJSIT,X,X,O
ZOLSTIJ,X,X,O
ZOLSTJI,X,X,O
ZOLSITJ,X,X,O
ZOLSIJT,X,X,O
ZOLSJTI,X,X,O
ZOLSJIT,X,X,O
ZOJTILS,X,X,X
ZOJTISL,X,X,X
ZOJTLIS,X,X,X
ZOJTLSI,X,X,X
ZOJTSIL,X,X,X
ZOJTSLI,X,X,X
ZOJITLS,X,X,X
ZOJITSL,X,X,X
ZOJILTS,X,X,X
ZOJILST,X,X,O
ZOJISTL,X,X,O
ZOJISLT,X,X,O
ZOJLTIS,X,X,X
ZOJLTSI,X,X,X
ZOJLITS,X,X,X
ZOJLIST,X,X,O
ZOJLSTI,X,X,O
ZOJLSIT,X,X,O
ZOJSTIL,X,X,O
ZOJSTLI,X,X,O
ZOJSITL,X,X,O
ZOJSILT,X,X,O
ZOJSLTI,X,X,O
ZOJSLIT,X,X,O
ZOSTILJ,X,X,O
ZOSTIJL,X,X,O
ZOSTLIJ,X,X,O
ZOSTLJI,X,X,O
ZOSTJIL,X,X,O
ZOSTJLI,X,X,O
ZOSITLJ,X,X,O
ZOSITJL,X,X,O
ZOSILTJ,X,X,O
ZOSILJT,X,X,O
ZOSIJTL,X,X,O
ZOSIJLT,X,X,O
ZOSLTIJ,X,X,O
ZOSLTJI,X,X,O
ZOSLITJ,X,X,O
ZOSLIJT,X,X,O
ZOSLJTI,X,X,O
ZOSLJIT,X,X,O
ZOSJTIL,X,X,O
ZOSJTLI,X,X,O
ZOSJITL,X,X,O
ZOSJILT,X,X,O
ZOSJLTI,X,X,O
ZOSJLIT,X,X,O
OTILJSZ,X,X,X
OTILJZS,X,X,X
OTILSJZ,X,X,X
OTILSZJ,X,X,X
OTILZJS,X,X,X
OTILZSJ,X,X,X
OTIJLSZ,X,X,X
OTIJLZS,X,X,X
OTIJSLZ,X,X,X
OTIJSZL,X,X,X
OTIJZLS,X,X,X
OTIJZSL,X,X,X
OTISLJZ,X,X,X
OTISLZJ,X,X,X
OTISJLZ,X,X,X
OTISJZL,X,X,X
OTISZLJ,X,X,X
OTISZJL,X,X,X
OTIZLJS,X,X,X
OTIZLSJ,X,X,X
OTIZJLS,X,X,X
OTIZJSL,X,X,X
OTIZSLJ,X,X,X
OTIZSJL,X,X,X
OTLIJSZ,X,X,X
OTLIJZS,X,X,X
OTLISJZ,X,X,X
OTLISZJ,X,X,X
OTLIZJS,X,X,X
OTLIZSJ,X,X,X
OTLJISZ,X,X,X
OTLJIZS,X,X,X
OTLJSIZ,X,X,X
OTLJSZI,X,X,X
OTLJZIS,X,X,X
OTLJZSI,X,X,X
OTLSIJZ,X,X,X
OTLSIZJ,X,X,X
OTLSJIZ,X,X,X
OTLSJZI,X,X,X
OTLSZIJ,X,X,X
OTLSZJI,X,X,X
OTLZIJS,X,X,X
OTLZISJ,X,X,X
OTLZJIS,X,X,X
OTLZJSI,X,X,X
OTLZSIJ,X,X,X
OTLZSJI,X,X,X
OTJILSZ,X,X,X
OTJILZS,X,X,X
OTJISLZ,X,X,X
OTJISZL,X,X,X
OTJIZLS,X,X,X
OTJIZSL,X,X,X
OTJLISZ,X,X,X
OTJLIZS,X,X,X
OTJLSIZ,X,X,X
OTJLSZI,X,X,X
OTJLZIS,X,X,X
OTJLZSI,X,X,X
OTJSILZ,X,X,X
OTJSIZL,X,X,X
OTJSLIZ,X,X,X
OTJSLZI,X,X,X
OTJSZIL,X,X,X
OTJSZLI,X,X,X
OTJZILS,X,X,X
OTJZISL,X,X,X
OTJZLIS,X,X,X
OTJZLSI,X,X,X
OTJZSIL,X,X,X
OTJZSLI,X,X,X
OTSILJZ,X,X,X
OTSILZJ,X,X,X
OTSIJLZ,X,X,X
OTSIJZL,X,X,X
OTSIZLJ,X,X,X
OTSIZJL,X,X,X
OTSLIJZ,X,X,X
OTSLIZJ,X,X,X
OTSLJIZ,X,X,X
OTSLJZI,X,X,X
OTSLZIJ,X,X,X
OTSLZJI,X,X,X
OTSJILZ,X,X,X
OTSJIZL,X,X,X
OTSJLIZ,X,X,X
OTSJLZI,X,X,X
OTSJZIL,X,X,X
OTSJZLI,X,X,X
OTSZILJ,X,X,X
OTSZIJL,X,X,X
OTSZLIJ,X,X,X
OTSZLJI,X,X,X
OTSZJIL,X,X,X
OTSZJLI,X,X,X
OTZILJS,X,X,X
OTZILSJ,X,X,X
OTZIJLS,X,X,X
OTZIJSL,X,X,X
OTZISLJ,X,X,X
OTZISJL,X,X,X
OTZLIJS,X,X,X
OTZLISJ,X,X,X
OTZLJIS,X,X,X
OTZLJSI,X,X,X
OTZLSIJ,X,X,X
OTZLSJI,X,X,X
OTZJILS,X,X,X
OTZJISL,X,X,X
OTZJLIS,X,X,X
OTZJLSI,X,X,X
OTZJSIL,X,X,X
OTZJSLI,X,X,X
OTZSILJ,X,X,X
OTZSIJL,X,X,X
OTZSLIJ,X,X,X
OTZSLJI,X,X,X
OTZSJIL,X,X,X
OTZSJLI,X,X,X
OITLJSZ,X,X,X
OITLJZS,X,X,X
OITLSJZ,X,X,X
OITLSZJ,X,X,X
OITLZJS,X,X,X
OITLZSJ,X,X,X
OITJLSZ,X,X,X
OITJLZS,X,X,X
OITJSLZ,X,X,X
OITJSZL,X,X,X
OITJZLS,X,X,X
OITJZSL,X,X,X
OITSLJZ,X,X,X
OITSLZJ,X,X,X
OITSJLZ,X,X,X
OITSJZL,X,X,X
OITSZLJ,X,X,X
OITSZJL,X,X,X
OITZLJS,X,X,X
OITZLSJ,X,X,X
OITZJLS,X,X,X
OITZJSL,X,X,X
OITZSLJ,X,X,X
OITZSJL,X,X,X
OILTJSZ,X,X,X
OILTJZS,X,X,X
OILTSJZ,X,X,X
OILTSZJ,X,X,X
OILTZJS,X,X,X
OILTZSJ,X,X,X
OILJTSZ,X,X,X
OILJTZS,X,X,X
OILJSTZ,X,X,O
OILJSZT,X,X,O
OILJZTS,X,X,X
OILJZST,X,X,O
OILSTJZ,X,X,O
OILSTZJ,X,X,O
OILSJTZ,X,X,O
OILSJZT,X,X,O
OILSZTJ,X,X,O
OILSZJT,X,X,O
OILZTJS,X,X,X
OILZTSJ,X,X,X
OILZJTS,X,X,X
OILZJST,X,X,O
OILZSTJ,X,X,O
OILZSJT,X,X,O
OIJTLSZ,X,X,X
OIJTLZS,X,X,X
OIJTSLZ,X,X,X
OIJTSZL,X,X,X
OIJTZLS,X,X,X
OIJTZSL,X,X,X
OIJLTSZ,X,X,X
OIJLTZS,X,X,X
OIJLSTZ,X,X,O
OIJLSZT,X,X,O
OIJLZTS,X,X,X
OIJLZST,X,X,O
OIJSTLZ,X,X,O
OIJSTZL,X,X,O
OIJSLTZ,X,X,O
OIJSLZT,X,X,O
OIJSZTL,X,X,O
OIJSZLT,X,X,O
OIJZTLS,X,X,X
OIJZTSL,X,X,X
OIJZLTS,X,X,X
OIJZLST,X,X,O
OIJZSTL,X,X,O
OIJZSLT,X,X,O
OISTLJZ,X,X,O
OISTLZJ,X,X,O
OISTJLZ,X,X,O
OISTJZL,X,X,O
OISTZLJ,X,X,O
OISTZJL,X,X,O
OISLTJZ,X,X,O
OISLTZJ,X,X,O
OISLJTZ,X,X,O
OISLJZT,X,X,O
OISLZTJ,X,X,O
OISLZJT,X,X,O
OISJTLZ,X,X,O
OISJTZL,X,X,O
OISJLTZ,X,X,O
OISJLZT,X,X,O
OISJZTL,X,X,O
OISJZLT,X,X,O
OISZTLJ,X,X,O
OISZTJL,X,X,O
OISZLTJ,X,X,O
OISZLJT,X,X,O
OISZJTL,X,X,O
OISZJLT,X,X,O
OIZTLJS,X,X,X
OIZTLSJ,X,X,X
OIZTJLS,X,X,X
OIZTJSL,X,X,X
OIZTSLJ,X,X,X
OIZTSJL,X,X,X
OIZLTJS,X,X,X
OIZLTSJ,X,X,X
OIZLJTS,X,X,X
OIZLJST,X,X,O
OIZLSTJ,X,X,O
OIZLSJT,X,X,O
OIZJTLS,X,X,X
OIZJTSL,X,X,X
OIZJLTS,X,X,X
OIZJLST,X,X,O
OIZJSTL,X,X,O
OIZJSLT,X,X,O
OIZSTLJ,X,X,O
OIZSTJL,X,X,O
OIZSLTJ,X,X,O
OIZSLJT,X,X,O
OIZSJTL,X,X,O
OIZSJLT,X,X,O
OLTIJSZ,X,X,X
OLTIJZS,X,X,X
OLTISJZ,X,X,X
OLTISZJ,X,X,X
OLTIZJS,X,X,X
OLTIZSJ,X,X,X
OLTJISZ,X,X,X
OLTJIZS,X,X,X
OLTJSIZ,X,X,X
OLTJSZI,X,X,X
OLTJZIS,X,X,X
OLTJZSI,X,X,X
OLTSIJZ,X,X,X
OLTSIZJ,X,X,X
OLTSJIZ,X,X,X
OLTSJZI,X,X,X
OLTSZIJ,X,X,X
OLTSZJI,X,X,X
OLTZIJS,X,X,X
OLTZISJ,X,X,X
OLTZJIS,X,X,X
OLTZJSI,X,X,X
OLTZSIJ,X,X,X
OLTZSJI,X,X,X
OLITJSZ,X,X,X
OLITJZS,X,X,X
OLITSJZ,X,X,X
OLITSZJ,X,X,X
OLITZJS,X,X,X
OLITZSJ,X,X,X
OLIJTSZ,X,X,X
OLIJTZS,X,X,X
OLIJSTZ,X,X,O
OLIJSZT,X,X,O
OLIJZTS,X,X,X
OLIJZST,X,X,O
OLISTJZ,X,X,O
OLISTZJ,X,X,O
OLISJTZ,X,X,O
OLISJZT,X,X,O
OLISZTJ,X,X,O
OLISZJT,X,X,O
OLIZTJS,X,X,X
OLIZTSJ,X,X,X
OLIZJTS,X,X,X
OLIZJST,X,X,O
OLIZSTJ,X,X,O
OLIZSJT,X,X,O
OLJTISZ,X,X,X
OLJTIZS,X,X,X
OLJTSIZ,X,X,X
OLJTSZI,X,X,X
OLJTZIS,X,X,X
OLJTZSI,X,X,X
OLJITSZ,X,X,X
OLJITZS,X,X,X
OLJISTZ,X,X,O
OLJISZT,X,X,O
OLJIZTS,X,X,X
OLJIZST,X,X,O
OLJSTIZ,X,X,O
OLJSTZI,X,X,O
OLJSITZ,X,X,O
OLJSIZT,X,X,O
OLJSZTI,X,X,O
OLJSZIT,X,X,O
OLJZTIS,X,X,X
OLJZTSI,X,X,X
OLJZITS,X,X,X
OLJZIST,X,X,O
OLJZSTI,X,X,O
OLJZSIT,X,X,O
OLSTIJZ,X,X,O
OLSTIZJ,X,X,O
OLSTJIZ,X,X,O
OLSTJZI,X,X,O
OLSTZIJ,X,X,O
OLSTZJI,X,X,O
OLSITJZ,X,X,O
OLSITZJ,X,X,O
OLSIJTZ,X,X,O
OLSIJZT,X,X,O
OLSIZTJ,X,X,O
OLSIZJT,X,X,O
OLSJTIZ,X,X,O
OLSJTZI,X,X,O
OLSJITZ,X,X,O
OLSJIZT,X,X,O
OLSJZTI,X,X,O
OLSJZIT,X,X,O
OLSZTIJ,X,X,O
OLSZTJI,X,X,O
OLSZITJ,X,X,O
OLSZIJT,X,X,O
OLSZJTI,X,X,O
OLSZJIT,X,X,O
OLZTIJS,X,X,X
OLZTISJ,X,X,X
OLZTJIS,X,X,X
OLZTJSI,X,X,X
OLZTSIJ,X,X,X
OLZTSJI,X,X,X
OLZITJS,X,X,X
OLZITSJ,X,X,X
OLZIJTS,X,X,X
OLZIJST,X,X,O
OLZISTJ,X,X,O
OLZISJT,X,X,O
OLZJTIS,X,X,X
OLZJTSI,X,X,X
OLZJITS,X,X,X
OLZJIST,X,X,O
OLZJSTI,X,X,O
OLZJSIT,X,X,O
OLZSTIJ,X,X,O
OLZSTJI,X,X,O
OLZSITJ,X,X,O
OLZSIJT,X,X,O
OLZSJTI,X,X,O
OLZSJIT,X,X,O
OJTILSZ,X,X,X
OJTILZS,X,X,X
OJTISLZ,X,X,X
OJTISZL,X,X,X
OJTIZLS,X,X,X
OJTIZSL,X,X,X
OJTLISZ,X,X,X
OJTLIZS,X,X,X
OJTLSIZ,X,X,X
OJTLSZI,X,X,X
OJTLZIS,X,X,X
OJTLZSI,X,X,X
OJTSILZ,X,X,X
OJTSIZL,X,X,X
OJTSLIZ,X,X,X
OJTSLZI,X,X,X
OJTSZIL,X,X,X
OJTSZLI,X,X,X
OJTZILS,X,X,X
OJTZISL,X,X,X
OJTZLIS,X,X,X
OJTZLSI,X,X,X
OJTZSIL,X,X,X
OJTZSLI,X,X,X
OJITLSZ,X,X,X
OJITLZS,X,X,X
OJITSLZ,X,X,X
OJITSZL,X,X,X
OJITZLS,X,X,X
OJITZSL,X,X,X
OJILTSZ,X,X,X
OJILTZS,X,X,X
OJILSTZ,X,X,O
OJILSZT,X,X,O
OJILZTS,X,X,X
OJILZST,X,X,O
OJISTLZ,X,X,O
OJISTZL,X,X,O
OJISLTZ,X,X,O
OJISLZT,X,X,O
OJISZTL,X,X,O
OJISZLT,X,X,O
OJIZTLS,X,X,X
OJIZTSL,X,X,X
OJIZLTS,X,X,X
OJIZLST,X,X,O
OJIZSTL,X,X,O
OJIZSLT,X,X,O
OJLTISZ,X,X,X
OJLTIZS,X,X,X
OJLTSIZ,X,X,X
OJLTSZI,X,X,X
OJLTZIS,X,X,X
OJLTZSI,X,X,X
OJLITSZ,X,X,X
OJLITZS,X,X,X
OJLISTZ,X,X,O
OJLISZT,X,X,O
OJLIZTS,X,X,X
OJLIZST,X,X,O
OJLSTIZ,X,X,O
OJLSTZI,X,X,O
OJLSITZ,X,X,O
OJLSIZT,X,X,O
OJLSZTI,X,X,O
OJLSZIT,X,X,O
OJLZTIS,X,X,X
OJLZTSI,X,X,X
OJLZITS,X,X,X
OJLZIST,X,X,O
OJLZSTI,X,X,O
OJLZSIT,X,X,O
OJSTILZ,X,X,O
OJSTIZL,X,X,O
OJSTLIZ,X,X,O
OJSTLZI,X,X,O
OJSTZIL,X,X,O
OJSTZLI,X,X,O
OJSITLZ,X,X,O
OJSITZL,X,X,O
OJSILTZ,X,X,O
OJSILZT,X,X,O
OJSIZTL,X,X,O
OJSIZLT,X,X,O
OJSLTIZ,X,X,O
OJSLTZI,X,X,O
OJSLITZ,X,X,O
OJSLIZT,X,X,O
OJSLZTI,X,X,O
OJSLZIT,X,X,O
OJSZTIL,X,X,O
OJSZTLI,X,X,O
OJSZITL,X,X,O
OJSZILT,X,X,O
OJSZLTI,X,X,O
OJSZLIT,X,X,O
OJZTILS,X,X,X
OJZTISL,X,X,X
OJZTLIS,X,X,X
OJZTLSI,X,X,X
OJZTSIL,X,X,X
OJZTSLI,X,X,X
OJZITLS,X,X,X
OJZITSL,X,X,X
OJZILTS,X,X,X
OJZILST,X,X,O
OJZISTL,X,X,O
OJZISLT,X,X,O
OJZLTIS,X,X,X
OJZLTSI,X,X,X
OJZLITS,X,X,X
OJZLIST,X,X,O
OJZLSTI,X,X,O
OJZLSIT,X,X,O
OJZSTIL,X,X,O
OJZSTLI,X,X,O
OJZSITL,X,X,O
OJZSILT,X,X,O
OJZSLTI,X,X,O
OJZSLIT,X,X,O
OSTILJZ,X,X,O
OSTILZJ,X,X,O
OSTIJLZ,X,X,O
OSTIJZL,X,X,O
OSTIZLJ,X,X,O
OSTIZJL,X,X,O
OSTLIJZ,X,X,O
OSTLIZJ,X,X,O
OSTLJIZ,X,X,O
OSTLJZI,X,X,O
OSTLZIJ,X,X,O
OSTLZJI,X,X,O
OSTJILZ,X,X,O
OSTJIZL,X,X,O
OSTJLIZ,X,X,O
OSTJLZI,X,X,O
OSTJZIL,X,X,O
OSTJZLI,X,X,O
OSTZILJ,X,X,O
OSTZIJL,X,X,O
OSTZLIJ,X,X,O
OSTZLJI,X,X,O
OSTZJIL,X,X,O
OSTZJLI,X,X,O
OSITLJZ,X,X,O
OSITLZJ,X,X,O
OSITJLZ,X,X,O
OSITJZL,X,X,O
OSITZLJ,X,X,O
OSITZJL,X,X,O
OSILTJZ,X,X,O
OSILTZJ,X,X,O
OSILJTZ,X,X,O
OSILJZT,X,X,O
OSILZTJ,X,X,O
OSILZJT,X,X,O
OSIJTLZ,X,X,O
OSIJTZL,X,X,O
OSIJLTZ,X,X,O
OSIJLZT,X,X,O
OSIJZTL,X,X,O
OSIJZLT,X,X,O
OSIZTLJ,X,X,O
OSIZTJL,X,X,O
OSIZLTJ,X,X,O
OSIZLJT,X,X,O
OSIZJTL,X,X,O
OSIZJLT,X,X,O
OSLTIJZ,X,X,O
OSLTIZJ,X,X,O
OSLTJIZ,X,X,O
OSLTJZI,X,X,O
OSLTZIJ,X,X,O
OSLTZJI,X,X,O
OSLITJZ,X,X,O
OSLITZJ,X,X,O
OSLIJTZ,X,X,O
OSLIJZT,X,X,O
OSLIZTJ,X,X,O
OSLIZJT,X,X,O
OSLJTIZ,X,X,O
OSLJTZI,X,X,O
OSLJITZ,X,X,O
OSLJIZT,X,X,O
OSLJZTI,X,X,O
OSLJZIT,X,X,O
OSLZTIJ,X,X,O
OSLZTJI,X,X,O
OSLZITJ,X,X,O
OSLZIJT,X,X,O
OSLZJTI,X,X,O
OSLZJIT,X,X,O
OSJTILZ,X,X,O
OSJTIZL,X,X,O
OSJTLIZ,X,X,O
OSJTLZI,X,X,O
OSJTZIL,X,X,O
OSJTZLI,X,X,O
OSJITLZ,X,X,O
OSJITZL,X,X,O
OSJILTZ,X,X,O
OSJILZT,X,X,O
OSJIZTL,X,X,O
OSJIZLT,X,X,O
OSJLTIZ,X,X,O
OSJLTZI,X,X,O
OSJLITZ,X,X,O
OSJLIZT,X,X,O
OSJLZTI,X,X,O
OSJLZIT,X,X,O
OSJZTIL,X,X,O
OSJZTLI,X,X,O
OSJZITL,X,X,O
