sequence,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgB8lBGiBTjB3m?BlsB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBThBliBcoBWr?B/sB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBlhBGjBzlBXn?B8sB,v115@JhA8HeB8FeA8AeF8AeB8Jex/IvhF8lBSnBTjBOpB3m?BlsB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBlhB3iBcoBzl?BGsB
ZIJOSLT,X,O,O,X,O
ZISTLJO,O,O,O,X,O
ZISTLOJ,O,X,X,X,O
ZISTJLO,O,O,O,X,X
ZISTJOL,O,O,X,X,X
ZISTOLJ,O,X,X,X,X
ZISTOJL,O,X,X,X,X
ZISLTJO,O,O,O,X,O
ZISLTOJ,O,X,X,X,O
ZISLJTO,X,O,O,X,O
ZISLJOT,O,O,X,X,X
ZISLOTJ,X,X,X,X,O
ZISLOJT,O,X,X,X,O
ZISJTLO,X,O,O,X,O
ZISJTOL,X,O,X,X,X
ZISJLTO,X,O,O,X,O
ZISJLOT,O,O,X,X,X
ZISJOTL,X,O,O,X,O
ZISJOLT,O,O,O,X,O
ZISOTLJ,X,X,O,X,O
ZISOTJL,X,X,O,X,X
ZISOLTJ,X,X,O,X,O
ZISOLJT,O,X,O,X,O
ZISOJTL,X,X,O,X,O
ZISOJLT,O,X,O,X,O
ZIOTLJS,O,X,O,X,O
ZIOTLSJ,X,X,X,X,O
ZIOTJLS,O,X,O,X,O
ZIOTJSL,X,X,X,X,O
ZIOTSLJ,X,X,X,X,O
ZIOTSJL,X,X,X,X,X
ZIOLTJS,O,X,O,X,O
ZIOLTSJ,X,X,X,X,O
ZIOLJTS,X,X,O,X,O
ZIOLJST,X,X,O,X,O
ZIOLSTJ,X,X,O,X,O
ZIOLSJT,O,X,O,X,O
ZIOJTLS,X,X,O,X,O
ZIOJTSL,X,X,X,X,O
ZIOJLTS,X,X,O,X,O
ZIOJLST,X,X,O,X,O
ZIOJSTL,X,X,O,X,O
ZIOJSLT,X,X,O,X,O
ZIOSTLJ,X,X,O,X,O
ZIOSTJL,X,X,O,X,X
ZIOSLTJ,X,X,O,X,O
ZIOSLJT,O,X,O,X,O
ZIOSJTL,X,X,O,X,O
ZIOSJLT,O,X,O,X,O
ZLTIJSO,X,X,X,X,X
ZLTIJOS,O,X,X,X,X
ZLTISJO,X,X,X,X,X
ZLTISOJ,X,X,X,X,X
ZLTIOJS,O,X,X,X,X
ZLTIOSJ,X,X,X,X,X
ZLTJISO,X,X,X,X,X
ZLTJIOS,O,X,X,X,X
ZLTJSIO,X,X,X,X,X
ZLTJSOI,X,X,X,X,X
ZLTJOIS,O,X,X,X,X
ZLTJOSI,X,X,X,X,X
ZLTSIJO,X,X,X,X,X
ZLTSIOJ,X,X,X,X,X
ZLTSJIO,X,X,X,X,X
ZLTSJOI,X,X,X,X,X
ZLTSOIJ,X,X,X,X,X
ZLTSOJI,X,X,X,X,X
ZLTOIJS,O,X,X,X,X
ZLTOISJ,X,X,X,X,X
ZLTOJIS,O,X,X,X,X
ZLTOJSI,X,X,X,X,X
ZLTOSIJ,X,X,X,X,X
ZLTOSJI,X,X,X,X,X
ZLITJSO,X,X,X,X,X
ZLITJOS,O,X,X,X,X
ZLITSJO,X,X,X,X,X
ZLITSOJ,X,X,X,X,X
ZLITOJS,O,X,X,X,X
ZLITOSJ,X,X,X,X,X
ZLIJTSO,X,X,X,X,O
ZLIJTOS,X,X,X,X,X
ZLIJSTO,X,O,O,X,O
ZLIJSOT,X,O,X,X,X
ZLIJOTS,X,X,O,X,X
ZLIJOST,X,O,O,X,X
ZLISTJO,O,O,O,X,O
ZLISTOJ,O,X,X,X,O
ZLISJTO,X,O,O,X,O
ZLISJOT,O,O,X,X,X
ZLISOTJ,X,X,X,X,O
ZLISOJT,O,X,X,X,O
ZLIOTJS,O,X,O,X,O
ZLIOTSJ,X,X,X,X,O
ZLIOJTS,X,X,O,X,O
ZLIOJST,X,X,O,X,O
ZLIOSTJ,X,X,O,X,O
ZLIOSJT,O,X,O,X,O
ZLJTISO,X,X,X,X,O
ZLJTIOS,X,X,X,X,X
ZLJTSIO,X,X,X,X,O
ZLJTSOI,X,X,X,X,X
ZLJTOIS,X,X,X,X,X
ZLJTOSI,X,X,X,X,X
ZLJITSO,X,X,X,X,O
ZLJITOS,X,X,X,X,X
ZLJISTO,X,O,O,X,O
ZLJISOT,X,O,X,X,X
ZLJIOTS,X,X,O,X,X
ZLJIOST,X,O,O,X,X
ZLJSTIO,X,O,O,X,O
ZLJSTOI,X,O,X,X,X
ZLJSITO,X,O,O,X,O
ZLJSIOT,X,O,X,X,X
ZLJSOTI,X,O,X,X,X
ZLJSOIT,X,O,X,X,X
ZLJOTIS,X,X,O,X,X
ZLJOTSI,X,X,X,X,X
ZLJOITS,X,X,O,X,X
ZLJOIST,X,O,O,X,X
ZLJOSTI,X,O,O,X,X
ZLJOSIT,X,O,O,X,X
ZLSTIJO,O,O,O,X,O
ZLSTIOJ,O,X,X,X,O
ZLSTJIO,O,O,O,X,X
ZLSTJOI,O,O,X,X,X
ZLSTOIJ,O,X,X,X,X
ZLSTOJI,O,X,X,X,X
ZLSITJO,O,O,O,X,O
ZLSITOJ,O,X,X,X,O
ZLSIJTO,X,O,O,X,O
ZLSIJOT,O,O,X,X,X
ZLSIOTJ,X,X,X,X,O
ZLSIOJT,O,X,X,X,O
ZLSJTIO,X,O,O,X,O
ZLSJTOI,X,O,X,X,X
ZLSJITO,X,O,O,X,O
ZLSJIOT,O,O,X,X,X
ZLSJOTI,X,O,X,X,X
ZLSJOIT,O,O,X,X,X
ZLSOTIJ,X,X,X,X,O
ZLSOTJI,X,X,X,X,X
ZLSOITJ,X,X,X,X,O
ZLSOIJT,O,X,X,X,O
ZLSOJTI,X,X,X,X,O
ZLSOJIT,O,X,X,X,O
ZLOTIJS,O,X,O,X,O
ZLOTISJ,X,X,X,X,O
ZLOTJIS,O,X,O,X,O
ZLOTJSI,X,X,X,X,O
ZLOTSIJ,X,X,X,X,O
ZLOTSJI,X,X,X,X,X
ZLOITJS,O,X,O,X,O
ZLOITSJ,X,X,X,X,O
ZLOIJTS,X,X,O,X,O
ZLOIJST,X,X,O,X,O
ZLOISTJ,X,X,O,X,O
ZLOISJT,O,X,O,X,O
ZLOJTIS,X,X,O,X,O
ZLOJTSI,X,X,X,X,O
ZLOJITS,X,X,O,X,O
ZLOJIST,X,X,O,X,O
ZLOJSTI,X,X,O,X,O
ZLOJSIT,X,X,O,X,O
ZLOSTIJ,X,X,O,X,O
ZLOSTJI,X,X,O,X,X
ZLOSITJ,X,X,O,X,O
ZLOSIJT,O,X,O,X,O
ZLOSJTI,X,X,O,X,O
ZLOSJIT,O,X,O,X,O
ZJTILSO,X,X,X,X,O
ZJTILOS,X,X,X,O,X
ZJTISLO,X,X,X,X,O
ZJTISOL,X,X,X,X,X
ZJTIOLS,X,X,X,O,X
ZJTIOSL,X,X,X,X,X
ZJTLISO,X,X,X,X,O
ZJTLIOS,X,X,X,O,X
ZJTLSIO,X,X,X,X,O
ZJTLSOI,X,X,X,X,X
ZJTLOIS,X,X,X,O,X
ZJTLOSI,X,X,X,O,X
ZJTSILO,X,X,X,X,O
ZJTSIOL,X,X,X,X,X
ZJTSLIO,X,X,X,X,O
ZJTSLOI,X,X,X,X,X
ZJTSOIL,X,X,X,X,X
ZJTSOLI,X,X,X,X,X
ZJTOILS,X,X,X,O,X
ZJTOISL,X,X,X,X,X
ZJTOLIS,X,X,X,O,X
ZJTOLSI,X,X,X,O,X
ZJTOSIL,X,X,X,X,X
ZJTOSLI,X,X,X,X,X
ZJITLSO,X,X,X,X,O
ZJITLOS,X,X,X,O,X
ZJITSLO,X,X,X,X,O
ZJITSOL,X,X,X,X,X
ZJITOLS,X,X,X,O,X
ZJITOSL,X,X,X,X,X
ZJILTSO,X,X,X,X,O
ZJILTOS,X,X,X,X,X
ZJILSTO,X,O,O,X,O
ZJILSOT,X,O,X,X,X
ZJILOTS,X,X,O,X,X
ZJILOST,X,O,O,X,X
ZJISTLO,X,O,O,X,O
ZJISTOL,X,O,X,X,X
ZJISLTO,X,O,O,X,O
ZJISLOT,X,O,X,X,X
ZJISOTL,X,O,O,X,O
ZJISOLT,X,O,O,X,O
ZJIOTLS,X,X,O,O,O
ZJIOTSL,X,X,X,X,O
ZJIOLTS,X,X,O,X,O
ZJIOLST,X,O,O,X,O
ZJIOSTL,X,O,O,X,O
ZJIOSLT,X,O,O,X,O
ZJLTISO,X,X,X,X,O
ZJLTIOS,X,X,X,X,X
ZJLTSIO,X,X,X,X,O
ZJLTSOI,X,X,X,X,X
ZJLTOIS,X,X,X,X,X
ZJLTOSI,X,X,X,X,X
ZJLITSO,X,X,X,X,O
ZJLITOS,X,X,X,X,X
ZJLISTO,X,O,O,X,O
ZJLISOT,X,O,X,X,X
ZJLIOTS,X,X,O,X,X
ZJLIOST,X,O,O,X,X
ZJLSTIO,X,O,O,X,O
ZJLSTOI,X,O,X,X,X
ZJLSITO,X,O,O,X,O
ZJLSIOT,X,O,X,X,X
ZJLSOTI,X,O,X,X,X
ZJLSOIT,X,O,X,X,X
ZJLOTIS,X,X,O,X,X
ZJLOTSI,X,X,X,X,X
ZJLOITS,X,X,O,X,X
ZJLOIST,X,O,O,X,X
ZJLOSTI,X,O,O,X,X
ZJLOSIT,X,O,O,X,X
ZJSTILO,X,O,O,X,O
ZJSTIOL,X,O,X,X,X
ZJSTLIO,X,O,O,X,O
ZJSTLOI,X,O,X,X,X
ZJSTOIL,X,O,X,X,X
ZJSTOLI,X,O,X,X,X
ZJSITLO,X,O,O,X,O
ZJSITOL,X,O,X,X,X
ZJSILTO,X,O,O,X,O
ZJSILOT,X,O,X,X,X
ZJSIOTL,X,O,O,X,O
ZJSIOLT,X,O,O,X,O
ZJSLTIO,X,O,O,X,O
ZJSLTOI,X,O,X,X,X
ZJSLITO,X,O,O,X,O
ZJSLIOT,X,O,X,X,X
ZJSLOTI,X,O,X,X,X
ZJSLOIT,X,O,X,X,X
ZJSOTIL,X,O,O,X,O
ZJSOTLI,X,O,O,X,O
ZJSOITL,X,O,O,X,O
ZJSOILT,X,O,O,X,O
ZJSOLTI,X,O,O,X,O
ZJSOLIT,X,O,O,X,O
ZJOTILS,X,X,O,O,O
ZJOTISL,X,X,X,X,O
ZJOTLIS,X,X,O,O,O
ZJOTLSI,X,X,X,O,O
ZJOTSIL,X,X,X,X,O
ZJOTSLI,X,X,X,X,O
ZJOITLS,X,X,O,O,O
ZJOITSL,X,X,X,X,O
ZJOILTS,X,X,O,X,O
ZJOILST,X,O,O,X,O
ZJOISTL,X,O,O,X,O
ZJOISLT,X,O,O,X,O
ZJOLTIS,X,X,O,X,O
ZJOLTSI,X,X,X,X,O
ZJOLITS,X,X,O,X,O
ZJOLIST,X,O,O,X,O
ZJOLSTI,X,O,O,X,O
ZJOLSIT,X,O,O,X,O
ZJOSTIL,X,O,O,X,O
ZJOSTLI,X,O,O,X,O
ZJOSITL,X,O,O,X,O
ZJOSILT,X,O,O,X,O
ZJOSLTI,X,O,O,X,O
ZJOSLIT,X,O,O,X,O
ZSTILJO,O,O,O,X,O
ZSTILOJ,O,X,X,X,O
ZSTIJLO,O,O,O,X,X
ZSTIJOL,O,O,X,X,X
ZSTIOLJ,O,X,X,X,X
ZSTIOJL,O,X,X,X,X
ZSTLIJO,O,O,O,X,O
ZSTLIOJ,O,X,X,X,O
ZSTLJIO,O,O,O,X,X
ZSTLJOI,O,O,X,X,X
ZSTLOIJ,O,X,X,X,X
ZSTLOJI,O,X,X,X,X
ZSTJILO,O,O,O,X,X
ZSTJIOL,O,O,X,X,X
ZSTJLIO,O,O,O,X,X
ZSTJLOI,O,O,X,X,X
ZSTJOIL,O,O,X,X,X
ZSTJOLI,O,O,X,X,X
ZSTOILJ,O,X,X,X,X
ZSTOIJL,O,X,X,X,X
ZSTOLIJ,O,X,X,X,X
ZSTOLJI,O,X,X,X,X
ZSTOJIL,O,X,X,X,X
ZSTOJLI,O,X,X,X,X
ZSITLJO,O,O,O,X,O
ZSITLOJ,O,X,X,X,O
ZSITJLO,O,O,O,X,X
ZSITJOL,O,O,X,X,X
ZSITOLJ,O,X,X,X,X
ZSITOJL,O,X,X,X,X
ZSILTJO,O,O,O,X,O
ZSILTOJ,O,X,X,X,O
ZSILJTO,X,O,O,X,O
ZSILJOT,O,O,X,X,X
ZSILOTJ,X,X,X,X,O
ZSILOJT,O,X,X,X,O
ZSIJTLO,X,O,O,X,O
ZSIJTOL,X,O,X,X,X
ZSIJLTO,X,O,O,X,O
ZSIJLOT,O,O,X,X,X
ZSIJOTL,X,O,O,X,O
ZSIJOLT,O,O,O,X,O
ZSIOTLJ,X,X,O,X,O
ZSIOTJL,X,X,O,X,X
ZSIOLTJ,X,X,O,X,O
ZSIOLJT,O,X,O,X,O
ZSIOJTL,X,X,O,X,O
ZSIOJLT,O,X,O,X,O
ZSLTIJO,O,O,O,X,O
ZSLTIOJ,O,X,X,X,O
ZSLTJIO,O,O,O,X,X
ZSLTJOI,O,O,X,X,X
ZSLTOIJ,O,X,X,X,X
ZSLTOJI,O,X,X,X,X
ZSLITJO,O,O,O,X,O
ZSLITOJ,O,X,X,X,O
ZSLIJTO,X,O,O,X,O
ZSLIJOT,O,O,X,X,X
ZSLIOTJ,X,X,X,X,O
ZSLIOJT,O,X,X,X,O
ZSLJTIO,X,O,O,X,O
ZSLJTOI,X,O,X,X,X
ZSLJITO,X,O,O,X,O
ZSLJIOT,O,O,X,X,X
ZSLJOTI,X,O,X,X,X
ZSLJOIT,O,O,X,X,X
ZSLOTIJ,X,X,X,X,O
ZSLOTJI,X,X,X,X,X
ZSLOITJ,X,X,X,X,O
ZSLOIJT,O,X,X,X,O
ZSLOJTI,X,X,X,X,O
ZSLOJIT,O,X,X,X,O
ZSJTILO,X,O,O,X,O
ZSJTIOL,X,O,X,X,X
ZSJTLIO,X,O,O,X,O
ZSJTLOI,X,O,X,X,X
ZSJTOIL,X,O,X,X,X
ZSJTOLI,X,O,X,X,X
ZSJITLO,X,O,O,X,O
ZSJITOL,X,O,X,X,X
ZSJILTO,X,O,O,X,O
ZSJILOT,O,O,X,X,X
ZSJIOTL,X,O,O,X,O
ZSJIOLT,O,O,O,X,O
ZSJLTIO,X,O,O,X,O
ZSJLTOI,X,O,X,X,X
ZSJLITO,X,O,O,X,O
ZSJLIOT,O,O,X,X,X
ZSJLOTI,X,O,X,X,X
ZSJLOIT,O,O,X,X,X
ZSJOTIL,X,O,O,X,O
ZSJOTLI,X,O,O,X,O
ZSJOITL,X,O,O,X,O
ZSJOILT,O,O,O,X,O
ZSJOLTI,X,O,O,X,O
ZSJOLIT,O,O,O,X,O
ZSOTILJ,X,X,O,X,O
ZSOTIJL,X,X,O,X,X
ZSOTLIJ,X,X,O,X,O
ZSOTLJI,X,X,O,X,X
ZSOTJIL,X,X,O,X,X
ZSOTJLI,X,X,O,X,X
ZSOITLJ,X,X,O,X,O
ZSOITJL,X,X,O,X,X
ZSOILTJ,X,X,O,X,O
ZSOILJT,O,X,O,X,O
ZSOIJTL,X,X,O,X,O
ZSOIJLT,O,X,O,X,O
ZSOLTIJ,X,X,O,X,O
ZSOLTJI,X,X,O,X,X
ZSOLITJ,X,X,O,X,O
ZSOLIJT,O,X,O,X,O
ZSOLJTI,X,X,O,X,O
ZSOLJIT,O,X,O,X,O
ZSOJTIL,X,X,O,X,O
ZSOJTLI,X,X,O,X,O
ZSOJITL,X,X,O,X,O
ZSOJILT,O,X,O,X,O
ZSOJLTI,X,X,O,X,O
ZSOJLIT,O,X,O,X,O
ZOTILJS,O,X,O,X,O
ZOTILSJ,X,X,X,X,O
ZOTIJLS,O,X,O,X,O
ZOTIJSL,X,X,X,X,O
ZOTISLJ,X,X,X,X,O
ZOTISJL,X,X,X,X,X
ZOTLIJS,O,X,O,X,O
ZOTLISJ,X,X,X,X,O
ZOTLJIS,O,X,O,O,O
ZOTLJSI,X,X,X,O,O
ZOTLSIJ,X,X,X,X,O
ZOTLSJI,X,X,X,X,X
ZOTJILS,O,X,O,O,O
ZOTJISL,X,X,X,X,O
ZOTJLIS,O,X,O,O,O
ZOTJLSI,X,X,X,O,O
ZOTJSIL,X,X,X,X,O
ZOTJSLI,X,X,X,X,O
ZOTSILJ,X,X,X,X,O
ZOTSIJL,X,X,X,X,X
ZOTSLIJ,X,X,X,X,O
ZOTSLJI,X,X,X,X,X
ZOTSJIL,X,X,X,X,X
ZOTSJLI,X,X,X,X,X
ZOITLJS,O,X,O,X,O
ZOITLSJ,X,X,X,X,O
ZOITJLS,O,X,O,X,O
ZOITJSL,X,X,X,X,O
ZOITSLJ,X,X,X,X,O
ZOITSJL,X,X,X,X,X
ZOILTJS,O,X,O,X,O
ZOILTSJ,X,X,X,X,O
ZOILJTS,X,X,O,X,O
ZOILJST,X,X,O,X,O
ZOILSTJ,X,X,O,X,O
ZOILSJT,O,X,O,X,O
ZOIJTLS,X,X,O,X,O
ZOIJTSL,X,X,X,X,O
ZOIJLTS,X,X,O,X,O
ZOIJLST,X,X,O,X,O
ZOIJSTL,X,X,O,X,O
ZOIJSLT,X,X,O,X,O
ZOISTLJ,X,X,O,X,O
ZOISTJL,X,X,O,X,X
ZOISLTJ,X,X,O,X,O
ZOISLJT,O,X,O,X,O
ZOISJTL,X,X,O,X,O
ZOISJLT,O,X,O,X,O
ZOLTIJS,O,X,O,X,O
ZOLTISJ,X,X,X,X,O
ZOLTJIS,O,X,O,X,O
ZOLTJSI,X,X,X,X,O
ZOLTSIJ,X,X,X,X,O
ZOLTSJI,X,X,X,X,X
ZOLITJS,O,X,O,X,O
ZOLITSJ,X,X,X,X,O
ZOLIJTS,X,X,O,X,O
ZOLIJST,X,X,O,X,O
ZOLISTJ,X,X,O,X,O
ZOLISJT,O,X,O,X,O
ZOLJTIS,X,X,O,X,O
ZOLJTSI,X,X,X,X,O
ZOLJITS,X,X,O,X,O
ZOLJIST,X,X,O,X,O
ZOLJSTI,X,X,O,X,O
ZOLJSIT,X,X,O,X,O
ZOLSTIJ,X,X,O,X,O
ZOLSTJI,X,X,O,X,X
ZOLSITJ,X,X,O,X,O
ZOLSIJT,O,X,O,X,O
ZOLSJTI,X,X,O,X,O
ZOLSJIT,O,X,O,X,O
ZOJTILS,X,X,O,O,O
ZOJTISL,X,X,X,X,O
ZOJTLIS,X,X,O,O,O
ZOJTLSI,X,X,X,O,O
ZOJTSIL,X,X,X,X,O
ZOJTSLI,X,X,X,X,O
ZOJITLS,X,X,O,O,O
ZOJITSL,X,X,X,X,O
ZOJILTS,X,X,O,X,O
ZOJILST,X,X,O,X,O
ZOJISTL,X,X,O,X,O
ZOJISLT,X,X,O,X,O
ZOJLTIS,X,X,O,X,O
ZOJLTSI,X,X,X,X,O
ZOJLITS,X,X,O,X,O
ZOJLIST,X,X,O,X,O
ZOJLSTI,X,X,O,X,O
ZOJLSIT,X,X,O,X,O
ZOJSTIL,X,X,O,X,O
ZOJSTLI,X,X,O,X,O
ZOJSITL,X,X,O,X,O
ZOJSILT,X,X,O,X,O
ZOJSLTI,X,X,O,X,O
ZOJSLIT,X,X,O,X,O
ZOSTILJ,X,X,O,X,O
ZOSTIJL,X,X,O,X,X
ZOSTLIJ,X,X,O,X,O
ZOSTLJI,X,X,O,X,X
ZOSTJIL,X,X,O,X,X
ZOSTJLI,X,X,O,X,X
ZOSITLJ,X,X,O,X,O
ZOSITJL,X,X,O,X,X
ZOSILTJ,X,X,O,X,O
ZOSILJT,O,X,O,X,O
ZOSIJTL,X,X,O,X,O
ZOSIJLT,O,X,O,X,O
ZOSLTIJ,X,X,O,X,O
ZOSLTJI,X,X,O,X,X
ZOSLITJ,X,X,O,X,O
ZOSLIJT,O,X,O,X,O
ZOSLJTI,X,X,O,X,O
ZOSLJIT,O,X,O,X,O
ZOSJTIL,X,X,O,X,O
ZOSJTLI,X,X,O,X,O
ZOSJITL,X,X,O,X,O
ZOSJILT,O,X,O,X,O
ZOSJLTI,X,X,O,X,O
ZOSJLIT,O,X,O,X,O
OTILJSZ,X,X,X,X,X
OTILJZS,X,X,O,X,X
OTILSJZ,X,X,X,X,X
OTILSZJ,X,X,O,X,X
OTILZJS,O,X,O,X,O
OTILZSJ,X,X,X,X,O
OTIJLSZ,X,X,X,X,X
OTIJLZS,X,X,O,X,X
OTIJSLZ,X,X,X,X,X
OTIJSZL,O,X,X,X,X
OTIJZLS,O,X,X,X,X
OTIJZSL,X,X,X,X,X
OTISLJZ,X,X,X,X,X
OTISLZJ,X,X,O,X,X
OTISJLZ,X,X,X,X,X
OTISJZL,O,X,X,X,X
OTISZLJ,O,X,O,X,X
OTISZJL,O,X,O,X,X
OTIZLJS,O,X,O,X,O
OTIZLSJ,X,X,X,X,O
OTIZJLS,O,X,O,X,O
OTIZJSL,X,X,X,X,O
OTIZSLJ,X,X,X,X,O
OTIZSJL,X,X,X,X,X
OTLIJSZ,X,X,X,X,X
OTLIJZS,X,X,O,X,X
OTLISJZ,X,X,X,X,X
OTLISZJ,X,X,O,X,X
OTLIZJS,O,X,O,X,O
OTLIZSJ,X,X,X,X,O
OTLJISZ,X,X,X,X,X
OTLJIZS,X,X,O,O,X
OTLJSIZ,X,X,X,X,X
OTLJSZI,X,X,X,X,X
OTLJZIS,X,X,X,O,X
OTLJZSI,X,X,X,O,X
OTLSIJZ,X,X,X,X,X
OTLSIZJ,X,X,O,X,X
OTLSJIZ,X,X,X,X,X
OTLSJZI,X,X,X,X,X
OTLSZIJ,X,X,O,X,X
OTLSZJI,X,X,O,X,X
OTLZIJS,O,X,O,X,O
OTLZISJ,X,X,X,X,O
OTLZJIS,O,X,O,O,O
OTLZJSI,X,X,X,O,O
OTLZSIJ,X,X,X,X,O
OTLZSJI,X,X,X,X,X
OTJILSZ,X,X,X,X,X
OTJILZS,X,X,O,O,X
OTJISLZ,X,X,X,X,X
OTJISZL,O,X,X,X,X
OTJIZLS,O,X,X,O,X
OTJIZSL,X,X,X,X,X
OTJLISZ,X,X,X,X,X
OTJLIZS,X,X,O,O,X
OTJLSIZ,X,X,X,X,X
OTJLSZI,X,X,X,X,X
OTJLZIS,X,X,X,O,X
OTJLZSI,X,X,X,O,X
OTJSILZ,X,X,X,X,X
OTJSIZL,O,X,X,X,X
OTJSLIZ,X,X,X,X,X
OTJSLZI,X,X,X,X,X
OTJSZIL,O,X,X,X,X
OTJSZLI,O,X,X,X,X
OTJZILS,O,X,X,O,X
OTJZISL,X,X,X,X,X
OTJZLIS,O,X,X,O,X
OTJZLSI,X,X,X,O,X
OTJZSIL,X,X,X,X,X
OTJZSLI,X,X,X,X,X
OTSILJZ,X,X,X,X,X
OTSILZJ,X,X,O,X,X
OTSIJLZ,X,X,X,X,X
OTSIJZL,O,X,X,X,X
OTSIZLJ,O,X,O,X,X
OTSIZJL,O,X,O,X,X
OTSLIJZ,X,X,X,X,X
OTSLIZJ,X,X,O,X,X
OTSLJIZ,X,X,X,X,X
OTSLJZI,X,X,X,X,X
OTSLZIJ,X,X,O,X,X
OTSLZJI,X,X,O,X,X
OTSJILZ,X,X,X,X,X
OTSJIZL,O,X,X,X,X
OTSJLIZ,X,X,X,X,X
OTSJLZI,X,X,X,X,X
OTSJZIL,O,X,X,X,X
OTSJZLI,O,X,X,X,X
OTSZILJ,O,X,O,X,X
OTSZIJL,O,X,O,X,X
OTSZLIJ,O,X,O,X,X
OTSZLJI,O,X,O,X,X
OTSZJIL,O,X,O,X,X
OTSZJLI,O,X,O,X,X
OTZILJS,O,X,O,X,O
OTZILSJ,X,X,X,X,O
OTZIJLS,O,X,O,X,O
OTZIJSL,X,X,X,X,O
OTZISLJ,X,X,X,X,O
OTZISJL,X,X,X,X,X
OTZLIJS,O,X,O,X,O
OTZLISJ,X,X,X,X,O
OTZLJIS,O,X,O,O,O
OTZLJSI,X,X,X,O,O
OTZLSIJ,X,X,X,X,O
OTZLSJI,X,X,X,X,X
OTZJILS,O,X,O,O,O
OTZJISL,X,X,X,X,O
OTZJLIS,O,X,O,O,O
OTZJLSI,X,X,X,O,O
OTZJSIL,X,X,X,X,O
OTZJSLI,X,X,X,X,O
OTZSILJ,X,X,X,X,O
OTZSIJL,X,X,X,X,X
OTZSLIJ,X,X,X,X,O
OTZSLJI,X,X,X,X,X
OTZSJIL,X,X,X,X,X
OTZSJLI,X,X,X,X,X
OITLJSZ,X,X,X,X,X
OITLJZS,X,X,O,X,X
OITLSJZ,X,X,X,X,X
OITLSZJ,X,X,O,X,X
OITLZJS,O,X,O,X,O
OITLZSJ,X,X,X,X,O
OITJLSZ,X,X,X,X,X
OITJLZS,X,X,O,X,X
OITJSLZ,X,X,X,X,X
OITJSZL,O,X,X,X,X
OITJZLS,O,X,X,X,X
OITJZSL,X,X,X,X,X
OITSLJZ,X,X,X,X,X
OITSLZJ,X,X,O,X,X
OITSJLZ,X,X,X,X,X
OITSJZL,O,X,X,X,X
OITSZLJ,O,X,O,X,X
OITSZJL,O,X,O,X,X
OITZLJS,O,X,O,X,O
OITZLSJ,X,X,X,X,O
OITZJLS,O,X,O,X,O
OITZJSL,X,X,X,X,O
OITZSLJ,X,X,X,X,O
OITZSJL,X,X,X,X,X
OILTJSZ,X,X,X,X,X
OILTJZS,X,X,O,X,X
OILTSJZ,X,X,X,X,X
OILTSZJ,X,X,O,X,X
OILTZJS,O,X,O,X,O
OILTZSJ,X,X,X,X,O
OILJTSZ,X,X,X,X,X
OILJTZS,X,X,O,X,O
OILJSTZ,X,X,X,X,X
OILJSZT,X,X,X,X,X
OILJZTS,X,X,O,X,O
OILJZST,X,X,O,X,O
OILSTJZ,X,X,X,X,X
OILSTZJ,X,X,O,X,X
OILSJTZ,X,X,X,X,X
OILSJZT,X,X,X,X,X
OILSZTJ,X,X,X,X,X
OILSZJT,X,X,X,X,X
OILZTJS,O,X,O,X,O
OILZTSJ,X,X,X,X,O
OILZJTS,X,X,O,X,O
OILZJST,X,X,O,X,O
OILZSTJ,X,X,O,X,O
OILZSJT,O,X,O,X,O
OIJTLSZ,X,X,X,X,X
OIJTLZS,X,X,O,X,O
OIJTSLZ,X,X,X,X,X
OIJTSZL,X,X,X,X,X
OIJTZLS,X,X,X,X,O
OIJTZSL,X,X,X,X,O
OIJLTSZ,X,X,X,X,X
OIJLTZS,X,X,O,X,O
OIJLSTZ,X,X,X,X,X
OIJLSZT,X,X,X,X,X
OIJLZTS,X,X,O,X,O
OIJLZST,X,X,O,X,O
OIJSTLZ,X,X,X,X,X
OIJSTZL,X,X,X,X,X
OIJSLTZ,X,X,X,X,X
OIJSLZT,X,X,X,X,X
OIJSZTL,X,X,X,X,X
OIJSZLT,X,X,X,X,X
OIJZTLS,X,X,O,X,O
OIJZTSL,X,X,X,X,O
OIJZLTS,X,X,O,X,O
OIJZLST,X,X,O,X,O
OIJZSTL,X,X,O,X,O
OIJZSLT,X,X,O,X,O
OISTLJZ,X,X,X,X,X
OISTLZJ,X,X,O,X,X
OISTJLZ,X,X,X,X,X
OISTJZL,X,X,X,X,X
OISTZLJ,X,X,O,X,X
OISTZJL,X,X,O,X,X
OISLTJZ,X,X,X,X,X
OISLTZJ,X,X,O,X,X
OISLJTZ,X,X,X,X,X
OISLJZT,X,X,X,X,X
OISLZTJ,X,X,X,X,X
OISLZJT,X,X,X,X,X
OISJTLZ,X,X,X,X,X
OISJTZL,X,X,X,X,X
OISJLTZ,X,X,X,X,X
OISJLZT,X,X,X,X,X
OISJZTL,X,X,X,X,X
OISJZLT,O,X,X,X,X
OISZTLJ,X,X,X,X,X
OISZTJL,X,X,X,X,X
OISZLTJ,X,X,X,X,X
