sequence,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjB2wBvmBJ?fBqkBTgB,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjBJmBqrB2?pBTgBvfB,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjBJmBqrBz?kBOkBvgB
ZLSITJO,O,X,O
ZLSITOJ,O,X,O
ZLSIJTO,X,X,X
ZLSIJOT,X,X,X
ZLSIOTJ,O,X,O
ZLSIOJT,X,X,O
ZLSJTIO,X,X,X
ZLSJTOI,X,X,X
ZLSJITO,X,X,X
ZLSJIOT,X,X,X
ZLSJOTI,X,X,X
ZLSJOIT,X,X,X
ZLSOTIJ,O,X,O
ZLSOTJI,O,X,O
ZLSOITJ,O,X,O
ZLSOIJT,X,X,O
ZLSOJTI,X,X,O
ZLSOJIT,X,X,O
ZLOTIJS,O,O,O
ZLOTISJ,O,O,O
ZLOTJIS,O,O,O
ZLOTJSI,O,O,O
ZLOTSIJ,O,O,O
ZLOTSJI,O,O,O
ZLOITJS,O,O,O
ZLOITSJ,O,O,O
ZLOIJTS,O,O,O
ZLOIJST,X,O,O
ZLOISTJ,O,X,O
ZLOISJT,X,X,O
ZLOJTIS,O,O,O
ZLOJTSI,O,O,O
ZLOJITS,O,O,O
ZLOJIST,X,O,O
ZLOJSTI,X,O,O
ZLOJSIT,X,O,O
ZLOSTIJ,O,X,O
ZLOSTJI,O,X,O
ZLOSITJ,O,X,O
ZLOSIJT,X,X,O
ZLOSJTI,X,X,O
ZLOSJIT,X,X,O
ZJTILSO,O,O,O
ZJTILOS,O,O,O
ZJTISLO,O,O,O
ZJTISOL,O,O,O
ZJTIOLS,O,O,O
ZJTIOSL,O,O,O
ZJTLISO,O,O,O
ZJTLIOS,O,O,O
ZJTLSIO,O,O,O
ZJTLSOI,O,O,O
ZJTLOIS,O,O,O
ZJTLOSI,O,O,O
ZJTSILO,O,O,O
ZJTSIOL,O,O,O
ZJTSLIO,O,O,O
ZJTSLOI,O,O,O
ZJTSOIL,O,O,O
ZJTSOLI,O,O,O
ZJTOILS,O,O,O
ZJTOISL,O,O,O
ZJTOLIS,O,O,O
ZJTOLSI,O,O,O
ZJTOSIL,O,O,O
ZJTOSLI,O,O,O
ZJITLSO,O,O,O
ZJITLOS,O,O,O
ZJITSLO,O,O,O
ZJITSOL,O,O,O
ZJITOLS,O,O,O
ZJITOSL,O,O,O
ZJILTSO,O,O,X
ZJILTOS,O,O,X
ZJILSTO,X,O,X
ZJILSOT,X,O,X
ZJILOTS,O,O,X
ZJILOST,X,O,X
ZJISTLO,X,O,O
ZJISTOL,X,O,O
ZJISLTO,X,O,X
ZJISLOT,X,O,X
ZJISOTL,X,O,O
ZJISOLT,X,O,O
ZJIOTLS,X,O,O
ZJIOTSL,X,O,O
ZJIOLTS,X,O,O
ZJIOLST,X,O,O
ZJIOSTL,X,O,O
ZJIOSLT,X,O,O
ZJLTISO,O,O,X
ZJLTIOS,O,O,X
ZJLTSIO,O,O,X
ZJLTSOI,O,O,X
ZJLTOIS,O,O,X
ZJLTOSI,O,O,X
ZJLITSO,O,O,X
ZJLITOS,O,O,X
ZJLISTO,X,O,X
ZJLISOT,X,O,X
ZJLIOTS,O,O,X
ZJLIOST,X,O,X
ZJLSTIO,X,O,X
ZJLSTOI,X,O,X
ZJLSITO,X,O,X
ZJLSIOT,X,O,X
ZJLSOTI,X,O,X
ZJLSOIT,X,O,X
ZJLOTIS,O,O,X
ZJLOTSI,O,O,X
ZJLOITS,O,O,X
ZJLOIST,X,O,X
ZJLOSTI,X,O,X
ZJLOSIT,X,O,X
ZJSTILO,X,O,O
ZJSTIOL,X,O,O
ZJSTLIO,X,O,O
ZJSTLOI,X,O,O
ZJSTOIL,X,O,O
ZJSTOLI,X,O,O
ZJSITLO,X,O,O
ZJSITOL,X,O,O
ZJSILTO,X,O,X
ZJSILOT,X,O,X
ZJSIOTL,X,O,O
ZJSIOLT,X,O,O
ZJSLTIO,X,O,X
ZJSLTOI,X,O,X
ZJSLITO,X,O,X
ZJSLIOT,X,O,X
ZJSLOTI,X,O,X
ZJSLOIT,X,O,X
ZJSOTIL,X,O,O
ZJSOTLI,X,O,O
ZJSOITL,X,O,O
ZJSOILT,X,O,O
ZJSOLTI,X,O,O
ZJSOLIT,X,O,O
ZJOTILS,O,O,O
ZJOTISL,O,O,O
ZJOTLIS,O,O,O
ZJOTLSI,O,O,O
ZJOTSIL,O,O,O
ZJOTSLI,O,O,O
ZJOITLS,X,O,O
ZJOITSL,X,O,O
ZJOILTS,X,O,O
ZJOILST,X,O,O
ZJOISTL,X,O,O
ZJOISLT,X,O,O
ZJOLTIS,O,O,O
ZJOLTSI,O,O,O
ZJOLITS,O,O,O
ZJOLIST,X,O,O
ZJOLSTI,X,O,O
ZJOLSIT,X,O,O
ZJOSTIL,X,O,O
ZJOSTLI,X,O,O
ZJOSITL,X,O,O
ZJOSILT,X,O,O
ZJOSLTI,X,O,O
ZJOSLIT,X,O,O
ZSTILJO,O,O,O
ZSTILOJ,O,O,O
ZSTIJLO,O,O,O
ZSTIJOL,O,O,O
ZSTIOLJ,X,O,O
ZSTIOJL,X,O,O
ZSTLIJO,O,O,O
ZSTLIOJ,O,O,O
ZSTLJIO,O,O,O
ZSTLJOI,O,O,O
ZSTLOIJ,O,O,O
ZSTLOJI,O,O,O
ZSTJILO,O,O,O
ZSTJIOL,O,O,O
ZSTJLIO,O,O,O
ZSTJLOI,O,O,O
ZSTJOIL,O,O,O
ZSTJOLI,O,O,O
ZSTOILJ,X,O,O
ZSTOIJL,X,O,O
ZSTOLIJ,O,O,O
ZSTOLJI,O,O,O
ZSTOJIL,O,O,O
ZSTOJLI,O,O,O
ZSITLJO,O,O,O
ZSITLOJ,O,O,O
ZSITJLO,O,O,O
ZSITJOL,O,O,O
ZSITOLJ,X,O,O
ZSITOJL,X,O,O
ZSILTJO,O,X,O
ZSILTOJ,O,X,O
ZSILJTO,X,X,X
ZSILJOT,X,X,X
ZSILOTJ,O,X,O
ZSILOJT,X,X,O
ZSIJTLO,X,O,O
ZSIJTOL,X,O,O
ZSIJLTO,X,O,X
ZSIJLOT,X,O,X
ZSIJOTL,X,O,O
ZSIJOLT,X,O,O
ZSIOTLJ,X,O,O
ZSIOTJL,X,O,O
ZSIOLTJ,X,X,O
ZSIOLJT,X,X,O
ZSIOJTL,X,O,O
ZSIOJLT,X,O,O
ZSLTIJO,O,X,O
ZSLTIOJ,O,X,O
ZSLTJIO,O,X,O
ZSLTJOI,O,X,O
ZSLTOIJ,O,X,O
ZSLTOJI,O,X,O
ZSLITJO,O,X,O
ZSLITOJ,O,X,O
ZSLIJTO,X,X,X
ZSLIJOT,X,X,X
ZSLIOTJ,O,X,O
ZSLIOJT,X,X,O
ZSLJTIO,X,X,X
ZSLJTOI,X,X,X
ZSLJITO,X,X,X
ZSLJIOT,X,X,X
ZSLJOTI,X,X,X
ZSLJOIT,X,X,X
ZSLOTIJ,O,X,O
ZSLOTJI,O,X,O
ZSLOITJ,O,X,O
ZSLOIJT,X,X,O
ZSLOJTI,X,X,O
ZSLOJIT,X,X,O
ZSJTILO,X,O,O
ZSJTIOL,X,O,O
ZSJTLIO,X,O,O
ZSJTLOI,X,O,O
ZSJTOIL,X,O,O
ZSJTOLI,X,O,O
ZSJITLO,X,O,O
ZSJITOL,X,O,O
ZSJILTO,X,O,X
ZSJILOT,X,O,X
ZSJIOTL,X,O,O
ZSJIOLT,X,O,O
ZSJLTIO,X,O,X
ZSJLTOI,X,O,X
ZSJLITO,X,O,X
ZSJLIOT,X,O,X
ZSJLOTI,X,O,X
ZSJLOIT,X,O,X
ZSJOTIL,X,O,O
ZSJOTLI,X,O,O
ZSJOITL,X,O,O
ZSJOILT,X,O,O
ZSJOLTI,X,O,O
ZSJOLIT,X,O,O
ZSOTILJ,X,O,O
ZSOTIJL,X,O,O
ZSOTLIJ,O,O,O
ZSOTLJI,O,O,O
ZSOTJIL,O,O,O
ZSOTJLI,O,O,O
ZSOITLJ,X,O,O
ZSOITJL,X,O,O
ZSOILTJ,X,X,O
ZSOILJT,X,X,O
ZSOIJTL,X,O,O
ZSOIJLT,X,O,O
ZSOLTIJ,O,X,O
ZSOLTJI,O,X,O
ZSOLITJ,O,X,O
ZSOLIJT,X,X,O
ZSOLJTI,X,X,O
ZSOLJIT,X,X,O
ZSOJTIL,X,O,O
ZSOJTLI,X,O,O
ZSOJITL,X,O,O
ZSOJILT,X,O,O
ZSOJLTI,X,O,O
ZSOJLIT,X,O,O
ZOTILJS,O,O,O
ZOTILSJ,O,O,O
ZOTIJLS,O,O,O
ZOTIJSL,O,O,O
ZOTISLJ,X,O,O
ZOTISJL,X,O,O
ZOTLIJS,O,O,O
ZOTLISJ,O,O,O
ZOTLJIS,O,O,O
ZOTLJSI,O,O,O
ZOTLSIJ,O,O,O
ZOTLSJI,O,O,O
ZOTJILS,O,O,O
ZOTJISL,O,O,O
ZOTJLIS,O,O,O
ZOTJLSI,O,O,O
ZOTJSIL,O,O,O
ZOTJSLI,O,O,O
ZOTSILJ,X,O,O
ZOTSIJL,X,O,O
ZOTSLIJ,O,O,O
ZOTSLJI,O,O,O
ZOTSJIL,O,O,O
ZOTSJLI,O,O,O
ZOITLJS,O,O,O
ZOITLSJ,O,O,O
ZOITJLS,O,O,O
ZOITJSL,O,O,O
ZOITSLJ,X,O,O
ZOITSJL,X,O,O
ZOILTJS,O,O,O
ZOILTSJ,O,O,O
ZOILJTS,O,O,O
ZOILJST,X,O,O
ZOILSTJ,O,X,O
ZOILSJT,X,X,O
ZOIJTLS,X,O,O
ZOIJTSL,X,O,O
ZOIJLTS,X,O,O
ZOIJLST,X,O,O
ZOIJSTL,X,O,O
ZOIJSLT,X,O,O
ZOISTLJ,X,O,O
ZOISTJL,X,O,O
ZOISLTJ,X,X,O
ZOISLJT,X,X,O
ZOISJTL,X,O,O
ZOISJLT,X,O,O
ZOLTIJS,O,O,O
ZOLTISJ,O,O,O
ZOLTJIS,O,O,O
ZOLTJSI,O,O,O
ZOLTSIJ,O,O,O
ZOLTSJI,O,O,O
ZOLITJS,O,O,O
ZOLITSJ,O,O,O
ZOLIJTS,O,O,O
ZOLIJST,X,O,O
ZOLISTJ,O,X,O
ZOLISJT,X,X,O
ZOLJTIS,O,O,O
ZOLJTSI,O,O,O
ZOLJITS,O,O,O
ZOLJIST,X,O,O
ZOLJSTI,X,O,O
ZOLJSIT,X,O,O
ZOLSTIJ,O,X,O
ZOLSTJI,O,X,O
ZOLSITJ,O,X,O
ZOLSIJT,X,X,O
ZOLSJTI,X,X,O
ZOLSJIT,X,X,O
ZOJTILS,O,O,O
ZOJTISL,O,O,O
ZOJTLIS,O,O,O
ZOJTLSI,O,O,O
ZOJTSIL,O,O,O
ZOJTSLI,O,O,O
ZOJITLS,X,O,O
ZOJITSL,X,O,O
ZOJILTS,X,O,O
ZOJILST,X,O,O
ZOJISTL,X,O,O
ZOJISLT,X,O,O
ZOJLTIS,O,O,O
ZOJLTSI,O,O,O
ZOJLITS,O,O,O
ZOJLIST,X,O,O
ZOJLSTI,X,O,O
ZOJLSIT,X,O,O
ZOJSTIL,X,O,O
ZOJSTLI,X,O,O
ZOJSITL,X,O,O
ZOJSILT,X,O,O
ZOJSLTI,X,O,O
ZOJSLIT,X,O,O
ZOSTILJ,X,O,O
ZOSTIJL,X,O,O
ZOSTLIJ,O,O,O
ZOSTLJI,O,O,O
ZOSTJIL,O,O,O
ZOSTJLI,O,O,O
ZOSITLJ,X,O,O
ZOSITJL,X,O,O
ZOSILTJ,X,X,O
ZOSILJT,X,X,O
ZOSIJTL,X,O,O
ZOSIJLT,X,O,O
ZOSLTIJ,O,X,O
ZOSLTJI,O,X,O
ZOSLITJ,O,X,O
ZOSLIJT,X,X,O
ZOSLJTI,X,X,O
ZOSLJIT,X,X,O
ZOSJTIL,X,O,O
ZOSJTLI,X,O,O
ZOSJITL,X,O,O
ZOSJILT,X,O,O
ZOSJLTI,X,O,O
ZOSJLIT,X,O,O
OTILJSZ,O,O,O
OTILJZS,O,O,O
OTILSJZ,O,O,O
OTILSZJ,O,O,O
OTILZJS,O,O,O
OTILZSJ,O,O,O
OTIJLSZ,O,O,O
OTIJLZS,O,O,O
OTIJSLZ,O,O,O
OTIJSZL,O,O,O
OTIJZLS,O,O,O
OTIJZSL,O,O,O
OTISLJZ,X,O,O
OTISLZJ,X,O,O
OTISJLZ,X,O,O
OTISJZL,X,O,O
OTISZLJ,X,O,O
OTISZJL,X,O,O
OTIZLJS,O,O,O
OTIZLSJ,O,O,O
OTIZJLS,O,O,O
OTIZJSL,O,O,O
OTIZSLJ,X,O,O
OTIZSJL,X,O,O
OTLIJSZ,O,O,O
OTLIJZS,O,O,O
OTLISJZ,O,O,O
OTLISZJ,O,O,O
OTLIZJS,O,O,O
OTLIZSJ,O,O,O
OTLJISZ,O,O,O
OTLJIZS,O,O,O
OTLJSIZ,O,O,O
OTLJSZI,O,O,O
OTLJZIS,O,O,O
OTLJZSI,O,O,O
OTLSIJZ,O,O,O
OTLSIZJ,O,O,O
OTLSJIZ,O,O,O
OTLSJZI,O,O,O
OTLSZIJ,O,O,O
OTLSZJI,O,O,O
OTLZIJS,O,O,O
OTLZISJ,O,O,O
OTLZJIS,O,O,O
OTLZJSI,O,O,O
OTLZSIJ,O,O,O
OTLZSJI,O,O,O
OTJILSZ,O,O,O
OTJILZS,O,O,O
OTJISLZ,O,O,O
OTJISZL,O,O,O
OTJIZLS,O,O,O
OTJIZSL,O,O,O
OTJLISZ,O,O,O
OTJLIZS,O,O,O
OTJLSIZ,O,O,O
OTJLSZI,O,O,O
OTJLZIS,O,O,O
OTJLZSI,O,O,O
OTJSILZ,O,O,O
OTJSIZL,O,O,O
OTJSLIZ,O,O,O
OTJSLZI,O,O,O
OTJSZIL,O,O,O
OTJSZLI,O,O,O
OTJZILS,O,O,O
OTJZISL,O,O,O
OTJZLIS,O,O,O
OTJZLSI,O,O,O
OTJZSIL,O,O,O
OTJZSLI,O,O,O
OTSILJZ,X,O,O
OTSILZJ,X,O,O
OTSIJLZ,X,O,O
OTSIJZL,X,O,O
OTSIZLJ,X,O,O
OTSIZJL,X,O,O
OTSLIJZ,O,O,O
OTSLIZJ,O,O,O
OTSLJIZ,O,O,O
OTSLJZI,O,O,O
OTSLZIJ,O,O,O
OTSLZJI,O,O,O
OTSJILZ,O,O,O
OTSJIZL,O,O,O
OTSJLIZ,O,O,O
OTSJLZI,O,O,O
OTSJZIL,O,O,O
OTSJZLI,O,O,O
OTSZILJ,X,O,O
OTSZIJL,X,O,O
OTSZLIJ,O,O,O
OTSZLJI,O,O,O
OTSZJIL,O,O,O
OTSZJLI,O,O,O
OTZILJS,O,O,O
OTZILSJ,O,O,O
OTZIJLS,O,O,O
OTZIJSL,O,O,O
OTZISLJ,X,O,O
OTZISJL,X,O,O
OTZLIJS,O,O,O
OTZLISJ,O,O,O
OTZLJIS,O,O,O
OTZLJSI,O,O,O
OTZLSIJ,O,O,O
OTZLSJI,O,O,O
OTZJILS,O,O,O
OTZJISL,O,O,O
OTZJLIS,O,O,O
OTZJLSI,O,O,O
OTZJSIL,O,O,O
OTZJSLI,O,O,O
OTZSILJ,X,O,O
OTZSIJL,X,O,O
OTZSLIJ,O,O,O
OTZSLJI,O,O,O
OTZSJIL,O,O,O
OTZSJLI,O,O,O
OITLJSZ,O,O,O
OITLJZS,O,O,O
OITLSJZ,O,O,O
OITLSZJ,O,O,O
OITLZJS,O,O,O
OITLZSJ,O,O,O
OITJLSZ,O,O,O
OITJLZS,O,O,O
OITJSLZ,O,O,O
OITJSZL,O,O,O
OITJZLS,O,O,O
OITJZSL,O,O,O
OITSLJZ,X,O,O
OITSLZJ,X,O,O
OITSJLZ,X,O,O
OITSJZL,X,O,O
OITSZLJ,X,O,O
OITSZJL,X,O,O
OITZLJS,O,O,O
OITZLSJ,O,O,O
OITZJLS,O,O,O
OITZJSL,O,O,O
OITZSLJ,X,O,O
OITZSJL,X,O,O
OILTJSZ,O,O,O
OILTJZS,O,O,O
OILTSJZ,O,O,O
OILTSZJ,O,O,O
OILTZJS,O,O,O
OILTZSJ,O,O,O
OILJTSZ,O,O,O
OILJTZS,O,O,O
OILJSTZ,X,O,O
OILJSZT,X,O,O
OILJZTS,O,O,O
OILJZST,X,O,O
OILSTJZ,O,X,O
OILSTZJ,O,X,O
OILSJTZ,X,X,O
OILSJZT,X,X,O
OILSZTJ,O,X,O
OILSZJT,X,X,O
OILZTJS,O,O,O
OILZTSJ,O,O,O
OILZJTS,O,O,O
OILZJST,X,O,O
OILZSTJ,O,X,O
OILZSJT,X,X,O
OIJTLSZ,X,O,O
OIJTLZS,X,O,O
OIJTSLZ,X,O,O
OIJTSZL,X,O,O
OIJTZLS,X,O,O
OIJTZSL,X,O,O
OIJLTSZ,X,O,O
OIJLTZS,X,O,O
OIJLSTZ,X,O,O
OIJLSZT,X,O,O
OIJLZTS,X,O,O
OIJLZST,X,O,O
OIJSTLZ,X,O,O
OIJSTZL,X,O,O
OIJSLTZ,X,O,O
OIJSLZT,X,O,O
OIJSZTL,X,O,O
OIJSZLT,X,O,O
OIJZTLS,X,O,O
OIJZTSL,X,O,O
OIJZLTS,X,O,O
OIJZLST,X,O,O
OIJZSTL,X,O,O
OIJZSLT,X,O,O
OISTLJZ,X,O,O
OISTLZJ,X,O,O
OISTJLZ,X,O,O
OISTJZL,X,O,O
OISTZLJ,X,O,O
OISTZJL,X,O,O
OISLTJZ,X,X,O
OISLTZJ,X,X,O
OISLJTZ,X,X,O
OISLJZT,X,X,O
OISLZTJ,X,X,O
OISLZJT,X,X,O
OISJTLZ,X,O,O
OISJTZL,X,O,O
OISJLTZ,X,O,O
OISJLZT,X,O,O
OISJZTL,X,O,O
OISJZLT,X,O,O
OISZTLJ,X,O,O
OISZTJL,X,O,O
OISZLTJ,X,X,O
OISZLJT,X,X,O
OISZJTL,X,O,O
OISZJLT,X,O,O
OIZTLJS,O,O,O
OIZTLSJ,O,O,O
OIZTJLS,O,O,O
OIZTJSL,O,O,O
OIZTSLJ,X,O,O
OIZTSJL,X,O,O
OIZLTJS,O,O,O
OIZLTSJ,O,O,O
OIZLJTS,O,O,O
OIZLJST,X,O,O
OIZLSTJ,O,X,O
OIZLSJT,X,X,O
OIZJTLS,X,O,O
OIZJTSL,X,O,O
OIZJLTS,X,O,O
OIZJLST,X,O,O
OIZJSTL,X,O,O
OIZJSLT,X,O,O
OIZSTLJ,X,O,O
OIZSTJL,X,O,O
OIZSLTJ,X,X,O
OIZSLJT,X,X,O
OIZSJTL,X,O,O
OIZSJLT,X,O,O
OLTIJSZ,O,O,O
OLTIJZS,O,O,O
OLTISJZ,O,O,O
OLTISZJ,O,O,O
OLTIZJS,O,O,O
OLTIZSJ,O,O,O
OLTJISZ,O,O,O
OLTJIZS,O,O,O
OLTJSIZ,O,O,O
OLTJSZI,O,O,O
OLTJZIS,O,O,O
OLTJZSI,O,O,O
OLTSIJZ,O,O,O
OLTSIZJ,O,O,O
OLTSJIZ,O,O,O
OLTSJZI,O,O,O
OLTSZIJ,O,O,O
OLTSZJI,O,O,O
OLTZIJS,O,O,O
OLTZISJ,O,O,O
OLTZJIS,O,O,O
OLTZJSI,O,O,O
OLTZSIJ,O,O,O
OLTZSJI,O,O,O
OLITJSZ,O,O,O
OLITJZS,O,O,O
OLITSJZ,O,O,O
OLITSZJ,O,O,O
OLITZJS,O,O,O
OLITZSJ,O,O,O
OLIJTSZ,O,O,O
OLIJTZS,O,O,O
OLIJSTZ,X,O,O
OLIJSZT,X,O,O
OLIJZTS,O,O,O
OLIJZST,X,O,O
OLISTJZ,O,X,O
OLISTZJ,O,X,O
OLISJTZ,X,X,O
OLISJZT,X,X,O
OLISZTJ,O,X,O
OLISZJT,X,X,O
OLIZTJS,O,O,O
OLIZTSJ,O,O,O
OLIZJTS,O,O,O
OLIZJST,X,O,O
OLIZSTJ,O,X,O
OLIZSJT,X,X,O
OLJTISZ,O,O,O
OLJTIZS,O,O,O
OLJTSIZ,O,O,O
OLJTSZI,O,O,O
OLJTZIS,O,O,O
OLJTZSI,O,O,O
OLJITSZ,O,O,O
OLJITZS,O,O,O
OLJISTZ,X,O,O
OLJISZT,X,O,O
OLJIZTS,O,O,O
OLJIZST,X,O,O
OLJSTIZ,X,O,O
OLJSTZI,X,O,O
OLJSITZ,X,O,O
OLJSIZT,X,O,O
OLJSZTI,X,O,O
OLJSZIT,X,O,O
OLJZTIS,O,O,O
OLJZTSI,O,O,O
OLJZITS,O,O,O
OLJZIST,X,O,O
OLJZSTI,X,O,O
OLJZSIT,X,O,O
OLSTIJZ,O,X,O
OLSTIZJ,O,X,O
OLSTJIZ,O,X,O
OLSTJZI,O,X,O
OLSTZIJ,O,X,O
OLSTZJI,O,X,O
OLSITJZ,O,X,O
OLSITZJ,O,X,O
OLSIJTZ,X,X,O
OLSIJZT,X,X,O
OLSIZTJ,O,X,O
OLSIZJT,X,X,O
OLSJTIZ,X,X,O
OLSJTZI,X,X,O
OLSJITZ,X,X,O
OLSJIZT,X,X,O
OLSJZTI,X,X,O
OLSJZIT,X,X,O
OLSZTIJ,O,X,O
OLSZTJI,O,X,O
OLSZITJ,O,X,O
OLSZIJT,X,X,O
OLSZJTI,X,X,O
OLSZJIT,X,X,O
OLZTIJS,O,O,O
OLZTISJ,O,O,O
OLZTJIS,O,O,O
OLZTJSI,O,O,O
OLZTSIJ,O,O,O
OLZTSJI,O,O,O
OLZITJS,O,O,O
OLZITSJ,O,O,O
OLZIJTS,O,O,O
OLZIJST,X,O,O
OLZISTJ,O,X,O
OLZISJT,X,X,O
OLZJTIS,O,O,O
OLZJTSI,O,O,O
OLZJITS,O,O,O
OLZJIST,X,O,O
OLZJSTI,X,O,O
OLZJSIT,X,O,O
OLZSTIJ,O,X,O
OLZSTJI,O,X,O
OLZSITJ,O,X,O
OLZSIJT,X,X,O
OLZSJTI,X,X,O
OLZSJIT,X,X,O
OJTILSZ,O,O,O
OJTILZS,O,O,O
OJTISLZ,O,O,O
OJTISZL,O,O,O
OJTIZLS,O,O,O
OJTIZSL,O,O,O
OJTLISZ,O,O,O
OJTLIZS,O,O,O
OJTLSIZ,O,O,O
OJTLSZI,O,O,O
OJTLZIS,O,O,O
OJTLZSI,O,O,O
OJTSILZ,O,O,O
OJTSIZL,O,O,O
OJTSLIZ,O,O,O
OJTSLZI,O,O,O
OJTSZIL,O,O,O
OJTSZLI,O,O,O
OJTZILS,O,O,O
OJTZISL,O,O,O
OJTZLIS,O,O,O
OJTZLSI,O,O,O
OJTZSIL,O,O,O
OJTZSLI,O,O,O
OJITLSZ,X,O,O
OJITLZS,X,O,O
OJITSLZ,X,O,O
OJITSZL,X,O,O
OJITZLS,X,O,O
OJITZSL,X,O,O
OJILTSZ,X,O,O
OJILTZS,X,O,O
OJILSTZ,X,O,O
OJILSZT,X,O,O
OJILZTS,X,O,O
OJILZST,X,O,O
OJISTLZ,X,O,O
OJISTZL,X,O,O
OJISLTZ,X,O,O
OJISLZT,X,O,O
OJISZTL,X,O,O
OJISZLT,X,O,O
OJIZTLS,X,O,O
OJIZTSL,X,O,O
OJIZLTS,X,O,O
OJIZLST,X,O,O
OJIZSTL,X,O,O
OJIZSLT,X,O,O
OJLTISZ,O,O,O
OJLTIZS,O,O,O
OJLTSIZ,O,O,O
OJLTSZI,O,O,O
OJLTZIS,O,O,O
OJLTZSI,O,O,O
OJLITSZ,O,O,O
OJLITZS,O,O,O
OJLISTZ,X,O,O
OJLISZT,X,O,O
OJLIZTS,O,O,O
OJLIZST,X,O,O
OJLSTIZ,X,O,O
OJLSTZI,X,O,O
OJLSITZ,X,O,O
OJLSIZT,X,O,O
OJLSZTI,X,O,O
OJLSZIT,X,O,O
OJLZTIS,O,O,O
OJLZTSI,O,O,O
OJLZITS,O,O,O
OJLZIST,X,O,O
OJLZSTI,X,O,O
OJLZSIT,X,O,O
OJSTILZ,X,O,O
OJSTIZL,X,O,O
OJSTLIZ,X,O,O
OJSTLZI,X,O,O
OJSTZIL,X,O,O
OJSTZLI,X,O,O
OJSITLZ,X,O,O
OJSITZL,X,O,O
OJSILTZ,X,O,O
OJSILZT,X,O,O
OJSIZTL,X,O,O
OJSIZLT,X,O,O
OJSLTIZ,X,O,O
OJSLTZI,X,O,O
OJSLITZ,X,O,O
OJSLIZT,X,O,O
OJSLZTI,X,O,O
OJSLZIT,X,O,O
OJSZTIL,X,O,O
OJSZTLI,X,O,O
OJSZITL,X,O,O
OJSZILT,X,O,O
OJSZLTI,X,O,O
OJSZLIT,X,O,O
OJZTILS,O,O,O
OJZTISL,O,O,O
OJZTLIS,O,O,O
OJZTLSI,O,O,O
OJZTSIL,O,O,O
OJZTSLI,O,O,O
OJZITLS,X,O,O
OJZITSL,X,O,O
OJZILTS,X,O,O
OJZILST,X,O,O
OJZISTL,X,O,O
OJZISLT,X,O,O
OJZLTIS,O,O,O
OJZLTSI,O,O,O
OJZLITS,O,O,O
OJZLIST,X,O,O
OJZLSTI,X,O,O
OJZLSIT,X,O,O
OJZSTIL,X,O,O
OJZSTLI,X,O,O
OJZSITL,X,O,O
OJZSILT,X,O,O
OJZSLTI,X,O,O
OJZSLIT,X,O,O
OSTILJZ,X,O,O
OSTILZJ,X,O,O
OSTIJLZ,X,O,O
OSTIJZL,X,O,O
OSTIZLJ,X,O,O
OSTIZJL,X,O,O
OSTLIJZ,O,O,O
OSTLIZJ,O,O,O
OSTLJIZ,O,O,O
OSTLJZI,O,O,O
OSTLZIJ,O,O,O
OSTLZJI,O,O,O
OSTJILZ,O,O,O
OSTJIZL,O,O,O
OSTJLIZ,O,O,O
OSTJLZI,O,O,O
OSTJZIL,O,O,O
OSTJZLI,O,O,O
OSTZILJ,X,O,O
OSTZIJL,X,O,O
OSTZLIJ,O,O,O
OSTZLJI,O,O,O
OSTZJIL,O,O,O
OSTZJLI,O,O,O
OSITLJZ,X,O,O
OSITLZJ,X,O,O
OSITJLZ,X,O,O
OSITJZL,X,O,O
OSITZLJ,X,O,O
OSITZJL,X,O,O
OSILTJZ,X,X,O
OSILTZJ,X,X,O
OSILJTZ,X,X,O
OSILJZT,X,X,O
OSILZTJ,X,X,O
OSILZJT,X,X,O
OSIJTLZ,X,O,O
OSIJTZL,X,O,O
OSIJLTZ,X,O,O
OSIJLZT,X,O,O
OSIJZTL,X,O,O
OSIJZLT,X,O,O
OSIZTLJ,X,O,O
OSIZTJL,X,O,O
OSIZLTJ,X,X,O
OSIZLJT,X,X,O
OSIZJTL,X,O,O
OSIZJLT,X,O,O
OSLTIJZ,O,X,O
OSLTIZJ,O,X,O
OSLTJIZ,O,X,O
OSLTJZI,O,X,O
OSLTZIJ,O,X,O
OSLTZJI,O,X,O
OSLITJZ,O,X,O
OSLITZJ,O,X,O
OSLIJTZ,X,X,O
OSLIJZT,X,X,O
OSLIZTJ,O,X,O
OSLIZJT,X,X,O
OSLJTIZ,X,X,O
OSLJTZI,X,X,O
OSLJITZ,X,X,O
OSLJIZT,X,X,O
OSLJZTI,X,X,O
OSLJZIT,X,X,O
OSLZTIJ,O,X,O
OSLZTJI,O,X,O
OSLZITJ,O,X,O
OSLZIJT,X,X,O
OSLZJTI,X,X,O
OSLZJIT,X,X,O
OSJTILZ,X,O,O
OSJTIZL,X,O,O
OSJTLIZ,X,O,O
OSJTLZI,X,O,O
OSJTZIL,X,O,O
OSJTZLI,X,O,O
OSJITLZ,X,O,O
OSJITZL,X,O,O
OSJILTZ,X,O,O
OSJILZT,X,O,O
OSJIZTL,X,O,O
OSJIZLT,X,O,O
OSJLTIZ,X,O,O
OSJLTZI,X,O,O
