sequence,v115@QhA8EeB8BeA8AeA8AeG8JeZEJvhFzfBfmB0hB6nBOo?BFqB,v115@QhA8EeB8BeA8AeA8AeG8JeZEJvhFFgB0hB6nBOoBfq?BzqB,v115@QhA8EeB8BeA8AeA8AeG8JeyEJvhFfmB0hBxiBznBOp?BFqB
ZLSIOJT,X,X,X
ZLSJTIO,O,O,X
ZLSJTOI,O,X,X
ZLSJITO,O,O,X
ZLSJIOT,X,X,X
ZLSJOTI,X,X,X
ZLSJOIT,X,X,X
ZLSOTIJ,X,X,X
ZLSOTJI,X,X,X
ZLSOITJ,X,X,X
ZLSOIJT,X,X,X
ZLSOJTI,X,X,X
ZLSOJIT,X,X,X
ZLOTIJS,X,X,X
ZLOTISJ,X,X,X
ZLOTJIS,X,X,X
ZLOTJSI,X,X,X
ZLOTSIJ,X,X,X
ZLOTSJI,X,X,X
ZLOITJS,X,X,X
ZLOITSJ,X,X,X
ZLOIJTS,X,X,X
ZLOIJST,X,O,X
ZLOISTJ,X,O,X
ZLOISJT,X,O,X
ZLOJTIS,X,X,X
ZLOJTSI,X,X,X
ZLOJITS,X,X,X
ZLOJIST,X,O,X
ZLOJSTI,X,O,X
ZLOJSIT,X,O,X
ZLOSTIJ,X,O,X
ZLOSTJI,X,O,X
ZLOSITJ,X,O,X
ZLOSIJT,X,O,X
ZLOSJTI,X,O,X
ZLOSJIT,X,O,X
ZJTILSO,X,X,X
ZJTILOS,X,X,X
ZJTISLO,X,X,X
ZJTISOL,X,X,X
ZJTIOLS,X,X,X
ZJTIOSL,X,X,X
ZJTLISO,X,X,X
ZJTLIOS,X,X,X
ZJTLSIO,X,X,X
ZJTLSOI,X,X,X
ZJTLOIS,X,X,X
ZJTLOSI,X,X,X
ZJTSILO,X,X,X
ZJTSIOL,X,X,X
ZJTSLIO,X,X,X
ZJTSLOI,X,X,X
ZJTSOIL,X,X,X
ZJTSOLI,X,X,X
ZJTOILS,X,X,X
ZJTOISL,X,X,X
ZJTOLIS,X,X,X
ZJTOLSI,X,X,X
ZJTOSIL,X,X,X
ZJTOSLI,X,X,X
ZJITLSO,X,X,X
ZJITLOS,X,X,X
ZJITSLO,X,X,X
ZJITSOL,X,X,X
ZJITOLS,X,X,X
ZJITOSL,X,X,X
ZJILTSO,X,X,X
ZJILTOS,X,X,X
ZJILSTO,O,O,X
ZJILSOT,X,X,X
ZJILOTS,X,X,X
ZJILOST,X,O,X
ZJISTLO,O,O,X
ZJISTOL,O,X,X
ZJISLTO,O,O,X
ZJISLOT,X,X,X
ZJISOTL,X,X,X
ZJISOLT,X,X,X
ZJIOTLS,X,X,X
ZJIOTSL,X,X,X
ZJIOLTS,X,X,X
ZJIOLST,X,O,X
ZJIOSTL,X,O,X
ZJIOSLT,X,O,X
ZJLTISO,X,X,X
ZJLTIOS,X,X,X
ZJLTSIO,X,X,X
ZJLTSOI,X,X,X
ZJLTOIS,X,X,X
ZJLTOSI,X,X,X
ZJLITSO,X,X,X
ZJLITOS,X,X,X
ZJLISTO,O,O,X
ZJLISOT,X,X,X
ZJLIOTS,X,X,X
ZJLIOST,X,O,X
ZJLSTIO,O,O,X
ZJLSTOI,O,X,X
ZJLSITO,O,O,X
ZJLSIOT,X,X,X
ZJLSOTI,X,X,X
ZJLSOIT,X,X,X
ZJLOTIS,X,X,X
ZJLOTSI,X,X,X
ZJLOITS,X,X,X
ZJLOIST,X,O,X
ZJLOSTI,X,O,X
ZJLOSIT,X,O,X
ZJSTILO,O,O,X
ZJSTIOL,O,X,X
ZJSTLIO,O,O,X
ZJSTLOI,O,X,X
ZJSTOIL,O,X,X
ZJSTOLI,O,X,X
ZJSITLO,O,O,X
ZJSITOL,O,X,X
ZJSILTO,O,O,X
ZJSILOT,X,X,X
ZJSIOTL,X,X,X
ZJSIOLT,X,X,X
ZJSLTIO,O,O,X
ZJSLTOI,O,X,X
ZJSLITO,O,O,X
ZJSLIOT,X,X,X
ZJSLOTI,X,X,X
ZJSLOIT,X,X,X
ZJSOTIL,X,X,X
ZJSOTLI,X,X,X
ZJSOITL,X,X,X
ZJSOILT,X,X,X
ZJSOLTI,X,X,X
ZJSOLIT,X,X,X
ZJOTILS,X,X,X
ZJOTISL,X,X,X
ZJOTLIS,X,X,X
ZJOTLSI,X,X,X
ZJOTSIL,X,X,X
ZJOTSLI,X,X,X
ZJOITLS,X,X,X
ZJOITSL,X,X,X
ZJOILTS,X,X,X
ZJOILST,X,O,X
ZJOISTL,X,O,X
ZJOISLT,X,O,X
ZJOLTIS,X,X,X
ZJOLTSI,X,X,X
ZJOLITS,X,X,X
ZJOLIST,X,O,X
ZJOLSTI,X,O,X
ZJOLSIT,X,O,X
ZJOSTIL,X,O,X
ZJOSTLI,X,O,X
ZJOSITL,X,O,X
ZJOSILT,X,O,X
ZJOSLTI,X,O,X
ZJOSLIT,X,O,X
ZSTILJO,O,O,X
ZSTILOJ,O,X,X
ZSTIJLO,O,O,X
ZSTIJOL,O,X,X
ZSTIOLJ,O,X,X
ZSTIOJL,O,X,X
ZSTLIJO,O,O,X
ZSTLIOJ,O,X,X
ZSTLJIO,O,O,X
ZSTLJOI,O,X,X
ZSTLOIJ,O,X,O
ZSTLOJI,O,X,O
ZSTJILO,O,O,X
ZSTJIOL,O,X,X
ZSTJLIO,O,O,X
ZSTJLOI,O,X,X
ZSTJOIL,O,X,X
ZSTJOLI,O,X,X
ZSTOILJ,O,X,O
ZSTOIJL,O,X,X
ZSTOLIJ,O,X,O
ZSTOLJI,O,X,O
ZSTOJIL,O,X,X
ZSTOJLI,O,X,X
ZSITLJO,O,O,X
ZSITLOJ,O,X,X
ZSITJLO,O,O,X
ZSITJOL,O,X,X
ZSITOLJ,O,X,X
ZSITOJL,O,X,X
ZSILTJO,O,O,X
ZSILTOJ,O,X,X
ZSILJTO,O,O,X
ZSILJOT,X,X,X
ZSILOTJ,X,X,X
ZSILOJT,X,X,X
ZSIJTLO,O,O,X
ZSIJTOL,O,X,X
ZSIJLTO,O,O,X
ZSIJLOT,X,X,X
ZSIJOTL,X,X,X
ZSIJOLT,X,X,X
ZSIOTLJ,X,X,X
ZSIOTJL,X,X,X
ZSIOLTJ,X,X,X
ZSIOLJT,X,X,X
ZSIOJTL,X,X,X
ZSIOJLT,X,X,X
ZSLTIJO,O,O,X
ZSLTIOJ,O,X,X
ZSLTJIO,O,O,X
ZSLTJOI,O,X,X
ZSLTOIJ,O,X,X
ZSLTOJI,O,X,X
ZSLITJO,O,O,X
ZSLITOJ,O,X,X
ZSLIJTO,O,O,X
ZSLIJOT,X,X,X
ZSLIOTJ,X,X,X
ZSLIOJT,X,X,X
ZSLJTIO,O,O,X
ZSLJTOI,O,X,X
ZSLJITO,O,O,X
ZSLJIOT,X,X,X
ZSLJOTI,X,X,X
ZSLJOIT,X,X,X
ZSLOTIJ,X,X,X
ZSLOTJI,X,X,X
ZSLOITJ,X,X,X
ZSLOIJT,X,X,X
ZSLOJTI,X,X,X
ZSLOJIT,X,X,X
ZSJTILO,O,O,X
ZSJTIOL,O,X,X
ZSJTLIO,O,O,X
ZSJTLOI,O,X,X
ZSJTOIL,O,X,X
ZSJTOLI,O,X,X
ZSJITLO,O,O,X
ZSJITOL,O,X,X
ZSJILTO,O,O,X
ZSJILOT,X,X,X
ZSJIOTL,X,X,X
ZSJIOLT,X,X,X
ZSJLTIO,O,O,X
ZSJLTOI,O,X,X
ZSJLITO,O,O,X
ZSJLIOT,X,X,X
ZSJLOTI,X,X,X
ZSJLOIT,X,X,X
ZSJOTIL,X,X,X
ZSJOTLI,X,X,X
ZSJOITL,X,X,X
ZSJOILT,X,X,X
ZSJOLTI,X,X,X
ZSJOLIT,X,X,X
ZSOTILJ,X,X,O
ZSOTIJL,X,X,X
ZSOTLIJ,X,X,O
ZSOTLJI,X,X,O
ZSOTJIL,X,X,X
ZSOTJLI,X,X,X
ZSOITLJ,X,X,O
ZSOITJL,X,X,X
ZSOILTJ,X,X,X
ZSOILJT,X,X,X
ZSOIJTL,X,X,X
ZSOIJLT,X,X,X
ZSOLTIJ,X,X,X
ZSOLTJI,X,X,X
ZSOLITJ,X,X,X
ZSOLIJT,X,X,X
ZSOLJTI,X,X,X
ZSOLJIT,X,X,X
ZSOJTIL,X,X,X
ZSOJTLI,X,X,X
ZSOJITL,X,X,X
ZSOJILT,X,X,X
ZSOJLTI,X,X,X
ZSOJLIT,X,X,X
ZOTILJS,X,X,X
ZOTILSJ,X,X,X
ZOTIJLS,X,X,X
ZOTIJSL,X,X,X
ZOTISLJ,X,X,X
ZOTISJL,X,X,X
ZOTLIJS,X,X,X
ZOTLISJ,X,X,X
ZOTLJIS,X,X,X
ZOTLJSI,X,X,X
ZOTLSIJ,X,X,X
ZOTLSJI,X,X,X
ZOTJILS,X,X,X
ZOTJISL,X,X,X
ZOTJLIS,X,X,X
ZOTJLSI,X,X,X
ZOTJSIL,X,X,X
ZOTJSLI,X,X,X
ZOTSILJ,X,X,X
ZOTSIJL,X,X,X
ZOTSLIJ,X,X,X
ZOTSLJI,X,X,X
ZOTSJIL,X,X,X
ZOTSJLI,X,X,X
ZOITLJS,X,X,X
ZOITLSJ,X,X,X
ZOITJLS,X,X,X
ZOITJSL,X,X,X
ZOITSLJ,X,X,X
ZOITSJL,X,X,X
ZOILTJS,X,X,X
ZOILTSJ,X,X,X
ZOILJTS,X,X,X
ZOILJST,X,O,X
ZOILSTJ,X,O,X
ZOILSJT,X,O,X
ZOIJTLS,X,X,X
ZOIJTSL,X,X,X
ZOIJLTS,X,X,X
ZOIJLST,X,O,X
ZOIJSTL,X,O,X
ZOIJSLT,X,O,X
ZOISTLJ,X,O,O
ZOISTJL,X,O,X
ZOISLTJ,X,O,X
ZOISLJT,X,O,X
ZOISJTL,X,O,X
ZOISJLT,X,O,X
ZOLTIJS,X,X,X
ZOLTISJ,X,X,X
ZOLTJIS,X,X,X
ZOLTJSI,X,X,X
ZOLTSIJ,X,X,X
ZOLTSJI,X,X,X
ZOLITJS,X,X,X
ZOLITSJ,X,X,X
ZOLIJTS,X,X,X
ZOLIJST,X,O,X
ZOLISTJ,X,O,X
ZOLISJT,X,O,X
ZOLJTIS,X,X,X
ZOLJTSI,X,X,X
ZOLJITS,X,X,X
ZOLJIST,X,O,X
ZOLJSTI,X,O,X
ZOLJSIT,X,O,X
ZOLSTIJ,X,O,X
ZOLSTJI,X,O,X
ZOLSITJ,X,O,X
ZOLSIJT,X,O,X
ZOLSJTI,X,O,X
ZOLSJIT,X,O,X
ZOJTILS,X,X,X
ZOJTISL,X,X,X
ZOJTLIS,X,X,X
ZOJTLSI,X,X,X
ZOJTSIL,X,X,X
ZOJTSLI,X,X,X
ZOJITLS,X,X,X
ZOJITSL,X,X,X
ZOJILTS,X,X,X
ZOJILST,X,O,X
ZOJISTL,X,O,X
ZOJISLT,X,O,X
ZOJLTIS,X,X,X
ZOJLTSI,X,X,X
ZOJLITS,X,X,X
ZOJLIST,X,O,X
ZOJLSTI,X,O,X
ZOJLSIT,X,O,X
ZOJSTIL,X,O,X
ZOJSTLI,X,O,X
ZOJSITL,X,O,X
ZOJSILT,X,O,X
ZOJSLTI,X,O,X
ZOJSLIT,X,O,X
ZOSTILJ,X,O,O
ZOSTIJL,X,O,X
ZOSTLIJ,X,O,O
ZOSTLJI,X,O,O
ZOSTJIL,X,O,X
ZOSTJLI,X,O,X
ZOSITLJ,X,O,O
ZOSITJL,X,O,X
ZOSILTJ,X,O,X
ZOSILJT,X,O,X
ZOSIJTL,X,O,X
ZOSIJLT,X,O,X
ZOSLTIJ,X,O,X
ZOSLTJI,X,O,X
ZOSLITJ,X,O,X
ZOSLIJT,X,O,X
ZOSLJTI,X,O,X
ZOSLJIT,X,O,X
ZOSJTIL,X,O,X
ZOSJTLI,X,O,X
ZOSJITL,X,O,X
ZOSJILT,X,O,X
ZOSJLTI,X,O,X
ZOSJLIT,X,O,X
OTILJSZ,X,X,X
OTILJZS,X,X,X
OTILSJZ,X,X,X
OTILSZJ,X,X,O
OTILZJS,X,X,X
OTILZSJ,X,X,X
OTIJLSZ,X,X,X
OTIJLZS,X,X,X
OTIJSLZ,X,X,X
OTIJSZL,X,X,X
OTIJZLS,X,X,X
OTIJZSL,X,X,X
OTISLJZ,X,X,X
OTISLZJ,X,X,O
OTISJLZ,X,X,X
OTISJZL,X,X,X
OTISZLJ,X,X,O
OTISZJL,X,X,X
OTIZLJS,X,X,X
OTIZLSJ,X,X,X
OTIZJLS,X,X,X
OTIZJSL,X,X,X
OTIZSLJ,X,X,X
OTIZSJL,X,X,X
OTLIJSZ,X,X,X
OTLIJZS,X,X,X
OTLISJZ,X,X,X
OTLISZJ,X,X,O
OTLIZJS,X,X,X
OTLIZSJ,X,X,X
OTLJISZ,X,X,X
OTLJIZS,X,X,X
OTLJSIZ,X,X,X
OTLJSZI,X,X,X
OTLJZIS,X,X,X
OTLJZSI,X,X,X
OTLSIJZ,X,X,X
OTLSIZJ,X,X,O
OTLSJIZ,X,X,X
OTLSJZI,X,X,X
OTLSZIJ,X,X,O
OTLSZJI,X,X,O
OTLZIJS,X,X,X
OTLZISJ,X,X,X
OTLZJIS,X,X,X
OTLZJSI,X,X,X
OTLZSIJ,X,X,X
OTLZSJI,X,X,X
OTJILSZ,X,X,X
OTJILZS,X,X,X
OTJISLZ,X,X,X
OTJISZL,X,X,X
OTJIZLS,X,X,X
OTJIZSL,X,X,X
OTJLISZ,X,X,X
OTJLIZS,X,X,X
OTJLSIZ,X,X,X
OTJLSZI,X,X,X
OTJLZIS,X,X,X
OTJLZSI,X,X,X
OTJSILZ,X,X,X
OTJSIZL,X,X,X
OTJSLIZ,X,X,X
OTJSLZI,X,X,X
OTJSZIL,X,X,X
OTJSZLI,X,X,X
OTJZILS,X,X,X
OTJZISL,X,X,X
OTJZLIS,X,X,X
OTJZLSI,X,X,X
OTJZSIL,X,X,X
OTJZSLI,X,X,X
OTSILJZ,X,X,X
OTSILZJ,X,X,O
OTSIJLZ,X,X,X
OTSIJZL,X,X,X
OTSIZLJ,X,X,O
OTSIZJL,X,X,X
OTSLIJZ,X,X,X
OTSLIZJ,X,X,O
OTSLJIZ,X,X,X
OTSLJZI,X,X,X
OTSLZIJ,X,X,O
OTSLZJI,X,X,O
OTSJILZ,X,X,X
OTSJIZL,X,X,X
OTSJLIZ,X,X,X
OTSJLZI,X,X,X
OTSJZIL,X,X,X
OTSJZLI,X,X,X
OTSZILJ,X,X,O
OTSZIJL,X,X,X
OTSZLIJ,X,X,O
OTSZLJI,X,X,O
OTSZJIL,X,X,X
OTSZJLI,X,X,X
OTZILJS,X,X,X
OTZILSJ,X,X,X
OTZIJLS,X,X,X
OTZIJSL,X,X,X
OTZISLJ,X,X,X
OTZISJL,X,X,X
OTZLIJS,X,X,X
OTZLISJ,X,X,X
OTZLJIS,X,X,X
OTZLJSI,X,X,X
OTZLSIJ,X,X,X
OTZLSJI,X,X,X
OTZJILS,X,X,X
OTZJISL,X,X,X
OTZJLIS,X,X,X
OTZJLSI,X,X,X
OTZJSIL,X,X,X
OTZJSLI,X,X,X
OTZSILJ,X,X,X
OTZSIJL,X,X,X
OTZSLIJ,X,X,X
OTZSLJI,X,X,X
OTZSJIL,X,X,X
OTZSJLI,X,X,X
OITLJSZ,X,X,X
OITLJZS,X,X,X
OITLSJZ,X,X,X
OITLSZJ,X,X,O
OITLZJS,X,X,X
OITLZSJ,X,X,X
OITJLSZ,X,X,X
OITJLZS,X,X,X
OITJSLZ,X,X,X
OITJSZL,X,X,X
OITJZLS,X,X,X
OITJZSL,X,X,X
OITSLJZ,X,X,X
OITSLZJ,X,X,O
OITSJLZ,X,X,X
OITSJZL,X,X,X
OITSZLJ,X,X,O
OITSZJL,X,X,X
OITZLJS,X,X,X
OITZLSJ,X,X,X
OITZJLS,X,X,X
OITZJSL,X,X,X
OITZSLJ,X,X,X
OITZSJL,X,X,X
OILTJSZ,X,X,X
OILTJZS,X,X,X
OILTSJZ,X,X,X
OILTSZJ,X,X,X
OILTZJS,X,X,X
OILTZSJ,X,X,X
OILJTSZ,X,X,X
OILJTZS,X,X,X
OILJSTZ,X,O,X
OILJSZT,X,O,X
OILJZTS,X,X,X
OILJZST,X,O,X
OILSTJZ,X,O,X
OILSTZJ,X,O,X
OILSJTZ,X,O,X
OILSJZT,X,O,X
OILSZTJ,X,O,X
OILSZJT,X,O,X
OILZTJS,X,X,X
OILZTSJ,X,X,X
OILZJTS,X,X,X
OILZJST,X,O,X
OILZSTJ,X,O,X
OILZSJT,X,O,X
OIJTLSZ,X,X,X
OIJTLZS,X,X,X
OIJTSLZ,X,X,X
OIJTSZL,X,X,X
OIJTZLS,X,X,X
OIJTZSL,X,X,X
OIJLTSZ,X,X,X
OIJLTZS,X,X,X
OIJLSTZ,X,O,X
OIJLSZT,X,O,X
OIJLZTS,X,X,X
OIJLZST,X,O,X
OIJSTLZ,X,O,X
OIJSTZL,X,O,X
OIJSLTZ,X,O,X
OIJSLZT,X,O,X
OIJSZTL,X,O,X
OIJSZLT,X,O,X
OIJZTLS,X,X,X
OIJZTSL,X,X,X
OIJZLTS,X,X,X
OIJZLST,X,O,X
OIJZSTL,X,O,X
OIJZSLT,X,O,X
OISTLJZ,X,O,X
OISTLZJ,X,O,O
OISTJLZ,X,O,X
OISTJZL,X,O,X
OISTZLJ,X,O,O
OISTZJL,X,O,X
OISLTJZ,X,O,X
OISLTZJ,X,O,X
OISLJTZ,X,O,X
OISLJZT,X,O,X
OISLZTJ,X,O,X
OISLZJT,X,O,X
OISJTLZ,X,O,X
OISJTZL,X,O,X
OISJLTZ,X,O,X
OISJLZT,X,O,X
OISJZTL,X,O,X
OISJZLT,X,O,X
OISZTLJ,X,O,O
OISZTJL,X,O,X
OISZLTJ,X,O,X
OISZLJT,X,O,X
OISZJTL,X,O,X
OISZJLT,X,O,X
OIZTLJS,X,X,X
OIZTLSJ,X,X,X
OIZTJLS,X,X,X
OIZTJSL,X,X,X
OIZTSLJ,X,X,X
OIZTSJL,X,X,X
OIZLTJS,X,X,X
OIZLTSJ,X,X,X
OIZLJTS,X,X,X
OIZLJST,X,O,X
OIZLSTJ,X,O,X
OIZLSJT,X,O,X
OIZJTLS,X,X,X
OIZJTSL,X,X,X
OIZJLTS,X,X,X
OIZJLST,X,O,X
OIZJSTL,X,O,X
OIZJSLT,X,O,X
OIZSTLJ,X,O,O
OIZSTJL,X,O,X
OIZSLTJ,X,O,X
OIZSLJT,X,O,X
OIZSJTL,X,O,X
OIZSJLT,X,O,X
OLTIJSZ,X,X,X
OLTIJZS,X,X,X
OLTISJZ,X,X,X
OLTISZJ,X,X,X
OLTIZJS,X,X,X
OLTIZSJ,X,X,X
OLTJISZ,X,X,X
OLTJIZS,X,X,X
OLTJSIZ,X,X,X
OLTJSZI,X,X,X
OLTJZIS,X,X,X
OLTJZSI,X,X,X
OLTSIJZ,X,X,X
OLTSIZJ,X,X,X
OLTSJIZ,X,X,X
OLTSJZI,X,X,X
OLTSZIJ,X,X,X
OLTSZJI,X,X,X
OLTZIJS,X,X,X
OLTZISJ,X,X,X
OLTZJIS,X,X,X
OLTZJSI,X,X,X
OLTZSIJ,X,X,X
OLTZSJI,X,X,X
OLITJSZ,X,X,X
OLITJZS,X,X,X
OLITSJZ,X,X,X
OLITSZJ,X,X,X
OLITZJS,X,X,X
OLITZSJ,X,X,X
OLIJTSZ,X,X,X
OLIJTZS,X,X,X
OLIJSTZ,X,O,X
OLIJSZT,X,O,X
OLIJZTS,X,X,X
OLIJZST,X,O,X
OLISTJZ,X,O,X
OLISTZJ,X,O,X
OLISJTZ,X,O,X
OLISJZT,X,O,X
OLISZTJ,X,O,X
OLISZJT,X,O,X
OLIZTJS,X,X,X
OLIZTSJ,X,X,X
OLIZJTS,X,X,X
OLIZJST,X,O,X
OLIZSTJ,X,O,X
OLIZSJT,X,O,X
OLJTISZ,X,X,X
OLJTIZS,X,X,X
OLJTSIZ,X,X,X
OLJTSZI,X,X,X
OLJTZIS,X,X,X
OLJTZSI,X,X,X
OLJITSZ,X,X,X
OLJITZS,X,X,X
OLJISTZ,X,O,X
OLJISZT,X,O,X
OLJIZTS,X,X,X
OLJIZST,X,O,X
OLJSTIZ,X,O,X
OLJSTZI,X,O,X
OLJSITZ,X,O,X
OLJSIZT,X,O,X
OLJSZTI,X,O,X
OLJSZIT,X,O,X
OLJZTIS,X,X,X
OLJZTSI,X,X,X
OLJZITS,X,X,X
OLJZIST,X,O,X
OLJZSTI,X,O,X
OLJZSIT,X,O,X
OLSTIJZ,X,O,X
OLSTIZJ,X,O,X
OLSTJIZ,X,O,X
OLSTJZI,X,O,X
OLSTZIJ,X,O,X
OLSTZJI,X,O,X
OLSITJZ,X,O,X
OLSITZJ,X,O,X
OLSIJTZ,X,O,X
OLSIJZT,X,O,X
OLSIZTJ,X,O,X
OLSIZJT,X,O,X
OLSJTIZ,X,O,X
OLSJTZI,X,O,X
OLSJITZ,X,O,X
OLSJIZT,X,O,X
OLSJZTI,X,O,X
OLSJZIT,X,O,X
OLSZTIJ,X,O,X
OLSZTJI,X,O,X
OLSZITJ,X,O,X
OLSZIJT,X,O,X
OLSZJTI,X,O,X
OLSZJIT,X,O,X
OLZTIJS,X,X,X
OLZTISJ,X,X,X
OLZTJIS,X,X,X
OLZTJSI,X,X,X
OLZTSIJ,X,X,X
OLZTSJI,X,X,X
OLZITJS,X,X,X
OLZITSJ,X,X,X
OLZIJTS,X,X,X
OLZIJST,X,O,X
OLZISTJ,X,O,X
OLZISJT,X,O,X
OLZJTIS,X,X,X
OLZJTSI,X,X,X
OLZJITS,X,X,X
OLZJIST,X,O,X
OLZJSTI,X,O,X
OLZJSIT,X,O,X
OLZSTIJ,X,O,X
OLZSTJI,X,O,X
OLZSITJ,X,O,X
OLZSIJT,X,O,X
OLZSJTI,X,O,X
OLZSJIT,X,O,X
OJTILSZ,X,X,X
OJTILZS,X,X,X
OJTISLZ,X,X,X
OJTISZL,X,X,X
OJTIZLS,X,X,X
OJTIZSL,X,X,X
OJTLISZ,X,X,X
OJTLIZS,X,X,X
OJTLSIZ,X,X,X
OJTLSZI,X,X,X
OJTLZIS,X,X,X
OJTLZSI,X,X,X
OJTSILZ,X,X,X
OJTSIZL,X,X,X
OJTSLIZ,X,X,X
OJTSLZI,X,X,X
OJTSZIL,X,X,X
OJTSZLI,X,X,X
OJTZILS,X,X,X
OJTZISL,X,X,X
OJTZLIS,X,X,X
OJTZLSI,X,X,X
OJTZSIL,X,X,X
OJTZSLI,X,X,X
OJITLSZ,X,X,X
OJITLZS,X,X,X
OJITSLZ,X,X,X
OJITSZL,X,X,X
OJITZLS,X,X,X
OJITZSL,X,X,X
OJILTSZ,X,X,X
OJILTZS,X,X,X
OJILSTZ,X,O,X
OJILSZT,X,O,X
OJILZTS,X,X,X
OJILZST,X,O,X
OJISTLZ,X,O,X
OJISTZL,X,O,X
OJISLTZ,X,O,X
OJISLZT,X,O,X
OJISZTL,X,O,X
OJISZLT,X,O,X
OJIZTLS,X,X,X
OJIZTSL,X,X,X
OJIZLTS,X,X,X
OJIZLST,X,O,X
OJIZSTL,X,O,X
OJIZSLT,X,O,X
OJLTISZ,X,X,X
OJLTIZS,X,X,X
OJLTSIZ,X,X,X
OJLTSZI,X,X,X
OJLTZIS,X,X,X
OJLTZSI,X,X,X
OJLITSZ,X,X,X
OJLITZS,X,X,X
OJLISTZ,X,O,X
OJLISZT,X,O,X
OJLIZTS,X,X,X
OJLIZST,X,O,X
OJLSTIZ,X,O,X
OJLSTZI,X,O,X
OJLSITZ,X,O,X
OJLSIZT,X,O,X
OJLSZTI,X,O,X
OJLSZIT,X,O,X
OJLZTIS,X,X,X
OJLZTSI,X,X,X
OJLZITS,X,X,X
OJLZIST,X,O,X
OJLZSTI,X,O,X
OJLZSIT,X,O,X
OJSTILZ,X,O,X
OJSTIZL,X,O,X
OJSTLIZ,X,O,X
OJSTLZI,X,O,X
OJSTZIL,X,O,X
OJSTZLI,X,O,X
OJSITLZ,X,O,X
OJSITZL,X,O,X
OJSILTZ,X,O,X
OJSILZT,X,O,X
OJSIZTL,X,O,X
OJSIZLT,X,O,X
OJSLTIZ,X,O,X
OJSLTZI,X,O,X
OJSLITZ,X,O,X
OJSLIZT,X,O,X
OJSLZTI,X,O,X
OJSLZIT,X,O,X
OJSZTIL,X,O,X
OJSZTLI,X,O,X
OJSZITL,X,O,X
OJSZILT,X,O,X
OJSZLTI,X,O,X
OJSZLIT,X,O,X
OJZTILS,X,X,X
OJZTISL,X,X,X
OJZTLIS,X,X,X
OJZTLSI,X,X,X
OJZTSIL,X,X,X
OJZTSLI,X,X,X
OJZITLS,X,X,X
OJZITSL,X,X,X
OJZILTS,X,X,X
OJZILST,X,O,X
OJZISTL,X,O,X
OJZISLT,X,O,X
OJZLTIS,X,X,X
OJZLTSI,X,X,X
OJZLITS,X,X,X
OJZLIST,X,O,X
OJZLSTI,X,O,X
OJZLSIT,X,O,X
OJZSTIL,X,O,X
OJZSTLI,X,O,X
OJZSITL,X,O,X
OJZSILT,X,O,X
OJZSLTI,X,O,X
OJZSLIT,X,O,X
OSTILJZ,X,O,X
OSTILZJ,X,O,O
OSTIJLZ,X,O,X
OSTIJZL,X,O,X
OSTIZLJ,X,O,O
OSTIZJL,X,O,X
OSTLIJZ,X,O,X
OSTLIZJ,X,O,O
OSTLJIZ,X,O,X
OSTLJZI,X,O,X
OSTLZIJ,X,O,O
OSTLZJI,X,O,O
OSTJILZ,X,O,X
OSTJIZL,X,O,X
OSTJLIZ,X,O,X
OSTJLZI,X,O,X
OSTJZIL,X,O,X
OSTJZLI,X,O,X
OSTZILJ,X,O,O
OSTZIJL,X,O,X
OSTZLIJ,X,O,O
OSTZLJI,X,O,O
OSTZJIL,X,O,X
OSTZJLI,X,O,X
OSITLJZ,X,O,X
OSITLZJ,X,O,O
OSITJLZ,X,O,X
OSITJZL,X,O,X
OSITZLJ,X,O,O
OSITZJL,X,O,X
OSILTJZ,X,O,X
OSILTZJ,X,O,X
OSILJTZ,X,O,X
OSILJZT,X,O,X
OSILZTJ,X,O,X
OSILZJT,X,O,X
OSIJTLZ,X,O,X
OSIJTZL,X,O,X
OSIJLTZ,X,O,X
OSIJLZT,X,O,X
OSIJZTL,X,O,X
OSIJZLT,X,O,X
OSIZTLJ,X,O,O
OSIZTJL,X,O,X
OSIZLTJ,X,O,X
OSIZLJT,X,O,X
OSIZJTL,X,O,X
OSIZJLT,X,O,X
OSLTIJZ,X,O,X
OSLTIZJ,X,O,X
OSLTJIZ,X,O,X
OSLTJZI,X,O,X
OSLTZIJ,X,O,X
OSLTZJI,X,O,X
OSLITJZ,X,O,X
OSLITZJ,X,O,X
OSLIJTZ,X,O,X
OSLIJZT,X,O,X
OSLIZTJ,X,O,X
OSLIZJT,X,O,X
OSLJTIZ,X,O,X
OSLJTZI,X,O,X
OSLJITZ,X,O,X
OSLJIZT,X,O,X
OSLJZTI,X,O,X
OSLJZIT,X,O,X
OSLZTIJ,X,O,X
OSLZTJI,X,O,X
OSLZITJ,X,O,X
OSLZIJT,X,O,X
OSLZJTI,X,O,X
OSLZJIT,X,O,X
OSJTILZ,X,O,X
OSJTIZL,X,O,X
OSJTLIZ,X,O,X
OSJTLZI,X,O,X
OSJTZIL,X,O,X
OSJTZLI,X,O,X
OSJITLZ,X,O,X
OSJITZL,X,O,X
OSJILTZ,X,O,X
OSJILZT,X,O,X
OSJIZTL,X,O,X
OSJIZLT,X,O,X
OSJLTIZ,X,O,X
OSJLTZI,X,O,X
OSJLITZ,X,O,X
OSJLIZT,X,O,X
OSJLZTI,X,O,X
OSJLZIT,X,O,X
OSJZTIL,X,O,X
OSJZTLI,X,O,X
OSJZITL,X,O,X
