sequence,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhFxgBTiBClB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFWlBxgBTiB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhFzgBGiB3kBlqBRs?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFzfBRhBcnBGmBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jex/IvhFmhBqnBTkB/qBFm?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF0gBxhBzkBFnBCr?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF8kBzgBlqBRsBfs?B6sB,v115@FhB8HeB8IeD8AeB8BeB8JexAJvhFTiBikBuqB1rB0k?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhF3gBWnB1pB8qBRs?BTsB,v115@FhB8HeB8IeD8AeB8BeB8Jel/IvhF3gBCiB2pB8qBRs?BTsB
LSOTIZJ,O,X,O,O,O,O,X,X,X,X
LSOTJIZ,O,O,O,O,O,O,X,O,X,X
LSOTJZI,O,O,X,O,O,O,X,O,X,X
LSOTZIJ,O,O,O,O,O,O,X,X,X,X
LSOTZJI,O,O,X,O,O,O,X,O,X,X
LSOITJZ,O,O,O,O,O,O,X,O,X,X
LSOITZJ,O,X,O,O,O,O,X,X,X,X
LSOIJTZ,O,O,O,X,O,O,X,X,X,X
LSOIJZT,O,O,X,O,X,O,X,X,X,X
LSOIZTJ,O,O,X,O,O,O,X,X,X,X
LSOIZJT,O,O,X,O,O,O,X,X,X,X
LSOJTIZ,O,O,X,O,O,O,X,O,X,X
LSOJTZI,O,O,X,O,O,O,X,O,X,X
LSOJITZ,O,O,X,X,O,O,X,X,X,X
LSOJIZT,O,O,X,O,X,O,X,X,X,X
LSOJZTI,O,O,X,O,X,O,X,X,X,X
LSOJZIT,O,O,X,O,X,O,X,X,X,X
LSOZTIJ,O,O,X,O,O,O,X,X,X,X
LSOZTJI,O,O,X,O,O,O,X,O,X,X
LSOZITJ,O,O,X,O,O,O,X,X,X,X
LSOZIJT,O,O,X,O,O,O,X,X,X,X
LSOZJTI,O,O,X,O,O,O,X,X,X,X
LSOZJIT,O,O,X,O,O,O,X,X,X,X
LZTIJSO,O,O,X,X,O,O,O,X,O,X
LZTIJOS,O,O,X,X,O,O,O,X,O,X
LZTISJO,O,O,X,X,X,O,X,X,O,X
LZTISOJ,O,O,X,X,X,O,X,X,O,X
LZTIOJS,O,O,X,X,O,O,O,X,O,X
LZTIOSJ,O,O,X,X,X,O,X,X,O,X
LZTJISO,O,O,X,X,O,O,O,O,O,X
LZTJIOS,O,O,X,X,O,O,O,O,O,X
LZTJSIO,O,O,X,O,O,O,X,O,O,X
LZTJSOI,O,O,X,O,O,O,X,O,X,X
LZTJOIS,O,O,X,X,O,O,O,O,X,X
LZTJOSI,O,O,X,O,O,O,X,O,X,X
LZTSIJO,O,O,X,O,O,O,X,X,O,X
LZTSIOJ,O,O,X,O,O,O,X,X,O,X
LZTSJIO,O,O,X,O,O,O,X,O,O,X
LZTSJOI,O,O,X,O,O,O,X,O,X,X
LZTSOIJ,O,O,X,O,O,O,X,X,O,X
LZTSOJI,O,O,X,O,O,O,X,O,X,X
LZTOIJS,O,O,X,X,O,O,O,X,O,X
LZTOISJ,O,O,X,X,O,O,X,X,O,X
LZTOJIS,O,O,X,X,O,O,O,O,X,X
LZTOJSI,O,O,X,O,O,O,X,O,X,X
LZTOSIJ,O,O,X,O,O,O,X,X,O,X
LZTOSJI,O,O,X,O,O,O,X,X,X,X
LZITJSO,O,O,X,X,O,O,O,X,O,O
LZITJOS,O,O,X,X,O,O,O,X,O,O
LZITSJO,O,O,X,X,X,O,X,X,O,O
LZITSOJ,O,O,X,X,X,O,X,X,O,O
LZITOJS,O,O,X,X,O,O,O,X,O,X
LZITOSJ,O,O,X,X,X,O,X,X,O,X
LZIJTSO,O,O,X,X,O,O,O,O,O,O
LZIJTOS,O,O,X,X,O,O,O,O,O,O
LZIJSTO,O,O,X,X,O,O,X,X,O,O
LZIJSOT,O,O,X,X,O,O,X,X,X,O
LZIJOTS,O,O,X,X,O,O,X,X,X,O
LZIJOST,O,O,X,X,O,O,X,X,X,O
LZISTJO,O,O,X,X,O,O,X,X,O,O
LZISTOJ,O,O,X,X,O,O,X,X,O,O
LZISJTO,O,O,X,X,O,O,X,X,O,O
LZISJOT,O,O,X,X,O,O,X,X,X,O
LZISOTJ,O,O,X,X,O,O,X,X,X,O
LZISOJT,O,O,X,X,O,O,X,X,X,O
LZIOTJS,O,O,X,X,O,O,X,X,X,X
LZIOTSJ,O,O,X,X,O,O,X,X,X,X
LZIOJTS,O,O,X,X,O,O,X,X,X,O
LZIOJST,O,O,X,X,O,O,X,X,X,O
LZIOSTJ,O,O,X,X,O,O,X,X,X,O
LZIOSJT,O,O,X,X,O,O,X,X,X,O
LZJTISO,O,O,X,X,O,O,O,O,X,O
LZJTIOS,O,O,X,X,O,O,O,O,X,O
LZJTSIO,O,O,X,X,O,O,X,O,X,O
LZJTSOI,O,O,X,X,O,O,X,O,X,X
LZJTOIS,O,O,X,X,O,O,O,O,X,X
LZJTOSI,O,O,X,X,O,O,X,O,X,X
LZJITSO,O,O,X,X,O,O,O,O,X,O
LZJITOS,O,O,X,X,O,O,O,O,X,O
LZJISTO,O,O,X,X,O,O,X,X,X,O
LZJISOT,O,O,X,X,O,O,X,X,X,O
LZJIOTS,O,O,X,X,O,O,X,X,X,O
LZJIOST,O,O,X,X,O,O,X,X,X,O
LZJSTIO,O,O,X,O,O,O,X,X,X,O
LZJSTOI,O,O,X,O,O,O,X,X,X,X
LZJSITO,O,O,X,O,O,O,X,X,X,O
LZJSIOT,O,O,X,O,O,O,X,X,X,O
LZJSOTI,O,O,X,O,O,O,X,X,X,X
LZJSOIT,O,O,X,O,O,O,X,X,X,X
LZJOTIS,O,O,X,X,O,O,X,X,X,X
LZJOTSI,O,O,X,X,O,O,X,X,X,X
LZJOITS,O,O,X,X,O,O,X,X,X,X
LZJOIST,O,O,X,X,O,O,X,X,X,X
LZJOSTI,O,O,X,O,O,O,X,X,X,X
LZJOSIT,O,O,X,O,O,O,X,X,X,X
LZSTIJO,O,O,X,O,O,O,X,X,O,O
LZSTIOJ,O,O,X,O,O,O,X,X,O,O
LZSTJIO,O,O,X,O,O,O,X,O,O,X
LZSTJOI,O,O,X,O,O,O,X,O,X,X
LZSTOIJ,O,O,X,O,O,O,X,X,O,X
LZSTOJI,O,O,X,O,O,O,X,O,X,X
LZSITJO,O,O,X,O,O,O,X,X,O,O
LZSITOJ,O,O,X,O,O,O,X,X,O,O
LZSIJTO,O,O,X,O,O,O,X,X,O,O
LZSIJOT,O,O,X,O,O,O,X,X,X,O
LZSIOTJ,O,O,X,O,O,O,X,X,X,O
LZSIOJT,O,O,X,O,O,O,X,X,X,O
LZSJTIO,O,O,X,O,O,O,X,X,X,O
LZSJTOI,O,O,X,O,O,O,X,X,X,X
LZSJITO,O,O,X,O,O,O,X,X,X,O
LZSJIOT,O,O,X,O,O,O,X,X,X,O
LZSJOTI,O,O,X,O,O,O,X,X,X,X
LZSJOIT,O,O,X,O,O,O,X,X,X,X
LZSOTIJ,O,O,X,O,O,O,X,X,X,X
LZSOTJI,O,O,X,O,O,O,X,O,X,X
LZSOITJ,O,O,X,O,O,O,X,X,X,X
LZSOIJT,O,O,X,O,O,O,X,X,X,X
LZSOJTI,O,O,X,O,O,O,X,X,X,X
LZSOJIT,O,O,X,O,O,O,X,X,X,X
LZOTIJS,O,O,X,X,O,O,X,X,X,X
LZOTISJ,O,O,X,X,O,O,X,X,X,X
LZOTJIS,O,O,X,X,O,O,X,X,X,X
LZOTJSI,O,O,X,O,O,O,X,X,X,X
LZOTSIJ,O,O,X,O,O,O,X,X,X,X
LZOTSJI,O,O,X,O,O,O,X,X,X,X
LZOITJS,O,O,X,X,O,O,X,X,X,X
LZOITSJ,O,O,X,X,O,O,X,X,X,X
LZOIJTS,O,O,X,X,O,O,X,X,X,X
LZOIJST,O,O,X,X,O,O,X,X,X,X
LZOISTJ,O,O,X,X,O,O,X,X,X,X
LZOISJT,O,O,X,X,O,O,X,X,X,X
LZOJTIS,O,O,X,X,O,O,X,X,X,X
LZOJTSI,O,O,X,X,O,O,X,X,X,X
LZOJITS,O,O,X,X,O,O,X,X,X,X
LZOJIST,O,O,X,X,O,O,X,X,X,X
LZOJSTI,O,O,X,O,O,O,X,X,X,X
LZOJSIT,O,O,X,O,O,O,X,X,X,X
LZOSTIJ,O,O,X,O,O,O,X,X,X,X
LZOSTJI,O,O,X,O,O,O,X,X,X,X
LZOSITJ,O,O,X,O,O,O,X,X,X,X
LZOSIJT,O,O,X,O,O,O,X,X,X,X
LZOSJTI,O,O,X,O,O,O,X,X,X,X
LZOSJIT,O,O,X,O,O,O,X,X,X,X
LOTIJSZ,X,X,X,O,O,O,X,O,X,X
LOTIJZS,X,X,X,X,X,O,X,O,X,X
LOTISJZ,X,X,X,O,O,O,X,X,X,X
LOTISZJ,X,X,X,O,O,O,X,X,X,X
LOTIZJS,X,X,X,X,X,O,X,X,X,X
LOTIZSJ,X,X,X,X,X,O,X,X,X,X
LOTJISZ,X,O,X,O,O,O,X,O,X,X
LOTJIZS,X,O,X,X,X,O,X,O,X,X
LOTJSIZ,X,O,X,O,O,O,X,O,X,X
LOTJSZI,X,O,X,O,O,O,X,O,X,X
LOTJZIS,X,O,X,X,X,O,X,O,X,X
LOTJZSI,X,O,X,O,O,O,X,O,X,X
LOTSIJZ,X,O,X,O,O,O,X,O,X,X
LOTSIZJ,X,X,X,O,O,O,X,X,X,X
LOTSJIZ,X,O,X,O,O,O,X,O,X,X
LOTSJZI,X,O,X,O,O,O,X,O,X,X
LOTSZIJ,X,O,X,O,O,O,X,X,X,X
LOTSZJI,X,O,X,O,O,O,X,O,X,X
LOTZIJS,X,O,X,X,O,O,X,X,X,X
LOTZISJ,X,O,X,X,X,O,X,X,X,X
LOTZJIS,X,O,X,X,O,O,X,O,X,X
LOTZJSI,X,O,X,O,O,O,X,O,X,X
LOTZSIJ,X,O,X,O,X,O,X,X,X,X
LOTZSJI,X,O,X,O,O,O,X,X,X,X
LOITJSZ,X,X,X,O,O,O,X,X,X,X
LOITJZS,X,X,X,X,X,O,X,X,X,X
LOITSJZ,X,X,X,O,O,O,X,X,X,X
LOITSZJ,X,X,X,O,O,O,X,X,X,X
LOITZJS,X,X,X,X,X,O,X,X,X,X
LOITZSJ,X,X,X,X,X,O,X,X,X,X
LOIJTSZ,X,X,X,X,X,O,X,O,X,X
LOIJTZS,X,X,X,X,X,O,X,O,X,X
LOIJSTZ,O,X,X,X,O,O,X,X,X,X
LOIJSZT,O,X,X,O,X,O,X,X,X,X
LOIJZTS,O,X,X,X,X,O,X,X,X,X
LOIJZST,O,X,X,X,X,O,X,X,X,X
LOISTJZ,O,X,X,O,O,O,X,X,X,X
LOISTZJ,X,X,X,O,O,O,X,X,X,X
LOISJTZ,O,X,X,X,O,O,X,X,X,X
LOISJZT,O,X,X,O,X,O,X,X,X,X
LOISZTJ,O,X,X,O,O,O,X,X,X,X
LOISZJT,O,X,X,O,O,O,X,X,X,X
LOIZTJS,O,X,X,X,O,O,X,X,X,X
LOIZTSJ,X,X,X,X,O,O,X,X,X,X
LOIZJTS,O,X,X,X,O,O,X,X,X,X
LOIZJST,O,X,X,X,O,O,X,X,X,X
LOIZSTJ,O,X,X,X,O,O,X,X,X,X
LOIZSJT,O,X,X,X,O,O,X,X,X,X
LOJTISZ,X,X,X,O,O,O,X,O,X,X
LOJTIZS,X,X,X,X,X,O,X,O,X,X
LOJTSIZ,X,X,X,O,O,O,X,O,X,X
LOJTSZI,X,X,X,O,O,O,X,O,X,X
LOJTZIS,X,X,X,X,X,O,X,O,X,X
LOJTZSI,X,X,X,O,O,O,X,O,X,X
LOJITSZ,X,X,X,X,X,O,X,O,X,X
LOJITZS,X,X,X,X,X,O,X,O,X,X
LOJISTZ,O,O,X,X,O,O,X,X,X,X
LOJISZT,O,O,X,O,X,O,X,X,X,X
LOJIZTS,O,O,X,X,X,O,X,X,X,X
LOJIZST,O,O,X,X,X,O,X,X,X,X
LOJSTIZ,O,O,X,O,O,O,X,X,X,X
LOJSTZI,O,O,X,O,O,O,X,X,X,X
LOJSITZ,O,O,X,X,O,O,X,X,X,X
LOJSIZT,O,O,X,O,X,O,X,X,X,X
LOJSZTI,O,O,X,O,X,O,X,X,X,X
LOJSZIT,O,O,X,O,X,O,X,X,X,X
LOJZTIS,O,O,X,X,X,O,X,X,X,X
LOJZTSI,O,O,X,X,X,O,X,X,X,X
LOJZITS,O,O,X,X,X,O,X,X,X,X
LOJZIST,O,O,X,X,X,O,X,X,X,X
LOJZSTI,O,O,X,O,X,O,X,X,X,X
LOJZSIT,O,O,X,O,X,O,X,X,X,X
LOSTIJZ,O,O,X,O,O,O,X,O,X,X
LOSTIZJ,O,X,X,O,O,O,X,X,X,X
LOSTJIZ,O,O,X,O,O,O,X,O,X,X
LOSTJZI,O,O,X,O,O,O,X,O,X,X
LOSTZIJ,O,O,X,O,O,O,X,X,X,X
LOSTZJI,O,O,X,O,O,O,X,O,X,X
LOSITJZ,O,O,X,O,O,O,X,O,X,X
LOSITZJ,O,X,X,O,O,O,X,X,X,X
LOSIJTZ,O,O,X,X,O,O,X,X,X,X
LOSIJZT,O,O,X,O,X,O,X,X,X,X
LOSIZTJ,O,O,X,O,O,O,X,X,X,X
LOSIZJT,O,O,X,O,O,O,X,X,X,X
LOSJTIZ,O,O,X,O,O,O,X,O,X,X
LOSJTZI,O,O,X,O,O,O,X,O,X,X
LOSJITZ,O,O,X,X,O,O,X,X,X,X
LOSJIZT,O,O,X,O,X,O,X,X,X,X
LOSJZTI,O,O,X,O,X,O,X,X,X,X
LOSJZIT,O,O,X,O,X,O,X,X,X,X
LOSZTIJ,O,O,X,O,O,O,X,X,X,X
LOSZTJI,O,O,X,O,O,O,X,O,X,X
LOSZITJ,O,O,X,O,O,O,X,X,X,X
LOSZIJT,O,O,X,O,O,O,X,X,X,X
LOSZJTI,O,O,X,O,O,O,X,X,X,X
LOSZJIT,O,O,X,O,O,O,X,X,X,X
LOZTIJS,O,O,X,X,O,O,X,X,X,X
LOZTISJ,X,O,X,X,O,O,X,X,X,X
LOZTJIS,O,O,X,X,O,O,X,X,X,X
LOZTJSI,O,O,X,O,O,O,X,X,X,X
LOZTSIJ,X,O,X,O,O,O,X,X,X,X
LOZTSJI,X,O,X,O,O,O,X,X,X,X
LOZITJS,O,O,X,X,O,O,X,X,X,X
LOZITSJ,X,O,X,X,O,O,X,X,X,X
LOZIJTS,O,O,X,X,O,O,X,X,X,X
LOZIJST,O,O,X,X,O,O,X,X,X,X
LOZISTJ,O,O,X,X,O,O,X,X,X,X
LOZISJT,O,O,X,X,O,O,X,X,X,X
LOZJTIS,O,O,X,X,O,O,X,X,X,X
LOZJTSI,O,O,X,X,O,O,X,X,X,X
LOZJITS,O,O,X,X,O,O,X,X,X,X
LOZJIST,O,O,X,X,O,O,X,X,X,X
LOZJSTI,O,O,X,O,O,O,X,X,X,X
LOZJSIT,O,O,X,O,O,O,X,X,X,X
LOZSTIJ,O,O,X,O,O,O,X,X,X,X
LOZSTJI,O,O,X,O,O,O,X,X,X,X
LOZSITJ,O,O,X,O,O,O,X,X,X,X
LOZSIJT,O,O,X,O,O,O,X,X,X,X
LOZSJTI,O,O,X,O,O,O,X,X,X,X
LOZSJIT,O,O,X,O,O,O,X,X,X,X
JTILSZO,O,X,O,O,X,X,X,O,O,O
JTILSOZ,O,X,O,O,X,X,X,O,X,X
JTILZSO,O,X,X,X,X,X,X,O,O,O
JTILZOS,O,X,X,X,X,X,X,O,O,O
JTILOSZ,O,X,O,O,X,X,X,O,X,X
JTILOZS,O,X,X,X,X,X,X,O,O,O
JTISLZO,O,X,O,O,X,X,X,O,O,O
JTISLOZ,O,X,O,O,X,X,X,O,X,X
JTISZLO,O,X,O,O,X,X,X,O,O,O
JTISZOL,O,X,O,O,X,X,X,O,O,O
JTISOLZ,O,X,O,X,X,X,X,O,X,X
JTISOZL,X,X,O,X,X,X,X,O,X,X
JTIZLSO,O,X,X,X,X,X,O,O,O,O
JTIZLOS,O,X,X,X,X,X,O,O,O,O
JTIZSLO,O,X,O,X,X,X,O,O,O,O
JTIZSOL,O,X,O,X,X,X,O,O,O,O
JTIZOLS,O,X,X,X,X,X,O,O,O,O
JTIZOSL,O,X,O,X,X,X,O,X,O,O
JTIOLSZ,X,X,O,X,X,X,X,O,X,X
JTIOLZS,X,X,X,X,X,X,X,O,O,O
JTIOSLZ,X,X,O,X,X,X,X,O,X,X
JTIOSZL,X,X,O,X,X,X,X,O,X,X
JTIOZLS,X,X,X,X,X,X,O,O,O,O
JTIOZSL,X,X,O,X,X,X,O,X,O,O
JTLISZO,O,O,X,O,O,O,X,O,O,O
JTLISOZ,O,O,X,O,O,X,X,O,X,X
JTLIZSO,O,O,X,X,X,O,X,O,O,O
JTLIZOS,O,O,X,X,X,O,X,O,O,O
JTLIOSZ,O,O,X,O,O,X,X,O,X,X
JTLIOZS,O,O,X,X,X,O,X,O,O,O
JTLSIZO,O,O,X,O,O,O,X,O,X,X
JTLSIOZ,O,O,X,O,O,O,X,O,X,X
JTLSZIO,O,O,X,O,O,O,X,O,X,X
JTLSZOI,O,O,X,O,O,O,X,O,X,X
JTLSOIZ,O,O,X,O,O,O,X,O,X,X
JTLSOZI,O,O,X,O,O,O,X,O,X,X
JTLZISO,O,O,X,X,X,O,X,O,O,O
JTLZIOS,O,O,X,X,X,O,X,O,O,O
JTLZSIO,O,O,X,O,O,O,X,O,O,O
JTLZSOI,O,O,X,O,O,O,X,O,X,X
JTLZOIS,O,O,X,X,X,O,X,O,X,X
JTLZOSI,O,O,X,O,O,X,X,O,X,X
JTLOISZ,O,O,X,O,O,X,X,O,X,X
JTLOIZS,O,O,X,X,X,O,X,O,X,X
JTLOSIZ,O,O,X,O,O,X,X,O,X,X
JTLOSZI,O,O,X,O,O,X,X,O,X,X
JTLOZIS,O,O,X,X,X,O,X,O,X,X
JTLOZSI,O,O,X,O,O,X,X,O,X,X
JTSILZO,O,X,O,O,X,X,X,O,X,O
JTSILOZ,O,X,O,O,X,O,X,O,X,X
JTSIZLO,O,X,O,O,X,X,X,O,X,O
JTSIZOL,O,X,O,O,X,O,X,O,X,O
JTSIOLZ,O,X,O,X,X,O,X,O,X,X
JTSIOZL,X,X,O,X,X,O,X,O,X,X
JTSLIZO,O,O,O,O,X,O,X,O,X,X
JTSLIOZ,O,O,O,O,X,O,X,O,X,X
JTSLZIO,O,O,X,O,X,O,X,O,X,X
JTSLZOI,O,O,X,O,X,O,X,O,X,X
JTSLOIZ,O,O,O,O,X,O,X,O,X,X
JTSLOZI,O,O,X,O,X,O,X,O,X,X
JTSZILO,O,O,X,O,X,X,X,O,X,O
JTSZIOL,O,O,X,O,X,O,X,O,X,O
JTSZLIO,O,O,X,O,X,X,X,O,X,O
JTSZLOI,O,O,X,O,X,X,X,O,X,X
JTSZOIL,O,O,X,O,X,O,X,O,X,O
JTSZOLI,O,O,X,O,X,O,X,O,X,X
JTSOILZ,O,X,O,X,X,O,X,O,X,X
JTSOIZL,X,X,O,X,X,O,X,O,X,X
JTSOLIZ,O,O,O,O,X,O,X,O,X,X
JTSOLZI,O,O,X,O,X,O,X,O,X,X
JTSOZIL,O,X,X,O,X,O,X,O,X,X
JTSOZLI,O,X,X,O,X,O,X,O,X,X
JTZILSO,O,O,X,X,X,X,O,O,O,O
JTZILOS,O,O,X,X,X,X,O,O,O,O
JTZISLO,O,O,X,X,X,X,O,O,O,O
JTZISOL,O,O,X,X,X,X,O,O,O,O
JTZIOLS,O,O,X,X,X,X,O,O,O,O
JTZIOSL,O,X,X,X,X,X,O,X,O,O
JTZLISO,O,O,X,X,O,X,O,O,O,O
JTZLIOS,O,O,X,X,O,X,O,O,O,O
JTZLSIO,O,O,X,O,O,X,X,O,O,O
JTZLSOI,O,O,X,O,O,X,X,O,X,X
JTZLOIS,O,O,X,X,O,X,O,O,X,X
JTZLOSI,O,O,X,O,O,X,X,O,X,X
JTZSILO,O,O,X,O,X,X,O,O,O,O
JTZSIOL,O,O,X,O,X,X,O,O,O,O
JTZSLIO,O,O,X,O,X,X,X,O,O,O
JTZSLOI,O,O,X,O,X,X,X,O,X,X
JTZSOIL,O,O,X,O,X,X,O,O,X,O
JTZSOLI,O,O,X,O,X,X,X,O,X,X
JTZOILS,O,O,X,X,X,X,O,O,X,O
JTZOISL,O,X,X,X,X,X,O,X,X,O
JTZOLIS,O,O,X,X,O,X,O,O,X,X
JTZOLSI,O,O,X,X,O,X,X,O,X,X
JTZOSIL,O,X,X,X,X,X,O,X,X,O
JTZOSLI,O,X,X,X,X,X,X,X,X,X
JTOILSZ,X,X,O,X,X,X,X,O,X,X
JTOILZS,X,X,X,X,X,X,X,O,X,O
JTOISLZ,X,X,O,X,X,X,X,O,X,X
JTOISZL,X,X,O,X,X,X,X,O,X,X
JTOIZLS,X,X,X,X,X,X,O,O,X,O
JTOIZSL,X,X,O,X,X,X,O,X,X,O
JTOLISZ,O,X,X,O,O,O,X,O,X,X
JTOLIZS,O,X,X,X,X,O,X,O,X,X
JTOLSIZ,O,X,X,O,O,O,X,O,X,X
JTOLSZI,O,X,X,O,O,O,X,O,X,X
JTOLZIS,O,X,X,X,X,O,X,O,X,X
JTOLZSI,O,X,X,O,O,O,X,O,X,X
JTOSILZ,O,X,O,X,X,O,X,O,X,X
JTOSIZL,X,X,O,X,X,O,X,O,X,X
JTOSLIZ,O,X,O,O,X,O,X,O,X,X
JTOSLZI,O,X,X,O,X,O,X,O,X,X
JTOSZIL,O,X,X,O,X,O,X,O,X,X
JTOSZLI,O,X,X,O,X,O,X,O,X,X
JTOZILS,O,X,X,X,X,O,O,O,X,O
JTOZISL,O,X,X,X,X,O,O,X,X,O
JTOZLIS,O,X,X,X,O,O,O,O,X,X
JTOZLSI,X,X,X,X,O,O,X,O,X,X
JTOZSIL,O,X,X,X,X,O,O,X,X,O
JTOZSLI,O,X,X,X,X,O,X,X,X,X
JITLSZO,O,X,O,X,X,X,X,O,O,O
JITLSOZ,O,X,O,X,X,X,X,O,X,X
JITLZSO,O,X,X,X,X,X,X,O,O,O
JITLZOS,O,X,X,X,X,X,X,O,O,O
JITLOSZ,O,X,O,X,X,X,X,O,X,X
JITLOZS,O,X,X,X,X,X,X,O,O,O
JITSLZO,O,X,O,X,X,X,X,O,O,O
JITSLOZ,O,X,O,X,X,X,X,O,X,X
JITSZLO,O,X,O,X,X,X,X,O,O,O
JITSZOL,O,X,O,X,X,X,X,O,O,O
JITSOLZ,O,X,O,X,X,X,X,O,X,X
JITSOZL,X,X,O,X,X,X,X,O,X,X
JITZLSO,O,X,X,X,X,X,O,O,O,O
JITZLOS,O,X,X,X,X,X,O,O,O,O
JITZSLO,O,X,O,X,X,X,O,O,O,O
JITZSOL,O,X,O,X,X,X,O,O,O,O
JITZOLS,O,X,X,X,X,X,O,O,O,O
JITZOSL,O,X,O,X,X,X,O,X,O,O
JITOLSZ,X,X,O,X,X,X,X,O,X,X
JITOLZS,X,X,X,X,X,X,X,O,O,O
JITOSLZ,X,X,O,X,X,X,X,O,X,X
JITOSZL,X,X,O,X,X,X,X,O,X,X
JITOZLS,X,X,X,X,X,X,O,O,O,O
JITOZSL,X,X,O,X,X,X,O,X,O,O
JILTSZO,O,X,O,X,X,O,X,O,O,O
JILTSOZ,O,X,O,X,X,X,X,O,X,X
JILTZSO,O,X,X,X,X,O,X,O,O,O
JILTZOS,O,X,X,X,X,O,X,O,O,O
JILTOSZ,X,X,O,X,X,X,X,O,X,X
JILTOZS,X,X,X,X,X,O,X,O,O,O
JILSTZO,O,X,O,X,X,O,X,O,X,O
JILSTOZ,O,X,O,X,X,O,X,O,X,X
JILSZTO,O,X,O,O,X,O,X,X,X,O
JILSZOT,O,X,X,O,X,O,X,X,X,O
JILSOTZ,O,X,O,X,X,X,X,X,X,X
JILSOZT,O,X,X,O,X,X,X,X,X,X
JILZTSO,O,X,X,X,X,O,O,O,O,O
JILZTOS,O,X,X,X,X,O,O,O,O,O
JILZSTO,O,X,X,X,X,O,X,X,O,O
JILZSOT,O,X,X,X,X,O,X,X,X,O
JILZOTS,O,X,X,X,X,O,X,X,X,O
JILZOST,O,X,X,X,X,O,X,X,X,O
JILOTSZ,X,X,X,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,X,X,X,O,X,O
JILOSTZ,O,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,O,X,X,X,X,X,X
JILOZTS,O,X,X,X,X,X,X,X,X,O
JILOZST,O,X,X,X,X,X,X,X,X,O
JISTLZO,O,X,O,X,X,X,X,O,O,O
JISTLOZ,O,X,O,X,X,O,X,O,X,X
JISTZLO,O,X,O,X,X,X,X,O,O,O
JISTZOL,O,X,O,X,X,O,X,O,O,O
JISTOLZ,O,X,O,X,X,O,X,O,X,X
JISTOZL,X,X,O,X,X,O,X,O,X,X
JISLTZO,O,X,O,X,X,O,X,O,X,O
JISLTOZ,O,X,O,X,X,O,X,O,X,X
JISLZTO,O,X,O,O,X,O,X,X,X,O
JISLZOT,O,X,X,O,X,O,X,X,X,O
JISLOTZ,O,X,O,X,X,X,X,X,X,X
JISLOZT,O,X,X,O,X,X,X,X,X,X
JISZTLO,O,X,O,O,X,X,O,X,O,O
JISZTOL,O,X,O,X,X,X,O,X,O,O
JISZLTO,O,X,O,O,X,X,X,X,O,O
JISZLOT,O,X,X,O,X,X,X,X,X,O
JISZOTL,O,X,X,X,X,X,X,X,O,O
JISZOLT,O,X,X,O,X,X,X,X,X,O
JISOTLZ,O,X,O,X,X,O,X,X,X,X
JISOTZL,X,X,O,X,X,O,X,X,X,X
JISOLTZ,O,X,O,X,X,O,X,X,X,X
JISOLZT,O,X,X,X,X,O,X,X,X,X
JISOZTL,O,X,X,X,X,O,X,X,X,X
JISOZLT,O,X,X,X,X,O,X,X,X,X
JIZTLSO,O,X,X,X,X,X,O,O,O,O
JIZTLOS,O,X,X,X,X,X,O,O,O,O
JIZTSLO,O,X,O,X,X,X,O,O,O,O
JIZTSOL,O,X,O,X,X,X,O,O,O,O
JIZTOLS,O,X,X,X,X,X,O,O,O,O
JIZTOSL,O,X,O,X,X,X,O,X,O,O
JIZLTSO,O,X,X,X,X,X,O,O,O,O
JIZLTOS,O,X,X,X,X,X,O,O,O,O
JIZLSTO,O,X,X,X,X,X,X,X,O,O
JIZLSOT,O,X,X,X,X,X,X,X,X,O
JIZLOTS,O,X,X,X,X,X,X,X,X,O
JIZLOST,O,X,X,X,X,X,X,X,X,O
JIZSTLO,O,X,O,X,X,X,O,X,O,O
JIZSTOL,O,X,O,X,X,X,O,X,O,O
JIZSLTO,O,X,O,X,X,X,X,X,O,O
JIZSLOT,O,X,X,X,X,X,X,X,X,O
JIZSOTL,O,X,X,X,X,X,X,X,O,O
JIZSOLT,O,X,X,X,X,X,X,X,X,O
JIZOTLS,O,X,X,X,X,X,O,X,O,O
JIZOTSL,O,X,X,X,X,X,O,X,O,O
JIZOLTS,O,X,X,X,X,X,X,X,X,O
JIZOLST,O,X,X,X,X,X,X,X,X,O
JIZOSTL,O,X,X,X,X,X,X,X,O,O
JIZOSLT,O,X,X,X,X,X,X,X,X,O
JIOTLSZ,X,X,O,X,X,X,X,O,X,X
JIOTLZS,X,X,X,X,X,X,X,O,O,O
JIOTSLZ,X,X,O,X,X,X,X,O,X,X
JIOTSZL,X,X,O,X,X,X,X,O,X,X
JIOTZLS,X,X,X,X,X,X,X,O,O,O
