sequence,v115@NhA8IeC8AeC8AeE8Ke0/IvhFlgB3hBziB5oB2pBCrB,v115@NhA8IeC8AeC8AeE8Kei/IvhF3gBumBziB5oB1pB8qB,v115@NhA8IeC8AeC8AeE8KeKEJvhFflBlgBumBziB5oB8qB
ZLSJOIT,X,X,O
ZLSOTIJ,X,X,O
ZLSOTJI,X,X,O
ZLSOITJ,X,X,O
ZLSOIJT,X,X,O
ZLSOJTI,X,X,O
ZLSOJIT,X,X,O
ZLOTIJS,X,X,X
ZLOTISJ,X,X,X
ZLOTJIS,X,X,X
ZLOTJSI,X,X,X
ZLOTSIJ,X,X,X
ZLOTSJI,X,X,X
ZLOITJS,X,X,X
ZLOITSJ,X,X,X
ZLOIJTS,X,X,X
ZLOIJST,X,X,O
ZLOISTJ,X,X,O
ZLOISJT,X,X,O
ZLOJTIS,X,X,X
ZLOJTSI,X,X,X
ZLOJITS,X,X,X
ZLOJIST,X,X,O
ZLOJSTI,X,X,O
ZLOJSIT,X,X,O
ZLOSTIJ,X,X,O
ZLOSTJI,X,X,O
ZLOSITJ,X,X,O
ZLOSIJT,X,X,O
ZLOSJTI,X,X,O
ZLOSJIT,X,X,O
ZJTILSO,X,O,X
ZJTILOS,X,O,X
ZJTISLO,X,O,X
ZJTISOL,X,O,X
ZJTIOLS,X,O,X
ZJTIOSL,X,O,X
ZJTLISO,X,O,X
ZJTLIOS,X,O,X
ZJTLSIO,X,O,X
ZJTLSOI,X,O,X
ZJTLOIS,X,O,X
ZJTLOSI,X,O,X
ZJTSILO,X,O,X
ZJTSIOL,X,O,X
ZJTSLIO,X,O,X
ZJTSLOI,X,O,X
ZJTSOIL,X,O,X
ZJTSOLI,X,O,X
ZJTOILS,X,O,X
ZJTOISL,X,O,X
ZJTOLIS,X,O,X
ZJTOLSI,X,O,X
ZJTOSIL,X,O,X
ZJTOSLI,X,O,X
ZJITLSO,X,O,X
ZJITLOS,X,O,X
ZJITSLO,X,O,X
ZJITSOL,X,O,X
ZJITOLS,X,O,X
ZJITOSL,X,O,X
ZJILTSO,X,X,X
ZJILTOS,X,X,X
ZJILSTO,X,X,O
ZJILSOT,X,X,O
ZJILOTS,X,X,X
ZJILOST,X,X,O
ZJISTLO,X,O,X
ZJISTOL,X,O,X
ZJISLTO,X,X,X
ZJISLOT,X,X,X
ZJISOTL,X,O,X
ZJISOLT,X,X,X
ZJIOTLS,X,O,X
ZJIOTSL,X,O,X
ZJIOLTS,X,X,X
ZJIOLST,X,X,O
ZJIOSTL,X,O,X
ZJIOSLT,X,X,X
ZJLTISO,X,X,X
ZJLTIOS,X,X,X
ZJLTSIO,X,X,X
ZJLTSOI,X,X,X
ZJLTOIS,X,X,X
ZJLTOSI,X,X,X
ZJLITSO,X,X,X
ZJLITOS,X,X,X
ZJLISTO,X,X,O
ZJLISOT,X,X,O
ZJLIOTS,X,X,X
ZJLIOST,X,X,O
ZJLSTIO,X,X,O
ZJLSTOI,X,X,O
ZJLSITO,X,X,O
ZJLSIOT,X,X,O
ZJLSOTI,X,X,O
ZJLSOIT,X,X,O
ZJLOTIS,X,X,X
ZJLOTSI,X,X,X
ZJLOITS,X,X,X
ZJLOIST,X,X,O
ZJLOSTI,X,X,O
ZJLOSIT,X,X,O
ZJSTILO,X,O,X
ZJSTIOL,X,O,X
ZJSTLIO,X,O,X
ZJSTLOI,X,O,X
ZJSTOIL,X,O,X
ZJSTOLI,X,O,X
ZJSITLO,X,O,X
ZJSITOL,X,O,X
ZJSILTO,X,X,X
ZJSILOT,X,X,X
ZJSIOTL,X,O,X
ZJSIOLT,X,X,X
ZJSLTIO,X,X,X
ZJSLTOI,X,X,X
ZJSLITO,X,X,X
ZJSLIOT,X,X,X
ZJSLOTI,X,X,X
ZJSLOIT,X,X,X
ZJSOTIL,X,O,X
ZJSOTLI,X,O,X
ZJSOITL,X,O,X
ZJSOILT,X,X,X
ZJSOLTI,X,X,X
ZJSOLIT,X,X,X
ZJOTILS,X,O,X
ZJOTISL,X,O,X
ZJOTLIS,X,O,X
ZJOTLSI,X,O,X
ZJOTSIL,X,O,X
ZJOTSLI,X,O,X
ZJOITLS,X,O,X
ZJOITSL,X,O,X
ZJOILTS,X,X,X
ZJOILST,X,X,O
ZJOISTL,X,O,X
ZJOISLT,X,X,X
ZJOLTIS,X,X,X
ZJOLTSI,X,X,X
ZJOLITS,X,X,X
ZJOLIST,X,X,O
ZJOLSTI,X,X,O
ZJOLSIT,X,X,O
ZJOSTIL,X,O,X
ZJOSTLI,X,O,X
ZJOSITL,X,O,X
ZJOSILT,X,X,X
ZJOSLTI,X,X,X
ZJOSLIT,X,X,X
ZSTILJO,X,O,X
ZSTILOJ,X,O,X
ZSTIJLO,X,O,X
ZSTIJOL,X,O,X
ZSTIOLJ,X,O,X
ZSTIOJL,X,O,X
ZSTLIJO,X,O,X
ZSTLIOJ,X,O,X
ZSTLJIO,X,O,X
ZSTLJOI,X,O,X
ZSTLOIJ,X,O,X
ZSTLOJI,X,O,X
ZSTJILO,X,O,X
ZSTJIOL,X,O,X
ZSTJLIO,X,O,X
ZSTJLOI,X,O,X
ZSTJOIL,X,O,X
ZSTJOLI,X,O,X
ZSTOILJ,X,O,X
ZSTOIJL,X,O,X
ZSTOLIJ,X,O,X
ZSTOLJI,X,O,X
ZSTOJIL,X,O,X
ZSTOJLI,X,O,X
ZSITLJO,X,O,X
ZSITLOJ,X,O,X
ZSITJLO,X,O,X
ZSITJOL,X,O,X
ZSITOLJ,X,O,X
ZSITOJL,X,O,X
ZSILTJO,X,X,X
ZSILTOJ,X,X,X
ZSILJTO,X,X,X
ZSILJOT,X,X,X
ZSILOTJ,X,X,X
ZSILOJT,X,X,X
ZSIJTLO,X,O,X
ZSIJTOL,X,O,X
ZSIJLTO,X,X,X
ZSIJLOT,X,X,X
ZSIJOTL,X,O,X
ZSIJOLT,X,X,X
ZSIOTLJ,X,O,X
ZSIOTJL,X,O,X
ZSIOLTJ,X,X,X
ZSIOLJT,X,X,X
ZSIOJTL,X,O,X
ZSIOJLT,X,X,X
ZSLTIJO,X,X,X
ZSLTIOJ,X,X,X
ZSLTJIO,X,X,X
ZSLTJOI,X,X,X
ZSLTOIJ,X,X,X
ZSLTOJI,X,X,X
ZSLITJO,X,X,X
ZSLITOJ,X,X,X
ZSLIJTO,X,X,X
ZSLIJOT,X,X,X
ZSLIOTJ,X,X,X
ZSLIOJT,X,X,X
ZSLJTIO,X,X,X
ZSLJTOI,X,X,X
ZSLJITO,X,X,X
ZSLJIOT,X,X,X
ZSLJOTI,X,X,X
ZSLJOIT,X,X,X
ZSLOTIJ,X,X,X
ZSLOTJI,X,X,X
ZSLOITJ,X,X,X
ZSLOIJT,X,X,X
ZSLOJTI,X,X,X
ZSLOJIT,X,X,X
ZSJTILO,X,O,X
ZSJTIOL,X,O,X
ZSJTLIO,X,O,X
ZSJTLOI,X,O,X
ZSJTOIL,X,O,X
ZSJTOLI,X,O,X
ZSJITLO,X,O,X
ZSJITOL,X,O,X
ZSJILTO,X,X,X
ZSJILOT,X,X,X
ZSJIOTL,X,O,X
ZSJIOLT,X,X,X
ZSJLTIO,X,X,X
ZSJLTOI,X,X,X
ZSJLITO,X,X,X
ZSJLIOT,X,X,X
ZSJLOTI,X,X,X
ZSJLOIT,X,X,X
ZSJOTIL,X,O,X
ZSJOTLI,X,O,X
ZSJOITL,X,O,X
ZSJOILT,X,X,X
ZSJOLTI,X,X,X
ZSJOLIT,X,X,X
ZSOTILJ,X,O,X
ZSOTIJL,X,O,X
ZSOTLIJ,X,O,X
ZSOTLJI,X,O,X
ZSOTJIL,X,O,X
ZSOTJLI,X,O,X
ZSOITLJ,X,O,X
ZSOITJL,X,O,X
ZSOILTJ,X,X,X
ZSOILJT,X,X,X
ZSOIJTL,X,O,X
ZSOIJLT,X,X,X
ZSOLTIJ,X,X,X
ZSOLTJI,X,X,X
ZSOLITJ,X,X,X
ZSOLIJT,X,X,X
ZSOLJTI,X,X,X
ZSOLJIT,X,X,X
ZSOJTIL,X,O,X
ZSOJTLI,X,O,X
ZSOJITL,X,O,X
ZSOJILT,X,X,X
ZSOJLTI,X,X,X
ZSOJLIT,X,X,X
ZOTILJS,X,O,X
ZOTILSJ,X,O,X
ZOTIJLS,X,O,X
ZOTIJSL,X,O,X
ZOTISLJ,X,O,X
ZOTISJL,X,O,X
ZOTLIJS,X,O,X
ZOTLISJ,X,O,X
ZOTLJIS,X,O,X
ZOTLJSI,X,O,X
ZOTLSIJ,X,O,X
ZOTLSJI,X,O,X
ZOTJILS,X,O,X
ZOTJISL,X,O,X
ZOTJLIS,X,O,X
ZOTJLSI,X,O,X
ZOTJSIL,X,O,X
ZOTJSLI,X,O,X
ZOTSILJ,X,O,X
ZOTSIJL,X,O,X
ZOTSLIJ,X,O,X
ZOTSLJI,X,O,X
ZOTSJIL,X,O,X
ZOTSJLI,X,O,X
ZOITLJS,X,O,X
ZOITLSJ,X,O,X
ZOITJLS,X,O,X
ZOITJSL,X,O,X
ZOITSLJ,X,O,X
ZOITSJL,X,O,X
ZOILTJS,X,X,X
ZOILTSJ,X,X,X
ZOILJTS,X,X,X
ZOILJST,X,X,O
ZOILSTJ,X,X,O
ZOILSJT,X,X,O
ZOIJTLS,X,O,X
ZOIJTSL,X,O,X
ZOIJLTS,X,X,X
ZOIJLST,X,X,O
ZOIJSTL,X,O,X
ZOIJSLT,X,X,X
ZOISTLJ,X,O,X
ZOISTJL,X,O,X
ZOISLTJ,X,X,X
ZOISLJT,X,X,X
ZOISJTL,X,O,X
ZOISJLT,X,X,X
ZOLTIJS,X,X,X
ZOLTISJ,X,X,X
ZOLTJIS,X,X,X
ZOLTJSI,X,X,X
ZOLTSIJ,X,X,X
ZOLTSJI,X,X,X
ZOLITJS,X,X,X
ZOLITSJ,X,X,X
ZOLIJTS,X,X,X
ZOLIJST,X,X,O
ZOLISTJ,X,X,O
ZOLISJT,X,X,O
ZOLJTIS,X,X,X
ZOLJTSI,X,X,X
ZOLJITS,X,X,X
ZOLJIST,X,X,O
ZOLJSTI,X,X,O
ZOLJSIT,X,X,O
ZOLSTIJ,X,X,O
ZOLSTJI,X,X,O
ZOLSITJ,X,X,O
ZOLSIJT,X,X,O
ZOLSJTI,X,X,O
ZOLSJIT,X,X,O
ZOJTILS,X,O,X
ZOJTISL,X,O,X
ZOJTLIS,X,O,X
ZOJTLSI,X,O,X
ZOJTSIL,X,O,X
ZOJTSLI,X,O,X
ZOJITLS,X,O,X
ZOJITSL,X,O,X
ZOJILTS,X,X,X
ZOJILST,X,X,O
ZOJISTL,X,O,X
ZOJISLT,X,X,X
ZOJLTIS,X,X,X
ZOJLTSI,X,X,X
ZOJLITS,X,X,X
ZOJLIST,X,X,O
ZOJLSTI,X,X,O
ZOJLSIT,X,X,O
ZOJSTIL,X,O,X
ZOJSTLI,X,O,X
ZOJSITL,X,O,X
ZOJSILT,X,X,X
ZOJSLTI,X,X,X
ZOJSLIT,X,X,X
ZOSTILJ,X,O,X
ZOSTIJL,X,O,X
ZOSTLIJ,X,O,X
ZOSTLJI,X,O,X
ZOSTJIL,X,O,X
ZOSTJLI,X,O,X
ZOSITLJ,X,O,X
ZOSITJL,X,O,X
ZOSILTJ,X,X,X
ZOSILJT,X,X,X
ZOSIJTL,X,O,X
ZOSIJLT,X,X,X
ZOSLTIJ,X,X,X
ZOSLTJI,X,X,X
ZOSLITJ,X,X,X
ZOSLIJT,X,X,X
ZOSLJTI,X,X,X
ZOSLJIT,X,X,X
ZOSJTIL,X,O,X
ZOSJTLI,X,O,X
ZOSJITL,X,O,X
ZOSJILT,X,X,X
ZOSJLTI,X,X,X
ZOSJLIT,X,X,X
OTILJSZ,X,X,X
OTILJZS,X,O,X
OTILSJZ,X,X,X
OTILSZJ,X,X,X
OTILZJS,X,O,X
OTILZSJ,X,O,X
OTIJLSZ,X,X,X
OTIJLZS,X,O,X
OTIJSLZ,X,X,X
OTIJSZL,X,X,X
OTIJZLS,X,O,X
OTIJZSL,X,O,X
OTISLJZ,X,X,X
OTISLZJ,X,X,X
OTISJLZ,X,X,X
OTISJZL,X,X,X
OTISZLJ,X,X,X
OTISZJL,X,X,X
OTIZLJS,X,O,X
OTIZLSJ,X,O,X
OTIZJLS,X,O,X
OTIZJSL,X,O,X
OTIZSLJ,X,O,X
OTIZSJL,X,O,X
OTLIJSZ,X,X,X
OTLIJZS,X,O,X
OTLISJZ,X,X,X
OTLISZJ,X,X,X
OTLIZJS,X,O,X
OTLIZSJ,X,O,X
OTLJISZ,X,X,X
OTLJIZS,X,O,X
OTLJSIZ,X,X,X
OTLJSZI,X,X,X
OTLJZIS,X,O,X
OTLJZSI,X,O,X
OTLSIJZ,X,X,X
OTLSIZJ,X,X,X
OTLSJIZ,X,X,X
OTLSJZI,X,X,X
OTLSZIJ,X,X,X
OTLSZJI,X,X,X
OTLZIJS,X,O,X
OTLZISJ,X,O,X
OTLZJIS,X,O,X
OTLZJSI,X,O,X
OTLZSIJ,X,O,X
OTLZSJI,X,O,X
OTJILSZ,X,X,X
OTJILZS,X,O,X
OTJISLZ,X,X,X
OTJISZL,X,X,X
OTJIZLS,X,O,X
OTJIZSL,X,O,X
OTJLISZ,X,X,X
OTJLIZS,X,O,X
OTJLSIZ,X,X,X
OTJLSZI,X,X,X
OTJLZIS,X,O,X
OTJLZSI,X,O,X
OTJSILZ,X,X,X
OTJSIZL,X,X,X
OTJSLIZ,X,X,X
OTJSLZI,X,X,X
OTJSZIL,X,X,X
OTJSZLI,X,X,X
OTJZILS,X,O,X
OTJZISL,X,O,X
OTJZLIS,X,O,X
OTJZLSI,X,O,X
OTJZSIL,X,O,X
OTJZSLI,X,O,X
OTSILJZ,X,X,X
OTSILZJ,X,X,X
OTSIJLZ,X,X,X
OTSIJZL,X,X,X
OTSIZLJ,X,X,X
OTSIZJL,X,X,X
OTSLIJZ,X,X,X
OTSLIZJ,X,X,X
OTSLJIZ,X,X,X
OTSLJZI,X,X,X
OTSLZIJ,X,X,X
OTSLZJI,X,X,X
OTSJILZ,X,X,X
OTSJIZL,X,X,X
OTSJLIZ,X,X,X
OTSJLZI,X,X,X
OTSJZIL,X,X,X
OTSJZLI,X,X,X
OTSZILJ,X,X,X
OTSZIJL,X,X,X
OTSZLIJ,X,X,X
OTSZLJI,X,X,X
OTSZJIL,X,X,X
OTSZJLI,X,X,X
OTZILJS,X,O,X
OTZILSJ,X,O,X
OTZIJLS,X,O,X
OTZIJSL,X,O,X
OTZISLJ,X,O,X
OTZISJL,X,O,X
OTZLIJS,X,O,X
OTZLISJ,X,O,X
OTZLJIS,X,O,X
OTZLJSI,X,O,X
OTZLSIJ,X,O,X
OTZLSJI,X,O,X
OTZJILS,X,O,X
OTZJISL,X,O,X
OTZJLIS,X,O,X
OTZJLSI,X,O,X
OTZJSIL,X,O,X
OTZJSLI,X,O,X
OTZSILJ,X,O,X
OTZSIJL,X,O,X
OTZSLIJ,X,O,X
OTZSLJI,X,O,X
OTZSJIL,X,O,X
OTZSJLI,X,O,X
OITLJSZ,X,X,X
OITLJZS,X,O,X
OITLSJZ,X,X,X
OITLSZJ,X,X,X
OITLZJS,X,O,X
OITLZSJ,X,O,X
OITJLSZ,X,X,X
OITJLZS,X,O,X
OITJSLZ,X,X,X
OITJSZL,X,X,X
OITJZLS,X,O,X
OITJZSL,X,O,X
OITSLJZ,X,X,X
OITSLZJ,X,X,X
OITSJLZ,X,X,X
OITSJZL,X,X,X
OITSZLJ,X,X,X
OITSZJL,X,X,X
OITZLJS,X,O,X
OITZLSJ,X,O,X
OITZJLS,X,O,X
OITZJSL,X,O,X
OITZSLJ,X,O,X
OITZSJL,X,O,X
OILTJSZ,O,X,X
OILTJZS,O,X,X
OILTSJZ,O,X,X
OILTSZJ,X,X,X
OILTZJS,X,X,X
OILTZSJ,X,X,X
OILJTSZ,O,X,X
OILJTZS,O,X,X
OILJSTZ,O,X,X
OILJSZT,O,X,O
OILJZTS,O,X,X
OILJZST,O,X,O
OILSTJZ,O,X,X
OILSTZJ,X,X,X
OILSJTZ,O,X,X
OILSJZT,O,X,O
OILSZTJ,X,X,O
OILSZJT,X,X,O
OILZTJS,X,X,X
OILZTSJ,X,X,X
OILZJTS,X,X,X
OILZJST,X,X,O
OILZSTJ,X,X,O
OILZSJT,X,X,O
OIJTLSZ,X,X,X
OIJTLZS,X,O,X
OIJTSLZ,X,X,X
OIJTSZL,X,X,X
OIJTZLS,X,O,X
OIJTZSL,X,O,X
OIJLTSZ,O,X,X
OIJLTZS,O,X,X
OIJLSTZ,O,X,X
OIJLSZT,O,X,O
OIJLZTS,O,X,X
OIJLZST,O,X,O
OIJSTLZ,X,X,X
OIJSTZL,O,X,X
OIJSLTZ,O,X,X
OIJSLZT,O,X,X
OIJSZTL,O,X,X
OIJSZLT,O,X,X
OIJZTLS,X,O,X
OIJZTSL,O,O,X
OIJZLTS,O,X,X
OIJZLST,O,X,O
OIJZSTL,O,O,X
OIJZSLT,O,X,X
OISTLJZ,X,X,X
OISTLZJ,X,X,X
OISTJLZ,X,X,X
OISTJZL,O,X,X
OISTZLJ,X,X,X
OISTZJL,X,X,X
OISLTJZ,O,X,X
OISLTZJ,X,X,X
OISLJTZ,O,X,X
OISLJZT,O,X,X
OISLZTJ,X,X,X
OISLZJT,X,X,X
OISJTLZ,X,X,X
OISJTZL,O,X,X
OISJLTZ,O,X,X
OISJLZT,O,X,X
OISJZTL,O,X,X
OISJZLT,O,X,X
OISZTLJ,X,X,X
OISZTJL,X,X,X
OISZLTJ,X,X,X
OISZLJT,X,X,X
OISZJTL,X,X,X
OISZJLT,X,X,X
OIZTLJS,X,O,X
OIZTLSJ,X,O,X
OIZTJLS,X,O,X
OIZTJSL,X,O,X
OIZTSLJ,X,O,X
OIZTSJL,X,O,X
OIZLTJS,X,X,X
OIZLTSJ,X,X,X
OIZLJTS,X,X,X
OIZLJST,X,X,O
OIZLSTJ,X,X,O
OIZLSJT,X,X,O
OIZJTLS,X,O,X
OIZJTSL,X,O,X
OIZJLTS,X,X,X
OIZJLST,X,X,O
OIZJSTL,X,O,X
OIZJSLT,X,X,X
OIZSTLJ,X,O,X
OIZSTJL,X,O,X
OIZSLTJ,X,X,X
OIZSLJT,X,X,X
OIZSJTL,X,O,X
OIZSJLT,X,X,X
OLTIJSZ,O,X,X
OLTIJZS,O,X,X
OLTISJZ,O,X,X
OLTISZJ,X,X,X
OLTIZJS,X,X,X
OLTIZSJ,X,X,X
OLTJISZ,O,X,X
OLTJIZS,O,X,X
OLTJSIZ,O,X,X
OLTJSZI,O,X,X
OLTJZIS,O,X,X
OLTJZSI,O,X,X
OLTSIJZ,O,X,X
OLTSIZJ,X,X,X
OLTSJIZ,O,X,X
OLTSJZI,O,X,X
OLTSZIJ,X,X,X
OLTSZJI,X,X,X
OLTZIJS,X,X,X
OLTZISJ,X,X,X
OLTZJIS,X,X,X
OLTZJSI,X,X,X
OLTZSIJ,X,X,X
OLTZSJI,X,X,X
OLITJSZ,O,X,X
OLITJZS,O,X,X
OLITSJZ,O,X,X
OLITSZJ,X,X,X
OLITZJS,X,X,X
OLITZSJ,X,X,X
OLIJTSZ,O,X,X
OLIJTZS,O,X,X
OLIJSTZ,O,X,X
OLIJSZT,O,X,O
OLIJZTS,O,X,X
OLIJZST,O,X,O
OLISTJZ,O,X,X
OLISTZJ,X,X,X
OLISJTZ,O,X,X
OLISJZT,O,X,O
OLISZTJ,X,X,O
OLISZJT,X,X,O
OLIZTJS,X,X,X
OLIZTSJ,X,X,X
OLIZJTS,X,X,X
OLIZJST,X,X,O
OLIZSTJ,X,X,O
OLIZSJT,X,X,O
OLJTISZ,O,X,X
OLJTIZS,O,X,X
OLJTSIZ,O,X,X
OLJTSZI,O,X,X
OLJTZIS,O,X,X
OLJTZSI,O,X,X
OLJITSZ,O,X,X
OLJITZS,O,X,X
OLJISTZ,O,X,X
OLJISZT,O,X,O
OLJIZTS,O,X,X
OLJIZST,O,X,O
OLJSTIZ,O,X,X
OLJSTZI,O,X,X
OLJSITZ,O,X,X
OLJSIZT,O,X,O
OLJSZTI,O,X,O
OLJSZIT,O,X,O
OLJZTIS,O,X,X
OLJZTSI,O,X,X
OLJZITS,O,X,X
OLJZIST,O,X,O
OLJZSTI,O,X,O
OLJZSIT,O,X,O
OLSTIJZ,O,X,X
OLSTIZJ,X,X,X
OLSTJIZ,O,X,X
OLSTJZI,O,X,X
OLSTZIJ,X,X,X
OLSTZJI,X,X,X
OLSITJZ,O,X,X
OLSITZJ,X,X,X
OLSIJTZ,O,X,X
OLSIJZT,O,X,O
OLSIZTJ,X,X,O
OLSIZJT,X,X,O
OLSJTIZ,O,X,X
OLSJTZI,O,X,X
OLSJITZ,O,X,X
OLSJIZT,O,X,O
OLSJZTI,O,X,O
OLSJZIT,O,X,O
OLSZTIJ,X,X,O
OLSZTJI,X,X,O
OLSZITJ,X,X,O
OLSZIJT,X,X,O
OLSZJTI,X,X,O
OLSZJIT,X,X,O
OLZTIJS,X,X,X
OLZTISJ,X,X,X
OLZTJIS,X,X,X
OLZTJSI,X,X,X
OLZTSIJ,X,X,X
OLZTSJI,X,X,X
OLZITJS,X,X,X
OLZITSJ,X,X,X
OLZIJTS,X,X,X
OLZIJST,X,X,O
OLZISTJ,X,X,O
OLZISJT,X,X,O
OLZJTIS,X,X,X
OLZJTSI,X,X,X
OLZJITS,X,X,X
OLZJIST,X,X,O
OLZJSTI,X,X,O
OLZJSIT,X,X,O
OLZSTIJ,X,X,O
OLZSTJI,X,X,O
OLZSITJ,X,X,O
OLZSIJT,X,X,O
OLZSJTI,X,X,O
OLZSJIT,X,X,O
OJTILSZ,X,X,X
OJTILZS,X,O,X
OJTISLZ,X,X,X
OJTISZL,X,X,X
OJTIZLS,X,O,X
OJTIZSL,X,O,X
OJTLISZ,X,X,X
OJTLIZS,X,O,X
OJTLSIZ,X,X,X
OJTLSZI,X,X,X
OJTLZIS,X,O,X
OJTLZSI,X,O,X
OJTSILZ,X,X,X
OJTSIZL,X,X,X
OJTSLIZ,X,X,X
OJTSLZI,X,X,X
OJTSZIL,X,X,X
OJTSZLI,X,X,X
OJTZILS,X,O,X
OJTZISL,X,O,X
OJTZLIS,X,O,X
OJTZLSI,X,O,X
OJTZSIL,X,O,X
OJTZSLI,X,O,X
OJITLSZ,X,X,X
OJITLZS,X,O,X
OJITSLZ,X,X,X
OJITSZL,X,X,X
OJITZLS,X,O,X
OJITZSL,X,O,X
OJILTSZ,O,X,X
OJILTZS,O,X,X
OJILSTZ,O,X,X
OJILSZT,O,X,O
OJILZTS,O,X,X
OJILZST,O,X,O
OJISTLZ,X,X,X
OJISTZL,O,X,X
OJISLTZ,O,X,X
OJISLZT,O,X,X
OJISZTL,O,X,X
OJISZLT,O,X,X
OJIZTLS,X,O,X
OJIZTSL,O,O,X
OJIZLTS,O,X,X
OJIZLST,O,X,O
OJIZSTL,O,O,X
OJIZSLT,O,X,X
OJLTISZ,O,X,X
OJLTIZS,O,X,X
OJLTSIZ,O,X,X
OJLTSZI,O,X,X
OJLTZIS,O,X,X
OJLTZSI,O,X,X
OJLITSZ,O,X,X
OJLITZS,O,X,X
OJLISTZ,O,X,X
OJLISZT,O,X,O
OJLIZTS,O,X,X
OJLIZST,O,X,O
OJLSTIZ,O,X,X
OJLSTZI,O,X,X
OJLSITZ,O,X,X
OJLSIZT,O,X,O
OJLSZTI,O,X,O
OJLSZIT,O,X,O
OJLZTIS,O,X,X
OJLZTSI,O,X,X
OJLZITS,O,X,X
OJLZIST,O,X,O
OJLZSTI,O,X,O
OJLZSIT,O,X,O
OJSTILZ,X,X,X
OJSTIZL,O,X,X
OJSTLIZ,X,X,X
OJSTLZI,X,X,X
OJSTZIL,O,X,X
OJSTZLI,X,X,X
OJSITLZ,X,X,X
OJSITZL,O,X,X
OJSILTZ,O,X,X
OJSILZT,O,X,X
OJSIZTL,O,X,X
OJSIZLT,O,X,X
OJSLTIZ,O,X,X
OJSLTZI,O,X,X
OJSLITZ,O,X,X
OJSLIZT,O,X,X
OJSLZTI,O,X,X
OJSLZIT,O,X,X
OJSZTIL,O,X,X
OJSZTLI,X,X,X
OJSZITL,O,X,X
OJSZILT,O,X,X
OJSZLTI,O,X,X
OJSZLIT,O,X,X
OJZTILS,X,O,X
OJZTISL,O,O,X
OJZTLIS,X,O,X
OJZTLSI,X,O,X
OJZTSIL,O,O,X
OJZTSLI,X,O,X
OJZITLS,X,O,X
OJZITSL,O,O,X
OJZILTS,O,X,X
OJZILST,O,X,O
OJZISTL,O,O,X
OJZISLT,O,X,X
OJZLTIS,O,X,X
OJZLTSI,O,X,X
OJZLITS,O,X,X
OJZLIST,O,X,O
OJZLSTI,O,X,O
OJZLSIT,O,X,O
OJZSTIL,O,O,X
OJZSTLI,X,O,X
OJZSITL,O,O,X
OJZSILT,O,X,X
OJZSLTI,O,X,X
OJZSLIT,O,X,X
OSTILJZ,X,X,X
OSTILZJ,X,X,X
OSTIJLZ,X,X,X
OSTIJZL,O,X,X
OSTIZLJ,X,X,X
OSTIZJL,X,X,X
OSTLIJZ,X,X,X
OSTLIZJ,X,X,X
OSTLJIZ,X,X,X
OSTLJZI,X,X,X
OSTLZIJ,X,X,X
OSTLZJI,X,X,X
OSTJILZ,X,X,X
OSTJIZL,O,X,X
OSTJLIZ,X,X,X
OSTJLZI,X,X,X
OSTJZIL,O,X,X
OSTJZLI,X,X,X
OSTZILJ,X,X,X
OSTZIJL,X,X,X
OSTZLIJ,X,X,X
OSTZLJI,X,X,X
OSTZJIL,X,X,X
OSTZJLI,X,X,X
OSITLJZ,X,X,X
OSITLZJ,X,X,X
OSITJLZ,X,X,X
OSITJZL,O,X,X
OSITZLJ,X,X,X
OSITZJL,X,X,X
OSILTJZ,O,X,X
OSILTZJ,X,X,X
OSILJTZ,O,X,X
OSILJZT,O,X,X
OSILZTJ,X,X,X
OSILZJT,X,X,X
OSIJTLZ,X,X,X
OSIJTZL,O,X,X
OSIJLTZ,O,X,X
OSIJLZT,O,X,X
OSIJZTL,O,X,X
OSIJZLT,O,X,X
OSIZTLJ,X,X,X
OSIZTJL,X,X,X
OSIZLTJ,X,X,X
OSIZLJT,X,X,X
OSIZJTL,X,X,X
OSIZJLT,X,X,X
OSLTIJZ,O,X,X
OSLTIZJ,X,X,X
OSLTJIZ,O,X,X
OSLTJZI,O,X,X
OSLTZIJ,X,X,X
OSLTZJI,X,X,X
OSLITJZ,O,X,X
OSLITZJ,X,X,X
OSLIJTZ,O,X,X
OSLIJZT,O,X,X
OSLIZTJ,X,X,X
OSLIZJT,X,X,X
OSLJTIZ,O,X,X
OSLJTZI,O,X,X
OSLJITZ,O,X,X
OSLJIZT,O,X,X
OSLJZTI,O,X,X
OSLJZIT,O,X,X
OSLZTIJ,X,X,X
OSLZTJI,X,X,X
OSLZITJ,X,X,X
OSLZIJT,X,X,X
OSLZJTI,X,X,X
OSLZJIT,X,X,X
OSJTILZ,X,X,X
OSJTIZL,O,X,X
OSJTLIZ,X,X,X
OSJTLZI,X,X,X
OSJTZIL,O,X,X
OSJTZLI,X,X,X
OSJITLZ,X,X,X
OSJITZL,O,X,X
OSJILTZ,O,X,X
OSJILZT,O,X,X
OSJIZTL,O,X,X
OSJIZLT,O,X,X
OSJLTIZ,O,X,X
OSJLTZI,O,X,X
OSJLITZ,O,X,X
OSJLIZT,O,X,X
OSJLZTI,O,X,X
OSJLZIT,O,X,X
OSJZTIL,O,X,X
OSJZTLI,X,X,X
OSJZITL,O,X,X
OSJZILT,O,X,X
OSJZLTI,O,X,X
OSJZLIT,O,X,X
OSZTILJ,X,X,X
OSZTIJL,X,X,X
OSZTLIJ,X,X,X
OSZTLJI,X,X,X
