sequence,v115@HhA8IeB8CeA8BeD8CeB8AeB8Je0/IvhFlgBanB5nBT?jBXmB2vB,v115@HhA8IeB8CeA8BeD8CeB8AeB8Jex/IvhFGiBTjBUlBF?mB/sByvB,v115@HhA8IeB8CeA8BeD8CeB8AeB8Je0/IvhFRiBSoBFmB/?sBTqBmqB,v115@HhA8IeB8CeA8BeD8CeB8AeB8JeUBJvhFRiBSoBFlB/?sBzqBmpB,v115@HhA8IeB8CeA8BeD8CeB8AeB8JeRCJvhFSoBUlBFmB/?sBmpBzqB
OISJLTZ,O,X,X,X,X
OISJLZT,O,X,X,X,X
OISJZTL,O,X,X,X,X
OISJZLT,O,X,X,X,X
OISZTLJ,O,X,X,X,X
OISZTJL,X,O,X,X,X
OISZLTJ,O,X,X,X,X
OISZLJT,X,X,X,X,X
OISZJTL,X,X,X,X,X
OISZJLT,X,X,X,X,X
OIZTLJS,O,X,X,X,X
OIZTLSJ,O,X,X,X,X
OIZTJLS,X,X,X,X,X
OIZTJSL,X,X,X,X,X
OIZTSLJ,X,X,X,X,X
OIZTSJL,X,O,X,X,X
OIZLTJS,O,X,X,X,X
OIZLTSJ,O,X,X,X,X
OIZLJTS,O,X,X,X,X
OIZLJST,O,X,X,X,X
OIZLSTJ,O,X,X,X,X
OIZLSJT,X,X,X,X,X
OIZJTLS,O,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,O,X,X,X,X
OIZJLST,O,X,X,X,X
OIZJSTL,O,X,X,X,X
OIZJSLT,O,X,X,X,X
OIZSTLJ,O,X,X,X,X
OIZSTJL,X,O,X,X,X
OIZSLTJ,O,X,X,X,X
OIZSLJT,X,X,X,X,X
OIZSJTL,X,X,X,X,X
OIZSJLT,X,X,X,X,X
OLTIJSZ,X,X,X,X,X
OLTIJZS,X,X,X,X,X
OLTISJZ,X,X,X,X,X
OLTISZJ,X,X,X,X,X
OLTIZJS,X,X,X,X,X
OLTIZSJ,X,X,X,X,X
OLTJISZ,X,X,X,X,X
OLTJIZS,X,X,X,X,X
OLTJSIZ,X,X,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,X,X,X,X
OLTJZSI,X,X,X,X,X
OLTSIJZ,X,X,X,X,X
OLTSIZJ,X,X,X,X,X
OLTSJIZ,X,X,X,X,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,X,X,X,X
OLTSZJI,X,X,X,X,X
OLTZIJS,X,X,X,X,X
OLTZISJ,X,X,X,X,X
OLTZJIS,X,X,X,X,X
OLTZJSI,X,X,X,X,X
OLTZSIJ,X,X,X,X,X
OLTZSJI,X,X,X,X,X
OLITJSZ,X,X,X,X,X
OLITJZS,X,X,X,X,X
OLITSJZ,X,X,X,X,X
OLITSZJ,X,X,X,X,X
OLITZJS,X,X,X,X,X
OLITZSJ,X,X,X,X,X
OLIJTSZ,X,X,X,X,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,O,X,X,X,X
OLIJSZT,O,X,X,X,X
OLIJZTS,O,X,X,X,X
OLIJZST,O,X,X,X,X
OLISTJZ,X,X,X,X,X
OLISTZJ,O,X,X,X,X
OLISJTZ,O,X,X,X,X
OLISJZT,O,X,X,X,X
OLISZTJ,O,X,X,X,X
OLISZJT,X,X,X,X,X
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,X,X,X,X
OLIZJST,O,X,X,X,X
OLIZSTJ,O,X,X,X,X
OLIZSJT,X,X,X,X,X
OLJTISZ,X,X,X,X,X
OLJTIZS,X,X,X,X,X
OLJTSIZ,X,X,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,X,X,X
OLJTZSI,X,X,X,X,X
OLJITSZ,X,X,X,X,X
OLJITZS,X,X,X,X,X
OLJISTZ,O,X,X,X,X
OLJISZT,O,X,X,X,X
OLJIZTS,O,X,X,X,X
OLJIZST,O,X,X,X,X
OLJSTIZ,O,X,X,X,X
OLJSTZI,O,X,X,X,X
OLJSITZ,O,X,X,X,X
OLJSIZT,O,X,X,X,X
OLJSZTI,O,X,X,X,X
OLJSZIT,O,X,X,X,X
OLJZTIS,O,X,X,X,X
OLJZTSI,X,X,X,X,X
OLJZITS,O,X,X,X,X
OLJZIST,O,X,X,X,X
OLJZSTI,O,X,X,X,X
OLJZSIT,O,X,X,X,X
OLSTIJZ,X,X,X,X,X
OLSTIZJ,O,X,X,X,X
OLSTJIZ,X,X,X,X,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,O,X,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,X,X,X,X,X
OLSITZJ,O,X,X,X,X
OLSIJTZ,O,X,X,X,X
OLSIJZT,O,X,X,X,X
OLSIZTJ,O,X,X,X,X
OLSIZJT,X,X,X,X,X
OLSJTIZ,O,X,X,X,X
OLSJTZI,O,X,X,X,X
OLSJITZ,O,X,X,X,X
OLSJIZT,O,X,X,X,X
OLSJZTI,O,X,X,X,X
OLSJZIT,O,X,X,X,X
OLSZTIJ,O,X,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,O,X,X,X,X
OLSZIJT,X,X,X,X,X
OLSZJTI,X,X,X,X,X
OLSZJIT,X,X,X,X,X
OLZTIJS,O,X,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,X,X,X,X,X
OLZTJSI,X,X,X,X,X
OLZTSIJ,X,X,X,X,X
OLZTSJI,X,X,X,X,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,X,X,X,X
OLZIJST,O,X,X,X,X
OLZISTJ,O,X,X,X,X
OLZISJT,X,X,X,X,X
OLZJTIS,O,X,X,X,X
OLZJTSI,X,X,X,X,X
OLZJITS,O,X,X,X,X
OLZJIST,O,X,X,X,X
OLZJSTI,O,X,X,X,X
OLZJSIT,O,X,X,X,X
OLZSTIJ,O,X,X,X,X
OLZSTJI,X,X,X,X,X
OLZSITJ,O,X,X,X,X
OLZSIJT,X,X,X,X,X
OLZSJTI,X,X,X,X,X
OLZSJIT,X,X,X,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,X,X,X
OJTLISZ,X,X,X,X,X
OJTLIZS,X,X,X,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,X,X,X
OJTLZSI,X,X,X,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,X,X,X
OJTZISL,X,X,X,X,X
OJTZLIS,X,X,X,X,X
OJTZLSI,X,X,X,X,X
OJTZSIL,X,X,X,X,X
OJTZSLI,X,X,X,X,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,X,X,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,O,X,X,X,X
OJILSZT,O,X,X,X,X
OJILZTS,O,X,X,X,X
OJILZST,O,X,X,X,X
OJISTLZ,O,X,X,X,X
OJISTZL,O,X,X,X,X
OJISLTZ,O,X,X,X,X
OJISLZT,O,X,X,X,X
OJISZTL,O,X,X,X,X
OJISZLT,O,X,X,X,X
OJIZTLS,O,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,O,X,X,X,X
OJIZLST,O,X,X,X,X
OJIZSTL,O,X,X,X,X
OJIZSLT,O,X,X,X,X
OJLTISZ,X,X,X,X,X
OJLTIZS,X,X,X,X,X
OJLTSIZ,X,X,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,X,X,X
OJLTZSI,X,X,X,X,X
OJLITSZ,X,X,X,X,X
OJLITZS,X,X,X,X,X
OJLISTZ,O,X,X,X,X
OJLISZT,O,X,X,X,X
OJLIZTS,O,X,X,X,X
OJLIZST,O,X,X,X,X
OJLSTIZ,O,X,X,X,X
OJLSTZI,O,X,X,X,X
OJLSITZ,O,X,X,X,X
OJLSIZT,O,X,X,X,X
OJLSZTI,O,X,X,X,X
OJLSZIT,O,X,X,X,X
OJLZTIS,O,X,X,X,X
OJLZTSI,X,X,X,X,X
OJLZITS,O,X,X,X,X
OJLZIST,O,X,X,X,X
OJLZSTI,O,X,X,X,X
OJLZSIT,O,X,X,X,X
OJSTILZ,O,X,X,X,X
OJSTIZL,O,X,X,X,X
OJSTLIZ,O,X,X,X,X
OJSTLZI,O,X,X,X,X
OJSTZIL,O,X,X,X,X
OJSTZLI,O,X,X,X,X
OJSITLZ,O,X,X,X,X
OJSITZL,O,X,X,X,X
OJSILTZ,O,X,X,X,X
OJSILZT,O,X,X,X,X
OJSIZTL,O,X,X,X,X
OJSIZLT,O,X,X,X,X
OJSLTIZ,O,X,X,X,X
OJSLTZI,O,X,X,X,X
OJSLITZ,O,X,X,X,X
OJSLIZT,O,X,X,X,X
OJSLZTI,O,X,X,X,X
OJSLZIT,O,X,X,X,X
OJSZTIL,O,X,X,X,X
OJSZTLI,O,X,X,X,X
OJSZITL,O,X,X,X,X
OJSZILT,O,X,X,X,X
OJSZLTI,O,X,X,X,X
OJSZLIT,O,X,X,X,X
OJZTILS,O,X,X,X,X
OJZTISL,X,X,X,X,X
OJZTLIS,O,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,X,X
OJZTSLI,X,X,X,X,X
OJZITLS,O,X,X,X,X
OJZITSL,X,X,X,X,X
OJZILTS,O,X,X,X,X
OJZILST,O,X,X,X,X
OJZISTL,O,X,X,X,X
OJZISLT,O,X,X,X,X
OJZLTIS,O,X,X,X,X
OJZLTSI,X,X,X,X,X
OJZLITS,O,X,X,X,X
OJZLIST,O,X,X,X,X
OJZLSTI,O,X,X,X,X
OJZLSIT,O,X,X,X,X
OJZSTIL,O,X,X,X,X
OJZSTLI,O,X,X,X,X
OJZSITL,O,X,X,X,X
OJZSILT,O,X,X,X,X
OJZSLTI,O,X,X,X,X
OJZSLIT,O,X,X,X,X
OSTILJZ,X,X,X,X,X
OSTILZJ,O,X,O,O,X
OSTIJLZ,X,X,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,O,X,O,O,X
OSTIZJL,X,X,X,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,O,X,O,O,X
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,O,X,O,O,X
OSTLZJI,X,X,O,O,X
OSTJILZ,X,X,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,X,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,O,X,X,X
OSTJZLI,X,O,X,X,X
OSTZILJ,O,X,O,O,X
OSTZIJL,X,O,X,X,X
OSTZLIJ,O,X,O,O,X
OSTZLJI,X,X,O,O,X
OSTZJIL,X,O,X,X,X
OSTZJLI,X,O,X,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,O,X,O,O,X
OSITJLZ,X,X,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,O,X,O,O,X
OSITZJL,X,X,X,X,X
OSILTJZ,X,X,X,X,X
OSILTZJ,O,X,O,O,X
OSILJTZ,O,X,X,X,X
OSILJZT,O,X,X,X,X
OSILZTJ,O,X,O,O,X
OSILZJT,X,X,X,X,X
OSIJTLZ,O,X,X,X,X
OSIJTZL,O,X,X,X,X
OSIJLTZ,O,X,X,X,X
OSIJLZT,O,X,X,X,X
OSIJZTL,O,X,X,X,X
OSIJZLT,O,X,X,X,X
OSIZTLJ,O,X,O,O,X
OSIZTJL,X,O,X,X,X
OSIZLTJ,O,X,O,O,X
OSIZLJT,X,X,X,X,X
OSIZJTL,X,X,X,X,X
OSIZJLT,X,X,X,X,X
OSLTIJZ,X,X,X,X,X
OSLTIZJ,O,X,O,O,X
OSLTJIZ,X,X,X,X,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,O,X,O,O,X
OSLTZJI,X,X,O,O,X
OSLITJZ,X,X,X,X,X
OSLITZJ,O,X,O,O,X
OSLIJTZ,O,X,X,X,X
OSLIJZT,O,X,X,X,X
OSLIZTJ,O,X,O,O,X
OSLIZJT,X,X,X,X,X
OSLJTIZ,O,X,X,X,X
OSLJTZI,O,X,X,X,X
OSLJITZ,O,X,X,X,X
OSLJIZT,O,X,X,X,X
OSLJZTI,O,X,X,X,X
OSLJZIT,O,X,X,X,X
OSLZTIJ,O,X,O,O,X
OSLZTJI,X,X,O,O,X
OSLZITJ,O,X,O,O,X
OSLZIJT,X,X,X,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,X,X,X,X,X
OSJTILZ,O,X,X,X,X
OSJTIZL,O,X,X,X,X
OSJTLIZ,O,X,X,X,X
OSJTLZI,O,X,X,X,X
OSJTZIL,O,O,X,X,X
OSJTZLI,O,O,X,X,X
OSJITLZ,O,X,X,X,X
OSJITZL,O,X,X,X,X
OSJILTZ,O,X,X,X,X
OSJILZT,O,X,X,X,X
OSJIZTL,O,X,X,X,X
OSJIZLT,O,X,X,X,X
OSJLTIZ,O,X,X,X,X
OSJLTZI,O,X,X,X,X
OSJLITZ,O,X,X,X,X
OSJLIZT,O,X,X,X,X
OSJLZTI,O,X,X,X,X
OSJLZIT,O,X,X,X,X
OSJZTIL,O,O,X,X,X
OSJZTLI,O,O,X,X,X
OSJZITL,O,X,X,X,X
OSJZILT,O,X,X,X,X
OSJZLTI,O,X,X,X,X
OSJZLIT,O,X,X,X,X
OSZTILJ,O,X,O,O,X
OSZTIJL,X,O,X,X,X
OSZTLIJ,O,X,O,O,X
OSZTLJI,X,X,O,O,X
OSZTJIL,X,O,X,X,X
OSZTJLI,X,O,X,X,X
OSZITLJ,O,X,O,O,X
OSZITJL,X,O,X,X,X
OSZILTJ,O,X,O,O,X
OSZILJT,X,X,X,X,X
OSZIJTL,X,X,X,X,X
OSZIJLT,X,X,X,X,X
OSZLTIJ,O,X,O,O,X
OSZLTJI,X,X,O,O,X
OSZLITJ,O,X,O,O,X
OSZLIJT,X,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,X,X,X,X,X
OSZJTIL,X,O,X,X,X
OSZJTLI,X,O,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,X,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,X,X,X,X,X
OZTILJS,O,X,X,X,X
OZTILSJ,O,X,X,X,X
OZTIJLS,X,X,X,X,X
OZTIJSL,X,X,X,X,X
OZTISLJ,X,X,X,X,X
OZTISJL,X,O,X,X,X
OZTLIJS,O,X,X,X,X
OZTLISJ,O,X,X,X,X
OZTLJIS,X,X,X,X,X
OZTLJSI,X,X,X,X,X
OZTLSIJ,X,X,X,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,X,X,X,X,X
OZTJISL,X,X,X,X,X
OZTJLIS,X,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,X,X,X,X,X
OZTJSLI,X,X,X,X,X
OZTSILJ,X,X,O,O,X
OZTSIJL,X,O,X,X,X
OZTSLIJ,X,X,O,O,X
OZTSLJI,X,X,O,O,X
OZTSJIL,X,O,X,X,X
OZTSJLI,X,O,X,X,X
OZITLJS,O,X,X,X,X
OZITLSJ,O,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,O,X,X,X
OZILTJS,O,X,X,X,X
OZILTSJ,O,X,X,X,X
OZILJTS,O,X,X,X,X
OZILJST,O,X,X,X,X
OZILSTJ,O,X,X,X,X
OZILSJT,X,X,X,X,X
OZIJTLS,O,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,O,X,X,X,X
OZIJLST,O,X,X,X,X
OZIJSTL,O,X,X,X,X
OZIJSLT,O,X,X,X,X
OZISTLJ,O,X,X,X,X
OZISTJL,X,O,X,X,X
OZISLTJ,O,X,X,X,X
OZISLJT,X,X,X,X,X
OZISJTL,X,X,X,X,X
OZISJLT,X,X,X,X,X
OZLTIJS,O,X,X,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,X,X,X,X,X
OZLTJSI,X,X,X,X,X
OZLTSIJ,X,X,X,X,X
OZLTSJI,X,X,X,X,X
OZLITJS,O,X,X,X,X
OZLITSJ,O,X,X,X,X
OZLIJTS,O,X,X,X,X
OZLIJST,O,X,X,X,X
OZLISTJ,O,X,X,X,X
OZLISJT,X,X,X,X,X
OZLJTIS,O,X,X,X,X
OZLJTSI,X,X,X,X,X
OZLJITS,O,X,X,X,X
OZLJIST,O,X,X,X,X
OZLJSTI,O,X,X,X,X
OZLJSIT,O,X,X,X,X
OZLSTIJ,O,X,X,X,X
OZLSTJI,X,X,X,X,X
OZLSITJ,O,X,X,X,X
OZLSIJT,X,X,X,X,X
OZLSJTI,X,X,X,X,X
OZLSJIT,X,X,X,X,X
OZJTILS,O,X,X,X,X
OZJTISL,X,X,X,X,X
OZJTLIS,O,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,X,X
OZJTSLI,X,X,X,X,X
OZJITLS,O,X,X,X,X
OZJITSL,X,X,X,X,X
OZJILTS,O,X,X,X,X
OZJILST,O,X,X,X,X
OZJISTL,O,X,X,X,X
OZJISLT,O,X,X,X,X
OZJLTIS,O,X,X,X,X
OZJLTSI,X,X,X,X,X
OZJLITS,O,X,X,X,X
OZJLIST,O,X,X,X,X
OZJLSTI,O,X,X,X,X
OZJLSIT,O,X,X,X,X
OZJSTIL,O,X,X,X,X
OZJSTLI,O,X,X,X,X
OZJSITL,O,X,X,X,X
OZJSILT,O,X,X,X,X
OZJSLTI,O,X,X,X,X
OZJSLIT,O,X,X,X,X
OZSTILJ,O,X,O,O,X
OZSTIJL,X,O,X,X,X
OZSTLIJ,O,X,O,O,X
OZSTLJI,X,X,O,O,X
OZSTJIL,X,O,X,X,X
OZSTJLI,X,O,X,X,X
OZSITLJ,O,X,O,O,X
OZSITJL,X,O,X,X,X
OZSILTJ,O,X,O,O,X
OZSILJT,X,X,X,X,X
OZSIJTL,X,X,X,X,X
OZSIJLT,X,X,X,X,X
OZSLTIJ,O,X,O,O,X
OZSLTJI,X,X,O,O,X
OZSLITJ,O,X,O,O,X
OZSLIJT,X,X,X,X,X
OZSLJTI,X,X,X,X,X
OZSLJIT,X,X,X,X,X
OZSJTIL,X,O,X,X,X
OZSJTLI,X,O,X,X,X
OZSJITL,X,X,X,X,X
OZSJILT,X,X,X,X,X
OZSJLTI,X,X,X,X,X
OZSJLIT,X,X,X,X,X
