sequence,v115@JhA8GeE8EeE8AeA8MeT/IvhF0gBlhB3iB5oBetBCsB,v115@JhA8GeE8EeE8AeA8MeT/IvhF0gBxhB6oBurB3nBVyB,v115@JhA8GeE8EeE8AeA8MeT/IvhF0gBlhBxnBCsBXtBGtB,v115@JhA8GeE8EeE8AeA8MeT/IvhFxgB0iBVsBXtB6tBGrB
ZOLSJTI,X,X,X,X
ZOLSJIT,X,X,X,X
ZOJTILS,X,O,X,X
ZOJTISL,O,X,X,X
ZOJTLIS,X,O,X,X
ZOJTLSI,X,O,X,X
ZOJTSIL,O,O,X,X
ZOJTSLI,X,O,X,X
ZOJITLS,X,O,X,X
ZOJITSL,O,X,X,X
ZOJILTS,O,X,X,X
ZOJILST,O,X,X,X
ZOJISTL,O,X,X,X
ZOJISLT,O,X,X,X
ZOJLTIS,O,X,X,X
ZOJLTSI,O,X,X,X
ZOJLITS,O,X,X,X
ZOJLIST,O,X,X,X
ZOJLSTI,O,X,X,X
ZOJLSIT,O,X,X,X
ZOJSTIL,O,X,X,X
ZOJSTLI,X,X,X,X
ZOJSITL,O,X,X,X
ZOJSILT,O,X,X,X
ZOJSLTI,O,X,X,X
ZOJSLIT,O,X,X,X
ZOSTILJ,X,X,O,X
ZOSTIJL,X,X,X,X
ZOSTLIJ,X,X,X,X
ZOSTLJI,X,X,X,X
ZOSTJIL,X,X,X,X
ZOSTJLI,X,X,X,X
ZOSITLJ,X,X,O,X
ZOSITJL,X,X,X,X
ZOSILTJ,X,X,O,X
ZOSILJT,X,X,X,X
ZOSIJTL,X,X,X,X
ZOSIJLT,X,X,X,X
ZOSLTIJ,X,X,O,X
ZOSLTJI,X,X,X,X
ZOSLITJ,X,X,O,X
ZOSLIJT,X,X,X,X
ZOSLJTI,X,X,X,X
ZOSLJIT,X,X,X,X
ZOSJTIL,X,X,X,X
ZOSJTLI,X,X,X,X
ZOSJITL,X,X,X,X
ZOSJILT,X,X,X,X
ZOSJLTI,X,X,X,X
ZOSJLIT,X,X,X,X
OTILJSZ,X,X,X,X
OTILJZS,X,X,X,X
OTILSJZ,X,X,X,X
OTILSZJ,X,X,X,X
OTILZJS,X,X,X,X
OTILZSJ,X,X,X,X
OTIJLSZ,X,X,X,X
OTIJLZS,X,X,X,X
OTIJSLZ,X,X,X,X
OTIJSZL,X,X,X,X
OTIJZLS,X,X,X,X
OTIJZSL,X,X,X,X
OTISLJZ,X,X,X,X
OTISLZJ,X,X,X,O
OTISJLZ,X,X,X,X
OTISJZL,X,X,X,X
OTISZLJ,X,X,X,O
OTISZJL,X,X,X,X
OTIZLJS,X,X,X,X
OTIZLSJ,X,X,X,X
OTIZJLS,X,X,X,X
OTIZJSL,X,X,X,X
OTIZSLJ,X,X,X,X
OTIZSJL,X,X,X,X
OTLIJSZ,X,X,X,X
OTLIJZS,X,X,X,X
OTLISJZ,X,X,X,X
OTLISZJ,X,X,X,X
OTLIZJS,X,X,X,X
OTLIZSJ,X,X,X,X
OTLJISZ,X,X,X,X
OTLJIZS,X,O,X,X
OTLJSIZ,X,O,X,X
OTLJSZI,X,O,X,X
OTLJZIS,X,O,X,X
OTLJZSI,X,O,X,X
OTLSIJZ,X,X,X,X
OTLSIZJ,X,O,X,X
OTLSJIZ,X,O,X,X
OTLSJZI,X,O,X,X
OTLSZIJ,X,O,X,X
OTLSZJI,X,O,X,X
OTLZIJS,X,O,X,X
OTLZISJ,X,O,X,X
OTLZJIS,X,O,X,X
OTLZJSI,X,O,X,X
OTLZSIJ,X,O,X,X
OTLZSJI,X,O,X,X
OTJILSZ,X,X,X,X
OTJILZS,X,O,X,X
OTJISLZ,X,X,X,X
OTJISZL,X,X,X,X
OTJIZLS,X,O,X,X
OTJIZSL,X,X,X,X
OTJLISZ,X,X,X,X
OTJLIZS,X,O,X,X
OTJLSIZ,X,O,X,X
OTJLSZI,X,O,X,X
OTJLZIS,X,O,X,X
OTJLZSI,X,O,X,X
OTJSILZ,X,O,X,X
OTJSIZL,X,O,X,X
OTJSLIZ,X,O,X,X
OTJSLZI,X,O,X,X
OTJSZIL,X,O,X,X
OTJSZLI,X,O,X,X
OTJZILS,X,O,X,X
OTJZISL,X,X,X,X
OTJZLIS,X,O,X,X
OTJZLSI,X,O,X,X
OTJZSIL,X,O,X,X
OTJZSLI,X,O,X,X
OTSILJZ,X,X,X,X
OTSILZJ,X,O,X,O
OTSIJLZ,X,X,X,X
OTSIJZL,X,X,X,X
OTSIZLJ,X,O,X,O
OTSIZJL,X,X,X,X
OTSLIJZ,X,X,X,X
OTSLIZJ,X,O,X,O
OTSLJIZ,X,O,X,O
OTSLJZI,X,O,X,O
OTSLZIJ,X,O,X,O
OTSLZJI,X,O,X,O
OTSJILZ,X,O,X,O
OTSJIZL,X,O,X,O
OTSJLIZ,X,O,X,O
OTSJLZI,X,O,X,O
OTSJZIL,X,O,X,O
OTSJZLI,X,O,X,O
OTSZILJ,X,O,X,O
OTSZIJL,X,X,X,X
OTSZLIJ,X,O,X,O
OTSZLJI,X,O,X,O
OTSZJIL,X,O,X,O
OTSZJLI,X,O,X,O
OTZILJS,X,O,X,X
OTZILSJ,X,O,X,X
OTZIJLS,X,X,X,X
OTZIJSL,X,X,X,X
OTZISLJ,X,X,X,X
OTZISJL,X,X,X,X
OTZLIJS,X,O,X,X
OTZLISJ,X,O,X,X
OTZLJIS,X,O,X,X
OTZLJSI,X,O,X,X
OTZLSIJ,X,O,X,X
OTZLSJI,X,O,X,X
OTZJILS,X,O,X,X
OTZJISL,X,X,X,X
OTZJLIS,X,O,X,X
OTZJLSI,X,O,X,X
OTZJSIL,X,O,X,X
OTZJSLI,X,O,X,X
OTZSILJ,X,O,X,X
OTZSIJL,X,X,X,X
OTZSLIJ,X,O,X,X
OTZSLJI,X,O,X,X
OTZSJIL,X,O,X,X
OTZSJLI,X,O,X,X
OITLJSZ,X,X,X,X
OITLJZS,X,X,X,X
OITLSJZ,X,X,X,X
OITLSZJ,X,X,X,X
OITLZJS,X,X,X,X
OITLZSJ,X,X,X,X
OITJLSZ,X,X,X,X
OITJLZS,X,X,X,X
OITJSLZ,X,X,X,X
OITJSZL,X,X,X,X
OITJZLS,X,X,X,X
OITJZSL,X,X,X,X
OITSLJZ,X,X,X,X
OITSLZJ,X,X,X,O
OITSJLZ,X,X,X,X
OITSJZL,X,X,X,X
OITSZLJ,X,X,X,O
OITSZJL,X,X,X,X
OITZLJS,X,X,X,X
OITZLSJ,X,X,X,X
OITZJLS,X,X,X,X
OITZJSL,X,X,X,X
OITZSLJ,X,X,X,X
OITZSJL,X,X,X,X
OILTJSZ,X,X,X,X
OILTJZS,X,X,X,X
OILTSJZ,X,X,X,X
OILTSZJ,X,X,X,X
OILTZJS,X,X,X,X
OILTZSJ,X,X,X,X
OILJTSZ,X,X,X,X
OILJTZS,X,X,X,X
OILJSTZ,X,X,X,X
OILJSZT,X,X,X,X
OILJZTS,X,X,X,X
OILJZST,X,X,X,X
OILSTJZ,X,X,X,X
OILSTZJ,X,X,X,X
OILSJTZ,X,X,X,X
OILSJZT,X,X,X,X
OILSZTJ,X,X,X,X
OILSZJT,X,X,X,X
OILZTJS,X,X,X,X
OILZTSJ,X,X,X,X
OILZJTS,X,X,X,X
OILZJST,X,X,X,X
OILZSTJ,X,X,X,X
OILZSJT,X,X,X,X
OIJTLSZ,X,X,X,X
OIJTLZS,X,X,X,X
OIJTSLZ,X,X,X,X
OIJTSZL,X,X,X,X
OIJTZLS,X,X,X,X
OIJTZSL,X,X,X,X
OIJLTSZ,O,X,X,X
OIJLTZS,O,X,X,X
OIJLSTZ,O,X,X,X
OIJLSZT,O,X,X,X
OIJLZTS,O,X,X,X
OIJLZST,O,X,X,X
OIJSTLZ,X,X,X,X
OIJSTZL,O,X,X,X
OIJSLTZ,O,X,X,X
OIJSLZT,O,X,X,X
OIJSZTL,O,X,X,X
OIJSZLT,O,X,X,X
OIJZTLS,X,X,X,X
OIJZTSL,O,X,X,X
OIJZLTS,O,X,X,X
OIJZLST,O,X,X,X
OIJZSTL,O,X,X,X
OIJZSLT,O,X,X,X
OISTLJZ,X,X,X,X
OISTLZJ,X,X,X,O
OISTJLZ,X,X,X,X
OISTJZL,X,X,X,X
OISTZLJ,X,X,X,O
OISTZJL,X,X,X,X
OISLTJZ,X,X,X,X
OISLTZJ,X,X,X,X
OISLJTZ,X,X,X,X
OISLJZT,X,X,X,X
OISLZTJ,X,X,X,X
OISLZJT,X,X,X,X
OISJTLZ,X,X,X,X
OISJTZL,X,X,X,X
OISJLTZ,X,X,X,X
OISJLZT,X,X,X,X
OISJZTL,X,X,X,X
OISJZLT,X,X,X,X
OISZTLJ,X,X,X,X
OISZTJL,X,X,X,X
OISZLTJ,X,X,X,X
OISZLJT,X,X,X,X
OISZJTL,X,X,X,X
OISZJLT,X,X,X,X
OIZTLJS,X,X,X,X
OIZTLSJ,X,X,X,X
OIZTJLS,X,X,X,X
OIZTJSL,O,X,X,X
OIZTSLJ,X,X,X,X
OIZTSJL,X,X,X,X
OIZLTJS,X,X,X,X
OIZLTSJ,X,X,X,X
OIZLJTS,X,X,X,X
OIZLJST,X,X,X,X
OIZLSTJ,X,X,X,X
OIZLSJT,X,X,X,X
OIZJTLS,X,X,X,X
OIZJTSL,O,X,X,X
OIZJLTS,O,X,X,X
OIZJLST,O,X,X,X
OIZJSTL,O,X,X,X
OIZJSLT,O,X,X,X
OIZSTLJ,X,X,X,X
OIZSTJL,X,X,X,X
OIZSLTJ,X,X,X,X
OIZSLJT,X,X,X,X
OIZSJTL,X,X,X,X
OIZSJLT,X,X,X,X
OLTIJSZ,X,X,X,X
OLTIJZS,X,X,X,X
OLTISJZ,X,X,X,X
OLTISZJ,X,X,X,X
OLTIZJS,X,X,X,X
OLTIZSJ,X,X,O,X
OLTJISZ,O,X,X,X
OLTJIZS,O,X,X,X
OLTJSIZ,O,X,X,X
OLTJSZI,O,X,X,X
OLTJZIS,O,X,X,X
OLTJZSI,O,X,X,X
OLTSIJZ,X,X,X,X
OLTSIZJ,X,X,O,X
OLTSJIZ,X,X,X,X
OLTSJZI,X,X,X,X
OLTSZIJ,X,X,O,X
OLTSZJI,X,X,X,X
OLTZIJS,X,X,X,X
OLTZISJ,X,X,O,X
OLTZJIS,O,X,X,X
OLTZJSI,O,X,X,X
OLTZSIJ,X,X,O,X
OLTZSJI,X,X,X,X
OLITJSZ,X,X,X,X
OLITJZS,X,X,X,X
OLITSJZ,X,X,X,X
OLITSZJ,X,X,X,X
OLITZJS,X,X,X,X
OLITZSJ,X,X,O,X
OLIJTSZ,X,X,X,X
OLIJTZS,X,X,X,X
OLIJSTZ,X,X,X,X
OLIJSZT,X,X,X,X
OLIJZTS,X,X,X,X
OLIJZST,X,X,X,X
OLISTJZ,X,X,X,X
OLISTZJ,X,X,X,X
OLISJTZ,X,X,X,X
OLISJZT,X,X,X,X
OLISZTJ,X,X,X,X
OLISZJT,X,X,X,X
OLIZTJS,X,X,X,X
OLIZTSJ,X,X,O,X
OLIZJTS,X,X,X,X
OLIZJST,X,X,X,X
OLIZSTJ,X,X,X,X
OLIZSJT,X,X,X,X
OLJTISZ,O,X,X,X
OLJTIZS,O,X,X,X
OLJTSIZ,O,X,X,X
OLJTSZI,O,X,X,X
OLJTZIS,O,X,X,X
OLJTZSI,O,X,X,X
OLJITSZ,O,X,X,X
OLJITZS,O,X,X,X
OLJISTZ,O,X,X,X
OLJISZT,O,X,X,X
OLJIZTS,O,X,X,X
OLJIZST,O,X,X,X
OLJSTIZ,O,X,X,X
OLJSTZI,O,X,X,X
OLJSITZ,O,X,X,X
OLJSIZT,O,X,X,X
OLJSZTI,O,X,X,X
OLJSZIT,O,X,X,X
OLJZTIS,O,X,X,X
OLJZTSI,O,X,X,X
OLJZITS,O,X,X,X
OLJZIST,O,X,X,X
OLJZSTI,O,X,X,X
OLJZSIT,O,X,X,X
OLSTIJZ,X,X,X,X
OLSTIZJ,X,X,O,X
OLSTJIZ,X,X,X,X
OLSTJZI,X,X,X,X
OLSTZIJ,X,X,O,X
OLSTZJI,X,X,X,X
OLSITJZ,X,X,X,X
OLSITZJ,X,X,O,X
OLSIJTZ,X,X,X,X
OLSIJZT,X,X,X,X
OLSIZTJ,X,X,O,X
OLSIZJT,X,X,X,X
OLSJTIZ,X,X,X,X
OLSJTZI,X,X,X,X
OLSJITZ,X,X,X,X
OLSJIZT,X,X,X,X
OLSJZTI,X,X,X,X
OLSJZIT,X,X,X,X
OLSZTIJ,X,X,O,X
OLSZTJI,X,X,X,X
OLSZITJ,X,X,O,X
OLSZIJT,X,X,X,X
OLSZJTI,X,X,X,X
OLSZJIT,X,X,X,X
OLZTIJS,X,X,X,X
OLZTISJ,X,X,O,X
OLZTJIS,O,X,X,X
OLZTJSI,O,X,X,X
OLZTSIJ,X,X,O,X
OLZTSJI,X,X,X,X
OLZITJS,X,X,X,X
OLZITSJ,X,X,O,X
OLZIJTS,X,X,X,X
OLZIJST,X,X,X,X
OLZISTJ,X,X,X,X
OLZISJT,X,X,X,X
OLZJTIS,O,X,X,X
OLZJTSI,O,X,X,X
OLZJITS,O,X,X,X
OLZJIST,O,X,X,X
OLZJSTI,O,X,X,X
OLZJSIT,O,X,X,X
OLZSTIJ,X,X,O,X
OLZSTJI,X,X,X,X
OLZSITJ,X,X,O,X
OLZSIJT,X,X,X,X
OLZSJTI,X,X,X,X
OLZSJIT,X,X,X,X
OJTILSZ,X,X,X,X
OJTILZS,X,O,X,X
OJTISLZ,X,X,X,X
OJTISZL,X,X,X,X
OJTIZLS,X,O,X,X
OJTIZSL,X,X,X,X
OJTLISZ,X,X,X,X
OJTLIZS,X,O,X,X
OJTLSIZ,X,O,X,X
OJTLSZI,X,O,X,X
OJTLZIS,X,O,X,X
OJTLZSI,X,O,X,X
OJTSILZ,X,O,X,X
OJTSIZL,X,O,X,X
OJTSLIZ,X,O,X,X
OJTSLZI,X,O,X,X
OJTSZIL,X,O,X,X
OJTSZLI,X,O,X,X
OJTZILS,X,O,X,X
OJTZISL,X,X,X,X
OJTZLIS,X,O,X,X
OJTZLSI,X,O,X,X
OJTZSIL,X,O,X,X
OJTZSLI,X,O,X,X
OJITLSZ,X,X,X,X
OJITLZS,X,O,X,X
OJITSLZ,X,X,X,X
OJITSZL,X,X,X,X
OJITZLS,X,O,X,X
OJITZSL,X,X,X,X
OJILTSZ,O,X,X,X
OJILTZS,O,X,X,X
OJILSTZ,O,X,X,X
OJILSZT,O,X,X,X
OJILZTS,O,X,X,X
OJILZST,O,X,X,X
OJISTLZ,X,X,X,X
OJISTZL,O,X,X,X
OJISLTZ,O,X,X,X
OJISLZT,O,X,X,X
OJISZTL,O,X,X,X
OJISZLT,O,X,X,X
OJIZTLS,X,O,X,X
OJIZTSL,O,X,X,X
OJIZLTS,O,X,X,X
OJIZLST,O,X,X,X
OJIZSTL,O,X,X,X
OJIZSLT,O,X,X,X
OJLTISZ,O,X,X,X
OJLTIZS,O,X,X,X
OJLTSIZ,O,X,X,X
OJLTSZI,O,X,X,X
OJLTZIS,O,X,X,X
OJLTZSI,O,X,X,X
OJLITSZ,O,X,X,X
OJLITZS,O,X,X,X
OJLISTZ,O,X,X,X
OJLISZT,O,X,X,X
OJLIZTS,O,X,X,X
OJLIZST,O,X,X,X
OJLSTIZ,O,X,X,X
OJLSTZI,O,X,X,X
OJLSITZ,O,X,X,X
OJLSIZT,O,X,X,X
OJLSZTI,O,X,X,X
OJLSZIT,O,X,X,X
OJLZTIS,O,X,X,X
OJLZTSI,O,X,X,X
OJLZITS,O,X,X,X
OJLZIST,O,X,X,X
OJLZSTI,O,X,X,X
OJLZSIT,O,X,X,X
OJSTILZ,X,X,X,X
OJSTIZL,O,X,X,X
OJSTLIZ,X,X,X,X
OJSTLZI,X,X,X,X
OJSTZIL,O,X,X,X
OJSTZLI,X,X,X,X
OJSITLZ,X,X,X,X
OJSITZL,O,X,X,X
OJSILTZ,O,X,X,X
OJSILZT,O,X,X,X
OJSIZTL,O,X,X,X
OJSIZLT,O,X,X,X
OJSLTIZ,O,X,X,X
OJSLTZI,O,X,X,X
OJSLITZ,O,X,X,X
OJSLIZT,O,X,X,X
OJSLZTI,O,X,X,X
OJSLZIT,O,X,X,X
OJSZTIL,O,X,X,X
OJSZTLI,X,X,X,X
OJSZITL,O,X,X,X
OJSZILT,O,X,X,X
OJSZLTI,O,X,X,X
OJSZLIT,O,X,X,X
OJZTILS,X,O,X,X
OJZTISL,O,X,X,X
OJZTLIS,X,O,X,X
OJZTLSI,X,O,X,X
OJZTSIL,O,O,X,X
OJZTSLI,X,O,X,X
OJZITLS,X,O,X,X
OJZITSL,O,X,X,X
OJZILTS,O,X,X,X
OJZILST,O,X,X,X
OJZISTL,O,X,X,X
OJZISLT,O,X,X,X
OJZLTIS,O,X,X,X
OJZLTSI,O,X,X,X
OJZLITS,O,X,X,X
OJZLIST,O,X,X,X
OJZLSTI,O,X,X,X
OJZLSIT,O,X,X,X
OJZSTIL,O,X,X,X
OJZSTLI,X,X,X,X
OJZSITL,O,X,X,X
OJZSILT,O,X,X,X
OJZSLTI,O,X,X,X
OJZSLIT,O,X,X,X
OSTILJZ,X,X,X,X
OSTILZJ,X,X,X,O
OSTIJLZ,X,X,X,X
OSTIJZL,X,X,X,X
OSTIZLJ,X,X,X,O
OSTIZJL,X,X,X,X
OSTLIJZ,X,X,X,X
OSTLIZJ,X,X,X,O
OSTLJIZ,X,X,X,O
OSTLJZI,X,X,X,O
OSTLZIJ,X,X,X,O
OSTLZJI,X,X,X,O
OSTJILZ,X,X,X,O
OSTJIZL,X,X,X,O
OSTJLIZ,X,X,X,O
OSTJLZI,X,X,X,O
OSTJZIL,X,X,X,O
OSTJZLI,X,X,X,O
OSTZILJ,X,X,X,O
OSTZIJL,X,X,X,X
OSTZLIJ,X,X,X,O
OSTZLJI,X,X,X,O
OSTZJIL,X,X,X,O
OSTZJLI,X,X,X,O
OSITLJZ,X,X,X,X
OSITLZJ,X,X,X,O
OSITJLZ,X,X,X,X
OSITJZL,X,X,X,X
OSITZLJ,X,X,O,O
OSITZJL,X,X,X,X
OSILTJZ,X,X,X,X
OSILTZJ,X,X,O,X
OSILJTZ,X,X,X,X
OSILJZT,X,X,X,X
OSILZTJ,X,X,O,X
OSILZJT,X,X,X,X
OSIJTLZ,X,X,X,X
OSIJTZL,X,X,X,X
OSIJLTZ,X,X,X,X
OSIJLZT,X,X,X,X
OSIJZTL,X,X,X,X
OSIJZLT,X,X,X,X
OSIZTLJ,X,X,O,X
OSIZTJL,X,X,X,X
OSIZLTJ,X,X,O,X
OSIZLJT,X,X,X,X
OSIZJTL,X,X,X,X
OSIZJLT,X,X,X,X
OSLTIJZ,X,X,X,X
OSLTIZJ,X,X,O,X
OSLTJIZ,X,X,X,X
OSLTJZI,X,X,X,X
OSLTZIJ,X,X,O,X
OSLTZJI,X,X,X,X
OSLITJZ,X,X,X,X
OSLITZJ,X,X,O,X
OSLIJTZ,X,X,X,X
OSLIJZT,X,X,X,X
OSLIZTJ,X,X,O,X
OSLIZJT,X,X,X,X
OSLJTIZ,X,X,X,X
OSLJTZI,X,X,X,X
OSLJITZ,X,X,X,X
OSLJIZT,X,X,X,X
OSLJZTI,X,X,X,X
OSLJZIT,X,X,X,X
OSLZTIJ,X,X,O,X
OSLZTJI,X,X,X,X
OSLZITJ,X,X,O,X
OSLZIJT,X,X,X,X
OSLZJTI,X,X,X,X
OSLZJIT,X,X,X,X
OSJTILZ,X,X,X,X
OSJTIZL,X,X,X,X
OSJTLIZ,X,X,X,X
OSJTLZI,X,X,X,X
OSJTZIL,X,X,X,X
OSJTZLI,X,X,X,X
OSJITLZ,X,X,X,X
OSJITZL,X,X,X,X
OSJILTZ,X,X,X,X
OSJILZT,X,X,X,X
OSJIZTL,X,X,X,X
OSJIZLT,X,X,X,X
OSJLTIZ,X,X,X,X
OSJLTZI,X,X,X,X
OSJLITZ,X,X,X,X
OSJLIZT,X,X,X,X
OSJLZTI,X,X,X,X
OSJLZIT,X,X,X,X
OSJZTIL,X,X,X,X
OSJZTLI,X,X,X,X
OSJZITL,X,X,X,X
OSJZILT,X,X,X,X
OSJZLTI,X,X,X,X
OSJZLIT,X,X,X,X
OSZTILJ,X,X,O,O
OSZTIJL,X,X,X,X
OSZTLIJ,X,X,X,O
OSZTLJI,X,X,X,O
OSZTJIL,X,X,X,O
OSZTJLI,X,X,X,O
OSZITLJ,X,X,O,X
OSZITJL,X,X,X,X
OSZILTJ,X,X,O,X
OSZILJT,X,X,X,X
OSZIJTL,X,X,X,X
OSZIJLT,X,X,X,X
OSZLTIJ,X,X,O,X
OSZLTJI,X,X,X,X
OSZLITJ,X,X,O,X
OSZLIJT,X,X,X,X
OSZLJTI,X,X,X,X
OSZLJIT,X,X,X,X
OSZJTIL,X,X,X,X
OSZJTLI,X,X,X,X
OSZJITL,X,X,X,X
OSZJILT,X,X,X,X
OSZJLTI,X,X,X,X
OSZJLIT,X,X,X,X
OZTILJS,X,O,X,X
OZTILSJ,X,O,X,X
OZTIJLS,X,X,X,X
OZTIJSL,O,X,X,X
OZTISLJ,X,X,X,X
OZTISJL,X,X,X,X
OZTLIJS,X,O,X,X
OZTLISJ,X,O,O,X
OZTLJIS,O,O,X,X
OZTLJSI,O,O,X,X
OZTLSIJ,X,O,O,X
OZTLSJI,X,O,X,X
OZTJILS,X,O,X,X
OZTJISL,O,X,X,X
OZTJLIS,X,O,X,X
OZTJLSI,X,O,X,X
OZTJSIL,O,O,X,X
OZTJSLI,X,O,X,X
OZTSILJ,X,O,O,X
OZTSIJL,X,X,X,X
OZTSLIJ,X,O,X,X
OZTSLJI,X,O,X,X
OZTSJIL,X,O,X,X
OZTSJLI,X,O,X,X
OZITLJS,X,O,X,X
OZITLSJ,X,O,X,X
OZITJLS,X,X,X,X
OZITJSL,O,X,X,X
OZITSLJ,X,X,X,X
OZITSJL,X,X,X,X
OZILTJS,X,X,X,X
OZILTSJ,X,X,X,X
OZILJTS,X,X,X,X
OZILJST,X,X,X,X
OZILSTJ,X,X,X,X
OZILSJT,X,X,X,X
OZIJTLS,X,O,X,X
OZIJTSL,O,X,X,X
OZIJLTS,O,X,X,X
OZIJLST,O,X,X,X
OZIJSTL,O,X,X,X
OZIJSLT,O,X,X,X
OZISTLJ,X,X,X,X
OZISTJL,X,X,X,X
OZISLTJ,X,X,X,X
OZISLJT,X,X,X,X
OZISJTL,X,X,X,X
OZISJLT,X,X,X,X
OZLTIJS,X,X,X,X
OZLTISJ,X,X,O,X
OZLTJIS,O,X,X,X
OZLTJSI,O,X,X,X
OZLTSIJ,X,X,O,X
OZLTSJI,X,X,X,X
OZLITJS,X,X,X,X
OZLITSJ,X,X,O,X
OZLIJTS,X,X,X,X
OZLIJST,X,X,X,X
OZLISTJ,X,X,X,X
OZLISJT,X,X,X,X
OZLJTIS,O,X,X,X
OZLJTSI,O,X,X,X
OZLJITS,O,X,X,X
OZLJIST,O,X,X,X
OZLJSTI,O,X,X,X
OZLJSIT,O,X,X,X
OZLSTIJ,X,X,O,X
OZLSTJI,X,X,X,X
OZLSITJ,X,X,O,X
OZLSIJT,X,X,X,X
OZLSJTI,X,X,X,X
OZLSJIT,X,X,X,X
OZJTILS,X,O,X,X
OZJTISL,O,X,X,X
OZJTLIS,X,O,X,X
OZJTLSI,X,O,X,X
OZJTSIL,O,O,X,X
OZJTSLI,X,O,X,X
OZJITLS,X,O,X,X
OZJITSL,O,X,X,X
OZJILTS,O,X,X,X
OZJILST,O,X,X,X
OZJISTL,O,X,X,X
OZJISLT,O,X,X,X
OZJLTIS,O,X,X,X
OZJLTSI,O,X,X,X
OZJLITS,O,X,X,X
OZJLIST,O,X,X,X
OZJLSTI,O,X,X,X
OZJLSIT,O,X,X,X
OZJSTIL,O,X,X,X
OZJSTLI,X,X,X,X
OZJSITL,O,X,X,X
OZJSILT,O,X,X,X
OZJSLTI,O,X,X,X
OZJSLIT,O,X,X,X
OZSTILJ,X,X,O,X
OZSTIJL,X,X,X,X
OZSTLIJ,X,X,X,X
OZSTLJI,X,X,X,X
OZSTJIL,X,X,X,X
OZSTJLI,X,X,X,X
OZSITLJ,X,X,O,X
OZSITJL,X,X,X,X
OZSILTJ,X,X,O,X
OZSILJT,X,X,X,X
OZSIJTL,X,X,X,X
OZSIJLT,X,X,X,X
OZSLTIJ,X,X,O,X
OZSLTJI,X,X,X,X
OZSLITJ,X,X,O,X
OZSLIJT,X,X,X,X
OZSLJTI,X,X,X,X
OZSLJIT,X,X,X,X
OZSJTIL,X,X,X,X
OZSJTLI,X,X,X,X
OZSJITL,X,X,X,X
OZSJILT,X,X,X,X
OZSJLTI,X,X,X,X
OZSJLIT,X,X,X,X
