sequence,v115@NhA8IeC8AeC8AeE8Ke0/IvhFlgB3hBziB5oB2pBCrB,v115@NhA8IeC8AeC8AeE8Kei/IvhF3gBumBziB5oB1pB8qB,v115@NhA8IeC8AeC8AeE8KeKEJvhFflBlgBumBziB5oB8qB
OSZTJIL,O,O,X
OSZTJLI,O,O,X
OSZITLJ,X,O,X
OSZITJL,O,O,X
OSZILTJ,O,O,O
OSZILJT,O,O,O
OSZIJTL,O,O,X
OSZIJLT,O,O,O
OSZLTIJ,O,O,O
OSZLTJI,O,O,O
OSZLITJ,O,O,O
OSZLIJT,O,O,O
OSZLJTI,O,O,O
OSZLJIT,O,O,O
OSZJTIL,O,O,X
OSZJTLI,O,O,X
OSZJITL,O,O,X
OSZJILT,O,O,O
OSZJLTI,O,O,O
OSZJLIT,O,O,O
OZTILJS,X,O,O
OZTILSJ,X,O,O
OZTIJLS,X,O,O
OZTIJSL,X,O,X
OZTISLJ,X,O,X
OZTISJL,X,O,X
OZTLIJS,X,O,O
OZTLISJ,X,O,O
OZTLJIS,X,O,O
OZTLJSI,X,O,O
OZTLSIJ,X,O,O
OZTLSJI,X,O,O
OZTJILS,X,O,O
OZTJISL,X,O,X
OZTJLIS,X,O,O
OZTJLSI,X,O,O
OZTJSIL,X,O,X
OZTJSLI,X,O,X
OZTSILJ,X,O,X
OZTSIJL,X,O,X
OZTSLIJ,X,O,X
OZTSLJI,X,O,X
OZTSJIL,X,O,X
OZTSJLI,X,O,X
OZITLJS,X,O,O
OZITLSJ,X,O,O
OZITJLS,X,O,O
OZITJSL,X,O,X
OZITSLJ,X,O,X
OZITSJL,X,O,X
OZILTJS,O,O,O
OZILTSJ,O,O,O
OZILJTS,O,O,O
OZILJST,O,O,O
OZILSTJ,O,O,O
OZILSJT,O,O,O
OZIJTLS,O,O,O
OZIJTSL,O,O,X
OZIJLTS,O,O,O
OZIJLST,O,O,O
OZIJSTL,O,O,X
OZIJSLT,O,O,O
OZISTLJ,X,O,X
OZISTJL,O,O,X
OZISLTJ,O,O,O
OZISLJT,O,O,O
OZISJTL,O,O,X
OZISJLT,O,O,O
OZLTIJS,O,O,O
OZLTISJ,O,O,O
OZLTJIS,O,O,O
OZLTJSI,O,O,O
OZLTSIJ,O,O,O
OZLTSJI,O,O,O
OZLITJS,O,O,O
OZLITSJ,O,O,O
OZLIJTS,O,O,O
OZLIJST,O,O,O
OZLISTJ,O,O,O
OZLISJT,O,O,O
OZLJTIS,O,O,O
OZLJTSI,O,O,O
OZLJITS,O,O,O
OZLJIST,O,O,O
OZLJSTI,O,O,O
OZLJSIT,O,O,O
OZLSTIJ,O,O,O
OZLSTJI,O,O,O
OZLSITJ,O,O,O
OZLSIJT,O,O,O
OZLSJTI,O,O,O
OZLSJIT,O,O,O
OZJTILS,O,O,O
OZJTISL,O,O,X
OZJTLIS,O,O,O
OZJTLSI,O,O,O
OZJTSIL,O,O,X
OZJTSLI,O,O,X
OZJITLS,O,O,O
OZJITSL,O,O,X
OZJILTS,O,O,O
OZJILST,O,O,O
OZJISTL,O,O,X
OZJISLT,O,O,O
OZJLTIS,O,O,O
OZJLTSI,O,O,O
OZJLITS,O,O,O
OZJLIST,O,O,O
OZJLSTI,O,O,O
OZJLSIT,O,O,O
OZJSTIL,O,O,X
OZJSTLI,O,O,X
OZJSITL,O,O,X
OZJSILT,O,O,O
OZJSLTI,O,O,O
OZJSLIT,O,O,O
OZSTILJ,X,O,X
OZSTIJL,O,O,X
OZSTLIJ,X,O,X
OZSTLJI,X,O,X
OZSTJIL,O,O,X
OZSTJLI,O,O,X
OZSITLJ,X,O,X
OZSITJL,O,O,X
OZSILTJ,O,O,O
OZSILJT,O,O,O
OZSIJTL,O,O,X
OZSIJLT,O,O,O
OZSLTIJ,O,O,O
OZSLTJI,O,O,O
OZSLITJ,O,O,O
OZSLIJT,O,O,O
OZSLJTI,O,O,O
OZSLJIT,O,O,O
OZSJTIL,O,O,X
OZSJTLI,O,O,X
OZSJITL,O,O,X
OZSJILT,O,O,O
OZSJLTI,O,O,O
OZSJLIT,O,O,O
