sequence,v115@RhB8BeA8EeB8AeG8JeT/IvhFZlBuqBFnBXoB0rBSyB,v115@RhB8BeA8EeB8AeG8JeT/IvhFZlBuqBftB6tBlrBUsB,v115@RhB8BeA8EeB8AeG8JeT/IvhFigBRiB+oBcqBlrB3sB
OSZTLIJ,X,X,X
OSZTLJI,X,X,X
OSZTJIL,X,X,X
OSZTJLI,X,X,X
OSZITLJ,X,X,X
OSZITJL,X,X,X
OSZILTJ,X,X,X
OSZILJT,X,X,X
OSZIJTL,X,X,X
OSZIJLT,X,X,X
OSZLTIJ,X,X,X
OSZLTJI,X,X,X
OSZLITJ,X,X,X
OSZLIJT,X,X,X
OSZLJTI,X,X,X
OSZLJIT,X,X,X
OSZJTIL,X,X,X
OSZJTLI,X,X,X
OSZJITL,X,X,X
OSZJILT,X,X,X
OSZJLTI,X,X,X
OSZJLIT,X,X,X
OZTILJS,O,X,X
OZTILSJ,O,X,X
OZTIJLS,O,X,X
OZTIJSL,X,X,X
OZTISLJ,X,X,X
OZTISJL,X,X,X
OZTLIJS,O,X,X
OZTLISJ,O,X,X
OZTLJIS,O,X,O
OZTLJSI,O,X,O
OZTLSIJ,O,X,X
OZTLSJI,O,X,X
OZTJILS,O,X,O
OZTJISL,X,X,X
OZTJLIS,O,X,O
OZTJLSI,O,X,O
OZTJSIL,X,X,O
OZTJSLI,X,X,O
OZTSILJ,X,X,X
OZTSIJL,X,X,X
OZTSLIJ,X,X,X
OZTSLJI,X,X,X
OZTSJIL,X,X,X
OZTSJLI,X,X,X
OZITLJS,O,X,X
OZITLSJ,O,X,X
OZITJLS,O,X,X
OZITJSL,X,X,X
OZITSLJ,X,X,X
OZITSJL,X,X,X
OZILTJS,O,X,X
OZILTSJ,O,X,X
OZILJTS,O,X,X
OZILJST,O,X,X
OZILSTJ,O,X,X
OZILSJT,O,X,X
OZIJTLS,O,X,X
OZIJTSL,X,X,X
OZIJLTS,O,X,X
OZIJLST,O,X,X
OZIJSTL,X,X,X
OZIJSLT,X,X,X
OZISTLJ,X,X,X
OZISTJL,X,X,X
OZISLTJ,X,X,X
OZISLJT,X,X,X
OZISJTL,X,X,X
OZISJLT,X,X,X
OZLTIJS,O,X,X
OZLTISJ,O,X,X
OZLTJIS,O,X,O
OZLTJSI,O,X,O
OZLTSIJ,O,X,X
OZLTSJI,O,X,X
OZLITJS,O,X,X
OZLITSJ,O,X,X
OZLIJTS,O,X,X
OZLIJST,O,X,X
OZLISTJ,O,X,X
OZLISJT,O,X,X
OZLJTIS,O,X,O
OZLJTSI,O,X,O
OZLJITS,O,X,X
OZLJIST,O,X,X
OZLJSTI,O,X,O
OZLJSIT,O,X,O
OZLSTIJ,O,X,X
OZLSTJI,O,X,X
OZLSITJ,O,X,X
OZLSIJT,O,X,X
OZLSJTI,O,X,X
OZLSJIT,O,X,X
OZJTILS,O,X,O
OZJTISL,X,X,X
OZJTLIS,O,X,O
OZJTLSI,O,X,O
OZJTSIL,X,X,O
OZJTSLI,X,X,O
OZJITLS,O,X,X
OZJITSL,X,X,X
OZJILTS,O,X,X
OZJILST,O,X,X
OZJISTL,X,X,X
OZJISLT,X,X,X
OZJLTIS,O,X,O
OZJLTSI,O,X,O
OZJLITS,O,X,X
OZJLIST,O,X,X
OZJLSTI,O,X,O
OZJLSIT,O,X,O
OZJSTIL,X,X,O
OZJSTLI,X,X,O
OZJSITL,X,X,X
OZJSILT,X,X,O
OZJSLTI,X,X,O
OZJSLIT,X,X,O
OZSTILJ,X,X,X
OZSTIJL,X,X,X
OZSTLIJ,X,X,X
OZSTLJI,X,X,X
OZSTJIL,X,X,X
OZSTJLI,X,X,X
OZSITLJ,X,X,X
OZSITJL,X,X,X
OZSILTJ,X,X,X
OZSILJT,X,X,X
OZSIJTL,X,X,X
OZSIJLT,X,X,X
OZSLTIJ,X,X,X
OZSLTJI,X,X,X
OZSLITJ,X,X,X
OZSLIJT,X,X,X
OZSLJTI,X,X,X
OZSLJIT,X,X,X
OZSJTIL,X,X,X
OZSJTLI,X,X,X
OZSJITL,X,X,X
OZSJILT,X,X,X
OZSJLTI,X,X,X
OZSJLIT,X,X,X
