sequence,v115@QhC8BeA8CeD8AeB8CeB8JeT/IvhFZlBulBFiBXjB0m?BSxB,v115@QhC8BeA8CeD8AeB8CeB8JeT/IvhFigBxiBcqBlmB3n?BWxB,v115@QhC8BeA8CeD8AeB8CeB8Je2EJvhFRgBXjBcqBlmBTs?BCsB,v115@QhC8BeA8CeD8AeB8CeB8Je2EJvhFRgB3hBcqBlnBzr?BCtB,v115@QhC8BeA8CeD8AeB8CeB8Je2EJvhFRgBcqBlmB3nBzr?BCtB
OISZLJT,X,X,X,X,X
OISZJTL,O,X,X,X,X
OISZJLT,X,X,X,X,X
OIZTLJS,X,X,X,X,X
OIZTLSJ,X,X,X,X,X
OIZTJLS,X,X,X,X,X
OIZTJSL,O,X,X,X,X
OIZTSLJ,X,X,X,X,X
OIZTSJL,O,X,X,X,X
OIZLTJS,O,X,X,X,X
OIZLTSJ,O,X,X,X,X
OIZLJTS,O,X,X,X,X
OIZLJST,O,X,X,X,X
OIZLSTJ,O,X,X,X,X
OIZLSJT,O,X,X,X,X
OIZJTLS,X,X,X,X,X
OIZJTSL,O,X,X,X,X
OIZJLTS,O,X,X,X,X
OIZJLST,O,X,X,X,X
OIZJSTL,O,X,X,X,X
OIZJSLT,X,X,X,X,X
OIZSTLJ,X,O,X,X,X
OIZSTJL,O,X,X,X,X
OIZSLTJ,X,X,X,X,X
OIZSLJT,X,X,X,X,X
OIZSJTL,O,X,X,X,X
OIZSJLT,X,X,X,X,X
OLTIJSZ,X,X,X,X,X
OLTIJZS,X,X,X,X,X
OLTISJZ,X,X,X,X,X
OLTISZJ,X,X,X,X,X
OLTIZJS,X,X,X,X,X
OLTIZSJ,X,X,X,X,X
OLTJISZ,X,X,X,X,X
OLTJIZS,X,X,X,X,X
OLTJSIZ,X,X,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,X,X,X,X
OLTJZSI,X,X,X,X,X
OLTSIJZ,X,X,X,X,X
OLTSIZJ,X,X,X,X,X
OLTSJIZ,X,X,X,X,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,X,X,X,X
OLTSZJI,X,X,X,X,X
OLTZIJS,X,X,X,X,X
OLTZISJ,X,X,X,X,X
OLTZJIS,X,X,X,X,X
OLTZJSI,X,X,X,X,X
OLTZSIJ,X,X,X,X,X
OLTZSJI,X,X,X,X,X
OLITJSZ,X,X,X,X,X
OLITJZS,X,X,X,X,X
OLITSJZ,X,X,X,X,X
OLITSZJ,X,X,X,X,X
OLITZJS,X,X,X,X,X
OLITZSJ,X,X,X,X,X
OLIJTSZ,X,X,X,X,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,O,X,X,X,X
OLIJSZT,O,X,X,X,X
OLIJZTS,O,X,X,X,X
OLIJZST,O,X,X,X,X
OLISTJZ,O,X,X,X,X
OLISTZJ,X,X,X,X,X
OLISJTZ,O,X,X,X,X
OLISJZT,O,X,X,X,X
OLISZTJ,O,X,X,X,X
OLISZJT,O,X,X,X,X
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,X,X,X,X
OLIZJST,O,X,X,X,X
OLIZSTJ,O,X,X,X,X
OLIZSJT,O,X,X,X,X
OLJTISZ,X,X,X,X,X
OLJTIZS,X,X,X,X,X
OLJTSIZ,X,X,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,X,X,X
OLJTZSI,X,X,X,X,X
OLJITSZ,X,X,X,X,X
OLJITZS,X,X,X,X,X
OLJISTZ,O,X,X,X,X
OLJISZT,O,X,X,X,X
OLJIZTS,O,X,X,X,X
OLJIZST,O,X,X,X,X
OLJSTIZ,O,X,X,X,X
OLJSTZI,X,X,X,X,X
OLJSITZ,O,X,X,X,X
OLJSIZT,O,X,X,X,X
OLJSZTI,O,X,X,X,X
OLJSZIT,O,X,X,X,X
OLJZTIS,O,X,X,X,X
OLJZTSI,O,X,X,X,X
OLJZITS,O,X,X,X,X
OLJZIST,O,X,X,X,X
OLJZSTI,O,X,X,X,X
OLJZSIT,O,X,X,X,X
OLSTIJZ,O,X,X,X,X
OLSTIZJ,X,X,X,X,X
OLSTJIZ,O,X,X,X,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,X,X,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,O,X,X,X,X
OLSITZJ,X,X,X,X,X
OLSIJTZ,O,X,X,X,X
OLSIJZT,O,X,X,X,X
OLSIZTJ,O,X,X,X,X
OLSIZJT,O,X,X,X,X
OLSJTIZ,O,X,X,X,X
OLSJTZI,X,X,X,X,X
OLSJITZ,O,X,X,X,X
OLSJIZT,O,X,X,X,X
OLSJZTI,O,X,X,X,X
OLSJZIT,O,X,X,X,X
OLSZTIJ,O,X,X,X,X
OLSZTJI,O,X,X,X,X
OLSZITJ,O,X,X,X,X
OLSZIJT,O,X,X,X,X
OLSZJTI,O,X,X,X,X
OLSZJIT,O,X,X,X,X
OLZTIJS,O,X,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,X,X,X,X
OLZTJSI,O,X,X,X,X
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,X,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,X,X,X,X
OLZIJST,O,X,X,X,X
OLZISTJ,O,X,X,X,X
OLZISJT,O,X,X,X,X
OLZJTIS,O,X,X,X,X
OLZJTSI,O,X,X,X,X
OLZJITS,O,X,X,X,X
OLZJIST,O,X,X,X,X
OLZJSTI,O,X,X,X,X
OLZJSIT,O,X,X,X,X
OLZSTIJ,O,X,X,X,X
OLZSTJI,O,X,X,X,X
OLZSITJ,O,X,X,X,X
OLZSIJT,O,X,X,X,X
OLZSJTI,O,X,X,X,X
OLZSJIT,O,X,X,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,X,X,X
OJTLISZ,X,X,X,X,X
OJTLIZS,X,X,X,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,X,X,X
OJTLZSI,X,X,X,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,X,X,X
OJTZISL,X,X,X,X,X
OJTZLIS,X,X,X,X,X
OJTZLSI,X,X,X,X,X
OJTZSIL,X,X,X,X,X
OJTZSLI,X,X,X,X,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,X,X,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,O,X,X,X,X
OJILSZT,O,X,X,X,X
OJILZTS,O,X,X,X,X
OJILZST,O,X,X,X,X
OJISTLZ,O,X,X,X,X
OJISTZL,O,X,X,X,X
OJISLTZ,O,X,X,X,X
OJISLZT,O,X,X,X,X
OJISZTL,O,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,X,X,X,X,X
OJIZTSL,O,X,X,X,X
OJIZLTS,O,X,X,X,X
OJIZLST,O,X,X,X,X
OJIZSTL,O,X,X,X,X
OJIZSLT,X,X,X,X,X
OJLTISZ,X,X,X,X,X
OJLTIZS,X,X,X,X,X
OJLTSIZ,X,X,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,X,X,X
OJLTZSI,X,X,X,X,X
OJLITSZ,X,X,X,X,X
OJLITZS,X,X,X,X,X
OJLISTZ,O,X,X,X,X
OJLISZT,O,X,X,X,X
OJLIZTS,O,X,X,X,X
OJLIZST,O,X,X,X,X
OJLSTIZ,O,X,X,X,X
OJLSTZI,X,X,X,X,X
OJLSITZ,O,X,X,X,X
OJLSIZT,O,X,X,X,X
OJLSZTI,O,X,X,X,X
OJLSZIT,O,X,X,X,X
OJLZTIS,O,X,X,X,X
OJLZTSI,O,X,X,X,X
OJLZITS,O,X,X,X,X
OJLZIST,O,X,X,X,X
OJLZSTI,O,X,X,X,X
OJLZSIT,O,X,X,X,X
OJSTILZ,O,X,X,X,X
OJSTIZL,O,X,X,X,X
OJSTLIZ,X,X,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,O,X,X,X,X
OJSITZL,O,X,X,X,X
OJSILTZ,O,X,X,X,X
OJSILZT,O,X,X,X,X
OJSIZTL,O,X,X,X,X
OJSIZLT,X,X,X,X,X
OJSLTIZ,O,X,X,X,X
OJSLTZI,X,X,X,X,X
OJSLITZ,O,X,X,X,X
OJSLIZT,O,X,X,X,X
OJSLZTI,O,X,X,X,X
OJSLZIT,O,X,X,X,X
OJSZTIL,O,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,O,X,X,X,X
OJSZILT,X,X,X,X,X
OJSZLTI,X,X,X,X,X
OJSZLIT,X,X,X,X,X
OJZTILS,X,X,X,X,X
OJZTISL,O,X,X,X,X
OJZTLIS,X,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,O,X,X,X,X
OJZTSLI,X,X,X,X,X
OJZITLS,X,X,X,X,X
OJZITSL,O,X,X,X,X
OJZILTS,O,X,X,X,X
OJZILST,O,X,X,X,X
OJZISTL,O,X,X,X,X
OJZISLT,X,X,X,X,X
OJZLTIS,O,X,X,X,X
OJZLTSI,O,X,X,X,X
OJZLITS,O,X,X,X,X
OJZLIST,O,X,X,X,X
OJZLSTI,O,X,X,X,X
OJZLSIT,O,X,X,X,X
OJZSTIL,O,X,X,X,X
OJZSTLI,X,X,X,X,X
OJZSITL,O,X,X,X,X
OJZSILT,X,X,X,X,X
OJZSLTI,X,X,X,X,X
OJZSLIT,X,X,X,X,X
OSTILJZ,X,X,X,X,X
OSTILZJ,X,X,X,X,X
OSTIJLZ,O,X,X,X,X
OSTIJZL,O,X,X,X,X
OSTIZLJ,X,O,X,X,X
OSTIZJL,X,X,X,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,X,X,X,X,X
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,X,X,X,X
OSTLZJI,X,X,X,X,X
OSTJILZ,O,X,X,X,X
OSTJIZL,O,X,X,X,X
OSTJLIZ,X,X,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,X,X,X,X,X
OSTZILJ,X,O,X,X,X
OSTZIJL,X,X,O,O,X
OSTZLIJ,X,O,X,X,X
OSTZLJI,X,O,X,X,X
OSTZJIL,X,X,O,O,X
OSTZJLI,X,X,O,O,X
OSITLJZ,X,X,X,X,X
OSITLZJ,X,X,X,X,X
OSITJLZ,O,X,X,X,X
OSITJZL,O,X,X,X,X
OSITZLJ,X,O,X,X,X
OSITZJL,X,X,X,X,X
OSILTJZ,O,X,X,X,X
OSILTZJ,X,X,X,X,X
OSILJTZ,O,X,X,X,X
OSILJZT,O,X,X,X,X
OSILZTJ,O,X,X,X,X
OSILZJT,O,X,X,X,X
OSIJTLZ,O,X,X,X,X
OSIJTZL,O,X,X,X,X
OSIJLTZ,O,X,X,X,X
OSIJLZT,O,X,X,X,X
OSIJZTL,O,X,X,X,X
OSIJZLT,X,X,X,X,X
OSIZTLJ,X,O,X,X,X
OSIZTJL,O,X,X,X,X
OSIZLTJ,X,X,X,X,X
OSIZLJT,X,X,X,X,X
OSIZJTL,O,X,X,X,X
OSIZJLT,X,X,X,X,X
OSLTIJZ,O,X,X,X,X
OSLTIZJ,X,X,X,X,X
OSLTJIZ,O,X,X,X,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,X,X,X,X,X
OSLTZJI,X,X,X,X,X
OSLITJZ,O,X,X,X,X
OSLITZJ,X,X,X,X,X
OSLIJTZ,O,X,X,X,X
OSLIJZT,O,X,X,X,X
OSLIZTJ,O,X,X,X,X
OSLIZJT,O,X,X,X,X
OSLJTIZ,O,X,X,X,X
OSLJTZI,X,X,X,X,X
OSLJITZ,O,X,X,X,X
OSLJIZT,O,X,X,X,X
OSLJZTI,O,X,X,X,X
OSLJZIT,O,X,X,X,X
OSLZTIJ,O,X,X,X,X
OSLZTJI,O,X,X,X,X
OSLZITJ,O,X,X,X,X
OSLZIJT,O,X,X,X,X
OSLZJTI,O,X,X,X,X
OSLZJIT,O,X,X,X,X
OSJTILZ,O,X,X,X,X
OSJTIZL,O,X,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,O,X,X,X,X
OSJITZL,O,X,X,X,X
OSJILTZ,O,X,X,X,X
OSJILZT,O,X,X,X,X
OSJIZTL,O,X,X,X,X
OSJIZLT,X,X,X,X,X
OSJLTIZ,O,X,X,X,X
OSJLTZI,X,X,X,X,X
OSJLITZ,O,X,X,X,X
OSJLIZT,O,X,X,X,X
OSJLZTI,O,X,X,X,X
OSJLZIT,O,X,X,X,X
OSJZTIL,O,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,O,X,X,X,X
OSJZILT,X,X,X,X,X
OSJZLTI,X,X,X,X,X
OSJZLIT,X,X,X,X,X
OSZTILJ,X,O,X,X,X
OSZTIJL,O,X,O,O,X
OSZTLIJ,X,O,X,X,X
OSZTLJI,X,O,X,X,X
OSZTJIL,O,X,O,O,X
OSZTJLI,X,X,O,O,X
OSZITLJ,X,O,X,X,X
OSZITJL,O,X,O,O,X
OSZILTJ,X,X,X,X,X
OSZILJT,X,X,X,X,X
OSZIJTL,O,X,O,O,X
OSZIJLT,X,X,X,X,X
OSZLTIJ,X,O,X,X,X
OSZLTJI,X,O,X,X,X
OSZLITJ,X,X,X,X,X
OSZLIJT,X,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,X,X,X,X,X
OSZJTIL,O,X,O,O,X
OSZJTLI,X,X,O,O,X
OSZJITL,O,X,O,O,X
OSZJILT,X,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,X,X,X,X,X
OZTILJS,X,X,X,X,X
OZTILSJ,X,X,X,X,X
OZTIJLS,X,X,X,X,X
OZTIJSL,O,X,O,O,X
OZTISLJ,X,X,X,X,X
OZTISJL,O,X,O,O,X
OZTLIJS,X,X,X,X,X
OZTLISJ,X,X,X,X,X
OZTLJIS,X,X,X,X,X
OZTLJSI,X,X,X,X,X
OZTLSIJ,X,O,X,X,X
OZTLSJI,X,O,X,X,X
OZTJILS,X,X,X,X,X
OZTJISL,O,X,O,O,X
OZTJLIS,X,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,O,X,O,O,X
OZTJSLI,X,X,O,O,X
OZTSILJ,X,O,X,X,X
OZTSIJL,O,X,O,O,X
OZTSLIJ,X,O,X,X,X
OZTSLJI,X,O,X,X,X
OZTSJIL,O,X,O,O,X
OZTSJLI,X,X,O,O,X
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,O,X,O,O,X
OZITSLJ,X,X,X,X,X
OZITSJL,O,X,O,O,X
OZILTJS,O,X,X,X,X
OZILTSJ,O,X,X,X,X
OZILJTS,O,X,X,X,X
OZILJST,O,X,X,X,X
OZILSTJ,O,X,X,X,X
OZILSJT,O,X,X,X,X
OZIJTLS,X,X,X,X,X
OZIJTSL,O,X,O,O,X
OZIJLTS,O,X,X,X,X
OZIJLST,O,X,X,X,X
OZIJSTL,O,X,O,O,X
OZIJSLT,X,X,X,X,X
OZISTLJ,X,O,X,X,X
OZISTJL,O,X,O,O,X
OZISLTJ,X,X,X,X,X
OZISLJT,X,X,X,X,X
OZISJTL,O,X,O,O,X
OZISJLT,X,X,X,X,X
OZLTIJS,O,X,X,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,O,X,X,X,X
OZLTJSI,O,X,X,X,X
OZLTSIJ,O,O,X,X,X
OZLTSJI,O,O,X,X,X
OZLITJS,O,X,X,X,X
OZLITSJ,O,X,X,X,X
OZLIJTS,O,X,X,X,X
OZLIJST,O,X,X,X,X
OZLISTJ,O,X,X,X,X
OZLISJT,O,X,X,X,X
OZLJTIS,O,X,X,X,X
OZLJTSI,O,X,X,X,X
OZLJITS,O,X,X,X,X
OZLJIST,O,X,X,X,X
OZLJSTI,O,X,X,X,X
OZLJSIT,O,X,X,X,X
OZLSTIJ,O,O,X,X,X
OZLSTJI,O,O,X,X,X
OZLSITJ,O,X,X,X,X
OZLSIJT,O,X,X,X,X
OZLSJTI,O,X,X,X,X
OZLSJIT,O,X,X,X,X
OZJTILS,X,X,X,X,X
OZJTISL,O,X,O,O,X
OZJTLIS,X,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,O,X,O,O,X
OZJTSLI,X,X,O,O,X
OZJITLS,X,X,X,X,X
OZJITSL,O,X,O,O,X
OZJILTS,O,X,X,X,X
OZJILST,O,X,X,X,X
OZJISTL,O,X,O,O,X
OZJISLT,X,X,X,X,X
OZJLTIS,O,X,X,X,X
OZJLTSI,O,X,X,X,X
OZJLITS,O,X,X,X,X
OZJLIST,O,X,X,X,X
OZJLSTI,O,X,X,X,X
OZJLSIT,O,X,X,X,X
OZJSTIL,O,X,O,O,X
OZJSTLI,X,X,O,O,X
OZJSITL,O,X,O,O,X
OZJSILT,X,X,X,X,X
OZJSLTI,X,X,X,X,X
OZJSLIT,X,X,X,X,X
OZSTILJ,X,O,X,X,X
OZSTIJL,O,X,O,O,X
OZSTLIJ,X,O,X,X,X
OZSTLJI,X,O,X,X,X
OZSTJIL,O,X,O,O,X
OZSTJLI,X,X,O,O,X
OZSITLJ,X,O,X,X,X
OZSITJL,O,X,O,O,X
OZSILTJ,X,X,X,X,X
OZSILJT,X,X,X,X,X
OZSIJTL,O,X,O,O,X
OZSIJLT,X,X,X,X,X
OZSLTIJ,X,O,X,X,X
OZSLTJI,X,O,X,X,X
OZSLITJ,X,X,X,X,X
OZSLIJT,X,X,X,X,X
OZSLJTI,X,X,X,X,X
OZSLJIT,X,X,X,X,X
OZSJTIL,O,X,O,O,X
OZSJTLI,X,X,O,O,X
OZSJITL,O,X,O,O,X
OZSJILT,X,X,X,X,X
OZSJLTI,X,X,X,X,X
OZSJLIT,X,X,X,X,X
