sequence,v115@JhA8GeC8GeC8AeE8KeT/IvhFlgB3hBcnBeoB5oBCrB,v115@JhA8GeC8GeC8AeE8KeT/IvhFlgBumB3iB5oB8qByxB,v115@JhA8GeC8GeC8AeE8KeT/IvhFlgBCiBeoB5oB8qBXsB,v115@JhA8GeC8GeC8AeE8KeT/IvhFUiBGjBCmB/tBxrBlqB
ZOLSJTI,O,O,X,X
ZOLSJIT,O,O,X,X
ZOJTILS,X,O,X,X
ZOJTISL,O,X,O,X
ZOJTLIS,X,O,X,X
ZOJTLSI,X,O,X,X
ZOJTSIL,O,X,O,X
ZOJTSLI,X,X,O,X
ZOJITLS,X,O,X,X
ZOJITSL,O,X,O,X
ZOJILTS,O,O,X,X
ZOJILST,O,O,X,X
ZOJISTL,O,X,O,X
ZOJISLT,O,X,O,X
ZOJLTIS,O,O,X,X
ZOJLTSI,O,O,X,X
ZOJLITS,O,O,X,X
ZOJLIST,O,O,X,X
ZOJLSTI,O,O,X,X
ZOJLSIT,O,O,X,X
ZOJSTIL,O,X,O,X
ZOJSTLI,X,X,O,X
ZOJSITL,O,X,O,X
ZOJSILT,O,X,O,X
ZOJSLTI,O,X,O,X
ZOJSLIT,O,X,O,X
ZOSTILJ,X,X,X,X
ZOSTIJL,X,X,X,X
ZOSTLIJ,X,X,X,X
ZOSTLJI,X,X,O,X
ZOSTJIL,O,X,O,X
ZOSTJLI,X,X,O,X
ZOSITLJ,X,X,X,X
ZOSITJL,X,X,X,X
ZOSILTJ,X,X,X,X
ZOSILJT,X,X,X,X
ZOSIJTL,X,X,X,X
ZOSIJLT,X,X,X,X
ZOSLTIJ,X,X,X,X
ZOSLTJI,O,X,O,X
ZOSLITJ,X,X,X,X
ZOSLIJT,X,X,X,X
ZOSLJTI,O,X,O,X
ZOSLJIT,O,X,O,X
ZOSJTIL,O,X,O,X
ZOSJTLI,X,X,O,X
ZOSJITL,O,X,O,X
ZOSJILT,O,X,O,X
ZOSJLTI,O,X,O,X
ZOSJLIT,O,X,O,X
OTILJSZ,X,X,X,X
OTILJZS,O,X,X,X
OTILSJZ,X,X,X,X
OTILSZJ,X,X,X,X
OTILZJS,X,X,X,X
OTILZSJ,X,X,X,X
OTIJLSZ,X,X,X,X
OTIJLZS,O,X,X,X
OTIJSLZ,X,X,X,X
OTIJSZL,X,X,X,X
OTIJZLS,X,X,X,X
OTIJZSL,O,X,X,X
OTISLJZ,X,X,X,X
OTISLZJ,X,X,X,X
OTISJLZ,X,X,X,X
OTISJZL,X,X,X,X
OTISZLJ,X,X,X,X
OTISZJL,X,X,X,X
OTIZLJS,X,X,X,X
OTIZLSJ,X,X,X,X
OTIZJLS,X,X,X,X
OTIZJSL,X,X,X,X
OTIZSLJ,X,X,X,X
OTIZSJL,X,X,X,X
OTLIJSZ,X,X,X,X
OTLIJZS,O,X,X,X
OTLISJZ,X,X,X,X
OTLISZJ,X,X,X,X
OTLIZJS,X,X,X,X
OTLIZSJ,X,X,X,X
OTLJISZ,X,X,X,X
OTLJIZS,O,X,X,X
OTLJSIZ,X,X,X,X
OTLJSZI,X,X,X,X
OTLJZIS,O,X,X,X
OTLJZSI,O,X,X,X
OTLSIJZ,X,X,X,X
OTLSIZJ,X,X,X,X
OTLSJIZ,X,X,X,X
OTLSJZI,X,X,X,X
OTLSZIJ,X,X,X,X
OTLSZJI,O,X,X,X
OTLZIJS,X,X,X,X
OTLZISJ,X,X,X,X
OTLZJIS,O,X,X,X
OTLZJSI,O,X,X,X
OTLZSIJ,X,X,X,X
OTLZSJI,O,X,X,X
OTJILSZ,X,X,X,X
OTJILZS,O,X,X,X
OTJISLZ,X,X,X,X
OTJISZL,X,X,X,X
OTJIZLS,X,X,X,X
OTJIZSL,O,X,X,X
OTJLISZ,X,X,X,X
OTJLIZS,O,X,X,X
OTJLSIZ,X,X,X,X
OTJLSZI,X,X,X,X
OTJLZIS,O,X,X,X
OTJLZSI,O,X,X,X
OTJSILZ,X,X,X,X
OTJSIZL,X,X,X,X
OTJSLIZ,X,X,X,X
OTJSLZI,X,X,X,X
OTJSZIL,X,X,X,X
OTJSZLI,X,X,X,X
OTJZILS,X,X,X,X
OTJZISL,O,X,X,X
OTJZLIS,X,X,X,X
OTJZLSI,X,X,X,X
OTJZSIL,O,X,X,X
OTJZSLI,X,X,X,X
OTSILJZ,X,X,X,X
OTSILZJ,X,X,X,X
OTSIJLZ,X,X,X,X
OTSIJZL,X,X,X,X
OTSIZLJ,X,X,X,X
OTSIZJL,X,X,X,X
OTSLIJZ,X,X,X,X
OTSLIZJ,X,X,X,X
OTSLJIZ,X,X,X,X
OTSLJZI,X,X,X,X
OTSLZIJ,X,X,X,X
OTSLZJI,X,X,X,X
OTSJILZ,X,X,X,X
OTSJIZL,X,X,X,X
OTSJLIZ,X,X,X,X
OTSJLZI,X,X,X,X
OTSJZIL,X,X,X,X
OTSJZLI,X,X,X,X
OTSZILJ,X,X,X,X
OTSZIJL,X,X,X,X
OTSZLIJ,X,X,X,X
OTSZLJI,X,X,X,X
OTSZJIL,X,X,X,X
OTSZJLI,X,X,X,X
OTZILJS,X,X,X,X
OTZILSJ,X,X,X,X
OTZIJLS,X,X,X,X
OTZIJSL,X,X,X,X
OTZISLJ,X,X,X,X
OTZISJL,X,X,X,X
OTZLIJS,X,X,X,X
OTZLISJ,X,X,X,X
OTZLJIS,X,X,X,X
OTZLJSI,X,X,X,X
OTZLSIJ,X,X,X,X
OTZLSJI,X,X,X,X
OTZJILS,X,X,X,X
OTZJISL,O,X,X,X
OTZJLIS,X,X,X,X
OTZJLSI,X,X,X,X
OTZJSIL,O,X,X,X
OTZJSLI,X,X,X,X
OTZSILJ,X,X,X,X
OTZSIJL,X,X,X,X
OTZSLIJ,X,X,X,X
OTZSLJI,X,X,X,X
OTZSJIL,O,X,X,X
OTZSJLI,X,X,X,X
OITLJSZ,X,X,X,X
OITLJZS,O,X,X,X
OITLSJZ,X,X,X,X
OITLSZJ,X,X,X,X
OITLZJS,X,X,X,X
OITLZSJ,X,X,X,X
OITJLSZ,X,X,X,X
OITJLZS,O,X,X,X
OITJSLZ,X,X,X,X
OITJSZL,X,X,X,X
OITJZLS,X,X,X,X
OITJZSL,O,X,X,X
OITSLJZ,X,X,X,X
OITSLZJ,X,X,X,X
OITSJLZ,X,X,X,X
OITSJZL,X,X,X,X
OITSZLJ,X,X,X,X
OITSZJL,X,X,X,X
OITZLJS,X,X,X,X
OITZLSJ,X,X,X,X
OITZJLS,X,X,X,X
OITZJSL,X,X,X,X
OITZSLJ,X,X,X,X
OITZSJL,X,X,X,X
OILTJSZ,X,X,X,X
OILTJZS,O,X,X,X
OILTSJZ,X,X,X,X
OILTSZJ,X,X,X,X
OILTZJS,X,X,X,X
OILTZSJ,X,X,X,X
OILJTSZ,X,X,X,X
OILJTZS,O,X,X,X
OILJSTZ,X,X,X,X
OILJSZT,X,O,X,X
OILJZTS,O,O,X,X
OILJZST,O,O,X,X
OILSTJZ,X,X,X,X
OILSTZJ,X,X,X,X
OILSJTZ,X,X,X,X
OILSJZT,X,O,X,O
OILSZTJ,X,O,X,X
OILSZJT,X,O,X,O
OILZTJS,X,O,X,X
OILZTSJ,X,O,X,X
OILZJTS,X,O,X,X
OILZJST,X,O,X,X
OILZSTJ,X,O,X,X
OILZSJT,X,O,X,O
OIJTLSZ,X,X,X,X
OIJTLZS,O,X,X,X
OIJTSLZ,X,X,X,X
OIJTSZL,X,X,X,X
OIJTZLS,X,X,X,X
OIJTZSL,O,X,X,X
OIJLTSZ,X,X,X,X
OIJLTZS,O,X,X,X
OIJLSTZ,X,X,X,X
OIJLSZT,X,O,X,X
OIJLZTS,O,O,X,X
OIJLZST,O,O,X,X
OIJSTLZ,X,X,X,X
OIJSTZL,X,X,X,X
OIJSLTZ,X,X,X,X
OIJSLZT,X,X,O,X
OIJSZTL,X,X,O,X
OIJSZLT,X,X,O,X
OIJZTLS,X,O,X,X
OIJZTSL,O,X,O,X
OIJZLTS,O,O,X,X
OIJZLST,O,O,X,X
OIJZSTL,O,X,O,X
OIJZSLT,O,X,O,X
OISTLJZ,X,X,X,X
OISTLZJ,X,X,X,X
OISTJLZ,X,X,X,X
OISTJZL,X,X,X,X
OISTZLJ,X,X,X,X
OISTZJL,X,X,X,X
OISLTJZ,X,X,X,X
OISLTZJ,X,X,X,X
OISLJTZ,X,X,X,X
OISLJZT,X,X,X,O
OISLZTJ,X,X,X,X
OISLZJT,X,X,X,O
OISJTLZ,X,X,X,X
OISJTZL,X,X,X,X
OISJLTZ,X,X,X,X
OISJLZT,X,X,X,O
OISJZTL,X,X,X,X
OISJZLT,X,X,X,O
OISZTLJ,X,X,X,X
OISZTJL,X,X,X,X
OISZLTJ,X,X,X,X
OISZLJT,X,X,X,O
OISZJTL,X,X,X,X
OISZJLT,X,X,X,O
OIZTLJS,X,O,X,X
OIZTLSJ,X,O,X,X
OIZTJLS,X,O,X,X
OIZTJSL,X,X,O,X
OIZTSLJ,X,X,X,X
OIZTSJL,X,X,X,X
OIZLTJS,X,O,X,X
OIZLTSJ,X,O,X,X
OIZLJTS,X,O,X,X
OIZLJST,X,O,X,X
OIZLSTJ,X,O,X,X
OIZLSJT,X,O,X,O
OIZJTLS,X,O,X,X
OIZJTSL,X,X,O,X
OIZJLTS,X,O,X,X
OIZJLST,X,O,X,X
OIZJSTL,X,X,O,X
OIZJSLT,X,X,O,X
OIZSTLJ,X,X,X,X
OIZSTJL,X,X,X,X
OIZSLTJ,X,X,X,X
OIZSLJT,X,X,X,O
OIZSJTL,X,X,X,X
OIZSJLT,X,X,X,O
OLTIJSZ,X,X,X,X
OLTIJZS,O,X,X,X
OLTISJZ,X,X,X,X
OLTISZJ,X,X,X,X
OLTIZJS,X,X,X,X
OLTIZSJ,X,X,X,X
OLTJISZ,X,X,X,X
OLTJIZS,O,X,X,X
OLTJSIZ,X,X,X,X
OLTJSZI,X,X,X,X
OLTJZIS,O,X,X,X
OLTJZSI,O,X,X,X
OLTSIJZ,X,X,X,X
OLTSIZJ,X,X,X,X
OLTSJIZ,X,X,X,X
OLTSJZI,X,X,X,X
OLTSZIJ,X,X,X,X
OLTSZJI,O,X,X,X
OLTZIJS,X,X,X,X
OLTZISJ,X,X,X,X
OLTZJIS,O,X,X,X
OLTZJSI,O,X,X,X
OLTZSIJ,X,X,X,X
OLTZSJI,O,X,X,X
OLITJSZ,X,X,X,X
OLITJZS,O,X,X,X
OLITSJZ,X,X,X,X
OLITSZJ,X,X,X,X
OLITZJS,X,X,X,X
OLITZSJ,X,X,X,X
OLIJTSZ,X,X,X,X
OLIJTZS,O,X,X,X
OLIJSTZ,X,X,X,X
OLIJSZT,X,O,X,X
OLIJZTS,O,O,X,X
OLIJZST,O,O,X,X
OLISTJZ,X,X,X,X
OLISTZJ,X,X,X,X
OLISJTZ,X,X,X,X
OLISJZT,X,O,X,X
OLISZTJ,X,O,X,X
OLISZJT,X,O,X,X
OLIZTJS,X,O,X,X
OLIZTSJ,X,O,X,X
OLIZJTS,X,O,X,X
OLIZJST,X,O,X,X
OLIZSTJ,X,O,X,X
OLIZSJT,X,O,X,X
OLJTISZ,X,X,X,X
OLJTIZS,O,X,X,X
OLJTSIZ,X,X,X,X
OLJTSZI,X,X,X,X
OLJTZIS,O,X,X,X
OLJTZSI,O,X,X,X
OLJITSZ,X,X,X,X
OLJITZS,O,X,X,X
OLJISTZ,X,X,X,X
OLJISZT,X,O,X,X
OLJIZTS,O,O,X,X
OLJIZST,O,O,X,X
OLJSTIZ,X,X,X,X
OLJSTZI,X,X,X,X
OLJSITZ,X,X,X,X
OLJSIZT,X,O,X,X
OLJSZTI,X,O,X,X
OLJSZIT,X,O,X,X
OLJZTIS,O,O,X,X
OLJZTSI,O,O,X,X
OLJZITS,O,O,X,X
OLJZIST,O,O,X,X
OLJZSTI,O,O,X,X
OLJZSIT,O,O,X,X
OLSTIJZ,X,X,X,X
OLSTIZJ,X,X,X,X
OLSTJIZ,X,X,X,X
OLSTJZI,X,X,X,X
OLSTZIJ,X,X,X,X
OLSTZJI,O,X,X,X
OLSITJZ,X,X,X,X
OLSITZJ,X,X,X,X
OLSIJTZ,X,X,X,X
OLSIJZT,X,O,X,X
OLSIZTJ,X,O,X,X
OLSIZJT,X,O,X,X
OLSJTIZ,X,X,X,X
OLSJTZI,X,X,X,X
OLSJITZ,X,X,X,X
OLSJIZT,X,O,X,X
OLSJZTI,X,O,X,X
OLSJZIT,X,O,X,X
OLSZTIJ,X,O,X,X
OLSZTJI,O,O,X,X
OLSZITJ,X,O,X,X
OLSZIJT,X,O,X,X
OLSZJTI,O,O,X,X
OLSZJIT,O,O,X,X
OLZTIJS,X,O,X,X
OLZTISJ,X,O,X,X
OLZTJIS,O,O,X,X
OLZTJSI,O,O,X,X
OLZTSIJ,X,O,X,X
OLZTSJI,O,O,X,X
OLZITJS,X,O,X,X
OLZITSJ,X,O,X,X
OLZIJTS,X,O,X,X
OLZIJST,X,O,X,X
OLZISTJ,X,O,X,X
OLZISJT,X,O,X,X
OLZJTIS,O,O,X,X
OLZJTSI,O,O,X,X
OLZJITS,O,O,X,X
OLZJIST,O,O,X,X
OLZJSTI,O,O,X,X
OLZJSIT,O,O,X,X
OLZSTIJ,X,O,X,X
OLZSTJI,O,O,X,X
OLZSITJ,X,O,X,X
OLZSIJT,X,O,X,X
OLZSJTI,O,O,X,X
OLZSJIT,O,O,X,X
OJTILSZ,X,X,X,X
OJTILZS,O,X,X,X
OJTISLZ,X,X,X,X
OJTISZL,X,X,X,X
OJTIZLS,X,X,X,X
OJTIZSL,O,X,X,X
OJTLISZ,X,X,X,X
OJTLIZS,O,X,X,X
OJTLSIZ,X,X,X,X
OJTLSZI,X,X,X,X
OJTLZIS,O,X,X,X
OJTLZSI,O,X,X,X
OJTSILZ,X,X,X,X
OJTSIZL,X,X,X,X
OJTSLIZ,X,X,X,X
OJTSLZI,X,X,X,X
OJTSZIL,X,X,X,X
OJTSZLI,X,X,X,X
OJTZILS,X,X,X,X
OJTZISL,O,X,X,X
OJTZLIS,X,X,X,X
OJTZLSI,X,X,X,X
OJTZSIL,O,X,X,X
OJTZSLI,X,X,X,X
OJITLSZ,X,X,X,X
OJITLZS,O,X,X,X
OJITSLZ,X,X,X,X
OJITSZL,X,X,X,X
OJITZLS,X,X,X,X
OJITZSL,O,X,X,X
OJILTSZ,X,X,X,X
OJILTZS,O,X,X,X
OJILSTZ,X,X,X,X
OJILSZT,X,O,X,X
OJILZTS,O,O,X,X
OJILZST,O,O,X,X
OJISTLZ,X,X,X,X
OJISTZL,X,X,X,X
OJISLTZ,X,X,X,X
OJISLZT,X,X,O,X
OJISZTL,X,X,O,X
OJISZLT,X,X,O,X
OJIZTLS,X,O,X,X
OJIZTSL,O,X,O,X
OJIZLTS,O,O,X,X
OJIZLST,O,O,X,X
OJIZSTL,O,X,O,X
OJIZSLT,O,X,O,X
OJLTISZ,X,X,X,X
OJLTIZS,O,X,X,X
OJLTSIZ,X,X,X,X
OJLTSZI,X,X,X,X
OJLTZIS,O,X,X,X
OJLTZSI,O,X,X,X
OJLITSZ,X,X,X,X
OJLITZS,O,X,X,X
OJLISTZ,X,X,X,X
OJLISZT,X,O,X,X
OJLIZTS,O,O,X,X
OJLIZST,O,O,X,X
OJLSTIZ,X,X,X,X
OJLSTZI,X,X,X,X
OJLSITZ,X,X,X,X
OJLSIZT,X,O,X,X
OJLSZTI,X,O,X,X
OJLSZIT,X,O,X,X
OJLZTIS,O,O,X,X
OJLZTSI,O,O,X,X
OJLZITS,O,O,X,X
OJLZIST,O,O,X,X
OJLZSTI,O,O,X,X
OJLZSIT,O,O,X,X
OJSTILZ,X,X,X,X
OJSTIZL,X,X,X,X
OJSTLIZ,X,X,X,X
OJSTLZI,X,X,X,X
OJSTZIL,X,X,X,X
OJSTZLI,X,X,X,X
OJSITLZ,X,X,X,X
OJSITZL,X,X,X,X
OJSILTZ,X,X,X,X
OJSILZT,X,X,O,X
OJSIZTL,X,X,O,X
OJSIZLT,X,X,O,X
OJSLTIZ,X,X,X,X
OJSLTZI,X,X,X,X
OJSLITZ,X,X,X,X
OJSLIZT,X,X,O,X
OJSLZTI,X,X,O,X
OJSLZIT,X,X,O,X
OJSZTIL,X,X,O,X
OJSZTLI,X,X,O,X
OJSZITL,X,X,O,X
OJSZILT,X,X,O,X
OJSZLTI,X,X,O,X
OJSZLIT,X,X,O,X
OJZTILS,X,O,X,X
OJZTISL,O,X,O,X
OJZTLIS,X,O,X,X
OJZTLSI,X,O,X,X
OJZTSIL,O,X,O,X
OJZTSLI,X,X,O,X
OJZITLS,X,O,X,X
OJZITSL,O,X,O,X
OJZILTS,O,O,X,X
OJZILST,O,O,X,X
OJZISTL,O,X,O,X
OJZISLT,O,X,O,X
OJZLTIS,O,O,X,X
OJZLTSI,O,O,X,X
OJZLITS,O,O,X,X
OJZLIST,O,O,X,X
OJZLSTI,O,O,X,X
OJZLSIT,O,O,X,X
OJZSTIL,O,X,O,X
OJZSTLI,X,X,O,X
OJZSITL,O,X,O,X
OJZSILT,O,X,O,X
OJZSLTI,O,X,O,X
OJZSLIT,O,X,O,X
OSTILJZ,X,X,X,X
OSTILZJ,X,X,X,X
OSTIJLZ,X,X,X,X
OSTIJZL,X,X,X,X
OSTIZLJ,X,X,X,X
OSTIZJL,X,X,X,X
OSTLIJZ,X,X,X,X
OSTLIZJ,X,X,X,X
OSTLJIZ,X,X,X,X
OSTLJZI,X,X,X,X
OSTLZIJ,X,X,X,X
OSTLZJI,X,X,X,X
OSTJILZ,X,X,X,X
OSTJIZL,X,X,X,X
OSTJLIZ,X,X,X,X
OSTJLZI,X,X,X,X
OSTJZIL,X,X,X,X
OSTJZLI,X,X,X,X
OSTZILJ,X,X,X,X
OSTZIJL,X,X,X,X
OSTZLIJ,X,X,X,X
OSTZLJI,X,X,X,X
OSTZJIL,X,X,X,X
OSTZJLI,X,X,X,X
OSITLJZ,X,X,X,X
OSITLZJ,X,X,X,X
OSITJLZ,X,X,X,X
OSITJZL,X,X,X,X
OSITZLJ,X,X,X,X
OSITZJL,X,X,X,X
OSILTJZ,X,X,X,X
OSILTZJ,X,X,X,X
OSILJTZ,X,X,X,X
OSILJZT,X,X,X,O
OSILZTJ,X,X,X,X
OSILZJT,X,X,X,O
OSIJTLZ,X,X,X,X
OSIJTZL,X,X,X,X
OSIJLTZ,X,X,X,X
OSIJLZT,X,X,X,O
OSIJZTL,X,X,X,X
OSIJZLT,X,X,X,O
OSIZTLJ,X,X,X,X
OSIZTJL,X,X,X,X
OSIZLTJ,X,X,X,X
OSIZLJT,X,X,X,O
OSIZJTL,X,X,X,X
OSIZJLT,X,X,X,O
OSLTIJZ,X,X,X,X
OSLTIZJ,X,X,X,X
OSLTJIZ,X,X,X,X
OSLTJZI,X,X,X,X
OSLTZIJ,X,X,X,X
OSLTZJI,X,X,X,X
OSLITJZ,X,X,X,X
OSLITZJ,X,X,X,X
OSLIJTZ,X,X,X,X
OSLIJZT,X,X,X,X
OSLIZTJ,X,X,X,X
OSLIZJT,X,X,X,X
OSLJTIZ,X,X,X,X
OSLJTZI,X,X,X,X
OSLJITZ,X,X,X,X
OSLJIZT,X,X,O,X
OSLJZTI,X,X,O,X
OSLJZIT,X,X,O,X
OSLZTIJ,X,X,X,X
OSLZTJI,X,X,O,X
OSLZITJ,X,X,X,X
OSLZIJT,X,X,X,X
OSLZJTI,X,X,O,X
OSLZJIT,X,X,O,X
OSJTILZ,X,X,X,X
OSJTIZL,X,X,X,X
OSJTLIZ,X,X,X,X
OSJTLZI,X,X,X,X
OSJTZIL,X,X,X,X
OSJTZLI,X,X,X,X
OSJITLZ,X,X,X,X
OSJITZL,X,X,X,X
OSJILTZ,X,X,X,X
OSJILZT,X,X,O,O
OSJIZTL,X,X,O,X
OSJIZLT,X,X,O,O
OSJLTIZ,X,X,X,X
OSJLTZI,X,X,X,X
OSJLITZ,X,X,X,X
OSJLIZT,X,X,O,X
OSJLZTI,X,X,O,X
OSJLZIT,X,X,O,X
OSJZTIL,X,X,O,X
OSJZTLI,X,X,O,X
OSJZITL,X,X,O,X
OSJZILT,X,X,O,X
OSJZLTI,X,X,O,X
OSJZLIT,X,X,O,X
OSZTILJ,X,X,X,X
OSZTIJL,X,X,X,X
OSZTLIJ,X,X,X,X
OSZTLJI,X,X,O,X
OSZTJIL,X,X,O,X
OSZTJLI,X,X,O,X
OSZITLJ,X,X,X,X
OSZITJL,X,X,X,X
OSZILTJ,X,X,X,X
OSZILJT,X,X,X,X
OSZIJTL,X,X,X,X
OSZIJLT,X,X,X,X
OSZLTIJ,X,X,X,X
OSZLTJI,X,X,O,X
OSZLITJ,X,X,X,X
OSZLIJT,X,X,X,X
OSZLJTI,X,X,O,X
OSZLJIT,X,X,O,X
OSZJTIL,X,X,O,X
OSZJTLI,X,X,O,X
OSZJITL,X,X,O,X
OSZJILT,X,X,O,X
OSZJLTI,X,X,O,X
OSZJLIT,X,X,O,X
OZTILJS,X,O,X,X
OZTILSJ,X,O,X,X
OZTIJLS,X,O,X,X
OZTIJSL,X,X,O,X
OZTISLJ,X,X,X,X
OZTISJL,X,X,X,X
OZTLIJS,X,O,X,X
OZTLISJ,X,O,X,X
OZTLJIS,X,O,X,X
OZTLJSI,X,O,X,X
OZTLSIJ,X,O,X,X
OZTLSJI,X,O,X,X
OZTJILS,X,O,X,X
OZTJISL,O,X,O,X
OZTJLIS,X,O,X,X
OZTJLSI,X,O,X,X
OZTJSIL,O,X,O,X
OZTJSLI,X,X,O,X
OZTSILJ,X,X,X,X
OZTSIJL,X,X,X,X
OZTSLIJ,X,X,X,X
OZTSLJI,X,X,O,X
OZTSJIL,O,X,O,X
OZTSJLI,X,X,O,X
OZITLJS,X,O,X,X
OZITLSJ,X,O,X,X
OZITJLS,X,O,X,X
OZITJSL,X,X,O,X
OZITSLJ,X,X,X,X
OZITSJL,X,X,X,X
OZILTJS,X,O,X,X
OZILTSJ,X,O,X,X
OZILJTS,X,O,X,X
OZILJST,X,O,X,X
OZILSTJ,X,O,X,X
OZILSJT,X,O,X,X
OZIJTLS,X,O,X,X
OZIJTSL,X,X,O,X
OZIJLTS,X,O,X,X
OZIJLST,X,O,X,X
OZIJSTL,X,X,O,X
OZIJSLT,X,X,O,X
OZISTLJ,X,X,X,X
OZISTJL,X,X,X,X
OZISLTJ,X,X,X,X
OZISLJT,X,X,X,X
OZISJTL,X,X,X,X
OZISJLT,X,X,X,X
OZLTIJS,X,O,X,X
OZLTISJ,X,O,X,X
OZLTJIS,O,O,X,X
OZLTJSI,O,O,X,X
OZLTSIJ,X,O,X,X
OZLTSJI,O,O,X,X
OZLITJS,X,O,X,X
OZLITSJ,X,O,X,X
OZLIJTS,X,O,X,X
OZLIJST,X,O,X,X
OZLISTJ,X,O,X,X
OZLISJT,X,O,X,X
OZLJTIS,O,O,X,X
OZLJTSI,O,O,X,X
OZLJITS,O,O,X,X
OZLJIST,O,O,X,X
OZLJSTI,O,O,X,X
OZLJSIT,O,O,X,X
OZLSTIJ,X,O,X,X
OZLSTJI,O,O,X,X
OZLSITJ,X,O,X,X
OZLSIJT,X,O,X,X
OZLSJTI,O,O,X,X
OZLSJIT,O,O,X,X
OZJTILS,X,O,X,X
OZJTISL,O,X,O,X
OZJTLIS,X,O,X,X
OZJTLSI,X,O,X,X
OZJTSIL,O,X,O,X
OZJTSLI,X,X,O,X
OZJITLS,X,O,X,X
OZJITSL,O,X,O,X
OZJILTS,O,O,X,X
OZJILST,O,O,X,X
OZJISTL,O,X,O,X
OZJISLT,O,X,O,X
OZJLTIS,O,O,X,X
OZJLTSI,O,O,X,X
OZJLITS,O,O,X,X
OZJLIST,O,O,X,X
OZJLSTI,O,O,X,X
OZJLSIT,O,O,X,X
OZJSTIL,O,X,O,X
OZJSTLI,X,X,O,X
OZJSITL,O,X,O,X
OZJSILT,O,X,O,X
OZJSLTI,O,X,O,X
OZJSLIT,O,X,O,X
OZSTILJ,X,X,X,X
OZSTIJL,X,X,X,X
OZSTLIJ,X,X,X,X
OZSTLJI,X,X,O,X
OZSTJIL,O,X,O,X
OZSTJLI,X,X,O,X
OZSITLJ,X,X,X,X
OZSITJL,X,X,X,X
OZSILTJ,X,X,X,X
OZSILJT,X,X,X,X
OZSIJTL,X,X,X,X
OZSIJLT,X,X,X,X
OZSLTIJ,X,X,X,X
OZSLTJI,O,X,O,X
OZSLITJ,X,X,X,X
OZSLIJT,X,X,X,X
OZSLJTI,O,X,O,X
OZSLJIT,O,X,O,X
OZSJTIL,O,X,O,X
OZSJTLI,X,X,O,X
OZSJITL,O,X,O,X
OZSJILT,O,X,O,X
OZSJLTI,O,X,O,X
OZSJLIT,O,X,O,X
