sequence,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeuEJvhF3gBFiBTjB0?mBiqBRwB,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeFAJvhFxhBTjBfqBq?qBmmB0rB,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeRAJvhFcmBOnBTjBf?qB6qB1wB,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeCAJvhFxhBTjBllBU?qBmrB3rB
SZLOTJI,X,O,X,X
SZLOITJ,X,O,X,X
SZLOIJT,X,X,X,X
SZLOJTI,X,O,X,X
SZLOJIT,X,O,X,X
SZJTILO,X,X,X,X
SZJTIOL,X,X,X,X
SZJTLIO,X,X,X,X
SZJTLOI,X,X,X,X
SZJTOIL,X,X,X,X
SZJTOLI,X,X,X,X
SZJITLO,X,X,X,X
SZJITOL,X,X,X,X
SZJILTO,X,O,X,X
SZJILOT,X,O,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,O,X,X
SZJLTIO,X,O,X,X
SZJLTOI,X,O,X,X
SZJLITO,X,O,X,X
SZJLIOT,X,O,X,X
SZJLOTI,X,O,X,X
SZJLOIT,X,O,X,X
SZJOTIL,X,X,X,X
SZJOTLI,X,X,X,X
SZJOITL,X,X,X,X
SZJOILT,X,O,X,X
SZJOLTI,X,O,X,X
SZJOLIT,X,O,X,X
SZOTILJ,X,X,X,X
SZOTIJL,X,X,X,X
SZOTLIJ,X,X,X,X
SZOTLJI,X,X,X,X
SZOTJIL,X,X,X,X
SZOTJLI,X,X,X,X
SZOITLJ,X,X,X,X
SZOITJL,X,X,X,X
SZOILTJ,X,O,X,X
SZOILJT,X,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,X,O,X,X
SZOLTIJ,X,O,X,X
SZOLTJI,X,O,X,X
SZOLITJ,X,O,X,X
SZOLIJT,X,X,X,X
SZOLJTI,X,O,X,X
SZOLJIT,X,O,X,X
SZOJTIL,X,X,X,X
SZOJTLI,X,X,X,X
SZOJITL,X,X,X,X
SZOJILT,X,O,X,X
SZOJLTI,X,O,X,X
SZOJLIT,X,O,X,X
SOTILJZ,X,X,X,X
SOTILZJ,X,O,X,X
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,O,X,X
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,O,X
SOTLZIJ,X,O,O,X
SOTLZJI,X,O,O,X
SOTJILZ,X,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,X,X
SOTJLZI,X,X,O,X
SOTJZIL,X,X,O,X
SOTJZLI,X,X,O,X
SOTZILJ,X,X,X,X
SOTZIJL,X,X,O,X
SOTZLIJ,X,X,O,X
SOTZLJI,X,X,O,X
SOTZJIL,X,X,O,X
SOTZJLI,X,X,O,X
SOITLJZ,X,X,X,X
SOITLZJ,X,O,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,O,X,X
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,X
SOILZTJ,X,X,X,X
SOILZJT,X,X,X,X
SOIJTLZ,X,X,X,X
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,X
SOIJLZT,X,X,X,X
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,X,X,X
SOIZTJL,X,X,X,X
SOIZLTJ,X,O,X,X
SOIZLJT,X,X,X,X
SOIZJTL,X,X,X,X
SOIZJLT,X,O,X,X
SOLTIJZ,X,X,X,X
SOLTIZJ,X,O,X,X
SOLTJIZ,X,X,X,X
SOLTJZI,X,X,O,X
SOLTZIJ,X,O,O,X
SOLTZJI,X,O,O,X
SOLITJZ,X,X,X,X
SOLITZJ,X,O,X,X
SOLIJTZ,X,X,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,X,X
SOLIZJT,X,X,X,X
SOLJTIZ,X,X,X,X
SOLJTZI,X,X,O,X
SOLJITZ,X,X,X,X
SOLJIZT,X,X,X,X
SOLJZTI,X,X,X,X
SOLJZIT,X,X,X,X
SOLZTIJ,X,O,X,X
SOLZTJI,X,O,X,X
SOLZITJ,X,O,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,O,X,X
SOLZJIT,X,O,X,X
SOJTILZ,X,X,X,X
SOJTIZL,X,X,X,X
SOJTLIZ,X,X,X,X
SOJTLZI,X,X,O,X
SOJTZIL,X,X,O,X
SOJTZLI,X,X,O,X
SOJITLZ,X,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,X
SOJILZT,X,X,X,X
SOJIZTL,X,X,X,X
SOJIZLT,X,X,X,X
SOJLTIZ,X,X,X,X
SOJLTZI,X,X,O,X
SOJLITZ,X,X,X,X
SOJLIZT,X,X,X,X
SOJLZTI,X,X,X,X
SOJLZIT,X,X,X,X
SOJZTIL,X,X,X,X
SOJZTLI,X,X,X,X
SOJZITL,X,X,X,X
SOJZILT,X,X,X,X
SOJZLTI,X,X,X,X
SOJZLIT,X,X,X,X
SOZTILJ,X,X,X,X
SOZTIJL,X,X,X,X
SOZTLIJ,X,X,X,X
SOZTLJI,X,X,X,X
SOZTJIL,X,X,X,X
SOZTJLI,X,X,X,X
SOZITLJ,X,X,X,X
SOZITJL,X,X,X,X
SOZILTJ,X,O,X,X
SOZILJT,X,X,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,O,X,X
SOZLTIJ,X,O,X,X
SOZLTJI,X,O,X,X
SOZLITJ,X,O,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,O,X,X
SOZLJIT,X,O,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,X,X,X
SOZJILT,X,O,X,X
SOZJLTI,X,O,X,X
SOZJLIT,X,O,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,O
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,X,X,X,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,X
ZTISLJO,X,X,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,X,X,X,X
ZTISJOL,X,X,X,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,X,X,X,O
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,X,X,X,X
ZTLISOJ,X,X,X,X
ZTLIOJS,X,X,X,O
ZTLIOSJ,X,X,X,X
ZTLJISO,X,X,X,X
ZTLJIOS,X,X,X,O
ZTLJSIO,X,X,X,O
ZTLJSOI,X,X,X,O
ZTLJOIS,X,X,X,O
ZTLJOSI,X,X,X,O
ZTLSIJO,X,X,X,X
ZTLSIOJ,X,X,X,X
ZTLSJIO,X,X,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,X,X,X,X
ZTLSOJI,X,X,X,X
ZTLOIJS,X,X,X,O
ZTLOISJ,X,X,X,X
ZTLOJIS,X,X,X,O
ZTLOJSI,X,X,X,O
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,O
ZTJISLO,X,X,X,X
ZTJISOL,X,X,X,X
ZTJIOLS,X,X,X,O
ZTJIOSL,X,X,X,X
ZTJLISO,X,X,X,X
ZTJLIOS,X,X,X,O
ZTJLSIO,X,X,X,O
ZTJLSOI,X,X,X,O
ZTJLOIS,X,X,X,O
ZTJLOSI,X,X,X,O
ZTJSILO,X,X,X,O
ZTJSIOL,X,X,X,O
ZTJSLIO,X,X,X,O
ZTJSLOI,X,X,X,O
ZTJSOIL,X,X,X,O
ZTJSOLI,X,X,X,O
ZTJOILS,X,X,X,O
ZTJOISL,X,X,X,X
ZTJOLIS,X,X,X,O
ZTJOLSI,X,X,X,O
ZTJOSIL,X,X,X,O
ZTJOSLI,X,X,X,O
ZTSILJO,X,X,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,X,X,X,X
ZTSIJOL,X,X,X,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,X,X,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,X,X,X,X
ZTSLJOI,X,X,X,X
ZTSLOIJ,X,X,X,X
ZTSLOJI,X,X,X,X
ZTSJILO,X,X,X,X
ZTSJIOL,X,X,X,X
ZTSJLIO,X,X,X,X
ZTSJLOI,X,X,X,X
ZTSJOIL,X,X,X,X
ZTSJOLI,X,X,X,X
ZTSOILJ,X,X,X,X
ZTSOIJL,X,X,X,X
ZTSOLIJ,X,X,X,X
ZTSOLJI,X,X,X,X
ZTSOJIL,X,X,X,X
ZTSOJLI,X,X,X,X
ZTOILJS,X,X,X,O
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,X
ZTOISLJ,X,X,X,X
ZTOISJL,X,X,X,X
ZTOLIJS,X,X,X,O
ZTOLISJ,X,X,X,X
ZTOLJIS,X,X,X,O
ZTOLJSI,X,X,X,O
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,X,X,X,O
ZTOJISL,X,X,X,X
ZTOJLIS,X,X,X,O
ZTOJLSI,X,X,X,O
ZTOJSIL,X,X,X,O
ZTOJSLI,X,X,X,O
ZTOSILJ,X,X,X,X
ZTOSIJL,X,X,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,X,X
ZTOSJIL,X,X,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,O
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,X,X,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,X,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,X,X,O
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,X,X,X
ZILTJOS,X,X,X,X
ZILTSJO,X,X,X,X
ZILTSOJ,X,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,X
ZILJSTO,X,X,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,X,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,X,O,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,O,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,O
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,O
ZILOJST,X,X,X,X
ZILOSTJ,X,O,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,O
ZIJTSLO,X,X,X,X
ZIJTSOL,X,X,X,X
ZIJTOLS,X,X,X,O
ZIJTOSL,X,X,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,X,X,X,X
ZIJLSTO,X,O,X,X
ZIJLSOT,X,O,X,X
ZIJLOTS,X,X,X,O
ZIJLOST,X,O,X,X
ZIJSTLO,X,X,X,X
ZIJSTOL,X,X,X,X
ZIJSLTO,X,O,X,X
ZIJSLOT,X,O,X,X
ZIJSOTL,X,X,X,X
ZIJSOLT,X,O,X,X
ZIJOTLS,X,X,X,O
ZIJOTSL,X,X,X,X
ZIJOLTS,X,X,X,O
ZIJOLST,X,O,X,X
ZIJOSTL,X,X,X,X
ZIJOSLT,X,O,X,X
ZISTLJO,X,X,X,X
ZISTLOJ,X,X,X,X
ZISTJLO,X,X,X,X
ZISTJOL,X,X,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,X,O,X,X
ZISLJTO,X,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,X,O,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,X,O,X,X
ZISJLOT,X,O,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,O,X,X
ZISOTLJ,X,X,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,X,O,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,O,X,X
ZIOTLJS,X,X,X,O
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,X,X,X,O
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,X,O
ZIOLJST,X,X,X,X
ZIOLSTJ,X,O,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,X,O
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,X,O
ZIOJLST,X,O,X,X
ZIOJSTL,X,X,X,X
ZIOJSLT,X,O,X,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,X,O,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,O,X,X
ZLTIJSO,X,X,X,X
ZLTIJOS,X,X,X,X
ZLTISJO,X,X,X,X
ZLTISOJ,X,X,X,X
ZLTIOJS,X,X,X,O
ZLTIOSJ,X,X,X,X
ZLTJISO,X,X,X,X
ZLTJIOS,X,X,X,O
ZLTJSIO,X,X,X,O
ZLTJSOI,X,X,X,O
ZLTJOIS,X,X,X,O
ZLTJOSI,X,X,X,O
ZLTSIJO,X,X,X,X
ZLTSIOJ,X,X,X,X
ZLTSJIO,X,X,X,X
ZLTSJOI,X,X,X,X
ZLTSOIJ,X,X,X,X
ZLTSOJI,X,X,X,X
ZLTOIJS,X,X,X,O
ZLTOISJ,X,X,X,X
ZLTOJIS,X,X,X,O
ZLTOJSI,X,X,X,O
ZLTOSIJ,X,X,X,X
ZLTOSJI,X,X,X,X
ZLITJSO,X,X,X,X
ZLITJOS,X,X,X,X
ZLITSJO,X,X,X,X
ZLITSOJ,X,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,X,X
ZLIJTOS,X,X,X,X
ZLIJSTO,X,X,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,X,X,X
ZLISTJO,X,X,X,X
ZLISTOJ,X,O,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,X,O,X,X
ZLISOJT,X,X,X,X
ZLIOTJS,X,X,X,O
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,X,O
ZLIOJST,X,X,X,X
ZLIOSTJ,X,O,X,X
ZLIOSJT,X,X,X,X
ZLJTISO,X,X,X,X
ZLJTIOS,X,X,X,X
ZLJTSIO,X,X,X,X
ZLJTSOI,X,X,X,X
ZLJTOIS,X,X,X,X
ZLJTOSI,X,X,X,X
ZLJITSO,X,X,X,X
ZLJITOS,X,X,X,X
ZLJISTO,X,O,X,X
ZLJISOT,X,O,X,X
ZLJIOTS,X,X,X,O
ZLJIOST,X,O,X,X
ZLJSTIO,X,O,X,X
ZLJSTOI,X,O,X,X
ZLJSITO,X,O,X,X
ZLJSIOT,X,O,X,X
ZLJSOTI,X,O,X,X
ZLJSOIT,X,O,X,X
ZLJOTIS,X,X,X,X
ZLJOTSI,X,X,X,X
ZLJOITS,X,X,X,O
ZLJOIST,X,O,X,X
ZLJOSTI,X,O,X,X
ZLJOSIT,X,O,X,X
ZLSTIJO,X,X,X,X
ZLSTIOJ,X,O,X,X
ZLSTJIO,X,O,X,X
ZLSTJOI,X,O,X,X
ZLSTOIJ,X,O,X,X
ZLSTOJI,X,O,X,X
ZLSITJO,X,X,X,X
ZLSITOJ,X,O,X,X
ZLSIJTO,X,X,X,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,O,X,X
ZLSIOJT,X,X,X,X
ZLSJTIO,X,O,X,X
ZLSJTOI,X,O,X,X
ZLSJITO,X,O,X,X
ZLSJIOT,X,O,X,X
ZLSJOTI,X,O,X,X
ZLSJOIT,X,O,X,X
ZLSOTIJ,X,O,X,X
ZLSOTJI,X,O,X,X
ZLSOITJ,X,O,X,X
ZLSOIJT,X,X,X,X
ZLSOJTI,X,O,X,X
ZLSOJIT,X,O,X,X
ZLOTIJS,X,X,X,O
ZLOTISJ,X,X,X,X
ZLOTJIS,X,X,X,O
ZLOTJSI,X,X,X,O
ZLOTSIJ,X,X,X,X
ZLOTSJI,X,X,X,X
ZLOITJS,X,X,X,O
ZLOITSJ,X,X,X,X
ZLOIJTS,X,X,X,O
ZLOIJST,X,X,X,X
ZLOISTJ,X,O,X,X
ZLOISJT,X,X,X,X
ZLOJTIS,X,X,X,X
ZLOJTSI,X,X,X,X
ZLOJITS,X,X,X,O
ZLOJIST,X,O,X,X
ZLOJSTI,X,O,X,X
ZLOJSIT,X,O,X,X
ZLOSTIJ,X,O,X,X
ZLOSTJI,X,O,X,X
ZLOSITJ,X,O,X,X
ZLOSIJT,X,X,X,X
ZLOSJTI,X,O,X,X
ZLOSJIT,X,O,X,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,O
ZJTISLO,X,X,X,X
ZJTISOL,X,X,X,X
ZJTIOLS,X,X,X,O
ZJTIOSL,X,X,X,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,X,O
ZJTLSIO,X,X,X,O
ZJTLSOI,X,X,X,O
ZJTLOIS,X,X,X,O
ZJTLOSI,X,X,X,O
ZJTSILO,X,X,X,O
ZJTSIOL,X,X,X,O
ZJTSLIO,X,X,X,O
ZJTSLOI,X,X,X,O
ZJTSOIL,X,X,X,O
ZJTSOLI,X,X,X,O
ZJTOILS,X,X,X,O
ZJTOISL,X,X,X,X
ZJTOLIS,X,X,X,O
ZJTOLSI,X,X,X,O
ZJTOSIL,X,X,X,O
ZJTOSLI,X,X,X,O
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,O
ZJITSLO,X,X,X,X
ZJITSOL,X,X,X,X
ZJITOLS,X,X,X,O
ZJITOSL,X,X,X,X
ZJILTSO,X,X,X,X
ZJILTOS,X,X,X,X
ZJILSTO,X,O,X,X
ZJILSOT,X,O,X,X
ZJILOTS,X,X,X,O
ZJILOST,X,O,X,X
ZJISTLO,X,X,X,X
ZJISTOL,X,X,X,X
ZJISLTO,X,O,X,X
ZJISLOT,X,O,X,X
ZJISOTL,X,X,X,X
ZJISOLT,X,O,X,X
ZJIOTLS,X,X,X,O
ZJIOTSL,X,X,X,X
ZJIOLTS,X,X,X,O
ZJIOLST,X,O,X,X
ZJIOSTL,X,X,X,X
ZJIOSLT,X,O,X,X
ZJLTISO,X,X,X,X
ZJLTIOS,X,X,X,X
ZJLTSIO,X,X,X,X
ZJLTSOI,X,X,X,X
ZJLTOIS,X,X,X,X
ZJLTOSI,X,X,X,X
ZJLITSO,X,X,X,X
ZJLITOS,X,X,X,X
ZJLISTO,X,O,X,X
ZJLISOT,X,O,X,X
ZJLIOTS,X,X,X,O
ZJLIOST,X,O,X,X
ZJLSTIO,X,O,X,X
ZJLSTOI,X,O,X,X
ZJLSITO,X,O,X,X
ZJLSIOT,X,O,X,X
ZJLSOTI,X,O,X,X
ZJLSOIT,X,O,X,X
ZJLOTIS,X,X,X,X
ZJLOTSI,X,X,X,X
ZJLOITS,X,X,X,O
ZJLOIST,X,O,X,X
ZJLOSTI,X,O,X,X
ZJLOSIT,X,O,X,X
ZJSTILO,X,X,X,X
ZJSTIOL,X,X,X,X
ZJSTLIO,X,X,X,X
ZJSTLOI,X,X,X,X
ZJSTOIL,X,X,X,X
ZJSTOLI,X,X,X,X
ZJSITLO,X,X,X,X
ZJSITOL,X,X,X,X
ZJSILTO,X,O,X,X
ZJSILOT,X,O,X,X
ZJSIOTL,X,X,X,X
ZJSIOLT,X,O,X,X
ZJSLTIO,X,O,X,X
ZJSLTOI,X,O,X,X
ZJSLITO,X,O,X,X
ZJSLIOT,X,O,X,X
ZJSLOTI,X,O,X,X
ZJSLOIT,X,O,X,X
ZJSOTIL,X,X,X,X
ZJSOTLI,X,X,X,X
ZJSOITL,X,X,X,X
ZJSOILT,X,O,X,X
ZJSOLTI,X,O,X,X
ZJSOLIT,X,O,X,X
ZJOTILS,X,X,X,O
ZJOTISL,X,X,X,X
ZJOTLIS,X,X,X,O
ZJOTLSI,X,X,X,O
ZJOTSIL,X,X,X,O
ZJOTSLI,X,X,X,O
ZJOITLS,X,X,X,O
ZJOITSL,X,X,X,X
ZJOILTS,X,X,X,O
ZJOILST,X,O,X,X
ZJOISTL,X,X,X,X
ZJOISLT,X,O,X,X
ZJOLTIS,X,X,X,X
ZJOLTSI,X,X,X,X
ZJOLITS,X,X,X,O
ZJOLIST,X,O,X,X
ZJOLSTI,X,O,X,X
ZJOLSIT,X,O,X,X
ZJOSTIL,X,X,X,X
ZJOSTLI,X,X,X,X
ZJOSITL,X,X,X,X
ZJOSILT,X,O,X,X
ZJOSLTI,X,O,X,X
ZJOSLIT,X,O,X,X
ZSTILJO,X,X,X,X
ZSTILOJ,X,X,X,X
ZSTIJLO,X,X,X,X
ZSTIJOL,X,X,X,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,X,X,X,X
ZSTLIJO,X,X,X,X
ZSTLIOJ,X,X,X,X
ZSTLJIO,X,X,X,X
ZSTLJOI,X,X,X,X
ZSTLOIJ,X,X,X,X
ZSTLOJI,X,X,X,X
ZSTJILO,X,X,X,X
ZSTJIOL,X,X,X,X
ZSTJLIO,X,X,X,X
ZSTJLOI,X,X,X,X
ZSTJOIL,X,X,X,X
ZSTJOLI,X,X,X,X
ZSTOILJ,X,X,X,X
ZSTOIJL,X,X,X,X
ZSTOLIJ,X,X,X,X
ZSTOLJI,X,X,X,X
ZSTOJIL,X,X,X,X
ZSTOJLI,X,X,X,X
ZSITLJO,X,X,X,X
ZSITLOJ,X,X,X,X
ZSITJLO,X,X,X,X
ZSITJOL,X,X,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,X,X,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,X,O,X,X
ZSILJTO,X,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,X,O,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,X,O,X,X
ZSIJLOT,X,O,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,O,X,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,X,X,X,X
ZSIOLTJ,X,O,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,O,X,X
ZSLTIJO,X,X,X,X
ZSLTIOJ,X,O,X,X
ZSLTJIO,X,O,X,X
ZSLTJOI,X,O,X,X
ZSLTOIJ,X,O,X,X
ZSLTOJI,X,O,X,X
ZSLITJO,X,X,X,X
ZSLITOJ,X,O,X,X
ZSLIJTO,X,X,X,X
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,O,X,X
ZSLIOJT,X,X,X,X
ZSLJTIO,X,O,X,X
ZSLJTOI,X,O,X,X
ZSLJITO,X,O,X,X
ZSLJIOT,X,O,X,X
ZSLJOTI,X,O,X,X
ZSLJOIT,X,O,X,X
ZSLOTIJ,X,O,X,X
ZSLOTJI,X,O,X,X
ZSLOITJ,X,O,X,X
ZSLOIJT,X,X,X,X
ZSLOJTI,X,O,X,X
ZSLOJIT,X,O,X,X
ZSJTILO,X,X,X,X
ZSJTIOL,X,X,X,X
ZSJTLIO,X,X,X,X
ZSJTLOI,X,X,X,X
ZSJTOIL,X,X,X,X
ZSJTOLI,X,X,X,X
ZSJITLO,X,X,X,X
ZSJITOL,X,X,X,X
ZSJILTO,X,O,X,X
ZSJILOT,X,O,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,O,X,X
ZSJLTIO,X,O,X,X
ZSJLTOI,X,O,X,X
ZSJLITO,X,O,X,X
ZSJLIOT,X,O,X,X
ZSJLOTI,X,O,X,X
ZSJLOIT,X,O,X,X
ZSJOTIL,X,X,X,X
ZSJOTLI,X,X,X,X
ZSJOITL,X,X,X,X
ZSJOILT,X,O,X,X
ZSJOLTI,X,O,X,X
ZSJOLIT,X,O,X,X
ZSOTILJ,X,X,X,X
ZSOTIJL,X,X,X,X
ZSOTLIJ,X,X,X,X
ZSOTLJI,X,X,X,X
ZSOTJIL,X,X,X,X
ZSOTJLI,X,X,X,X
ZSOITLJ,X,X,X,X
ZSOITJL,X,X,X,X
ZSOILTJ,X,O,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,X,X,X,X
ZSOIJLT,X,O,X,X
ZSOLTIJ,X,O,X,X
ZSOLTJI,X,O,X,X
ZSOLITJ,X,O,X,X
ZSOLIJT,X,X,X,X
ZSOLJTI,X,O,X,X
ZSOLJIT,X,O,X,X
ZSOJTIL,X,X,X,X
ZSOJTLI,X,X,X,X
ZSOJITL,X,X,X,X
ZSOJILT,X,O,X,X
ZSOJLTI,X,O,X,X
ZSOJLIT,X,O,X,X
ZOTILJS,X,X,X,O
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,X,X,X
ZOTISLJ,X,X,X,X
ZOTISJL,X,X,X,X
ZOTLIJS,X,X,X,O
ZOTLISJ,X,X,X,X
ZOTLJIS,X,X,X,O
ZOTLJSI,X,X,X,O
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,X,O
ZOTJISL,X,X,X,X
ZOTJLIS,X,X,X,O
ZOTJLSI,X,X,X,O
ZOTJSIL,X,X,X,O
ZOTJSLI,X,X,X,O
ZOTSILJ,X,X,X,X
ZOTSIJL,X,X,X,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,X,X
ZOTSJIL,X,X,X,X
ZOTSJLI,X,X,X,X
ZOITLJS,X,X,X,O
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,X,X,X,X
ZOITSLJ,X,X,X,X
ZOITSJL,X,X,X,X
ZOILTJS,X,X,X,O
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,X,O
ZOILJST,X,X,X,X
ZOILSTJ,X,O,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,X,X,O
ZOIJTSL,X,X,X,X
ZOIJLTS,X,X,X,O
ZOIJLST,X,O,X,X
ZOIJSTL,X,X,X,X
ZOIJSLT,X,O,X,X
ZOISTLJ,X,X,X,X
ZOISTJL,X,X,X,X
ZOISLTJ,X,O,X,X
ZOISLJT,X,X,X,X
ZOISJTL,X,X,X,X
ZOISJLT,X,O,X,X
ZOLTIJS,X,X,X,O
ZOLTISJ,X,X,X,X
ZOLTJIS,X,X,X,O
ZOLTJSI,X,X,X,O
ZOLTSIJ,X,X,X,X
ZOLTSJI,X,X,X,X
ZOLITJS,X,X,X,O
ZOLITSJ,X,X,X,X
ZOLIJTS,X,X,X,O
