sequence,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhFThB/nBGjBClB0q?BlrB,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhFlhBGjBClB/rBTn?B0qB,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhF/nBGjBzkBCmB0m?BVwB,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhF8lBqmB/nBGjBzk?BVwB
SZJTIOL,O,X,X,X
SZJTLIO,O,X,X,X
SZJTLOI,O,X,X,X
SZJTOIL,O,X,X,X
SZJTOLI,O,X,X,X
SZJITLO,O,X,X,X
SZJITOL,O,X,X,X
SZJILTO,O,X,X,X
SZJILOT,X,X,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,O,X,X,X
SZJLTOI,O,X,X,X
SZJLITO,O,X,X,X
SZJLIOT,X,X,X,X
SZJLOTI,X,X,X,X
SZJLOIT,X,X,X,X
SZJOTIL,X,X,X,X
SZJOTLI,X,X,X,X
SZJOITL,X,X,X,X
SZJOILT,X,X,X,X
SZJOLTI,X,X,X,X
SZJOLIT,X,X,X,X
SZOTILJ,X,X,X,X
SZOTIJL,X,X,X,X
SZOTLIJ,X,X,X,X
SZOTLJI,X,X,X,X
SZOTJIL,X,X,X,X
SZOTJLI,X,X,X,X
SZOITLJ,X,X,X,X
SZOITJL,X,X,X,X
SZOILTJ,X,X,X,X
SZOILJT,X,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,X,X,X,X
SZOLTJI,X,X,X,X
SZOLITJ,X,X,X,X
SZOLIJT,X,X,X,X
SZOLJTI,X,X,X,X
SZOLJIT,X,X,X,X
SZOJTIL,X,X,X,X
SZOJTLI,X,X,X,X
SZOJITL,X,X,X,X
SZOJILT,X,X,X,X
SZOJLTI,X,X,X,X
SZOJLIT,X,X,X,X
SOTILJZ,X,X,O,X
SOTILZJ,X,X,X,X
SOTIJLZ,X,O,O,X
SOTIJZL,X,X,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,X,O,O,X
SOTLIZJ,X,X,X,X
SOTLJIZ,X,O,O,X
SOTLJZI,X,X,O,O
SOTLZIJ,X,X,X,O
SOTLZJI,X,X,X,O
SOTJILZ,X,O,O,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,O,O,X
SOTJLZI,X,X,O,O
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,X,X,X
SOTZIJL,X,X,X,X
SOTZLIJ,X,X,X,X
SOTZLJI,X,X,X,X
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,X,X,O,X
SOITLZJ,X,X,X,X
SOITJLZ,X,O,O,X
SOITJZL,X,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,X,X,X
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,X
SOILZTJ,X,X,X,X
SOILZJT,X,X,X,X
SOIJTLZ,X,O,O,X
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,X
SOIJLZT,X,X,X,X
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,X,X,X
SOIZTJL,X,X,X,X
SOIZLTJ,X,X,X,X
SOIZLJT,X,X,X,X
SOIZJTL,X,X,X,X
SOIZJLT,X,X,X,X
SOLTIJZ,X,O,X,X
SOLTIZJ,X,X,X,X
SOLTJIZ,X,O,X,X
SOLTJZI,X,X,X,O
SOLTZIJ,X,X,X,O
SOLTZJI,X,X,X,O
SOLITJZ,X,O,X,X
SOLITZJ,X,X,X,X
SOLIJTZ,X,O,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,X,X
SOLIZJT,X,X,X,X
SOLJTIZ,X,O,X,X
SOLJTZI,X,X,X,O
SOLJITZ,X,O,X,X
SOLJIZT,X,X,X,X
SOLJZTI,X,X,X,X
SOLJZIT,X,X,X,X
SOLZTIJ,X,X,X,X
SOLZTJI,X,X,X,X
SOLZITJ,X,X,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,X,X,X
SOLZJIT,X,X,X,X
SOJTILZ,X,O,O,X
SOJTIZL,X,X,X,X
SOJTLIZ,X,O,O,X
SOJTLZI,X,X,O,O
SOJTZIL,X,X,X,X
SOJTZLI,X,X,X,X
SOJITLZ,X,O,O,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,X
SOJILZT,X,X,X,X
SOJIZTL,X,X,X,X
SOJIZLT,X,X,X,X
SOJLTIZ,X,O,X,X
SOJLTZI,X,X,X,O
SOJLITZ,X,O,X,X
SOJLIZT,X,X,X,X
SOJLZTI,X,X,X,X
SOJLZIT,X,X,X,X
SOJZTIL,X,X,X,X
SOJZTLI,X,X,X,X
SOJZITL,X,X,X,X
SOJZILT,X,X,X,X
SOJZLTI,X,X,X,X
SOJZLIT,X,X,X,X
SOZTILJ,X,X,X,X
SOZTIJL,X,X,X,X
SOZTLIJ,X,X,X,X
SOZTLJI,X,X,X,X
SOZTJIL,X,X,X,X
SOZTJLI,X,X,X,X
SOZITLJ,X,X,X,X
SOZITJL,X,X,X,X
SOZILTJ,X,X,X,X
SOZILJT,X,X,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,X,X,X
SOZLTIJ,X,X,X,X
SOZLTJI,X,X,X,X
SOZLITJ,X,X,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,X,X,X
SOZLJIT,X,X,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,X,X,X
SOZJILT,X,X,X,X
SOZJLTI,X,X,X,X
SOZJLIT,X,X,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,O,X,X,X
ZTILSOJ,O,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,O,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,X,X,X,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,X
ZTISLJO,O,X,X,X
ZTISLOJ,O,X,X,X
ZTISJLO,O,X,X,X
ZTISJOL,O,X,X,X
ZTISOLJ,X,X,X,X
ZTISOJL,O,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,O,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,O,X,X,X
ZTLISOJ,O,X,X,X
ZTLIOJS,X,X,X,X
ZTLIOSJ,O,X,X,X
ZTLJISO,X,X,X,X
ZTLJIOS,X,X,X,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,X,X
ZTLJOSI,X,X,X,X
ZTLSIJO,O,X,X,X
ZTLSIOJ,O,X,X,X
ZTLSJIO,O,X,X,X
ZTLSJOI,O,X,X,X
ZTLSOIJ,O,X,X,X
ZTLSOJI,O,X,X,X
ZTLOIJS,X,X,X,X
ZTLOISJ,O,X,X,X
ZTLOJIS,X,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,O,X,X,X
ZTLOSJI,O,X,X,X
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,X
ZTJISLO,X,X,X,X
ZTJISOL,X,X,X,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,X,X,X
ZTJLISO,X,X,X,X
ZTJLIOS,X,X,X,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,X,X
ZTJLOSI,X,X,X,X
ZTJSILO,X,X,X,X
ZTJSIOL,X,X,X,X
ZTJSLIO,X,X,X,X
ZTJSLOI,X,X,X,X
ZTJSOIL,X,X,X,X
ZTJSOLI,X,X,X,X
ZTJOILS,X,X,X,X
ZTJOISL,X,X,X,X
ZTJOLIS,X,X,X,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,X,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,O,X,X,X
ZTSILOJ,O,X,X,X
ZTSIJLO,O,X,X,X
ZTSIJOL,O,X,X,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,O,X,X,X
ZTSLIJO,O,X,X,X
ZTSLIOJ,O,X,X,X
ZTSLJIO,O,X,X,X
ZTSLJOI,O,X,X,X
ZTSLOIJ,O,X,X,X
ZTSLOJI,O,X,X,X
ZTSJILO,O,X,X,X
ZTSJIOL,O,X,X,X
ZTSJLIO,O,X,X,X
ZTSJLOI,O,X,X,X
ZTSJOIL,O,X,X,X
ZTSJOLI,O,X,X,X
ZTSOILJ,X,X,X,X
ZTSOIJL,O,X,X,X
ZTSOLIJ,O,X,X,X
ZTSOLJI,O,X,X,X
ZTSOJIL,O,X,X,X
ZTSOJLI,O,X,X,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,X
ZTOISLJ,X,X,X,X
ZTOISJL,O,X,X,X
ZTOLIJS,X,X,X,X
ZTOLISJ,O,X,X,X
ZTOLJIS,X,X,X,X
ZTOLJSI,X,X,X,X
ZTOLSIJ,O,X,X,X
ZTOLSJI,O,X,X,X
ZTOJILS,X,X,X,X
ZTOJISL,X,X,X,X
ZTOJLIS,X,X,X,X
ZTOJLSI,X,X,X,X
ZTOJSIL,X,X,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,X,X,X
ZTOSIJL,O,X,X,X
ZTOSLIJ,O,X,X,X
ZTOSLJI,O,X,X,X
ZTOSJIL,O,X,X,X
ZTOSJLI,O,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,O,X,X,X
ZITLSOJ,O,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,O,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,O,X,X,X
ZITSLOJ,O,X,X,X
ZITSJLO,O,X,X,X
ZITSJOL,O,X,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,O,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,O,X,X,X
ZILTJSO,X,X,X,X
ZILTJOS,X,X,X,X
ZILTSJO,O,X,X,X
ZILTSOJ,O,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,O,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,X
ZILJSTO,O,O,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,O,X,X
ZILSTJO,O,O,X,X
ZILSTOJ,O,X,X,X
ZILSJTO,O,O,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,O,X,X
ZILSOJT,X,O,X,X
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,X
ZILOJST,X,O,X,X
ZILOSTJ,X,O,X,X
ZILOSJT,X,O,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,X,X,X
ZIJTSOL,X,X,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,X,X,X,X
ZIJLSTO,O,O,X,X
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,O,X,X
ZIJSTLO,O,O,X,X
ZIJSTOL,O,O,X,X
ZIJSLTO,O,X,X,X
ZIJSLOT,X,X,X,X
ZIJSOTL,X,X,X,X
ZIJSOLT,X,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,X,X
ZIJOLTS,X,X,X,X
ZIJOLST,X,O,X,X
ZIJOSTL,X,O,X,X
ZIJOSLT,X,X,X,X
ZISTLJO,O,X,X,X
ZISTLOJ,O,X,X,X
ZISTJLO,O,O,X,X
ZISTJOL,O,O,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,O,X,X,X
ZISLTJO,O,X,X,X
ZISLTOJ,O,X,X,X
ZISLJTO,O,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,O,O,X,X
ZISJTOL,O,O,X,X
ZISJLTO,O,X,X,X
ZISJLOT,X,X,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,X,X,X
ZISOTJL,X,O,X,X
ZISOLTJ,X,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,O,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,X,X
ZIOLJST,X,O,X,X
ZIOLSTJ,X,O,X,X
ZIOLSJT,X,O,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,X,X
ZIOJLST,X,O,X,X
ZIOJSTL,X,O,X,X
ZIOJSLT,X,X,X,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,O,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,O,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,X,X,X,X
ZLTIJOS,X,X,X,X
ZLTISJO,O,X,X,X
ZLTISOJ,O,X,X,X
ZLTIOJS,X,X,X,X
ZLTIOSJ,O,X,X,X
ZLTJISO,X,X,X,X
ZLTJIOS,X,X,X,X
ZLTJSIO,X,X,X,X
ZLTJSOI,X,X,X,X
ZLTJOIS,X,X,X,X
ZLTJOSI,X,X,X,X
ZLTSIJO,O,X,X,X
ZLTSIOJ,O,X,X,X
ZLTSJIO,O,X,X,X
ZLTSJOI,O,X,X,X
ZLTSOIJ,O,X,X,X
ZLTSOJI,O,X,X,X
ZLTOIJS,X,X,X,X
ZLTOISJ,O,X,X,X
ZLTOJIS,X,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,O,X,X,X
ZLTOSJI,O,X,X,X
ZLITJSO,X,X,X,X
ZLITJOS,X,X,X,X
ZLITSJO,O,X,X,X
ZLITSOJ,O,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,O,X,X,X
ZLIJTSO,X,X,X,X
ZLIJTOS,X,X,X,X
ZLIJSTO,O,O,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,O,X,X
ZLISTJO,O,O,X,X
ZLISTOJ,O,X,X,X
ZLISJTO,O,O,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,X,O,X,X
ZLISOJT,X,O,X,X
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,X,X
ZLIOJST,X,O,X,X
ZLIOSTJ,X,O,X,X
ZLIOSJT,X,O,X,X
ZLJTISO,X,X,X,X
ZLJTIOS,X,X,X,X
ZLJTSIO,X,X,X,X
ZLJTSOI,X,X,X,X
ZLJTOIS,X,X,X,X
ZLJTOSI,X,X,X,X
ZLJITSO,X,X,X,X
ZLJITOS,X,X,X,X
ZLJISTO,O,O,X,X
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,X,X
ZLJIOST,X,O,X,X
ZLJSTIO,O,O,X,X
ZLJSTOI,O,X,X,X
ZLJSITO,O,O,X,X
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,X,X
ZLJSOIT,X,X,X,X
ZLJOTIS,X,X,X,X
ZLJOTSI,X,X,X,X
ZLJOITS,X,X,X,X
ZLJOIST,X,O,X,X
ZLJOSTI,X,O,X,X
ZLJOSIT,X,O,X,X
ZLSTIJO,O,O,X,X
ZLSTIOJ,O,X,X,X
ZLSTJIO,O,O,X,X
ZLSTJOI,O,X,X,X
ZLSTOIJ,O,X,X,X
ZLSTOJI,O,X,X,X
ZLSITJO,O,O,X,X
ZLSITOJ,O,X,X,X
ZLSIJTO,O,O,X,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,O,X,X
ZLSIOJT,X,O,X,X
ZLSJTIO,O,O,X,X
ZLSJTOI,O,X,X,X
ZLSJITO,O,O,X,X
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,X,X
ZLSJOIT,X,X,X,X
ZLSOTIJ,X,O,X,X
ZLSOTJI,X,O,X,X
ZLSOITJ,X,O,X,X
ZLSOIJT,X,O,X,X
ZLSOJTI,X,O,X,X
ZLSOJIT,X,O,X,X
ZLOTIJS,X,X,X,X
ZLOTISJ,X,X,X,X
ZLOTJIS,X,X,X,X
ZLOTJSI,X,X,X,X
ZLOTSIJ,X,X,X,X
ZLOTSJI,X,X,X,X
ZLOITJS,X,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,X,X,X,X
ZLOIJST,X,O,X,X
ZLOISTJ,X,O,X,X
ZLOISJT,X,O,X,X
ZLOJTIS,X,X,X,X
ZLOJTSI,X,X,X,X
ZLOJITS,X,X,X,X
ZLOJIST,X,O,X,X
ZLOJSTI,X,O,X,X
ZLOJSIT,X,O,X,X
ZLOSTIJ,X,O,X,X
ZLOSTJI,X,O,X,X
ZLOSITJ,X,O,X,X
ZLOSIJT,X,O,X,X
ZLOSJTI,X,O,X,X
ZLOSJIT,X,O,X,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,X,X,X,X
ZJTISOL,X,X,X,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,X,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,X,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,X,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,X,X,X
ZJTSIOL,X,X,X,X
ZJTSLIO,X,X,X,X
ZJTSLOI,X,X,X,X
ZJTSOIL,X,X,X,X
ZJTSOLI,X,X,X,X
ZJTOILS,X,X,X,X
ZJTOISL,X,X,X,X
ZJTOLIS,X,X,X,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,X,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,X,X,X
ZJITSOL,X,X,X,X
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,X,X,X,X
ZJILTOS,X,X,X,X
ZJILSTO,O,O,X,X
ZJILSOT,X,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,O,X,X
ZJISTLO,O,O,X,X
ZJISTOL,O,O,X,X
ZJISLTO,O,X,X,X
ZJISLOT,X,X,X,X
ZJISOTL,X,X,X,X
ZJISOLT,X,X,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,X,X
ZJIOLTS,X,X,X,X
ZJIOLST,X,O,X,X
ZJIOSTL,X,O,X,X
ZJIOSLT,X,X,X,X
ZJLTISO,X,X,X,X
ZJLTIOS,X,X,X,X
ZJLTSIO,X,X,X,X
ZJLTSOI,X,X,X,X
ZJLTOIS,X,X,X,X
ZJLTOSI,X,X,X,X
ZJLITSO,X,X,X,X
ZJLITOS,X,X,X,X
ZJLISTO,O,O,X,X
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,X,X
ZJLIOST,X,O,X,X
ZJLSTIO,O,O,X,X
ZJLSTOI,O,X,X,X
ZJLSITO,O,O,X,X
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,X,X
ZJLSOIT,X,X,X,X
ZJLOTIS,X,X,X,X
ZJLOTSI,X,X,X,X
ZJLOITS,X,X,X,X
ZJLOIST,X,O,X,X
ZJLOSTI,X,O,X,X
ZJLOSIT,X,O,X,X
ZJSTILO,O,O,X,X
ZJSTIOL,O,O,X,X
ZJSTLIO,O,O,X,X
ZJSTLOI,O,X,X,X
ZJSTOIL,O,X,X,X
ZJSTOLI,O,X,X,X
ZJSITLO,O,O,X,X
ZJSITOL,O,O,X,X
ZJSILTO,O,X,X,X
ZJSILOT,X,X,X,X
ZJSIOTL,X,X,X,X
ZJSIOLT,X,X,X,X
ZJSLTIO,O,O,X,X
ZJSLTOI,O,X,X,X
ZJSLITO,O,O,X,X
ZJSLIOT,X,X,X,X
ZJSLOTI,X,X,X,X
ZJSLOIT,X,X,X,X
ZJSOTIL,X,X,X,X
ZJSOTLI,X,X,X,X
ZJSOITL,X,X,X,X
ZJSOILT,X,X,X,X
ZJSOLTI,X,X,X,X
ZJSOLIT,X,X,X,X
ZJOTILS,X,X,X,X
ZJOTISL,X,X,X,X
ZJOTLIS,X,X,X,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,X,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,X,X,X
ZJOITSL,X,X,X,X
ZJOILTS,X,X,X,X
ZJOILST,X,O,X,X
ZJOISTL,X,O,X,X
ZJOISLT,X,X,X,X
ZJOLTIS,X,X,X,X
ZJOLTSI,X,X,X,X
ZJOLITS,X,X,X,X
ZJOLIST,X,O,X,X
ZJOLSTI,X,O,X,X
ZJOLSIT,X,O,X,X
ZJOSTIL,X,O,X,X
ZJOSTLI,X,O,X,X
ZJOSITL,X,O,X,X
ZJOSILT,X,X,X,X
ZJOSLTI,X,O,X,X
ZJOSLIT,X,O,X,X
ZSTILJO,O,X,X,X
ZSTILOJ,O,X,X,X
ZSTIJLO,O,O,X,X
ZSTIJOL,O,O,X,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,O,X,X,X
ZSTLIJO,O,O,X,X
ZSTLIOJ,O,X,X,X
ZSTLJIO,O,O,X,X
ZSTLJOI,O,X,X,X
ZSTLOIJ,O,X,X,X
ZSTLOJI,O,X,X,X
ZSTJILO,O,O,X,X
ZSTJIOL,O,O,X,X
ZSTJLIO,O,O,X,X
ZSTJLOI,O,X,X,X
ZSTJOIL,O,X,X,X
ZSTJOLI,O,X,X,X
ZSTOILJ,X,X,X,X
ZSTOIJL,O,X,X,X
ZSTOLIJ,O,X,X,X
ZSTOLJI,O,X,X,X
ZSTOJIL,O,X,X,X
ZSTOJLI,O,X,X,X
ZSITLJO,O,X,X,X
ZSITLOJ,O,X,X,X
ZSITJLO,O,O,X,X
ZSITJOL,O,O,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,O,X,X,X
ZSILTJO,O,X,X,X
ZSILTOJ,O,X,X,X
ZSILJTO,O,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,X,X,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,O,O,X,X
ZSIJTOL,O,O,X,X
ZSIJLTO,O,X,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,X,O,X,X
ZSIOLTJ,X,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,O,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,O,O,X,X
ZSLTIOJ,O,X,X,X
ZSLTJIO,O,O,X,X
ZSLTJOI,O,X,X,X
ZSLTOIJ,O,X,X,X
ZSLTOJI,O,X,X,X
ZSLITJO,O,O,X,X
ZSLITOJ,O,X,X,X
ZSLIJTO,O,O,X,X
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,O,X,X
ZSLIOJT,X,O,X,X
ZSLJTIO,O,O,X,X
ZSLJTOI,O,X,X,X
ZSLJITO,O,O,X,X
ZSLJIOT,X,X,X,X
ZSLJOTI,X,X,X,X
ZSLJOIT,X,X,X,X
ZSLOTIJ,X,O,X,X
ZSLOTJI,X,O,X,X
ZSLOITJ,X,O,X,X
ZSLOIJT,X,O,X,X
ZSLOJTI,X,O,X,X
ZSLOJIT,X,O,X,X
ZSJTILO,O,O,X,X
ZSJTIOL,O,O,X,X
ZSJTLIO,O,O,X,X
ZSJTLOI,O,X,X,X
ZSJTOIL,O,X,X,X
ZSJTOLI,O,X,X,X
ZSJITLO,O,O,X,X
ZSJITOL,O,O,X,X
ZSJILTO,O,X,X,X
ZSJILOT,X,X,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,O,O,X,X
ZSJLTOI,O,X,X,X
ZSJLITO,O,O,X,X
ZSJLIOT,X,X,X,X
ZSJLOTI,X,X,X,X
ZSJLOIT,X,X,X,X
ZSJOTIL,X,X,X,X
ZSJOTLI,X,X,X,X
ZSJOITL,X,X,X,X
ZSJOILT,X,X,X,X
ZSJOLTI,X,X,X,X
ZSJOLIT,X,X,X,X
ZSOTILJ,X,X,X,X
ZSOTIJL,X,O,X,X
ZSOTLIJ,X,O,X,X
ZSOTLJI,X,O,X,X
ZSOTJIL,X,O,X,X
ZSOTJLI,X,O,X,X
ZSOITLJ,X,X,X,X
ZSOITJL,X,O,X,X
ZSOILTJ,X,X,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,X,O,X,X
ZSOIJLT,X,X,X,X
ZSOLTIJ,X,O,X,X
ZSOLTJI,X,O,X,X
ZSOLITJ,X,O,X,X
ZSOLIJT,X,O,X,X
ZSOLJTI,X,O,X,X
ZSOLJIT,X,O,X,X
ZSOJTIL,X,O,X,X
ZSOJTLI,X,O,X,X
ZSOJITL,X,O,X,X
ZSOJILT,X,X,X,X
ZSOJLTI,X,O,X,X
ZSOJLIT,X,O,X,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,X,X,X
ZOTISLJ,X,X,X,X
ZOTISJL,X,X,X,X
ZOTLIJS,X,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,X,X,X,X
ZOTLJSI,X,X,X,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,X,X
ZOTJISL,X,X,X,X
ZOTJLIS,X,X,X,X
ZOTJLSI,X,X,X,X
ZOTJSIL,X,X,X,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,X,X,X
ZOTSIJL,X,X,X,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,X,X
ZOTSJIL,X,X,X,X
ZOTSJLI,X,X,X,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,X,X,X,X
ZOITSLJ,X,X,X,X
ZOITSJL,X,X,X,X
ZOILTJS,X,X,X,X
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,X,X
ZOILJST,X,O,X,X
ZOILSTJ,X,O,X,X
ZOILSJT,X,O,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,X,X,X
ZOIJLTS,X,X,X,X
ZOIJLST,X,O,X,X
ZOIJSTL,X,O,X,X
ZOIJSLT,X,X,X,X
ZOISTLJ,X,X,X,X
ZOISTJL,X,O,X,X
ZOISLTJ,X,X,X,X
ZOISLJT,X,X,X,X
ZOISJTL,X,O,X,X
ZOISJLT,X,X,X,X
ZOLTIJS,X,X,X,X
ZOLTISJ,X,X,X,X
ZOLTJIS,X,X,X,X
ZOLTJSI,X,X,X,X
ZOLTSIJ,X,X,X,X
ZOLTSJI,X,X,X,X
ZOLITJS,X,X,X,X
ZOLITSJ,X,X,X,X
ZOLIJTS,X,X,X,X
ZOLIJST,X,O,X,X
ZOLISTJ,X,O,X,X
ZOLISJT,X,O,X,X
ZOLJTIS,X,X,X,X
ZOLJTSI,X,X,X,X
ZOLJITS,X,X,X,X
ZOLJIST,X,O,X,X
