sequence,v115@UhA8BeB8BeI8Kel/IvhF3gBUiBaoB5oB2uBTrB,v115@UhA8BeB8BeI8KeT/IvhFxgBVnBGjBypBUmB/tB,v115@UhA8BeB8BeI8KeOEJvhFxgBXiBzkBUmBFoB6tB
OSZITJL,X,X,O
OSZILTJ,O,X,X
OSZILJT,O,X,X
OSZIJTL,O,X,O
OSZIJLT,O,X,X
OSZLTIJ,O,X,X
OSZLTJI,X,X,X
OSZLITJ,O,X,X
OSZLIJT,O,X,X
OSZLJTI,O,X,X
OSZLJIT,O,X,X
OSZJTIL,O,X,O
OSZJTLI,O,X,O
OSZJITL,O,X,O
OSZJILT,O,X,X
OSZJLTI,O,X,X
OSZJLIT,O,X,X
OZTILJS,X,X,X
OZTILSJ,X,X,X
OZTIJLS,X,X,X
OZTIJSL,X,X,O
OZTISLJ,X,X,X
OZTISJL,X,X,O
OZTLIJS,X,X,X
OZTLISJ,X,X,X
OZTLJIS,X,X,X
OZTLJSI,X,X,X
OZTLSIJ,X,X,X
OZTLSJI,X,X,X
OZTJILS,X,X,X
OZTJISL,X,X,O
OZTJLIS,X,X,X
OZTJLSI,X,X,X
OZTJSIL,X,X,O
OZTJSLI,X,X,O
OZTSILJ,X,X,X
OZTSIJL,X,X,O
OZTSLIJ,X,X,X
OZTSLJI,X,X,X
OZTSJIL,X,X,O
OZTSJLI,X,X,O
OZITLJS,X,X,X
OZITLSJ,X,X,X
OZITJLS,X,X,X
OZITJSL,X,X,O
OZITSLJ,X,X,X
OZITSJL,X,X,O
OZILTJS,X,X,X
OZILTSJ,X,X,X
OZILJTS,O,X,X
OZILJST,O,X,X
OZILSTJ,O,X,X
OZILSJT,O,X,X
OZIJTLS,O,X,X
OZIJTSL,O,X,O
OZIJLTS,O,X,X
OZIJLST,O,X,X
OZIJSTL,O,X,O
OZIJSLT,O,X,X
OZISTLJ,O,X,X
OZISTJL,X,X,O
OZISLTJ,O,X,X
OZISLJT,O,X,X
OZISJTL,O,X,O
OZISJLT,O,X,X
OZLTIJS,X,X,X
OZLTISJ,X,X,X
OZLTJIS,X,X,X
OZLTJSI,X,X,X
OZLTSIJ,X,X,X
OZLTSJI,X,X,X
OZLITJS,X,X,X
OZLITSJ,X,X,X
OZLIJTS,O,X,X
OZLIJST,O,X,X
OZLISTJ,O,X,X
OZLISJT,O,X,X
OZLJTIS,O,X,X
OZLJTSI,O,X,X
OZLJITS,O,X,X
OZLJIST,O,X,X
OZLJSTI,O,X,X
OZLJSIT,O,X,X
OZLSTIJ,O,X,X
OZLSTJI,X,X,X
OZLSITJ,O,X,X
OZLSIJT,O,X,X
OZLSJTI,O,X,X
OZLSJIT,O,X,X
OZJTILS,O,X,X
OZJTISL,O,X,O
OZJTLIS,O,X,X
OZJTLSI,O,X,X
OZJTSIL,O,X,O
OZJTSLI,O,X,O
OZJITLS,O,X,X
OZJITSL,O,X,O
OZJILTS,O,X,X
OZJILST,O,X,X
OZJISTL,O,X,O
OZJISLT,O,X,X
OZJLTIS,O,X,X
OZJLTSI,O,X,X
OZJLITS,O,X,X
OZJLIST,O,X,X
OZJLSTI,O,X,X
OZJLSIT,O,X,X
OZJSTIL,O,X,O
OZJSTLI,O,X,O
OZJSITL,O,X,O
OZJSILT,O,X,X
OZJSLTI,O,X,X
OZJSLIT,O,X,X
OZSTILJ,O,X,X
OZSTIJL,X,X,O
OZSTLIJ,O,X,X
OZSTLJI,X,X,X
OZSTJIL,X,X,O
OZSTJLI,X,X,O
OZSITLJ,O,X,X
OZSITJL,X,X,O
OZSILTJ,O,X,X
OZSILJT,O,X,X
OZSIJTL,O,X,O
OZSIJLT,O,X,X
OZSLTIJ,O,X,X
OZSLTJI,X,X,X
OZSLITJ,O,X,X
OZSLIJT,O,X,X
OZSLJTI,O,X,X
OZSLJIT,O,X,X
OZSJTIL,O,X,O
OZSJTLI,O,X,O
OZSJITL,O,X,O
OZSJILT,O,X,X
OZSJLTI,O,X,X
OZSJLIT,O,X,X
