sequence,v115@9gA8IeA8IeA8GeA8AeD8BeD8JeuEJvhFFhB0iB6oBT?lBxrB3rB,v115@9gA8IeA8IeA8GeA8AeD8BeD8JeCAJvhFXhBxiBVqBU?nBGoBTrB,v115@9gA8IeA8IeA8GeA8AeD8BeD8JeRAJvhFFiB6oBzkBG?mB3nBUrB,v115@9gA8IeA8IeA8GeA8AeD8BeD8Jez/IvhFFiB6oBGmB3?nBRqBUrB
SZLOTIJ,X,X,O,X
SZLOTJI,X,X,X,X
SZLOITJ,X,X,O,X
SZLOIJT,X,X,O,X
SZLOJTI,X,X,O,X
SZLOJIT,X,X,O,X
SZJTILO,X,X,O,X
SZJTIOL,X,X,X,X
SZJTLIO,X,X,O,X
SZJTLOI,X,X,O,X
SZJTOIL,X,X,O,X
SZJTOLI,X,X,O,X
SZJITLO,X,X,O,X
SZJITOL,X,X,X,X
SZJILTO,X,X,O,X
SZJILOT,X,X,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,X,X,O,X
SZJLTOI,X,X,O,X
SZJLITO,X,X,O,X
SZJLIOT,X,X,X,X
SZJLOTI,X,X,O,X
SZJLOIT,X,X,O,X
SZJOTIL,X,X,O,X
SZJOTLI,X,X,O,X
SZJOITL,X,X,O,X
SZJOILT,X,X,O,X
SZJOLTI,X,X,O,X
SZJOLIT,X,X,O,X
SZOTILJ,X,X,O,X
SZOTIJL,X,X,X,X
SZOTLIJ,X,X,O,X
SZOTLJI,X,X,X,X
SZOTJIL,X,X,X,X
SZOTJLI,X,X,X,X
SZOITLJ,X,X,O,X
SZOITJL,X,X,X,X
SZOILTJ,X,X,O,X
SZOILJT,X,X,O,X
SZOIJTL,X,X,O,X
SZOIJLT,X,X,O,X
SZOLTIJ,X,X,O,X
SZOLTJI,X,X,X,X
SZOLITJ,X,X,O,X
SZOLIJT,X,X,O,X
SZOLJTI,X,X,O,X
SZOLJIT,X,X,O,X
SZOJTIL,X,X,O,X
SZOJTLI,X,X,O,X
SZOJITL,X,X,O,X
SZOJILT,X,X,O,X
SZOJLTI,X,X,O,X
SZOJLIT,X,X,O,X
SOTILJZ,X,X,X,X
SOTILZJ,X,X,O,X
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,X,O,X
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,X,X
SOTLZIJ,X,X,O,X
SOTLZJI,X,X,X,X
SOTJILZ,X,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,X,X
SOTJLZI,X,X,X,X
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,X,O,X
SOTZIJL,X,X,X,X
SOTZLIJ,X,X,O,X
SOTZLJI,X,X,X,X
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,X,X,X,X
SOITLZJ,X,X,O,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,X,O,X
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,X
SOILZTJ,X,X,O,X
SOILZJT,X,X,O,X
SOIJTLZ,X,X,X,X
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,X
SOIJLZT,X,X,X,X
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,X,O,X
SOIZTJL,X,X,X,X
SOIZLTJ,X,X,O,X
SOIZLJT,X,X,O,X
SOIZJTL,X,X,O,X
SOIZJLT,X,X,O,X
SOLTIJZ,X,X,X,X
SOLTIZJ,X,X,O,X
SOLTJIZ,X,X,X,X
SOLTJZI,X,X,X,X
SOLTZIJ,X,X,O,X
SOLTZJI,X,X,X,X
SOLITJZ,X,X,X,X
SOLITZJ,X,X,O,X
SOLIJTZ,X,X,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,O,X
SOLIZJT,X,X,O,X
SOLJTIZ,X,X,X,X
SOLJTZI,X,X,X,X
SOLJITZ,X,X,X,X
SOLJIZT,X,X,X,X
SOLJZTI,X,X,X,X
SOLJZIT,X,X,X,X
SOLZTIJ,X,X,O,X
SOLZTJI,X,X,X,X
SOLZITJ,X,X,O,X
SOLZIJT,X,X,O,X
SOLZJTI,X,X,O,X
SOLZJIT,X,X,O,X
SOJTILZ,X,X,X,X
SOJTIZL,X,X,X,X
SOJTLIZ,X,X,X,X
SOJTLZI,X,X,X,X
SOJTZIL,X,X,X,X
SOJTZLI,X,X,X,X
SOJITLZ,X,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,X
SOJILZT,X,X,X,X
SOJIZTL,X,X,X,X
SOJIZLT,X,X,X,X
SOJLTIZ,X,X,X,X
SOJLTZI,X,X,X,X
SOJLITZ,X,X,X,X
SOJLIZT,X,X,X,X
SOJLZTI,X,X,X,X
SOJLZIT,X,X,X,X
SOJZTIL,X,X,X,X
SOJZTLI,X,X,X,X
SOJZITL,X,X,X,X
SOJZILT,X,X,X,X
SOJZLTI,X,X,X,X
SOJZLIT,X,X,X,X
SOZTILJ,X,X,O,X
SOZTIJL,X,X,X,X
SOZTLIJ,X,X,O,X
SOZTLJI,X,X,X,X
SOZTJIL,X,X,X,X
SOZTJLI,X,X,X,X
SOZITLJ,X,X,O,X
SOZITJL,X,X,X,X
SOZILTJ,X,X,O,X
SOZILJT,X,X,O,X
SOZIJTL,X,X,O,X
SOZIJLT,X,X,O,X
SOZLTIJ,X,X,O,X
SOZLTJI,X,X,X,X
SOZLITJ,X,X,O,X
SOZLIJT,X,X,O,X
SOZLJTI,X,X,O,X
SOZLJIT,X,X,O,X
SOZJTIL,X,X,O,X
SOZJTLI,X,X,O,X
SOZJITL,X,X,O,X
SOZJILT,X,X,O,X
SOZJLTI,X,X,O,X
SOZJLIT,X,X,O,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,O,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,X,X,X,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,X
ZTISLJO,X,O,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,X,X,X,X
ZTISJOL,X,X,X,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,X,O,X,X
ZTLISOJ,X,X,X,X
ZTLIOJS,X,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,X,O,X,X
ZTLJIOS,X,X,X,X
ZTLJSIO,X,O,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,X,X
ZTLJOSI,X,X,X,X
ZTLSIJO,X,O,X,X
ZTLSIOJ,X,X,X,X
ZTLSJIO,X,O,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,X,X,X,X
ZTLSOJI,X,X,X,X
ZTLOIJS,X,X,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,X,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,O,X,X
ZTJILOS,X,X,X,X
ZTJISLO,X,O,X,X
ZTJISOL,X,X,X,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,X,X,X
ZTJLISO,X,O,X,X
ZTJLIOS,X,X,X,X
ZTJLSIO,X,O,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,X,X
ZTJLOSI,X,X,X,X
ZTJSILO,X,O,X,X
ZTJSIOL,X,X,X,X
ZTJSLIO,X,O,X,X
ZTJSLOI,X,X,X,X
ZTJSOIL,X,X,X,X
ZTJSOLI,X,X,X,X
ZTJOILS,X,X,X,X
ZTJOISL,X,X,X,X
ZTJOLIS,X,X,X,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,X,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,X,O,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,X,X,X,X
ZTSIJOL,X,X,X,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,X,O,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,X,O,X,X
ZTSLJOI,X,X,X,X
ZTSLOIJ,X,X,X,X
ZTSLOJI,X,X,X,X
ZTSJILO,X,O,X,X
ZTSJIOL,X,X,X,X
ZTSJLIO,X,O,X,X
ZTSJLOI,X,X,X,X
ZTSJOIL,X,X,X,X
ZTSJOLI,X,X,X,X
ZTSOILJ,X,X,X,X
ZTSOIJL,X,X,X,X
ZTSOLIJ,X,X,X,X
ZTSOLJI,X,X,X,X
ZTSOJIL,X,X,X,X
ZTSOJLI,X,X,X,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,X
ZTOISLJ,X,X,X,X
ZTOISJL,X,X,X,X
ZTOLIJS,X,X,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,X,X,X,X
ZTOLJSI,X,X,X,X
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,X,X,X,X
ZTOJISL,X,X,X,X
ZTOJLIS,X,X,X,X
ZTOJLSI,X,X,X,X
ZTOJSIL,X,X,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,X,X,X
ZTOSIJL,X,X,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,X,X
ZTOSJIL,X,X,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,O,X,X,X
ZITLSJO,X,O,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,O,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,O,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,X,O,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,X,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,O,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,O,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,X,X,X
ZILTJOS,O,X,X,X
ZILTSJO,X,X,X,X
ZILTSOJ,X,X,X,X
ZILTOJS,O,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,O,X,X,X
ZILJSTO,X,X,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,X,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,X,X,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,X,X,X
ZILSOJT,X,X,X,X
ZILOTJS,O,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,O,X,X,X
ZILOJST,O,X,X,X
ZILOSTJ,X,X,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,O,X,X,X
ZIJTSLO,X,X,X,X
ZIJTSOL,X,X,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,O,X,X,X
ZIJLSTO,X,X,X,X
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,X,X,X
ZIJSTLO,X,X,X,X
ZIJSTOL,X,X,X,X
ZIJSLTO,X,X,X,X
ZIJSLOT,X,X,X,X
ZIJSOTL,X,X,X,X
ZIJSOLT,X,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,X,X
ZIJOLTS,X,X,X,X
ZIJOLST,X,X,X,X
ZIJOSTL,X,X,X,X
ZIJOSLT,X,X,X,X
ZISTLJO,X,O,X,X
ZISTLOJ,X,X,X,X
ZISTJLO,X,X,X,X
ZISTJOL,X,X,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,X,X,X,X
ZISLJTO,X,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,X,X,X,X
ZISJLOT,X,X,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,X,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,X,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,O,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,O,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,O,X,X,X
ZIOLTSJ,X,X,X,X
ZIOLJTS,O,X,X,X
ZIOLJST,O,X,X,X
ZIOLSTJ,X,X,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,O,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,O,X,X,X
ZIOJLST,O,X,X,X
ZIOJSTL,X,X,X,X
ZIOJSLT,X,X,X,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,X,X,X,X
ZLTIJOS,X,X,X,X
ZLTISJO,X,X,X,X
ZLTISOJ,X,X,X,X
ZLTIOJS,X,X,X,X
ZLTIOSJ,X,X,X,X
ZLTJISO,X,X,X,X
ZLTJIOS,X,X,X,X
ZLTJSIO,X,X,X,X
ZLTJSOI,X,X,X,X
ZLTJOIS,X,X,X,X
ZLTJOSI,X,X,X,X
ZLTSIJO,X,X,X,X
ZLTSIOJ,X,X,X,X
ZLTSJIO,X,X,X,X
ZLTSJOI,X,X,X,X
ZLTSOIJ,X,X,X,X
ZLTSOJI,X,X,X,X
ZLTOIJS,X,X,X,X
ZLTOISJ,X,X,X,X
ZLTOJIS,X,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,X,X,X,X
ZLTOSJI,X,X,X,X
ZLITJSO,X,X,X,X
ZLITJOS,O,X,X,X
ZLITSJO,X,X,X,X
ZLITSOJ,X,X,X,X
ZLITOJS,O,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,X,X
ZLIJTOS,O,X,X,X
ZLIJSTO,X,X,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,X,X,X
ZLISTJO,X,X,X,X
ZLISTOJ,X,X,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,X,X,X,X
ZLISOJT,X,X,X,X
ZLIOTJS,O,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,O,X,X,X
ZLIOJST,O,X,X,X
ZLIOSTJ,X,X,X,X
ZLIOSJT,X,X,X,X
ZLJTISO,X,X,O,X
ZLJTIOS,X,X,O,X
ZLJTSIO,X,X,X,X
ZLJTSOI,X,X,X,X
ZLJTOIS,X,X,O,X
ZLJTOSI,X,X,X,X
ZLJITSO,X,X,O,X
ZLJITOS,O,X,O,X
ZLJISTO,X,X,O,X
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,X,X
ZLJIOST,X,X,X,X
ZLJSTIO,X,X,O,X
ZLJSTOI,X,X,O,X
ZLJSITO,X,X,O,X
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,O,X
ZLJSOIT,X,X,O,X
ZLJOTIS,O,X,O,X
ZLJOTSI,X,X,X,X
ZLJOITS,O,X,O,X
ZLJOIST,O,X,O,X
ZLJOSTI,X,X,O,X
ZLJOSIT,X,X,O,X
ZLSTIJO,X,X,X,X
ZLSTIOJ,X,X,X,X
ZLSTJIO,X,X,O,X
ZLSTJOI,X,X,O,X
ZLSTOIJ,X,X,O,X
ZLSTOJI,X,X,X,X
ZLSITJO,X,X,X,X
ZLSITOJ,X,X,X,X
ZLSIJTO,X,X,X,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,X,X,X
ZLSIOJT,X,X,X,X
ZLSJTIO,X,X,O,X
ZLSJTOI,X,X,O,X
ZLSJITO,X,X,O,X
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,O,X
ZLSJOIT,X,X,O,X
ZLSOTIJ,X,X,O,X
ZLSOTJI,X,X,X,X
ZLSOITJ,X,X,O,X
ZLSOIJT,X,X,O,X
ZLSOJTI,X,X,O,X
ZLSOJIT,X,X,O,X
ZLOTIJS,X,X,X,X
ZLOTISJ,X,X,X,X
ZLOTJIS,O,X,X,X
ZLOTJSI,X,X,X,X
ZLOTSIJ,X,X,X,X
ZLOTSJI,X,X,X,X
ZLOITJS,O,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,O,X,O,X
ZLOIJST,O,X,O,X
ZLOISTJ,X,X,O,X
ZLOISJT,X,X,O,X
ZLOJTIS,O,X,O,X
ZLOJTSI,X,X,X,X
ZLOJITS,O,X,O,X
ZLOJIST,O,X,O,X
ZLOJSTI,X,X,O,X
ZLOJSIT,X,X,O,X
ZLOSTIJ,X,X,O,X
ZLOSTJI,X,X,X,X
ZLOSITJ,X,X,O,X
ZLOSIJT,X,X,O,X
ZLOSJTI,X,X,O,X
ZLOSJIT,X,X,O,X
ZJTILSO,X,O,O,X
ZJTILOS,X,X,O,X
ZJTISLO,X,O,X,X
ZJTISOL,X,X,X,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,X,X
ZJTLISO,X,O,O,X
ZJTLIOS,X,X,O,X
ZJTLSIO,X,O,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,O,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,O,X,X
ZJTSIOL,X,X,X,X
ZJTSLIO,X,O,X,X
ZJTSLOI,X,X,X,X
ZJTSOIL,X,X,X,X
ZJTSOLI,X,X,X,X
ZJTOILS,X,X,O,X
ZJTOISL,X,X,X,X
ZJTOLIS,X,X,O,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,X,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,O,O,X
ZJITLOS,O,X,O,X
ZJITSLO,X,O,X,X
ZJITSOL,X,X,X,X
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,X,X,O,X
ZJILTOS,O,X,O,X
ZJILSTO,X,X,O,X
ZJILSOT,X,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,X,X,X
ZJISTLO,X,O,O,X
ZJISTOL,X,X,X,X
ZJISLTO,X,X,O,X
ZJISLOT,X,X,X,X
ZJISOTL,X,X,X,X
ZJISOLT,X,X,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,X,X
ZJIOLTS,X,X,X,X
ZJIOLST,X,X,X,X
ZJIOSTL,X,X,X,X
ZJIOSLT,X,X,X,X
ZJLTISO,X,X,O,X
ZJLTIOS,X,X,O,X
ZJLTSIO,X,X,X,X
ZJLTSOI,X,X,X,X
ZJLTOIS,X,X,O,X
ZJLTOSI,X,X,X,X
ZJLITSO,X,X,O,X
ZJLITOS,O,X,O,X
ZJLISTO,X,X,O,X
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,X,X
ZJLIOST,X,X,X,X
ZJLSTIO,X,X,O,X
ZJLSTOI,X,X,O,X
ZJLSITO,X,X,O,X
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,O,X
ZJLSOIT,X,X,O,X
ZJLOTIS,O,X,O,X
ZJLOTSI,X,X,X,X
ZJLOITS,O,X,O,X
ZJLOIST,O,X,O,X
ZJLOSTI,X,X,O,X
ZJLOSIT,X,X,O,X
ZJSTILO,X,O,O,X
ZJSTIOL,X,X,X,X
ZJSTLIO,X,O,O,X
ZJSTLOI,X,X,O,X
ZJSTOIL,X,X,O,X
ZJSTOLI,X,X,O,X
ZJSITLO,X,O,O,X
ZJSITOL,X,X,X,X
ZJSILTO,X,X,O,X
ZJSILOT,X,X,X,X
ZJSIOTL,X,X,X,X
ZJSIOLT,X,X,X,X
ZJSLTIO,X,X,O,X
ZJSLTOI,X,X,O,X
ZJSLITO,X,X,O,X
ZJSLIOT,X,X,X,X
ZJSLOTI,X,X,O,X
ZJSLOIT,X,X,O,X
ZJSOTIL,X,X,O,X
ZJSOTLI,X,X,O,X
ZJSOITL,X,X,O,X
ZJSOILT,X,X,O,X
ZJSOLTI,X,X,O,X
ZJSOLIT,X,X,O,X
ZJOTILS,X,X,O,X
ZJOTISL,X,X,X,X
ZJOTLIS,O,X,O,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,X,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,O,X,O,X
ZJOITSL,X,X,X,X
ZJOILTS,O,X,O,X
ZJOILST,O,X,O,X
ZJOISTL,X,X,O,X
ZJOISLT,X,X,O,X
ZJOLTIS,O,X,O,X
ZJOLTSI,X,X,X,X
ZJOLITS,O,X,O,X
ZJOLIST,O,X,O,X
ZJOLSTI,X,X,O,X
ZJOLSIT,X,X,O,X
ZJOSTIL,X,X,O,X
ZJOSTLI,X,X,O,X
ZJOSITL,X,X,O,X
ZJOSILT,X,X,O,X
ZJOSLTI,X,X,O,X
ZJOSLIT,X,X,O,X
ZSTILJO,X,O,X,X
ZSTILOJ,X,X,X,X
ZSTIJLO,X,X,X,X
ZSTIJOL,X,X,X,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,X,X,X,X
ZSTLIJO,X,O,X,X
ZSTLIOJ,X,X,X,X
ZSTLJIO,X,O,O,X
ZSTLJOI,X,X,O,X
ZSTLOIJ,X,X,O,X
ZSTLOJI,X,X,X,X
ZSTJILO,X,O,O,X
ZSTJIOL,X,X,X,X
ZSTJLIO,X,O,O,X
ZSTJLOI,X,X,O,X
ZSTJOIL,X,X,O,X
ZSTJOLI,X,X,O,X
ZSTOILJ,X,X,O,X
ZSTOIJL,X,X,X,X
ZSTOLIJ,X,X,O,X
ZSTOLJI,X,X,X,X
ZSTOJIL,X,X,X,X
ZSTOJLI,X,X,X,X
ZSITLJO,X,O,X,X
ZSITLOJ,X,X,X,X
ZSITJLO,X,X,X,X
ZSITJOL,X,X,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,X,X,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,X,X,X,X
ZSILJTO,X,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,X,X,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,X,X,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,X,X,X,X
ZSIOLTJ,X,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,X,X,X,X
ZSLTIOJ,X,X,X,X
ZSLTJIO,X,X,O,X
ZSLTJOI,X,X,O,X
ZSLTOIJ,X,X,O,X
ZSLTOJI,X,X,X,X
ZSLITJO,X,X,X,X
ZSLITOJ,X,X,X,X
ZSLIJTO,X,X,X,X
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,X,X,X
ZSLIOJT,X,X,X,X
ZSLJTIO,X,X,O,X
ZSLJTOI,X,X,O,X
ZSLJITO,X,X,O,X
ZSLJIOT,X,X,X,X
ZSLJOTI,X,X,O,X
ZSLJOIT,X,X,O,X
ZSLOTIJ,X,X,O,X
ZSLOTJI,X,X,X,X
ZSLOITJ,X,X,O,X
ZSLOIJT,X,X,O,X
ZSLOJTI,X,X,O,X
ZSLOJIT,X,X,O,X
ZSJTILO,X,O,O,X
ZSJTIOL,X,X,X,X
ZSJTLIO,X,O,O,X
ZSJTLOI,X,X,O,X
ZSJTOIL,X,X,O,X
ZSJTOLI,X,X,O,X
ZSJITLO,X,O,O,X
ZSJITOL,X,X,X,X
ZSJILTO,X,X,O,X
ZSJILOT,X,X,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,X,X,O,X
ZSJLTOI,X,X,O,X
ZSJLITO,X,X,O,X
ZSJLIOT,X,X,X,X
ZSJLOTI,X,X,O,X
ZSJLOIT,X,X,O,X
ZSJOTIL,X,X,O,X
ZSJOTLI,X,X,O,X
ZSJOITL,X,X,O,X
ZSJOILT,X,X,O,X
ZSJOLTI,X,X,O,X
ZSJOLIT,X,X,O,X
ZSOTILJ,X,X,O,X
ZSOTIJL,X,X,X,X
ZSOTLIJ,X,X,O,X
ZSOTLJI,X,X,X,X
ZSOTJIL,X,X,X,X
ZSOTJLI,X,X,X,X
ZSOITLJ,X,X,O,X
ZSOITJL,X,X,X,X
ZSOILTJ,X,X,O,X
ZSOILJT,X,X,O,X
ZSOIJTL,X,X,O,X
ZSOIJLT,X,X,O,X
ZSOLTIJ,X,X,O,X
ZSOLTJI,X,X,X,X
ZSOLITJ,X,X,O,X
ZSOLIJT,X,X,O,X
ZSOLJTI,X,X,O,X
ZSOLJIT,X,X,O,X
ZSOJTIL,X,X,O,X
ZSOJTLI,X,X,O,X
ZSOJITL,X,X,O,X
ZSOJILT,X,X,O,X
ZSOJLTI,X,X,O,X
ZSOJLIT,X,X,O,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,X,X,X
ZOTISLJ,X,X,X,X
ZOTISJL,X,X,X,X
ZOTLIJS,X,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,O,X,X,X
ZOTLJSI,X,X,X,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,X,X
ZOTJISL,X,X,X,X
ZOTJLIS,O,X,X,X
ZOTJLSI,X,X,X,X
ZOTJSIL,X,X,X,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,X,X,X
ZOTSIJL,X,X,X,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,X,X
ZOTSJIL,X,X,X,X
ZOTSJLI,X,X,X,X
ZOITLJS,O,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,O,X,X,X
ZOITJSL,X,X,X,X
ZOITSLJ,X,X,X,X
ZOITSJL,X,X,X,X
ZOILTJS,O,X,X,X
ZOILTSJ,X,X,X,X
ZOILJTS,O,X,O,X
ZOILJST,O,X,O,X
ZOILSTJ,X,X,O,X
ZOILSJT,X,X,O,X
ZOIJTLS,O,X,O,X
ZOIJTSL,X,X,X,X
ZOIJLTS,O,X,O,X
ZOIJLST,O,X,O,X
ZOIJSTL,X,X,O,X
ZOIJSLT,X,X,O,X
ZOISTLJ,X,X,O,X
ZOISTJL,X,X,X,X
ZOISLTJ,X,X,O,X
ZOISLJT,X,X,O,X
ZOISJTL,X,X,O,X
ZOISJLT,X,X,O,X
ZOLTIJS,X,X,X,X
ZOLTISJ,X,X,X,X
ZOLTJIS,O,X,X,X
ZOLTJSI,X,X,X,X
ZOLTSIJ,X,X,X,X
ZOLTSJI,X,X,X,X
ZOLITJS,O,X,X,X
ZOLITSJ,X,X,X,X
