sequence,v115@UhC8AeB8AeA8BeF8Kel/IvhFUhBanBziB5oB/pBOqB,v115@UhC8AeB8AeA8BeF8KeUBJvhFanBziB5oB/pBFlBmpB,v115@UhC8AeB8AeA8BeF8KeOFJvhFXhBxiBTkBFnB6tB0pB,v115@UhC8AeB8AeA8BeF8KeT/IvhFOlBXhBxiBFnB6tB0pB
SZJITLO,X,X,X,X
SZJITOL,X,X,X,X
SZJILTO,X,X,X,X
SZJILOT,X,X,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,X,X,X,O
SZJLTOI,X,X,X,O
SZJLITO,X,X,X,X
SZJLIOT,X,X,X,O
SZJLOTI,X,X,X,O
SZJLOIT,X,X,X,O
SZJOTIL,X,X,X,O
SZJOTLI,X,X,X,O
SZJOITL,X,X,X,X
SZJOILT,X,X,X,X
SZJOLTI,X,X,X,O
SZJOLIT,X,X,X,O
SZOTILJ,O,O,X,X
SZOTIJL,X,X,X,O
SZOTLIJ,O,O,X,O
SZOTLJI,X,X,X,O
SZOTJIL,X,X,X,O
SZOTJLI,X,X,X,O
SZOITLJ,O,O,X,X
SZOITJL,X,X,X,X
SZOILTJ,O,O,X,X
SZOILJT,X,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,O,O,X,O
SZOLTJI,X,X,X,O
SZOLITJ,O,O,X,X
SZOLIJT,X,X,X,O
SZOLJTI,X,X,X,O
SZOLJIT,X,X,X,O
SZOJTIL,X,X,X,O
SZOJTLI,X,X,X,O
SZOJITL,X,X,X,X
SZOJILT,X,X,X,X
SZOJLTI,X,X,X,O
SZOJLIT,X,X,X,O
SOTILJZ,X,X,X,X
SOTILZJ,O,O,X,X
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,O,O,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,X,X,O,X
SOTLIZJ,O,O,X,X
SOTLJIZ,X,X,O,X
SOTLJZI,X,X,O,X
SOTLZIJ,O,O,X,X
SOTLZJI,X,X,X,X
SOTJILZ,X,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,O,X
SOTJLZI,X,X,O,X
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,O,O,X,X
SOTZIJL,X,X,X,X
SOTZLIJ,O,O,X,X
SOTZLJI,X,X,X,X
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,X,X,X,X
SOITLZJ,O,O,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,O,O,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,O,O,X,X
SOILJTZ,O,X,X,X
SOILJZT,O,X,X,X
SOILZTJ,O,O,X,X
SOILZJT,X,X,X,X
SOIJTLZ,O,X,X,X
SOIJTZL,O,X,X,X
SOIJLTZ,O,X,X,X
SOIJLZT,O,X,X,X
SOIJZTL,O,X,X,X
SOIJZLT,O,X,X,X
SOIZTLJ,O,O,X,X
SOIZTJL,X,X,X,X
SOIZLTJ,O,O,X,X
SOIZLJT,X,X,X,X
SOIZJTL,X,X,X,X
SOIZJLT,X,X,X,X
SOLTIJZ,X,X,O,X
SOLTIZJ,O,O,X,X
SOLTJIZ,X,X,O,X
SOLTJZI,X,X,O,X
SOLTZIJ,O,O,X,X
SOLTZJI,X,X,X,X
SOLITJZ,X,X,X,X
SOLITZJ,O,O,X,X
SOLIJTZ,O,X,X,X
SOLIJZT,O,X,X,X
SOLIZTJ,O,O,X,X
SOLIZJT,X,X,X,X
SOLJTIZ,O,X,O,X
SOLJTZI,O,X,O,X
SOLJITZ,O,X,X,X
SOLJIZT,O,X,X,X
SOLJZTI,O,X,X,X
SOLJZIT,O,X,X,X
SOLZTIJ,O,O,X,X
SOLZTJI,X,X,X,X
SOLZITJ,O,O,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,X,X,X
SOLZJIT,X,X,X,X
SOJTILZ,O,X,X,X
SOJTIZL,O,X,X,X
SOJTLIZ,O,X,O,X
SOJTLZI,O,X,O,X
SOJTZIL,O,X,X,X
SOJTZLI,O,X,X,X
SOJITLZ,O,X,X,X
SOJITZL,O,X,X,X
SOJILTZ,O,X,X,X
SOJILZT,O,X,X,X
SOJIZTL,O,X,X,X
SOJIZLT,O,X,X,X
SOJLTIZ,O,X,O,X
SOJLTZI,O,X,O,X
SOJLITZ,O,X,X,X
SOJLIZT,O,X,X,X
SOJLZTI,O,X,X,X
SOJLZIT,O,X,X,X
SOJZTIL,O,X,X,X
SOJZTLI,O,X,X,X
SOJZITL,O,X,X,X
SOJZILT,O,X,X,X
SOJZLTI,O,X,X,X
SOJZLIT,O,X,X,X
SOZTILJ,O,O,X,X
SOZTIJL,X,X,X,X
SOZTLIJ,O,O,X,X
SOZTLJI,X,X,X,X
SOZTJIL,X,X,X,X
SOZTJLI,X,X,X,X
SOZITLJ,O,O,X,X
SOZITJL,X,X,X,X
SOZILTJ,O,O,X,X
SOZILJT,X,X,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,X,X,X
SOZLTIJ,O,O,X,X
SOZLTJI,X,X,X,X
SOZLITJ,O,O,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,X,X,X
SOZLJIT,X,X,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,X,X,X
SOZJILT,X,X,X,X
SOZJLTI,X,X,X,X
SOZJLIT,X,X,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,X,X,X,O
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,O
ZTISLJO,X,X,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,X,X,X,X
ZTISJOL,X,X,X,O
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,O
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,O
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,O
ZTLIJSO,X,X,X,O
ZTLIJOS,X,X,X,O
ZTLISJO,X,X,X,O
ZTLISOJ,X,X,X,O
ZTLIOJS,X,X,X,O
ZTLIOSJ,X,X,X,O
ZTLJISO,X,X,X,O
ZTLJIOS,X,X,X,O
ZTLJSIO,X,X,X,O
ZTLJSOI,X,X,X,O
ZTLJOIS,X,X,X,O
ZTLJOSI,X,X,X,O
ZTLSIJO,X,X,X,O
ZTLSIOJ,X,X,X,O
ZTLSJIO,X,X,X,O
ZTLSJOI,X,X,X,O
ZTLSOIJ,X,X,X,O
ZTLSOJI,X,X,X,O
ZTLOIJS,X,X,X,O
ZTLOISJ,X,X,X,O
ZTLOJIS,X,X,X,O
ZTLOJSI,X,X,X,O
ZTLOSIJ,X,X,X,O
ZTLOSJI,X,X,X,O
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,X
ZTJISLO,X,X,X,X
ZTJISOL,X,X,X,O
ZTJIOLS,X,X,X,X
ZTJIOSL,X,X,X,O
ZTJLISO,X,X,X,O
ZTJLIOS,X,X,X,O
ZTJLSIO,X,X,X,O
ZTJLSOI,X,X,X,O
ZTJLOIS,X,X,X,O
ZTJLOSI,X,X,X,O
ZTJSILO,X,X,X,X
ZTJSIOL,X,X,X,O
ZTJSLIO,X,X,X,O
ZTJSLOI,X,X,X,O
ZTJSOIL,X,X,X,O
ZTJSOLI,X,X,X,O
ZTJOILS,X,X,X,X
ZTJOISL,X,X,X,O
ZTJOLIS,X,X,X,O
ZTJOLSI,X,X,X,O
ZTJOSIL,X,X,X,O
ZTJOSLI,X,X,X,O
ZTSILJO,X,X,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,X,X,X,X
ZTSIJOL,X,X,X,O
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,O
ZTSLIJO,X,X,X,O
ZTSLIOJ,X,X,X,O
ZTSLJIO,X,X,X,O
ZTSLJOI,X,X,X,O
ZTSLOIJ,X,X,X,O
ZTSLOJI,X,X,X,O
ZTSJILO,X,X,X,X
ZTSJIOL,X,X,X,O
ZTSJLIO,X,X,X,O
ZTSJLOI,X,X,X,O
ZTSJOIL,X,X,X,O
ZTSJOLI,X,X,X,O
ZTSOILJ,X,X,X,X
ZTSOIJL,X,X,X,O
ZTSOLIJ,X,X,X,O
ZTSOLJI,X,X,X,O
ZTSOJIL,X,X,X,O
ZTSOJLI,X,X,X,O
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,O
ZTOISLJ,X,X,X,X
ZTOISJL,X,X,X,O
ZTOLIJS,X,X,X,O
ZTOLISJ,X,X,X,O
ZTOLJIS,X,X,X,O
ZTOLJSI,X,X,X,O
ZTOLSIJ,X,X,X,O
ZTOLSJI,X,X,X,O
ZTOJILS,X,X,X,X
ZTOJISL,X,X,X,O
ZTOJLIS,X,X,X,O
ZTOJLSI,X,X,X,O
ZTOJSIL,X,X,X,O
ZTOJSLI,X,X,X,O
ZTOSILJ,X,X,X,X
ZTOSIJL,X,X,X,O
ZTOSLIJ,X,X,X,O
ZTOSLJI,X,X,X,O
ZTOSJIL,X,X,X,O
ZTOSJLI,X,X,X,O
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,X,X,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,X,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,X,X,X
ZILTJOS,X,X,X,X
ZILTSJO,X,X,X,X
ZILTSOJ,X,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,X
ZILJSTO,O,X,X,X
ZILJSOT,O,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,O,X,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,O,O,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,O,O,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,X
ZILOJST,O,X,X,X
ZILOSTJ,O,O,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,X,X,X
ZIJTSOL,X,X,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,X,X,X,X
ZIJLSTO,O,X,X,X
ZIJLSOT,O,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,O,X,X,X
ZIJSTLO,O,X,X,X
ZIJSTOL,O,X,X,X
ZIJSLTO,O,X,X,X
ZIJSLOT,O,X,X,X
ZIJSOTL,O,X,X,X
ZIJSOLT,O,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,X,X
ZIJOLTS,X,X,X,X
ZIJOLST,O,X,X,X
ZIJOSTL,O,X,X,X
ZIJOSLT,O,X,X,X
ZISTLJO,X,X,X,X
ZISTLOJ,O,O,X,X
ZISTJLO,X,X,X,X
ZISTJOL,X,X,X,X
ZISTOLJ,O,O,X,X
ZISTOJL,X,X,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,O,O,X,X
ZISLJTO,X,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,O,O,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,X,X,X,X
ZISJLOT,X,X,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,O,O,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,O,O,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,X,X
ZIOLJST,O,X,X,X
ZIOLSTJ,O,O,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,X,X
ZIOJLST,O,X,X,X
ZIOJSTL,O,X,X,X
ZIOJSLT,O,X,X,X
ZIOSTLJ,O,O,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,O,O,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,X,X,X,O
ZLTIJOS,X,X,X,O
ZLTISJO,X,X,X,O
ZLTISOJ,X,X,X,O
ZLTIOJS,X,X,X,O
ZLTIOSJ,X,X,X,O
ZLTJISO,X,X,X,O
ZLTJIOS,X,X,X,O
ZLTJSIO,X,X,X,O
ZLTJSOI,X,X,X,O
ZLTJOIS,X,X,X,O
ZLTJOSI,X,X,X,O
ZLTSIJO,X,X,X,O
ZLTSIOJ,X,X,X,O
ZLTSJIO,X,X,X,O
ZLTSJOI,X,X,X,O
ZLTSOIJ,X,X,X,O
ZLTSOJI,X,X,X,O
ZLTOIJS,X,X,X,O
ZLTOISJ,X,X,X,O
ZLTOJIS,X,X,X,O
ZLTOJSI,X,X,X,O
ZLTOSIJ,X,X,X,O
ZLTOSJI,X,X,X,O
ZLITJSO,X,X,X,X
ZLITJOS,X,X,X,X
ZLITSJO,X,X,X,X
ZLITSOJ,X,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,X,O
ZLIJTOS,X,X,X,O
ZLIJSTO,O,X,X,X
ZLIJSOT,O,X,X,O
ZLIJOTS,X,X,X,O
ZLIJOST,O,X,X,O
ZLISTJO,X,X,X,X
ZLISTOJ,O,O,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,X,O
ZLISOTJ,O,O,X,X
ZLISOJT,X,X,X,O
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,X,O
ZLIOJST,O,X,X,O
ZLIOSTJ,O,O,X,X
ZLIOSJT,X,X,X,O
ZLJTISO,X,X,X,O
ZLJTIOS,X,X,X,O
ZLJTSIO,X,X,X,O
ZLJTSOI,X,X,X,O
ZLJTOIS,X,X,X,O
ZLJTOSI,X,X,X,O
ZLJITSO,X,X,X,O
ZLJITOS,X,X,X,O
ZLJISTO,O,X,X,X
ZLJISOT,O,X,X,O
ZLJIOTS,X,X,X,O
ZLJIOST,O,X,X,O
ZLJSTIO,O,X,X,O
ZLJSTOI,O,X,X,O
ZLJSITO,O,X,X,X
ZLJSIOT,O,X,X,O
ZLJSOTI,O,X,X,O
ZLJSOIT,O,X,X,O
ZLJOTIS,X,X,X,O
ZLJOTSI,X,X,X,O
ZLJOITS,X,X,X,O
ZLJOIST,O,X,X,O
ZLJOSTI,O,X,X,O
ZLJOSIT,O,X,X,O
ZLSTIJO,X,X,X,O
ZLSTIOJ,O,O,X,O
ZLSTJIO,X,X,X,O
ZLSTJOI,X,X,X,O
ZLSTOIJ,O,O,X,O
ZLSTOJI,X,X,X,O
ZLSITJO,X,X,X,X
ZLSITOJ,O,O,X,X
ZLSIJTO,X,X,X,X
ZLSIJOT,X,X,X,O
ZLSIOTJ,O,O,X,X
ZLSIOJT,X,X,X,O
ZLSJTIO,X,X,X,O
ZLSJTOI,X,X,X,O
ZLSJITO,X,X,X,X
ZLSJIOT,X,X,X,O
ZLSJOTI,X,X,X,O
ZLSJOIT,X,X,X,O
ZLSOTIJ,O,O,X,O
ZLSOTJI,X,X,X,O
ZLSOITJ,O,O,X,X
ZLSOIJT,X,X,X,O
ZLSOJTI,X,X,X,O
ZLSOJIT,X,X,X,O
ZLOTIJS,X,X,X,O
ZLOTISJ,X,X,X,O
ZLOTJIS,X,X,X,O
ZLOTJSI,X,X,X,O
ZLOTSIJ,X,X,X,O
ZLOTSJI,X,X,X,O
ZLOITJS,X,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,X,X,X,O
ZLOIJST,O,X,X,O
ZLOISTJ,O,O,X,X
ZLOISJT,X,X,X,O
ZLOJTIS,X,X,X,O
ZLOJTSI,X,X,X,O
ZLOJITS,X,X,X,O
ZLOJIST,O,X,X,O
ZLOJSTI,O,X,X,O
ZLOJSIT,O,X,X,O
ZLOSTIJ,O,O,X,O
ZLOSTJI,X,X,X,O
ZLOSITJ,O,O,X,X
ZLOSIJT,X,X,X,O
ZLOSJTI,X,X,X,O
ZLOSJIT,X,X,X,O
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,X,X,X,X
ZJTISOL,X,X,X,O
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,X,O
ZJTLISO,X,X,X,O
ZJTLIOS,X,X,X,O
ZJTLSIO,X,X,X,O
ZJTLSOI,X,X,X,O
ZJTLOIS,X,X,X,O
ZJTLOSI,X,X,X,O
ZJTSILO,X,X,X,X
ZJTSIOL,X,X,X,O
ZJTSLIO,X,X,X,O
ZJTSLOI,X,X,X,O
ZJTSOIL,X,X,X,O
ZJTSOLI,X,X,X,O
ZJTOILS,X,X,X,X
ZJTOISL,X,X,X,O
ZJTOLIS,X,X,X,O
ZJTOLSI,X,X,X,O
ZJTOSIL,X,X,X,O
ZJTOSLI,X,X,X,O
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,X,X,X
ZJITSOL,X,X,X,X
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,X,X,X,X
ZJILTOS,X,X,X,X
ZJILSTO,O,X,X,X
ZJILSOT,O,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,O,X,X,X
ZJISTLO,O,X,X,X
ZJISTOL,O,X,X,X
ZJISLTO,O,X,X,X
ZJISLOT,O,X,X,X
ZJISOTL,O,X,X,X
ZJISOLT,O,X,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,X,X
ZJIOLTS,X,X,X,X
ZJIOLST,O,X,X,X
ZJIOSTL,O,X,X,X
ZJIOSLT,O,X,X,X
ZJLTISO,X,X,X,O
ZJLTIOS,X,X,X,O
ZJLTSIO,X,X,X,O
ZJLTSOI,X,X,X,O
ZJLTOIS,X,X,X,O
ZJLTOSI,X,X,X,O
ZJLITSO,X,X,X,O
ZJLITOS,X,X,X,O
ZJLISTO,O,X,X,X
ZJLISOT,O,X,X,O
ZJLIOTS,X,X,X,O
ZJLIOST,O,X,X,O
ZJLSTIO,O,X,X,O
ZJLSTOI,O,X,X,O
ZJLSITO,O,X,X,X
ZJLSIOT,O,X,X,O
ZJLSOTI,O,X,X,O
ZJLSOIT,O,X,X,O
ZJLOTIS,X,X,X,O
ZJLOTSI,X,X,X,O
ZJLOITS,X,X,X,O
ZJLOIST,O,X,X,O
ZJLOSTI,O,X,X,O
ZJLOSIT,O,X,X,O
ZJSTILO,O,X,X,X
ZJSTIOL,O,X,X,O
ZJSTLIO,O,X,X,O
ZJSTLOI,O,X,X,O
ZJSTOIL,O,X,X,O
ZJSTOLI,O,X,X,O
ZJSITLO,O,X,X,X
ZJSITOL,O,X,X,X
ZJSILTO,O,X,X,X
ZJSILOT,O,X,X,X
ZJSIOTL,O,X,X,X
ZJSIOLT,O,X,X,X
ZJSLTIO,O,X,X,O
ZJSLTOI,O,X,X,O
ZJSLITO,O,X,X,X
ZJSLIOT,O,X,X,O
ZJSLOTI,O,X,X,O
ZJSLOIT,O,X,X,O
ZJSOTIL,O,X,X,O
ZJSOTLI,O,X,X,O
ZJSOITL,O,X,X,X
ZJSOILT,O,X,X,X
ZJSOLTI,O,X,X,O
ZJSOLIT,O,X,X,O
ZJOTILS,X,X,X,X
ZJOTISL,X,X,X,O
ZJOTLIS,X,X,X,O
ZJOTLSI,X,X,X,O
ZJOTSIL,X,X,X,O
ZJOTSLI,X,X,X,O
ZJOITLS,X,X,X,X
ZJOITSL,X,X,X,X
ZJOILTS,X,X,X,X
ZJOILST,O,X,X,X
ZJOISTL,O,X,X,X
ZJOISLT,O,X,X,X
ZJOLTIS,X,X,X,O
ZJOLTSI,X,X,X,O
ZJOLITS,X,X,X,O
ZJOLIST,O,X,X,O
ZJOLSTI,O,X,X,O
ZJOLSIT,O,X,X,O
ZJOSTIL,O,X,X,O
ZJOSTLI,O,X,X,O
ZJOSITL,O,X,X,X
ZJOSILT,O,X,X,X
ZJOSLTI,O,X,X,O
ZJOSLIT,O,X,X,O
ZSTILJO,X,X,X,X
ZSTILOJ,O,O,X,X
ZSTIJLO,X,X,X,X
ZSTIJOL,X,X,X,O
ZSTIOLJ,O,O,X,X
ZSTIOJL,X,X,X,O
ZSTLIJO,X,X,X,O
ZSTLIOJ,O,O,X,O
ZSTLJIO,X,X,X,O
ZSTLJOI,X,X,X,O
ZSTLOIJ,O,O,X,O
ZSTLOJI,X,X,X,O
ZSTJILO,X,X,X,X
ZSTJIOL,X,X,X,O
ZSTJLIO,X,X,X,O
ZSTJLOI,X,X,X,O
ZSTJOIL,X,X,X,O
ZSTJOLI,X,X,X,O
ZSTOILJ,O,O,X,X
ZSTOIJL,X,X,X,O
ZSTOLIJ,O,O,X,O
ZSTOLJI,X,X,X,O
ZSTOJIL,X,X,X,O
ZSTOJLI,X,X,X,O
ZSITLJO,X,X,X,X
ZSITLOJ,O,O,X,X
ZSITJLO,X,X,X,X
ZSITJOL,X,X,X,X
ZSITOLJ,O,O,X,X
ZSITOJL,X,X,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,O,O,X,X
ZSILJTO,X,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,O,O,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,X,X,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,O,O,X,X
ZSIOTJL,X,X,X,X
ZSIOLTJ,O,O,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,X,X,X,O
ZSLTIOJ,O,O,X,O
ZSLTJIO,X,X,X,O
ZSLTJOI,X,X,X,O
ZSLTOIJ,O,O,X,O
ZSLTOJI,X,X,X,O
ZSLITJO,X,X,X,X
ZSLITOJ,O,O,X,X
ZSLIJTO,X,X,X,X
ZSLIJOT,X,X,X,O
ZSLIOTJ,O,O,X,X
ZSLIOJT,X,X,X,O
ZSLJTIO,X,X,X,O
ZSLJTOI,X,X,X,O
ZSLJITO,X,X,X,X
ZSLJIOT,X,X,X,O
ZSLJOTI,X,X,X,O
ZSLJOIT,X,X,X,O
ZSLOTIJ,O,O,X,O
ZSLOTJI,X,X,X,O
ZSLOITJ,O,O,X,X
ZSLOIJT,X,X,X,O
ZSLOJTI,X,X,X,O
ZSLOJIT,X,X,X,O
ZSJTILO,X,X,X,X
ZSJTIOL,X,X,X,O
ZSJTLIO,X,X,X,O
ZSJTLOI,X,X,X,O
ZSJTOIL,X,X,X,O
ZSJTOLI,X,X,X,O
ZSJITLO,X,X,X,X
ZSJITOL,X,X,X,X
ZSJILTO,X,X,X,X
ZSJILOT,X,X,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,X,X,X,O
ZSJLTOI,X,X,X,O
ZSJLITO,X,X,X,X
ZSJLIOT,X,X,X,O
ZSJLOTI,X,X,X,O
ZSJLOIT,X,X,X,O
ZSJOTIL,X,X,X,O
ZSJOTLI,X,X,X,O
ZSJOITL,X,X,X,X
ZSJOILT,X,X,X,X
ZSJOLTI,X,X,X,O
ZSJOLIT,X,X,X,O
ZSOTILJ,O,O,X,X
ZSOTIJL,X,X,X,O
ZSOTLIJ,O,O,X,O
ZSOTLJI,X,X,X,O
ZSOTJIL,X,X,X,O
ZSOTJLI,X,X,X,O
ZSOITLJ,O,O,X,X
ZSOITJL,X,X,X,X
ZSOILTJ,O,O,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,X,X,X,X
ZSOIJLT,X,X,X,X
ZSOLTIJ,O,O,X,O
ZSOLTJI,X,X,X,O
ZSOLITJ,O,O,X,X
ZSOLIJT,X,X,X,O
ZSOLJTI,X,X,X,O
ZSOLJIT,X,X,X,O
ZSOJTIL,X,X,X,O
ZSOJTLI,X,X,X,O
ZSOJITL,X,X,X,X
ZSOJILT,X,X,X,X
ZSOJLTI,X,X,X,O
ZSOJLIT,X,X,X,O
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,X,X,O
ZOTISLJ,X,X,X,X
ZOTISJL,X,X,X,O
ZOTLIJS,X,X,X,O
ZOTLISJ,X,X,X,O
ZOTLJIS,X,X,X,O
ZOTLJSI,X,X,X,O
ZOTLSIJ,X,X,X,O
ZOTLSJI,X,X,X,O
ZOTJILS,X,X,X,X
ZOTJISL,X,X,X,O
ZOTJLIS,X,X,X,O
ZOTJLSI,X,X,X,O
ZOTJSIL,X,X,X,O
ZOTJSLI,X,X,X,O
ZOTSILJ,X,X,X,X
ZOTSIJL,X,X,X,O
ZOTSLIJ,X,X,X,O
ZOTSLJI,X,X,X,O
ZOTSJIL,X,X,X,O
ZOTSJLI,X,X,X,O
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,X,X,X,X
ZOITSLJ,X,X,X,X
ZOITSJL,X,X,X,X
ZOILTJS,X,X,X,X
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,X,X
ZOILJST,O,X,X,X
ZOILSTJ,O,O,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,X,X,X
ZOIJLTS,X,X,X,X
ZOIJLST,O,X,X,X
ZOIJSTL,O,X,X,X
ZOIJSLT,O,X,X,X
ZOISTLJ,O,O,X,X
ZOISTJL,X,X,X,X
ZOISLTJ,O,O,X,X
ZOISLJT,X,X,X,X
ZOISJTL,X,X,X,X
ZOISJLT,X,X,X,X
ZOLTIJS,X,X,X,O
ZOLTISJ,X,X,X,O
ZOLTJIS,X,X,X,O
ZOLTJSI,X,X,X,O
ZOLTSIJ,X,X,X,O
ZOLTSJI,X,X,X,O
ZOLITJS,X,X,X,X
ZOLITSJ,X,X,X,X
ZOLIJTS,X,X,X,O
ZOLIJST,O,X,X,O
ZOLISTJ,O,O,X,X
ZOLISJT,X,X,X,O
ZOLJTIS,X,X,X,O
ZOLJTSI,X,X,X,O
ZOLJITS,X,X,X,O
ZOLJIST,O,X,X,O
ZOLJSTI,O,X,X,O
ZOLJSIT,O,X,X,O
ZOLSTIJ,O,O,X,O
ZOLSTJI,X,X,X,O
ZOLSITJ,O,O,X,X
ZOLSIJT,X,X,X,O
