sequence,v115@MhB8GeC8DeF8BeA8JeZEJvhFUgBFhB6nBTjBWqBXtB,v115@MhB8GeC8DeF8BeA8JeZEJvhFukBFhB0iBTlBStBXtB,v115@MhB8GeC8DeF8BeA8JeZEJvhFFgBXhB0iB6oBWqBzsB
OSZTLIJ,X,X,O
OSZTLJI,X,X,X
OSZTJIL,X,X,X
OSZTJLI,X,X,X
OSZITLJ,X,X,O
OSZITJL,X,X,X
OSZILTJ,X,X,O
OSZILJT,X,X,O
OSZIJTL,X,X,O
OSZIJLT,X,X,O
OSZLTIJ,X,X,O
OSZLTJI,X,X,X
OSZLITJ,X,X,O
OSZLIJT,X,X,O
OSZLJTI,X,X,O
OSZLJIT,X,X,O
OSZJTIL,X,X,O
OSZJTLI,X,X,O
OSZJITL,X,X,O
OSZJILT,X,X,O
OSZJLTI,X,X,O
OSZJLIT,X,X,O
OZTILJS,X,O,X
OZTILSJ,X,X,X
OZTIJLS,X,O,X
OZTIJSL,X,X,X
OZTISLJ,X,X,X
OZTISJL,X,X,X
OZTLIJS,X,O,X
OZTLISJ,X,X,X
OZTLJIS,X,O,X
OZTLJSI,X,X,X
OZTLSIJ,X,X,X
OZTLSJI,X,X,X
OZTJILS,X,O,X
OZTJISL,X,X,X
OZTJLIS,X,O,X
OZTJLSI,X,X,X
OZTJSIL,X,X,X
OZTJSLI,X,X,X
OZTSILJ,X,X,X
OZTSIJL,X,X,X
OZTSLIJ,X,X,X
OZTSLJI,X,X,X
OZTSJIL,X,X,X
OZTSJLI,X,X,X
OZITLJS,X,O,X
OZITLSJ,X,X,X
OZITJLS,X,O,X
OZITJSL,X,X,X
OZITSLJ,X,X,X
OZITSJL,X,X,X
OZILTJS,X,O,X
OZILTSJ,X,X,X
OZILJTS,X,O,O
OZILJST,X,X,O
OZILSTJ,X,X,O
OZILSJT,X,X,O
OZIJTLS,X,O,O
OZIJTSL,X,X,O
OZIJLTS,X,O,O
OZIJLST,X,X,O
OZIJSTL,X,X,O
OZIJSLT,X,X,O
OZISTLJ,X,X,O
OZISTJL,X,X,X
OZISLTJ,X,X,O
OZISLJT,X,X,O
OZISJTL,X,X,O
OZISJLT,X,X,O
OZLTIJS,X,O,X
OZLTISJ,X,X,X
OZLTJIS,X,O,X
OZLTJSI,X,X,X
OZLTSIJ,X,X,X
OZLTSJI,X,X,X
OZLITJS,X,O,X
OZLITSJ,X,X,X
OZLIJTS,X,O,O
OZLIJST,X,X,O
OZLISTJ,X,X,O
OZLISJT,X,X,O
OZLJTIS,X,O,O
OZLJTSI,X,X,O
OZLJITS,X,O,O
OZLJIST,X,X,O
OZLJSTI,X,X,O
OZLJSIT,X,X,O
OZLSTIJ,X,X,O
OZLSTJI,X,X,X
OZLSITJ,X,X,O
OZLSIJT,X,X,O
OZLSJTI,X,X,O
OZLSJIT,X,X,O
OZJTILS,X,O,O
OZJTISL,X,X,O
OZJTLIS,X,O,O
OZJTLSI,X,X,O
OZJTSIL,X,X,O
OZJTSLI,X,X,O
OZJITLS,X,O,O
OZJITSL,X,X,O
OZJILTS,X,O,O
OZJILST,X,X,O
OZJISTL,X,X,O
OZJISLT,X,X,O
OZJLTIS,X,O,O
OZJLTSI,X,X,O
OZJLITS,X,O,O
OZJLIST,X,X,O
OZJLSTI,X,X,O
OZJLSIT,X,X,O
OZJSTIL,X,X,O
OZJSTLI,X,X,O
OZJSITL,X,X,O
OZJSILT,X,X,O
OZJSLTI,X,X,O
OZJSLIT,X,X,O
OZSTILJ,X,X,O
OZSTIJL,X,X,X
OZSTLIJ,X,X,O
OZSTLJI,X,X,X
OZSTJIL,X,X,X
OZSTJLI,X,X,X
OZSITLJ,X,X,O
OZSITJL,X,X,X
OZSILTJ,X,X,O
OZSILJT,X,X,O
OZSIJTL,X,X,O
OZSIJLT,X,X,O
OZSLTIJ,X,X,O
OZSLTJI,X,X,X
OZSLITJ,X,X,O
OZSLIJT,X,X,O
OZSLJTI,X,X,O
OZSLJIT,X,X,O
OZSJTIL,X,X,O
OZSJTLI,X,X,O
OZSJITL,X,X,O
OZSJILT,X,X,O
OZSJLTI,X,X,O
OZSJLIT,X,X,O
