sequence,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFRhBGjBXlBimBzn?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jex/IvhFmhBCjBzkBFmBXo?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFamBRiBcoBXlBzm?B+sB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFamBGiBTjBXlBRs?BUsB
SZJTIOL,O,X,X,X
SZJTLIO,O,X,O,X
SZJTLOI,X,X,O,X
SZJTOIL,X,X,O,X
SZJTOLI,X,X,O,X
SZJITLO,O,X,O,X
SZJITOL,O,X,X,X
SZJILTO,X,O,O,X
SZJILOT,X,O,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,O,X,O,X
SZJLTOI,X,X,O,X
SZJLITO,O,O,O,X
SZJLIOT,X,O,X,X
SZJLOTI,X,X,O,X
SZJLOIT,X,O,O,X
SZJOTIL,X,X,O,X
SZJOTLI,X,X,O,X
SZJOITL,X,X,O,X
SZJOILT,X,O,O,X
SZJOLTI,X,X,O,X
SZJOLIT,X,O,O,X
SZOTILJ,X,O,X,X
SZOTIJL,O,O,X,X
SZOTLIJ,O,O,X,X
SZOTLJI,O,O,X,X
SZOTJIL,O,O,X,X
SZOTJLI,O,O,X,X
SZOITLJ,X,O,X,X
SZOITJL,O,O,X,X
SZOILTJ,X,O,X,X
SZOILJT,X,O,X,X
SZOIJTL,O,X,X,X
SZOIJLT,X,O,X,X
SZOLTIJ,O,O,X,X
SZOLTJI,O,O,X,X
SZOLITJ,O,O,X,X
SZOLIJT,O,O,X,X
SZOLJTI,O,X,X,X
SZOLJIT,O,O,X,X
SZOJTIL,O,X,X,X
SZOJTLI,O,X,X,X
SZOJITL,O,X,X,X
SZOJILT,X,O,X,X
SZOJLTI,O,X,X,X
SZOJLIT,O,O,X,X
SOTILJZ,X,O,X,X
SOTILZJ,X,X,X,O
SOTIJLZ,O,O,X,O
SOTIJZL,X,X,X,X
SOTIZLJ,X,O,X,X
SOTIZJL,X,O,X,X
SOTLIJZ,O,O,X,X
SOTLIZJ,X,X,X,O
SOTLJIZ,O,O,X,X
SOTLJZI,X,X,O,X
SOTLZIJ,X,X,X,X
SOTLZJI,X,X,X,X
SOTJILZ,O,O,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,O,O,X,X
SOTJLZI,X,X,O,X
SOTJZIL,X,X,O,X
SOTJZLI,X,X,O,X
SOTZILJ,X,O,X,X
SOTZIJL,X,O,X,X
SOTZLIJ,X,O,X,X
SOTZLJI,X,O,X,X
SOTZJIL,X,O,X,X
SOTZJLI,X,O,X,X
SOITLJZ,X,O,X,X
SOITLZJ,X,X,X,O
SOITJLZ,O,O,X,O
SOITJZL,X,X,X,X
SOITZLJ,X,O,X,X
SOITZJL,X,O,X,X
SOILTJZ,X,O,X,X
SOILTZJ,X,X,X,O
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,X
SOILZTJ,X,X,X,O
SOILZJT,X,X,X,O
SOIJTLZ,O,X,X,O
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,O
SOIJLZT,X,X,X,X
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,O,X,X
SOIZTJL,X,O,X,X
SOIZLTJ,X,O,X,X
SOIZLJT,X,O,X,X
SOIZJTL,X,X,X,X
SOIZJLT,X,O,X,X
SOLTIJZ,O,O,X,X
SOLTIZJ,X,X,X,O
SOLTJIZ,O,O,X,X
SOLTJZI,X,X,O,X
SOLTZIJ,X,X,X,X
SOLTZJI,X,X,X,X
SOLITJZ,O,O,X,X
SOLITZJ,X,X,X,O
SOLIJTZ,O,X,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,X,O
SOLIZJT,X,X,X,O
SOLJTIZ,O,X,X,X
SOLJTZI,X,X,O,X
SOLJITZ,O,X,X,X
SOLJIZT,X,X,X,X
SOLJZTI,X,X,O,X
SOLJZIT,X,X,O,X
SOLZTIJ,X,X,X,X
SOLZTJI,X,X,X,X
SOLZITJ,X,X,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,X,X,X
SOLZJIT,X,X,X,X
SOJTILZ,O,X,X,X
SOJTIZL,X,X,X,X
SOJTLIZ,O,X,X,X
SOJTLZI,X,X,O,X
SOJTZIL,X,X,O,X
SOJTZLI,X,X,O,X
SOJITLZ,O,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,X
SOJILZT,X,X,X,X
SOJIZTL,X,X,X,X
SOJIZLT,X,X,X,X
SOJLTIZ,O,X,X,X
SOJLTZI,X,X,O,X
SOJLITZ,O,X,X,X
SOJLIZT,X,X,X,X
SOJLZTI,X,X,O,X
SOJLZIT,X,X,O,X
SOJZTIL,X,X,O,X
SOJZTLI,X,X,O,X
SOJZITL,X,X,O,X
SOJZILT,X,X,O,X
SOJZLTI,X,X,O,X
SOJZLIT,X,X,O,X
SOZTILJ,X,O,X,X
SOZTIJL,X,O,X,X
SOZTLIJ,X,O,X,X
SOZTLJI,X,O,X,X
SOZTJIL,X,O,X,X
SOZTJLI,X,O,X,X
SOZITLJ,X,O,X,X
SOZITJL,X,O,X,X
SOZILTJ,X,O,X,X
SOZILJT,X,O,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,O,X,X
SOZLTIJ,X,O,X,X
SOZLTJI,X,O,X,X
SOZLITJ,X,O,X,X
SOZLIJT,X,O,X,X
SOZLJTI,X,X,X,X
SOZLJIT,X,O,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,X,X,X
SOZJILT,X,O,X,X
SOZJLTI,X,X,X,X
SOZJLIT,X,O,X,X
ZTILJSO,X,X,O,X
ZTILJOS,X,X,O,X
ZTILSJO,X,X,O,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,O,X
ZTIJLOS,X,X,O,X
ZTIJSLO,X,O,X,X
ZTIJSOL,X,X,X,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,X
ZTISLJO,X,O,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,X,O,X,X
ZTISJOL,X,X,X,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,O,X,O,X
ZTLIJOS,O,X,O,X
ZTLISJO,X,X,O,X
ZTLISOJ,X,X,X,X
ZTLIOJS,O,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,O,X,O,X
ZTLJIOS,O,X,O,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,O,X
ZTLJOSI,X,X,X,X
ZTLSIJO,X,X,X,X
ZTLSIOJ,X,X,X,X
ZTLSJIO,X,X,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,X,X,X,X
ZTLSOJI,X,X,X,X
ZTLOIJS,O,X,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,O,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,X,O,X
ZTJILOS,X,X,O,X
ZTJISLO,X,O,X,X
ZTJISOL,X,X,X,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,X,X,X
ZTJLISO,O,X,O,X
ZTJLIOS,O,X,O,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,O,X
ZTJLOSI,X,X,X,X
ZTJSILO,X,O,X,X
ZTJSIOL,X,X,X,X
ZTJSLIO,X,O,X,X
ZTJSLOI,X,O,X,X
ZTJSOIL,X,O,X,X
ZTJSOLI,X,O,X,X
ZTJOILS,X,X,O,X
ZTJOISL,X,O,X,X
ZTJOLIS,X,X,O,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,O,X,X
ZTJOSLI,X,O,X,X
ZTSILJO,X,O,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,X,O,X,X
ZTSIJOL,X,X,X,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,X,O,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,X,O,X,X
ZTSLJOI,X,O,X,X
ZTSLOIJ,X,O,X,X
ZTSLOJI,X,O,X,X
ZTSJILO,X,O,X,X
ZTSJIOL,X,X,X,X
ZTSJLIO,X,O,X,X
ZTSJLOI,X,O,X,X
ZTSJOIL,X,O,X,X
ZTSJOLI,X,O,X,X
ZTSOILJ,X,O,X,X
ZTSOIJL,X,O,X,X
ZTSOLIJ,X,O,X,X
ZTSOLJI,X,O,X,X
ZTSOJIL,X,O,X,X
ZTSOJLI,X,O,X,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,O,X,X
ZTOISLJ,X,O,X,X
ZTOISJL,X,O,X,X
ZTOLIJS,O,X,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,O,X,X,X
ZTOLJSI,X,X,X,X
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,X,X,X,X
ZTOJISL,X,O,X,X
ZTOJLIS,O,X,X,X
ZTOJLSI,X,X,X,X
ZTOJSIL,X,O,X,X
ZTOJSLI,X,O,X,X
ZTOSILJ,X,O,X,X
ZTOSIJL,X,O,X,X
ZTOSLIJ,X,O,X,X
ZTOSLJI,X,O,X,X
ZTOSJIL,X,O,X,X
ZTOSJLI,X,O,X,X
ZITLJSO,X,X,O,X
ZITLJOS,X,X,O,X
ZITLSJO,X,X,O,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,O,X
ZITJLOS,X,X,O,X
ZITJSLO,X,O,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,X,O,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,O,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,X,O,X
ZILTJOS,X,X,O,X
ZILTSJO,X,X,O,X
ZILTSOJ,X,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,X
ZILJSTO,X,X,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,X,X,X
ZILSTJO,X,X,O,X
ZILSTOJ,X,X,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,X,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,X
ZILOJST,X,X,X,X
ZILOSTJ,X,X,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,O,X
ZIJTLOS,X,X,O,X
ZIJTSLO,X,X,X,X
ZIJTSOL,X,X,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,X,X,O,X
ZIJLTOS,X,X,O,X
ZIJLSTO,X,X,O,X
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,X,X,X
ZIJSTLO,X,X,O,X
ZIJSTOL,X,X,X,X
ZIJSLTO,X,O,O,X
ZIJSLOT,X,O,X,X
ZIJSOTL,X,X,X,X
ZIJSOLT,X,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,X,X
ZIJOLTS,X,X,X,X
ZIJOLST,X,X,X,X
ZIJOSTL,X,X,X,X
ZIJOSLT,X,X,X,X
ZISTLJO,X,O,O,X
ZISTLOJ,X,X,X,X
ZISTJLO,X,O,O,X
ZISTJOL,X,X,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,X,O,O,X
ZISLTOJ,X,X,X,X
ZISLJTO,X,O,X,X
ZISLJOT,X,O,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,O,X
ZISJTOL,X,X,X,X
ZISJLTO,X,O,O,X
ZISJLOT,X,O,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,X,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,X,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,X,X
ZIOLJST,X,X,X,X
ZIOLSTJ,X,X,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,X,X
ZIOJLST,X,X,X,X
ZIOJSTL,X,X,X,X
ZIOJSLT,X,X,X,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,O,X,O,X
ZLTIJOS,O,X,O,X
ZLTISJO,X,X,O,X
ZLTISOJ,X,X,X,X
ZLTIOJS,O,X,X,X
ZLTIOSJ,X,X,X,X
ZLTJISO,O,X,O,X
ZLTJIOS,O,X,O,X
ZLTJSIO,X,X,X,X
ZLTJSOI,X,X,X,X
ZLTJOIS,X,X,O,X
ZLTJOSI,X,X,X,X
ZLTSIJO,X,X,X,X
ZLTSIOJ,X,X,X,X
ZLTSJIO,X,X,X,X
ZLTSJOI,X,X,X,X
ZLTSOIJ,X,X,X,X
ZLTSOJI,X,X,X,X
ZLTOIJS,O,X,X,X
ZLTOISJ,X,X,X,X
ZLTOJIS,O,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,X,X,X,X
ZLTOSJI,X,X,X,X
ZLITJSO,O,X,O,X
ZLITJOS,O,X,O,X
ZLITSJO,X,X,O,X
ZLITSOJ,X,X,X,X
ZLITOJS,O,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,O,X,X,X
ZLIJTOS,O,X,X,X
ZLIJSTO,O,X,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,X,X,X
ZLISTJO,O,X,O,X
ZLISTOJ,O,X,X,X
ZLISJTO,O,X,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,O,X,X,X
ZLISOJT,O,X,X,X
ZLIOTJS,O,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,O,X,X,X
ZLIOJST,O,X,X,X
ZLIOSTJ,O,X,X,X
ZLIOSJT,O,X,X,X
ZLJTISO,O,X,O,X
ZLJTIOS,O,X,O,X
ZLJTSIO,X,X,X,X
ZLJTSOI,X,X,X,X
ZLJTOIS,X,X,O,X
ZLJTOSI,X,X,X,X
ZLJITSO,O,X,O,X
ZLJITOS,O,X,O,X
ZLJISTO,O,X,O,X
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,X,X
ZLJIOST,X,X,X,X
ZLJSTIO,O,X,O,X
ZLJSTOI,X,X,O,X
ZLJSITO,O,X,O,X
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,O,X
ZLJSOIT,X,X,O,X
ZLJOTIS,X,X,O,X
ZLJOTSI,X,X,X,X
ZLJOITS,X,X,O,X
ZLJOIST,X,X,O,X
ZLJOSTI,X,X,O,X
ZLJOSIT,X,X,O,X
ZLSTIJO,O,X,O,X
ZLSTIOJ,O,X,X,X
ZLSTJIO,O,X,O,X
ZLSTJOI,X,X,O,X
ZLSTOIJ,O,X,X,X
ZLSTOJI,O,X,X,X
ZLSITJO,O,X,O,X
ZLSITOJ,O,X,X,X
ZLSIJTO,O,X,X,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,O,X,X,X
ZLSIOJT,O,X,X,X
ZLSJTIO,O,X,O,X
ZLSJTOI,X,X,O,X
ZLSJITO,O,X,O,X
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,O,X
ZLSJOIT,X,X,O,X
ZLSOTIJ,O,X,X,X
ZLSOTJI,O,X,X,X
ZLSOITJ,O,X,X,X
ZLSOIJT,O,X,X,X
ZLSOJTI,O,X,X,X
ZLSOJIT,O,X,X,X
ZLOTIJS,O,X,X,X
ZLOTISJ,X,X,X,X
ZLOTJIS,O,X,X,X
ZLOTJSI,X,X,X,X
ZLOTSIJ,X,X,X,X
ZLOTSJI,X,X,X,X
ZLOITJS,O,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,O,X,X,X
ZLOIJST,O,X,X,X
ZLOISTJ,O,X,X,X
ZLOISJT,O,X,X,X
ZLOJTIS,O,X,X,X
ZLOJTSI,X,X,X,X
ZLOJITS,O,X,X,X
ZLOJIST,O,X,X,X
ZLOJSTI,O,X,X,X
ZLOJSIT,O,X,X,X
ZLOSTIJ,O,X,X,X
ZLOSTJI,O,X,X,X
ZLOSITJ,O,X,X,X
ZLOSIJT,O,X,X,X
ZLOSJTI,O,X,X,X
ZLOSJIT,O,X,X,X
ZJTILSO,X,X,O,X
ZJTILOS,X,X,O,X
ZJTISLO,X,X,X,X
ZJTISOL,X,X,X,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,X,X
ZJTLISO,O,X,O,X
ZJTLIOS,O,X,O,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,O,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,X,X,X
ZJTSIOL,X,X,X,X
ZJTSLIO,X,X,X,X
ZJTSLOI,X,X,X,X
ZJTSOIL,X,X,X,X
ZJTSOLI,X,X,X,X
ZJTOILS,X,X,O,X
ZJTOISL,X,X,X,X
ZJTOLIS,X,X,O,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,X,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,X,O,X
ZJITLOS,X,X,O,X
ZJITSLO,X,X,X,X
ZJITSOL,X,X,X,X
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,X,X,O,X
ZJILTOS,X,X,O,X
ZJILSTO,X,X,O,X
ZJILSOT,X,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,X,X,X
ZJISTLO,X,X,O,X
ZJISTOL,X,X,X,X
ZJISLTO,X,O,O,X
ZJISLOT,X,O,X,X
ZJISOTL,X,X,X,X
ZJISOLT,X,X,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,X,X
ZJIOLTS,X,X,X,X
ZJIOLST,X,X,X,X
ZJIOSTL,X,X,X,X
ZJIOSLT,X,X,X,X
ZJLTISO,O,X,O,X
ZJLTIOS,O,X,O,X
ZJLTSIO,X,X,X,X
ZJLTSOI,X,X,X,X
ZJLTOIS,X,X,O,X
ZJLTOSI,X,X,X,X
ZJLITSO,O,X,O,X
ZJLITOS,O,X,O,X
ZJLISTO,O,X,O,X
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,X,X
ZJLIOST,X,X,X,X
ZJLSTIO,O,X,O,X
ZJLSTOI,X,X,O,X
ZJLSITO,O,X,O,X
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,O,X
ZJLSOIT,X,X,O,X
ZJLOTIS,X,X,O,X
ZJLOTSI,X,X,X,X
ZJLOITS,X,X,O,X
ZJLOIST,X,X,O,X
ZJLOSTI,X,X,O,X
ZJLOSIT,X,X,O,X
ZJSTILO,O,X,O,X
ZJSTIOL,O,X,X,X
ZJSTLIO,O,X,O,X
ZJSTLOI,X,X,O,X
ZJSTOIL,X,X,O,X
ZJSTOLI,X,X,O,X
ZJSITLO,O,X,O,X
ZJSITOL,O,X,X,X
ZJSILTO,X,O,O,X
ZJSILOT,X,O,X,X
ZJSIOTL,X,X,X,X
ZJSIOLT,X,X,X,X
ZJSLTIO,O,X,O,X
ZJSLTOI,X,X,O,X
ZJSLITO,O,O,O,X
ZJSLIOT,X,O,X,X
ZJSLOTI,X,X,O,X
ZJSLOIT,X,O,O,X
ZJSOTIL,X,X,O,X
ZJSOTLI,X,X,O,X
ZJSOITL,X,X,O,X
ZJSOILT,X,O,O,X
ZJSOLTI,X,X,O,X
ZJSOLIT,X,O,O,X
ZJOTILS,X,X,O,X
ZJOTISL,X,X,X,X
ZJOTLIS,X,X,O,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,X,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,X,O,X
ZJOITSL,X,X,X,X
ZJOILTS,X,X,O,X
ZJOILST,X,X,O,X
ZJOISTL,X,X,O,X
ZJOISLT,X,O,O,X
ZJOLTIS,X,X,O,X
ZJOLTSI,X,X,X,X
ZJOLITS,X,X,O,X
ZJOLIST,X,X,O,X
ZJOLSTI,X,X,O,X
ZJOLSIT,X,X,O,X
ZJOSTIL,X,X,O,X
ZJOSTLI,X,X,O,X
ZJOSITL,X,X,O,X
ZJOSILT,X,O,O,X
ZJOSLTI,X,X,O,X
ZJOSLIT,X,O,O,X
ZSTILJO,O,O,O,X
ZSTILOJ,O,X,X,X
ZSTIJLO,O,O,O,X
ZSTIJOL,O,X,X,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,O,X,X,X
ZSTLIJO,O,O,O,X
ZSTLIOJ,O,X,X,X
ZSTLJIO,O,O,O,X
ZSTLJOI,X,O,O,X
ZSTLOIJ,O,O,X,X
ZSTLOJI,O,O,X,X
ZSTJILO,O,O,O,X
ZSTJIOL,O,X,X,X
ZSTJLIO,O,O,O,X
ZSTJLOI,X,O,O,X
ZSTJOIL,X,O,O,X
ZSTJOLI,X,O,O,X
ZSTOILJ,X,O,X,X
ZSTOIJL,O,O,X,X
ZSTOLIJ,O,O,X,X
ZSTOLJI,O,O,X,X
ZSTOJIL,O,O,X,X
ZSTOJLI,O,O,X,X
ZSITLJO,O,O,O,X
ZSITLOJ,O,X,X,X
ZSITJLO,O,O,O,X
ZSITJOL,O,X,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,O,X,X,X
ZSILTJO,O,O,O,X
ZSILTOJ,O,X,X,X
ZSILJTO,O,O,X,X
ZSILJOT,X,O,X,X
ZSILOTJ,O,X,X,X
ZSILOJT,O,X,X,X
ZSIJTLO,O,X,O,X
ZSIJTOL,O,X,X,X
ZSIJLTO,X,O,O,X
ZSIJLOT,X,O,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,O,X,X,X
ZSIOLTJ,X,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,O,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,O,O,O,X
ZSLTIOJ,O,X,X,X
ZSLTJIO,O,O,O,X
ZSLTJOI,X,O,O,X
ZSLTOIJ,O,O,X,X
ZSLTOJI,O,O,X,X
ZSLITJO,O,O,O,X
ZSLITOJ,O,X,X,X
ZSLIJTO,O,O,X,X
ZSLIJOT,X,O,X,X
ZSLIOTJ,O,X,X,X
ZSLIOJT,O,X,X,X
ZSLJTIO,O,X,O,X
ZSLJTOI,X,X,O,X
ZSLJITO,O,O,O,X
ZSLJIOT,X,O,X,X
ZSLJOTI,X,X,O,X
ZSLJOIT,X,O,O,X
ZSLOTIJ,O,O,X,X
ZSLOTJI,O,O,X,X
ZSLOITJ,O,O,X,X
ZSLOIJT,O,O,X,X
ZSLOJTI,O,X,X,X
ZSLOJIT,O,O,X,X
ZSJTILO,O,X,O,X
ZSJTIOL,O,X,X,X
ZSJTLIO,O,X,O,X
ZSJTLOI,X,X,O,X
ZSJTOIL,X,X,O,X
ZSJTOLI,X,X,O,X
ZSJITLO,O,X,O,X
ZSJITOL,O,X,X,X
ZSJILTO,X,O,O,X
ZSJILOT,X,O,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,O,X,O,X
ZSJLTOI,X,X,O,X
ZSJLITO,O,O,O,X
ZSJLIOT,X,O,X,X
ZSJLOTI,X,X,O,X
ZSJLOIT,X,O,O,X
ZSJOTIL,X,X,O,X
ZSJOTLI,X,X,O,X
ZSJOITL,X,X,O,X
ZSJOILT,X,O,O,X
ZSJOLTI,X,X,O,X
ZSJOLIT,X,O,O,X
ZSOTILJ,X,O,X,X
ZSOTIJL,O,O,X,X
ZSOTLIJ,O,O,X,X
ZSOTLJI,O,O,X,X
ZSOTJIL,O,O,X,X
ZSOTJLI,O,O,X,X
ZSOITLJ,X,O,X,X
ZSOITJL,O,O,X,X
ZSOILTJ,X,O,X,X
ZSOILJT,X,O,X,X
ZSOIJTL,O,X,X,X
ZSOIJLT,X,O,X,X
ZSOLTIJ,O,O,X,X
ZSOLTJI,O,O,X,X
ZSOLITJ,O,O,X,X
ZSOLIJT,O,O,X,X
ZSOLJTI,O,X,X,X
ZSOLJIT,O,O,X,X
ZSOJTIL,O,X,X,X
ZSOJTLI,O,X,X,X
ZSOJITL,O,X,X,X
ZSOJILT,X,O,X,X
ZSOJLTI,O,X,X,X
ZSOJLIT,O,O,X,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,O,X,X
ZOTISLJ,X,O,X,X
ZOTISJL,X,O,X,X
ZOTLIJS,O,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,O,X,X,X
ZOTLJSI,X,X,X,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,X,X
ZOTJISL,X,O,X,X
ZOTJLIS,O,X,X,X
ZOTJLSI,X,X,X,X
ZOTJSIL,X,O,X,X
ZOTJSLI,X,O,X,X
ZOTSILJ,X,O,X,X
ZOTSIJL,X,O,X,X
ZOTSLIJ,X,O,X,X
ZOTSLJI,X,O,X,X
ZOTSJIL,X,O,X,X
ZOTSJLI,X,O,X,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,X,O,X,X
ZOITSLJ,X,O,X,X
ZOITSJL,X,O,X,X
ZOILTJS,X,X,X,X
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,X,X
ZOILJST,X,X,X,X
ZOILSTJ,X,X,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,X,X,X
ZOIJLTS,X,X,X,X
ZOIJLST,X,X,X,X
ZOIJSTL,X,X,X,X
ZOIJSLT,X,O,X,X
ZOISTLJ,X,O,X,X
ZOISTJL,X,O,X,X
ZOISLTJ,X,O,X,X
ZOISLJT,X,O,X,X
ZOISJTL,X,X,X,X
ZOISJLT,X,O,X,X
ZOLTIJS,O,X,X,X
ZOLTISJ,X,X,X,X
ZOLTJIS,O,X,X,X
ZOLTJSI,X,X,X,X
ZOLTSIJ,X,X,X,X
ZOLTSJI,X,X,X,X
ZOLITJS,O,X,X,X
ZOLITSJ,X,X,X,X
ZOLIJTS,O,X,X,X
ZOLIJST,O,X,X,X
ZOLISTJ,O,X,X,X
ZOLISJT,O,X,X,X
ZOLJTIS,O,X,X,X
ZOLJTSI,X,X,X,X
ZOLJITS,O,X,X,X
ZOLJIST,O,X,X,X
