sequence,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFufB3bBTeBy?lB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFCbBehBTeBX?gB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei6IvhFzbBckB2lBx?iBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFWgBTeBylB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFmbB0gBxiBX?jBikBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhFOkBzgBxiB0?fBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jex6IvhFygBTeBOkB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFlbBykB8lBx?iBXjBmpB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT+IvhFRgB0iBlkB3?lBOkBiqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhF0fBzgBxiBO?kBXjBFqB
JOZTILS,X,O,O,X,X,X,X,O,X,X
JOZTISL,X,O,O,X,X,X,X,X,X,X
JOZTLIS,X,O,O,X,X,X,X,O,X,X
JOZTLSI,X,O,O,X,X,X,X,O,X,X
JOZTSIL,X,O,O,X,X,X,O,X,X,X
JOZTSLI,X,O,O,X,X,X,O,X,X,X
JOZITLS,X,O,O,X,X,X,X,O,X,X
JOZITSL,X,O,O,X,X,X,X,X,X,X
JOZILTS,X,O,O,X,X,O,X,O,X,X
JOZILST,X,O,O,X,X,O,X,O,X,X
JOZISTL,X,O,X,X,X,X,O,X,X,X
JOZISLT,X,O,O,X,X,X,X,X,X,X
JOZLTIS,X,O,O,X,X,X,X,O,X,X
JOZLTSI,X,O,X,X,X,X,X,O,X,X
JOZLITS,X,O,O,X,X,O,X,O,X,X
JOZLIST,X,O,O,X,X,O,X,O,X,X
JOZLSTI,X,O,X,X,X,X,O,O,X,X
JOZLSIT,X,O,O,X,X,X,X,O,X,X
JOZSTIL,X,O,X,X,X,X,O,X,X,X
JOZSTLI,X,O,X,X,X,X,O,X,X,X
JOZSITL,X,O,X,X,X,X,O,X,X,X
JOZSILT,X,O,O,X,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,O,X,X,X
JOZSLIT,X,O,O,X,X,X,X,X,X,X
STILJZO,O,X,X,O,X,X,O,X,X,X
STILJOZ,O,X,X,X,X,X,O,X,X,X
STILZJO,O,X,X,O,O,X,O,X,O,X
STILZOJ,O,X,X,O,O,X,O,X,O,X
STILOJZ,O,X,X,X,X,X,O,X,X,X
STILOZJ,O,X,X,X,O,X,O,X,X,X
STIJLZO,O,O,X,O,X,X,O,X,X,X
STIJLOZ,O,O,X,X,X,X,O,X,X,X
STIJZLO,O,O,O,O,X,X,O,X,O,X
STIJZOL,O,O,O,O,X,X,O,X,O,X
STIJOLZ,O,O,X,X,X,O,O,X,X,X
STIJOZL,X,O,O,X,X,X,O,X,X,X
STIZLJO,O,X,O,O,O,X,O,X,O,X
STIZLOJ,O,X,X,O,O,X,O,X,O,X
STIZJLO,O,O,O,O,O,X,O,X,O,X
STIZJOL,O,O,O,O,X,X,O,X,O,X
STIZOLJ,O,X,X,O,X,X,O,X,O,O
STIZOJL,O,O,X,O,X,X,O,X,O,X
STIOLJZ,O,X,X,X,X,O,O,X,X,X
STIOLZJ,O,X,X,X,X,X,O,X,X,O
STIOJLZ,O,O,X,X,X,O,O,X,X,X
STIOJZL,X,O,X,X,X,X,O,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,O,O
STIOZJL,X,X,X,X,X,X,X,X,O,X
STLIJZO,O,X,X,O,X,X,O,X,X,X
STLIJOZ,O,X,X,X,X,X,O,X,X,X
STLIZJO,O,X,X,O,O,X,O,X,O,X
STLIZOJ,O,X,X,O,O,X,O,X,O,X
STLIOJZ,O,X,X,X,X,X,O,X,X,X
STLIOZJ,O,X,X,X,O,X,O,X,X,X
STLJIZO,O,X,X,O,X,X,O,X,X,X
STLJIOZ,O,X,X,X,X,X,O,X,X,X
STLJZIO,O,X,X,O,X,X,O,X,X,X
STLJZOI,O,X,X,O,X,X,O,X,X,X
STLJOIZ,O,X,X,X,X,X,O,X,X,X
STLJOZI,O,X,X,X,X,X,O,X,X,X
STLZIJO,O,X,X,O,O,X,O,X,O,X
STLZIOJ,O,X,X,O,O,X,O,X,O,X
STLZJIO,O,X,X,O,O,X,O,X,O,X
STLZJOI,O,X,X,O,O,X,O,X,O,X
STLZOIJ,O,X,X,O,O,X,O,X,O,X
STLZOJI,O,X,X,O,O,X,O,X,O,X
STLOIJZ,O,X,X,X,X,X,O,X,X,X
STLOIZJ,O,X,X,X,O,X,O,X,X,X
STLOJIZ,O,X,X,X,X,X,O,X,X,X
STLOJZI,O,X,X,X,X,X,O,X,X,X
STLOZIJ,O,X,X,X,O,X,O,X,X,X
STLOZJI,O,X,X,X,O,X,O,X,X,X
STJILZO,O,O,X,O,X,X,O,X,X,X
STJILOZ,O,O,X,X,X,X,O,X,X,X
STJIZLO,O,O,O,O,X,X,O,X,O,X
STJIZOL,O,O,O,O,X,X,O,X,O,X
STJIOLZ,O,O,X,X,X,O,O,X,X,X
STJIOZL,X,O,O,X,X,X,O,X,X,X
STJLIZO,O,O,X,O,X,X,O,X,X,X
STJLIOZ,O,O,X,X,X,X,O,X,X,X
STJLZIO,O,O,X,O,X,X,O,X,X,X
STJLZOI,O,O,X,O,X,X,O,X,X,X
STJLOIZ,O,O,X,X,X,X,O,X,X,X
STJLOZI,O,O,X,X,X,X,O,X,X,X
STJZILO,O,O,O,O,X,X,O,X,O,X
STJZIOL,O,O,O,O,X,X,O,X,O,X
STJZLIO,O,O,O,O,X,X,O,X,O,X
STJZLOI,O,O,O,O,X,X,O,X,O,X
STJZOIL,O,O,O,O,X,X,O,X,O,X
STJZOLI,O,O,O,O,X,X,O,X,O,X
STJOILZ,O,O,X,X,X,O,O,X,X,X
STJOIZL,X,O,O,X,X,X,O,X,X,X
STJOLIZ,O,O,X,X,X,O,O,X,X,X
STJOLZI,O,O,X,X,X,X,O,X,X,X
STJOZIL,X,O,O,X,X,X,O,X,X,X
STJOZLI,X,O,O,X,X,X,O,X,X,X
STZILJO,O,X,O,O,O,X,O,X,O,X
STZILOJ,O,X,X,O,O,X,O,X,O,X
STZIJLO,O,O,O,O,O,X,O,X,O,X
STZIJOL,O,O,O,O,X,X,O,X,O,X
STZIOLJ,O,X,X,O,X,X,O,X,O,O
STZIOJL,O,O,X,O,X,X,O,X,O,X
STZLIJO,O,X,O,O,O,X,O,X,O,X
STZLIOJ,O,X,X,O,O,X,O,X,O,X
STZLJIO,O,X,O,O,O,X,O,X,O,X
STZLJOI,O,X,O,O,O,X,O,X,O,X
STZLOIJ,O,X,X,O,O,X,O,X,O,X
STZLOJI,O,X,X,O,O,X,O,X,O,X
STZJILO,O,O,O,O,O,X,O,X,O,X
STZJIOL,O,O,O,O,X,X,O,X,O,X
STZJLIO,O,O,O,O,O,X,O,X,O,X
STZJLOI,O,O,O,O,O,X,O,X,O,X
STZJOIL,O,O,O,O,X,X,O,X,O,X
STZJOLI,O,O,O,O,X,X,O,X,O,X
STZOILJ,O,X,X,O,X,X,O,X,O,O
STZOIJL,O,O,X,O,X,X,O,X,O,X
STZOLIJ,O,X,X,O,X,X,O,X,O,O
STZOLJI,O,X,X,O,X,X,O,X,O,X
STZOJIL,O,O,X,O,X,X,O,X,O,X
STZOJLI,O,O,X,O,X,X,O,X,O,X
STOILJZ,O,X,X,X,X,O,O,X,X,X
STOILZJ,O,X,X,X,X,X,O,X,X,O
STOIJLZ,O,O,X,X,X,O,O,X,X,X
STOIJZL,X,O,X,X,X,X,O,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,O,O
STOIZJL,X,X,X,X,X,X,X,X,O,X
STOLIJZ,O,X,X,X,X,O,O,X,X,X
STOLIZJ,O,X,X,X,X,X,O,X,X,O
STOLJIZ,O,X,X,X,X,O,O,X,X,X
STOLJZI,O,X,X,X,X,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X,O,X,X,O
STOLZJI,O,X,X,X,X,X,O,X,X,X
STOJILZ,O,O,X,X,X,O,O,X,X,X
STOJIZL,X,O,X,X,X,X,O,X,X,X
STOJLIZ,O,O,X,X,X,O,O,X,X,X
STOJLZI,O,O,X,X,X,X,O,X,X,X
STOJZIL,X,O,X,X,X,X,O,X,X,X
STOJZLI,X,O,X,X,X,X,O,X,X,X
STOZILJ,X,X,X,X,X,X,O,X,O,O
STOZIJL,X,X,X,X,X,X,O,X,O,X
STOZLIJ,X,X,X,X,X,X,O,X,O,O
STOZLJI,X,X,X,X,X,X,O,X,O,X
STOZJIL,X,X,X,X,X,X,O,X,O,X
STOZJLI,X,X,X,X,X,X,O,X,O,X
SITLJZO,O,X,X,O,X,X,O,X,X,X
SITLJOZ,O,X,X,X,X,X,O,X,X,X
SITLZJO,O,X,X,O,O,X,O,X,O,X
SITLZOJ,O,X,X,O,O,X,O,X,O,X
SITLOJZ,O,X,X,X,X,X,O,X,X,X
SITLOZJ,O,X,X,X,O,X,O,X,X,X
SITJLZO,O,O,X,O,X,X,O,X,X,X
SITJLOZ,O,O,X,X,X,X,O,X,X,X
SITJZLO,O,O,O,O,X,X,O,X,O,X
SITJZOL,O,O,O,O,X,X,O,X,O,X
SITJOLZ,O,O,X,X,X,O,O,X,X,X
SITJOZL,X,O,O,X,X,X,O,X,X,X
SITZLJO,O,X,O,O,O,X,O,X,O,X
SITZLOJ,O,X,X,O,O,X,O,X,O,X
SITZJLO,O,O,O,O,O,X,O,X,O,X
SITZJOL,O,O,O,O,X,X,O,X,O,X
SITZOLJ,O,X,X,O,X,X,O,X,O,O
SITZOJL,O,O,X,O,X,X,O,X,O,X
SITOLJZ,O,X,X,X,X,O,O,X,X,X
SITOLZJ,O,X,X,X,X,X,O,X,X,O
SITOJLZ,O,O,X,X,X,O,O,X,X,X
SITOJZL,X,O,X,X,X,X,O,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,O,O
SITOZJL,X,X,X,X,X,X,X,X,O,X
SILTJZO,O,X,X,O,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,X,O,X,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,X,O,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,O,X,X,X,X,X,X
SILJZOT,O,X,X,O,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,O,X,X,X,X,X,X
SILZTJO,O,X,X,O,X,X,X,X,X,X
SILZTOJ,O,X,X,O,X,X,X,X,X,X
SILZJTO,O,X,X,O,X,X,X,X,X,X
SILZJOT,O,X,X,O,O,X,X,X,X,X
SILZOTJ,O,X,X,O,X,X,X,X,X,X
SILZOJT,O,X,X,O,O,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,O,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,X,X,X,X,X
SILOZJT,O,X,X,O,O,X,X,X,X,X
SIJTLZO,X,O,X,O,X,X,O,X,X,X
SIJTLOZ,X,O,X,X,X,X,O,X,X,X
SIJTZLO,X,O,O,O,X,X,O,X,X,X
SIJTZOL,X,O,O,O,X,X,O,X,X,X
SIJTOLZ,X,O,X,X,X,O,O,X,X,X
SIJTOZL,X,O,O,X,X,X,O,X,X,X
SIJLTZO,X,O,X,O,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X,X,X,X
SIJLZTO,X,O,X,O,X,X,X,O,X,X
SIJLZOT,X,O,X,O,X,X,X,O,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X,X
SIJLOZT,X,O,X,O,X,X,X,O,X,X
SIJZTLO,X,O,X,O,X,X,O,O,X,X
SIJZTOL,X,O,X,O,X,X,O,X,X,X
SIJZLTO,X,O,X,O,X,X,X,O,X,X
SIJZLOT,X,O,O,O,X,X,X,O,X,X
SIJZOTL,X,O,X,O,X,X,O,X,X,X
SIJZOLT,X,O,O,O,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,O,X,X,X
SIJOTZL,X,O,O,X,X,X,O,X,X,X
SIJOLTZ,X,O,X,X,X,O,X,X,X,X
SIJOLZT,X,O,X,O,X,O,X,X,X,X
SIJOZTL,X,O,X,O,X,X,X,X,X,X
SIJOZLT,X,O,O,O,X,X,X,X,X,X
SIZTLJO,O,X,O,O,O,X,O,X,O,X
SIZTLOJ,O,X,X,O,O,X,O,X,O,X
SIZTJLO,O,O,O,O,O,X,O,O,O,X
SIZTJOL,O,O,O,O,X,X,O,X,O,X
SIZTOLJ,O,X,X,O,X,X,O,X,O,X
SIZTOJL,O,O,X,O,X,X,O,X,O,X
SIZLTJO,O,X,O,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,X,X
SIZLJTO,O,X,X,O,X,X,X,X,X,X
SIZLJOT,O,X,O,O,O,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,X,X
SIZLOJT,O,X,X,O,O,X,X,X,X,X
SIZJTLO,X,O,X,O,O,X,O,O,X,X
SIZJTOL,X,O,X,O,X,X,O,X,X,X
SIZJLTO,X,O,X,O,X,X,X,O,X,X
SIZJLOT,X,O,O,O,O,X,X,O,X,X
SIZJOTL,X,O,X,O,X,X,O,X,X,X
SIZJOLT,X,O,O,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,O,X,O,X
SIZOTJL,O,O,X,O,X,X,O,X,O,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,O,X,X,X,X,X,X
SIZOJTL,X,O,X,O,X,X,O,X,X,X
SIZOJLT,X,O,X,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,O,O,X,X,X
SIOTLZJ,O,X,X,X,X,X,O,X,X,O
SIOTJLZ,O,O,X,X,X,O,O,X,X,X
SIOTJZL,X,O,X,X,X,X,O,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,O
SIOTZJL,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,O,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,X,O
SIOLJTZ,O,X,X,X,X,O,X,X,X,X
SIOLJZT,O,X,X,O,X,O,X,X,X,X
SIOLZTJ,X,X,X,O,X,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,X,O,X,X,X
SIOJTZL,X,O,X,X,X,X,O,X,X,X
SIOJLTZ,X,O,X,X,X,O,X,X,X,X
SIOJLZT,X,O,X,O,X,O,X,X,X,X
SIOJZTL,X,X,X,O,X,X,X,X,X,X
SIOJZLT,X,O,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,X,O,X,X,X,X,X,X
SIOZLTJ,X,X,X,O,X,X,X,X,X,X
SIOZLJT,X,X,X,O,X,X,X,X,X,X
SIOZJTL,X,X,X,O,X,X,X,X,X,X
SIOZJLT,X,X,X,O,X,X,X,X,X,X
SLTIJZO,O,X,X,O,X,X,O,X,X,X
SLTIJOZ,O,X,X,X,X,X,O,X,X,X
SLTIZJO,O,X,X,O,X,X,O,X,O,X
SLTIZOJ,O,X,X,O,X,X,O,X,O,X
SLTIOJZ,O,X,X,X,X,X,O,X,X,X
SLTIOZJ,O,X,X,X,X,X,O,X,X,X
SLTJIZO,O,X,X,O,X,X,O,X,X,X
SLTJIOZ,O,X,X,X,X,X,O,X,X,X
SLTJZIO,O,X,X,O,X,X,O,X,X,X
SLTJZOI,O,X,X,O,X,X,O,X,X,X
SLTJOIZ,O,X,X,X,X,X,O,X,X,X
SLTJOZI,O,X,X,X,X,X,O,X,X,X
SLTZIJO,O,X,X,O,X,X,O,X,O,X
SLTZIOJ,O,X,X,O,X,X,O,X,O,X
SLTZJIO,O,X,X,O,X,X,O,X,O,X
SLTZJOI,O,X,X,O,X,X,O,X,O,X
SLTZOIJ,O,X,X,O,X,X,O,X,O,X
SLTZOJI,O,X,X,O,X,X,O,X,O,X
SLTOIJZ,O,X,X,X,X,X,O,X,X,X
SLTOIZJ,O,X,X,X,X,X,O,X,X,X
SLTOJIZ,O,X,X,X,X,X,O,X,X,X
SLTOJZI,O,X,X,X,X,X,O,X,X,X
SLTOZIJ,O,X,X,X,X,X,O,X,X,X
SLTOZJI,O,X,X,X,X,X,O,X,X,X
SLITJZO,O,X,X,O,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,O,X,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,O,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,O,X,X,X,X,X,X
SLIJZOT,O,X,X,O,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,O,X,X,X,X,X,X
SLIZTJO,O,X,X,O,X,X,X,X,X,X
SLIZTOJ,O,X,X,O,X,X,X,X,X,X
SLIZJTO,O,X,X,O,X,X,X,X,X,X
SLIZJOT,O,X,X,O,O,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,X,X,X,X
SLIZOJT,O,X,X,O,O,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,X,X,X,X,X
SLIOZJT,O,X,X,O,O,X,X,X,X,X
SLJTIZO,O,X,X,O,X,X,O,X,X,X
SLJTIOZ,O,X,X,X,X,X,O,X,X,X
SLJTZIO,O,X,X,O,X,X,O,X,X,X
SLJTZOI,O,X,X,O,X,X,O,X,X,X
SLJTOIZ,O,X,X,X,X,X,O,X,X,X
SLJTOZI,O,X,X,X,X,X,O,X,X,X
SLJITZO,O,X,X,O,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X
SLJIZTO,O,X,X,O,X,X,X,X,X,X
SLJIZOT,O,X,X,O,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,O,X,X,X,X,X,X
SLJZTIO,O,X,X,O,X,X,O,X,X,X
SLJZTOI,O,X,X,O,X,X,O,X,X,X
SLJZITO,O,X,X,O,X,X,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X,O,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,O,X,X,X
SLJOTZI,O,X,X,X,X,X,O,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,X,O,X,X,X,X,X,X
SLJOZTI,O,X,X,O,X,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X,X,X
SLZTIJO,O,X,X,O,X,X,O,X,O,X
SLZTIOJ,O,X,X,O,X,X,O,X,O,X
SLZTJIO,O,X,X,O,X,X,O,X,O,X
SLZTJOI,O,X,X,O,X,X,O,X,O,X
SLZTOIJ,O,X,X,O,X,X,O,X,O,X
SLZTOJI,O,X,X,O,X,X,O,X,O,X
SLZITJO,O,X,X,O,X,X,X,X,X,X
SLZITOJ,O,X,X,O,X,X,X,X,X,X
SLZIJTO,O,X,X,O,X,X,X,X,X,X
SLZIJOT,O,X,X,O,O,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,X,X,X
SLZIOJT,O,X,X,O,O,X,X,X,X,X
SLZJTIO,O,X,X,O,X,X,O,X,X,X
SLZJTOI,O,X,X,O,X,X,O,X,X,X
SLZJITO,O,X,X,O,X,X,X,X,X,X
SLZJIOT,O,X,X,O,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X,O,X,X,X
SLZJOIT,O,X,X,O,O,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,X,O,X,O,X
SLZOTJI,O,X,X,O,X,X,O,X,O,X
SLZOITJ,O,X,X,O,X,X,X,X,X,X
SLZOIJT,O,X,X,O,O,X,X,X,X,X
SLZOJTI,O,X,X,O,X,X,O,X,X,X
SLZOJIT,O,X,X,O,O,X,X,X,X,X
SLOTIJZ,O,X,X,X,X,X,O,X,X,X
SLOTIZJ,O,X,X,X,X,X,O,X,X,X
SLOTJIZ,O,X,X,X,X,X,O,X,X,X
SLOTJZI,O,X,X,X,X,X,O,X,X,X
SLOTZIJ,O,X,X,X,X,X,O,X,X,X
SLOTZJI,O,X,X,X,X,X,O,X,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,O,X,X,X,X,X,X
SLOIZTJ,O,X,X,O,X,X,X,X,X,X
SLOIZJT,O,X,X,O,O,X,X,X,X,X
SLOJTIZ,O,X,X,X,X,X,O,X,X,X
SLOJTZI,O,X,X,X,X,X,O,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,O,X,X,X,X,X,X
SLOJZTI,O,X,X,O,X,X,X,X,X,X
SLOJZIT,O,X,X,O,X,X,X,X,X,X
SLOZTIJ,O,X,X,O,X,X,X,X,X,X
SLOZTJI,O,X,X,O,X,X,X,X,X,X
SLOZITJ,O,X,X,O,X,X,X,X,X,X
SLOZIJT,O,X,X,O,O,X,X,X,X,X
SLOZJTI,O,X,X,O,X,X,X,X,X,X
SLOZJIT,O,X,X,O,O,X,X,X,X,X
SJTILZO,X,O,X,O,X,X,O,X,X,X
SJTILOZ,X,O,X,X,X,X,O,X,X,X
SJTIZLO,X,O,O,O,X,X,O,X,O,X
SJTIZOL,X,O,O,O,X,X,O,X,O,X
SJTIOLZ,X,O,X,X,X,O,O,X,X,X
SJTIOZL,X,O,O,X,X,X,O,X,X,X
SJTLIZO,X,O,X,O,X,X,O,X,X,X
SJTLIOZ,X,O,X,X,X,X,O,X,X,X
SJTLZIO,X,O,X,O,X,X,O,X,X,X
SJTLZOI,X,O,X,O,X,X,O,X,X,X
SJTLOIZ,X,O,X,X,X,X,O,X,X,X
SJTLOZI,X,O,X,X,X,X,O,X,X,X
SJTZILO,X,O,O,O,X,X,O,X,O,X
SJTZIOL,X,O,O,O,X,X,O,X,O,X
SJTZLIO,X,O,O,O,X,X,O,X,O,X
SJTZLOI,X,O,O,O,X,X,O,X,O,X
SJTZOIL,X,O,O,O,X,X,O,X,O,X
SJTZOLI,X,O,O,O,X,X,O,X,O,X
SJTOILZ,X,O,X,X,X,O,O,X,X,X
SJTOIZL,X,O,O,X,X,X,O,X,X,X
SJTOLIZ,X,O,X,X,X,O,O,X,X,X
SJTOLZI,X,O,X,X,X,X,O,X,X,X
SJTOZIL,X,O,O,X,X,X,O,X,X,X
SJTOZLI,X,O,O,X,X,X,O,X,X,X
SJITLZO,X,O,X,O,X,X,O,X,X,X
SJITLOZ,X,O,X,X,X,X,O,X,X,X
SJITZLO,X,O,O,O,X,X,O,X,X,X
SJITZOL,X,O,O,O,X,X,O,X,X,X
SJITOLZ,X,O,X,X,X,O,O,X,X,X
SJITOZL,X,O,O,X,X,X,O,X,X,X
SJILTZO,X,O,X,O,X,X,X,X,X,X
SJILTOZ,X,O,X,X,X,X,X,X,X,X
SJILZTO,X,O,X,O,X,X,X,O,X,X
SJILZOT,X,O,X,O,X,X,X,O,X,X
SJILOTZ,X,O,X,X,X,X,X,X,X,X
SJILOZT,X,O,X,O,X,X,X,O,X,X
SJIZTLO,X,O,X,O,X,X,O,O,X,X
SJIZTOL,X,O,X,O,X,X,O,X,X,X
SJIZLTO,X,O,X,O,X,X,X,O,X,X
SJIZLOT,X,O,O,O,X,X,X,O,X,X
SJIZOTL,X,O,X,O,X,X,O,X,X,X
SJIZOLT,X,O,O,O,X,X,X,X,X,X
SJIOTLZ,X,O,X,X,X,X,O,X,X,X
SJIOTZL,X,O,O,X,X,X,O,X,X,X
SJIOLTZ,X,O,X,X,X,O,X,X,X,X
SJIOLZT,X,O,X,O,X,O,X,X,X,X
SJIOZTL,X,O,X,O,X,X,X,X,X,X
SJIOZLT,X,O,O,O,X,X,X,X,X,X
SJLTIZO,X,O,X,O,X,X,O,X,X,X
SJLTIOZ,X,O,X,X,X,X,O,X,X,X
SJLTZIO,X,O,X,O,X,X,O,X,X,X
SJLTZOI,X,O,X,O,X,X,O,X,X,X
SJLTOIZ,X,O,X,X,X,X,O,X,X,X
SJLTOZI,X,X,X,X,X,X,O,X,X,X
SJLITZO,X,O,X,O,X,X,X,X,X,X
SJLITOZ,X,O,X,X,X,X,X,X,X,X
SJLIZTO,X,O,X,O,X,X,X,O,X,X
SJLIZOT,X,O,X,O,X,X,X,O,X,X
SJLIOTZ,X,O,X,X,X,X,X,X,X,X
SJLIOZT,X,O,X,O,X,X,X,O,X,X
SJLZTIO,X,O,X,O,X,X,O,O,X,X
SJLZTOI,X,O,X,O,X,X,O,O,X,X
SJLZITO,X,O,X,O,X,X,X,O,X,X
SJLZIOT,X,O,X,O,X,X,X,O,X,X
SJLZOTI,X,O,X,O,X,X,O,O,X,X
SJLZOIT,X,O,X,O,X,X,X,O,X,X
SJLOTIZ,X,O,X,X,X,X,O,X,X,X
SJLOTZI,X,X,X,X,X,X,O,X,X,X
SJLOITZ,X,O,X,X,X,X,X,X,X,X
SJLOIZT,X,O,X,O,X,X,X,O,X,X
SJLOZTI,X,O,X,O,X,X,X,O,X,X
SJLOZIT,X,O,X,O,X,X,X,O,X,X
SJZTILO,X,O,X,O,X,X,O,O,O,X
SJZTIOL,X,O,X,O,X,X,O,X,O,X
SJZTLIO,X,O,X,O,X,X,O,O,O,X
SJZTLOI,X,O,X,O,X,X,O,O,O,X
SJZTOIL,X,O,X,O,X,X,O,X,O,X
SJZTOLI,X,O,X,O,X,X,O,X,O,X
SJZITLO,X,O,X,O,X,X,O,O,X,X
SJZITOL,X,O,X,O,X,X,O,X,X,X
SJZILTO,X,O,X,O,X,X,X,O,X,X
SJZILOT,X,O,O,O,X,X,X,O,X,X
SJZIOTL,X,O,X,O,X,X,O,X,X,X
SJZIOLT,X,O,O,O,X,X,X,X,X,X
SJZLTIO,X,O,X,O,X,X,O,O,X,X
SJZLTOI,X,O,X,O,X,X,O,O,X,X
SJZLITO,X,O,X,O,X,X,X,O,X,X
SJZLIOT,X,O,O,O,X,X,X,O,X,X
SJZLOTI,X,O,X,O,X,X,O,O,X,X
SJZLOIT,X,O,O,O,X,X,X,O,X,X
SJZOTIL,X,O,X,O,X,X,O,X,O,X
SJZOTLI,X,O,X,O,X,X,O,X,O,X
SJZOITL,X,O,X,O,X,X,O,X,X,X
SJZOILT,X,O,O,O,X,X,X,X,X,X
SJZOLTI,X,O,X,O,X,X,O,X,X,X
SJZOLIT,X,O,O,O,X,X,X,X,X,X
SJOTILZ,X,O,X,X,X,X,O,X,X,X
SJOTIZL,X,O,O,X,X,X,O,X,X,X
SJOTLIZ,X,O,X,X,X,X,O,X,X,X
