sequence,v115@RhA8FeB8AeD8AeE8JeT/IvhFxgB0iB6oBXlBmmBFrB,v115@RhA8FeB8AeD8AeE8JeyEJvhFzgBfnBxiBGoB0kBFrB,v115@RhA8FeB8AeD8AeE8Jex/IvhFXhB0iB6oBlkBzmBmqB
OSZTLIJ,O,X,O
OSZTLJI,X,X,X
OSZTJIL,X,X,X
OSZTJLI,X,X,X
OSZITLJ,X,X,X
OSZITJL,X,X,X
OSZILTJ,O,X,O
OSZILJT,O,X,O
OSZIJTL,X,X,X
OSZIJLT,X,X,X
OSZLTIJ,O,X,O
OSZLTJI,X,X,X
OSZLITJ,O,X,O
OSZLIJT,O,X,O
OSZLJTI,O,X,O
OSZLJIT,O,X,O
OSZJTIL,X,X,O
OSZJTLI,X,X,O
OSZJITL,X,X,X
OSZJILT,O,X,O
OSZJLTI,O,X,O
OSZJLIT,O,X,O
OZTILJS,X,X,O
OZTILSJ,X,X,O
OZTIJLS,X,X,O
OZTIJSL,X,X,O
OZTISLJ,X,X,O
OZTISJL,X,X,X
OZTLIJS,X,X,O
OZTLISJ,X,X,O
OZTLJIS,O,X,O
OZTLJSI,X,X,O
OZTLSIJ,X,X,O
OZTLSJI,X,X,X
OZTJILS,O,X,O
OZTJISL,X,X,O
OZTJLIS,O,X,O
OZTJLSI,X,X,O
OZTJSIL,X,X,O
OZTJSLI,X,X,O
OZTSILJ,X,X,O
OZTSIJL,X,X,X
OZTSLIJ,X,X,O
OZTSLJI,X,X,X
OZTSJIL,X,X,X
OZTSJLI,X,X,X
OZITLJS,X,X,X
OZITLSJ,X,X,X
OZITJLS,X,X,X
OZITJSL,X,X,X
OZITSLJ,X,X,X
OZITSJL,X,X,X
OZILTJS,X,X,X
OZILTSJ,X,X,X
OZILJTS,X,X,X
OZILJST,X,X,X
OZILSTJ,X,X,X
OZILSJT,X,X,X
OZIJTLS,X,X,X
OZIJTSL,X,X,X
OZIJLTS,X,X,X
OZIJLST,X,X,X
OZIJSTL,X,X,X
OZIJSLT,X,X,X
OZISTLJ,X,X,X
OZISTJL,X,X,X
OZISLTJ,X,X,X
OZISLJT,X,X,X
OZISJTL,X,X,X
OZISJLT,X,X,X
OZLTIJS,X,X,O
OZLTISJ,X,X,O
OZLTJIS,O,X,O
OZLTJSI,X,X,O
OZLTSIJ,X,X,O
OZLTSJI,X,X,X
OZLITJS,X,X,X
OZLITSJ,X,X,X
OZLIJTS,X,X,X
OZLIJST,X,X,X
OZLISTJ,X,X,X
OZLISJT,X,X,X
OZLJTIS,O,X,O
OZLJTSI,X,X,O
OZLJITS,O,X,X
OZLJIST,O,X,X
OZLJSTI,O,X,O
OZLJSIT,O,X,O
OZLSTIJ,O,X,O
OZLSTJI,X,X,X
OZLSITJ,O,X,O
OZLSIJT,O,X,O
OZLSJTI,O,X,O
OZLSJIT,O,X,O
OZJTILS,O,X,O
OZJTISL,X,X,O
OZJTLIS,O,X,O
OZJTLSI,X,X,O
OZJTSIL,X,X,O
OZJTSLI,X,X,O
OZJITLS,X,X,X
OZJITSL,X,X,X
OZJILTS,O,X,X
OZJILST,O,X,X
OZJISTL,X,X,X
OZJISLT,X,X,X
OZJLTIS,O,X,O
OZJLTSI,X,X,O
OZJLITS,O,X,X
OZJLIST,O,X,X
OZJLSTI,O,X,O
OZJLSIT,O,X,O
OZJSTIL,X,X,O
OZJSTLI,X,X,O
OZJSITL,X,X,X
OZJSILT,O,X,O
OZJSLTI,O,X,O
OZJSLIT,O,X,O
OZSTILJ,O,X,O
OZSTIJL,X,X,X
OZSTLIJ,O,X,O
OZSTLJI,X,X,X
OZSTJIL,X,X,X
OZSTJLI,X,X,X
OZSITLJ,X,X,X
OZSITJL,X,X,X
OZSILTJ,O,X,O
OZSILJT,O,X,O
OZSIJTL,X,X,X
OZSIJLT,X,X,X
OZSLTIJ,O,X,O
OZSLTJI,X,X,X
OZSLITJ,O,X,O
OZSLIJT,O,X,O
OZSLJTI,O,X,O
OZSLJIT,O,X,O
OZSJTIL,X,X,O
OZSJTLI,X,X,O
OZSJITL,X,X,X
OZSJILT,O,X,O
OZSJLTI,O,X,O
OZSJLIT,O,X,O
