sequence,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFmdB5jBcmBT?iBKtBFsB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex8IvhF6jBFhBmiB3?mBcsBTtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex8IvhF6jBFhBXiB8?nBmrBTtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex8IvhFTeBFhB0iB3?mB+tBisB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFmdB5jBFiBT?mBcsBKtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex8IvhFTeBFhBXiBS?tBmrBUtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex8IvhFyiB+jBFhB3?mBcsBTtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFmdB5jBTmBi?nBUtBFsB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lem8IvhFzdB5jBFhB3?mBcsBKtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFTdBcmBynB5?oBOtBFsB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Le+DJvhFUhBRiB3iBi?mBFsBTtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFxdBFiBTmBc?sBOtB6tB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFxdBcmBTiBO?tB6tBFsB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lez9IvhF5jBFhB2nBf?sBimBUtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFKiBzdBcmBO?tB5oBFsB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFFiBTmBxsBG?tBctBisB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeFBJvhFxiBXjBasB+?tBTrB0sB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFTmBxnBFnBG?tBctBisB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeFBJvhFxiB0iBasB+?tBTrBXtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFxdBUiBFjBT?mB+tBisB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFxdBFiBTmBc?sB6tBOtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFcmBxiBTiBO?tB6tBFsB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeU+IvhFFhBXiBSoBx?rBTtBmrB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex9IvhFFhBXjBasB+?tB0sBTrB,v115@zgD8FeC8GeD8FeD8FeF8AeA8LeX8IvhFViBajB5jBT?mBOsBUtB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lel8IvhFzdB5jBUhB/?nBKtBmrB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex9IvhFFhB0iBasB+?tBXtBTrB,v115@zgD8FeC8GeD8FeD8FeF8AeA8Lex9IvhFFhBXiBcsBO?tB6tBTrB
TLSIZJO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSIZOJ,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSIOJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSIOZJ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSJIZO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X
TLSJIOZ,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TLSJZIO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X
TLSJZOI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X
TLSJOIZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSJOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TLSZIJO,O,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSZIOJ,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSZJIO,O,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSZJOI,O,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSZOIJ,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSZOJI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSOIJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSOIZJ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSOJIZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSOJZI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSOZIJ,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLSOZJI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLZIJSO,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TLZIJOS,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TLZISJO,O,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZISOJ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZIOJS,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZIOSJ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZJISO,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,O,X
TLZJIOS,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TLZJSIO,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,O,O
TLZJSOI,O,O,O,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O
TLZJOIS,O,O,O,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZJOSI,O,O,O,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TLZSIJO,O,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZSIOJ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZSJIO,O,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O
TLZSJOI,O,X,O,X,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
TLZSOIJ,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZSOJI,O,X,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZOIJS,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLZOISJ,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLZOJIS,O,O,O,X,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TLZOJSI,O,O,O,X,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TLZOSIJ,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLZOSJI,O,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TLOIJSZ,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOIJZS,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOISJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOISZJ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TLOIZJS,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOJISZ,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJIZS,O,O,O,X,X,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJSIZ,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TLOJZIS,O,O,O,X,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,O,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOSIJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOSIZJ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOSJIZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOSJZI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOSZIJ,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLOSZJI,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLOZIJS,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOZISJ,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLOZJIS,O,O,O,X,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOZJSI,O,O,O,X,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOZSIJ,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TLOZSJI,O,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TJILSZO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJILSOZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJILZSO,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X
TJILZOS,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJILOSZ,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJILOZS,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISLZO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJISLOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJISZLO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TJISZOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJISOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJISOZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TJIZLSO,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X
TJIZLOS,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJIZSLO,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O
TJIZSOL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJIZOLS,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJIZOSL,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJIOLSZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJIOLZS,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
TJIOSLZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJIOSZL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
TJIOZLS,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TJIOZSL,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TJLISZO,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
TJLISOZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJLIZSO,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,O,O,X
TJLIZOS,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
TJLIOSZ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLIOZS,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJLSIZO,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
TJLSIOZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJLSZIO,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
TJLSZOI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
TJLSOIZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJLSOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
TJLZISO,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,O,O,O,X
TJLZIOS,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X
TJLZSIO,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,O,O
TJLZSOI,O,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,O,O,O
TJLZOIS,O,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
TJLZOSI,O,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X
TJLOISZ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLOIZS,O,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJLOSIZ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLOSZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TJLOZIS,O,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLOZSI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJSILZO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJSILOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJSIZLO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TJSIZOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJSIOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJSIOZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLIZO,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
TJSLIOZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJSLZIO,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
TJSLZOI,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
TJSLOIZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJSLOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
TJSZILO,X,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TJSZIOL,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJSZLIO,X,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TJSZLOI,X,O,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TJSZOIL,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJSZOLI,X,O,O,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TJSOILZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSOIZL,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSOLIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJSOLZI,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TJSOZIL,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJSOZLI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZILSO,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,O,X,X
TJZILOS,X,O,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
TJZISLO,X,O,O,O,X,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O
TJZISOL,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJZIOLS,X,O,O,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZIOSL,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJZLISO,O,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,O,O,X
TJZLIOS,O,O,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
TJZLSIO,O,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,O
TJZLSOI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,O,O
TJZLOIS,O,O,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
TJZLOSI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
TJZSILO,X,O,O,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TJZSIOL,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJZSLIO,O,O,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TJZSLOI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TJZSOIL,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJZSOLI,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TJZOILS,X,O,O,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZOISL,X,O,O,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJZOLIS,O,O,O,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X
TJZOLSI,O,O,O,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
TJZOSIL,X,O,O,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJZOSLI,O,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,O
TJOILSZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJOILZS,X,O,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
TJOISLZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJOISZL,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X
TJOIZLS,X,O,O,O,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOIZSL,X,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TJOLISZ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJOLIZS,O,O,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLSZI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
TJOLZIS,O,O,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOLZSI,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
TJOSILZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOSIZL,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOSLIZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOSLZI,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOSZIL,X,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOSZLI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOZILS,X,O,O,O,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOZISL,X,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJOZLIS,O,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOZLSI,O,O,O,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOZSIL,X,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJOZSLI,O,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
TSILJZO,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSILZJO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
